promotion_level,item_name,gojuon_order,sell_check_disp,price,value,start_time,item_id,limit_num,end_time,description,item_type
1,"스페셜 교환 티켓",0,0,0,0,"2022/09/13 15:00:00",27003,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓",0,0,0,0,"2023/01/30 15:00:00",27004,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"4th Anniv. 스페셜 교환 티켓",0,0,0,0,"2023/03/16 15:00:00",27005,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓",0,0,0,0,"2023/09/14 15:00:00",27006,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓",0,0,0,0,"2024/01/30 15:00:00",27007,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"5th Anniv. 스페셜 교환 티켓",0,0,0,0,"2024/03/14 15:00:00",27008,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"콜라보 기념 스페셜 교환 티켓",0,0,0,0,"2024/05/28 15:00:00",27009,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓",0,0,0,0,"2024/09/11 15:00:00",27010,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"S대시 스페셜 교환 티켓",0,0,0,0,"2024/09/11 15:00:00",27011,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓(한정+)",0,0,0,0,"2024/12/31 15:00:00",27012,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"6th Anniv. 스페셜 교환 티켓",0,0,0,0,"2025/03/13 8:00:00",27013,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓(한정+)",0,0,0,0,"2025/05/29 14:00:00",27014,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓(한정+)",0,0,0,0,"2025/09/15 14:00:00",27015,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓(한정+)",0,0,0,0,"2025/10/03 15:00:00",27016,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"스페셜 교환 티켓(한정+)",0,0,0,0,"2025/12/31 14:00:00",27017,999,"2030/08/01 14:59:59","특정 캐릭터와 교환할 수 있는 티켓",17
1,"페코린느의 메모리 피스 교환 티켓",0,0,0,0,"2030/08/04 15:00:00",28001,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"콧코로의 메모리 피스 교환 티켓",0,0,0,0,"2030/08/04 15:00:00",28002,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"캬루의 메모리 피스 교환 티켓",0,0,0,0,"2030/08/04 15:00:00",28003,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"하츠네의 메모리 피스 교환 티켓",0,0,0,0,"2030/09/03 15:00:00",28004,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"시오리의 메모리 피스 교환 티켓",0,0,0,0,"2030/09/03 15:00:00",28005,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"크리스티나의 메모리 피스 교환 티켓",0,0,0,0,"2030/09/03 15:00:00",28006,999,"2030/10/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"미미의 메모리 피스 교환 티켓",0,0,0,0,"2029/10/01 17:00:00",28007,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"미소기의 메모리 피스 교환 티켓",0,0,0,0,"2029/10/01 17:00:00",28008,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"쿄우카의 메모리 피스 교환 티켓",0,0,0,0,"2029/10/01 17:00:00",28009,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"시즈루의 메모리 피스 교환 티켓",0,0,0,0,"2029/11/05 12:00:00",28010,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"리노의 메모리 피스 교환 티켓",0,0,0,0,"2029/11/05 12:00:00",28011,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"네네카의 메모리 피스 교환 티켓",0,0,0,0,"2029/11/05 12:00:00",28012,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"유니의 메모리 피스 교환 티켓",0,0,0,0,2029/03/21,28013,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"치에루의 메모리 피스 교환 티켓",0,0,0,0,2029/03/21,28014,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"클로에의 메모리 피스 교환 티켓",0,0,0,0,2029/03/21,28015,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"치카의 메모리 피스 교환 티켓",0,0,0,0,2029/04/18,28016,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"카스미의 메모리 피스 교환 티켓",0,0,0,0,2029/04/18,28017,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"모니카의 메모리 피스 교환 티켓",0,0,0,0,2029/04/18,28018,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"라비리스타의 메모리 피스 교환 티켓",0,0,0,0,2029/05/16,28019,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"쥰의 메모리 피스 교환 티켓",0,0,0,0,2029/05/16,28020,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"에리코의 메모리 피스 교환 티켓",0,0,0,0,2029/05/16,28021,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"프린세스 페스 한정 메모리 피스 교환 티켓 2023",0,0,0,0,"2029/01/15 15:00:00",28022,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"한정 메모리 피스 교환 티켓 2023",0,0,0,0,"2029/01/15 15:00:00",28023,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"메모리 피스 교환 티켓 2023",0,0,0,0,"2029/01/15 15:00:00",28024,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"여름맞이 메모리 피스 교환 티켓 2025",0,0,0,0,"2025/05/29 14:00:00",28025,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"여름맞이 퓨어 메모리 피스 교환 티켓 2025",0,0,0,0,"2025/05/29 14:00:00",28026,999,"2030/08/01 14:59:59","특정 캐릭터의 퓨어 메모리 피스와 교환할 수 있는 티켓",17
1,"6.5주년 메모리 피스 교환 티켓",0,0,0,0,"2025/09/15 14:00:00",28027,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"6.5주년 퓨어 메모리 피스 교환 티켓",0,0,0,0,"2025/09/15 14:00:00",28028,999,"2030/08/01 14:59:59","특정 캐릭터의 퓨어 메모리 피스와 교환할 수 있는 티켓.",17
1,"2025 연말연시 메모리 피스 교환 티켓",0,0,0,0,"2025/12/31 14:00:00",28029,999,"2030/08/01 14:59:59","특정 캐릭터의 메모리 피스와 교환할 수 있는 티켓.",17
1,"2025 연말연시 퓨어 메모리 피스 교환 티켓",0,0,0,0,"2025/12/31 14:00:00",28030,999,"2030/08/01 14:59:59","특정 캐릭터의 퓨어 메모리 피스와 교환할 수 있는 티켓",17
1,"EX ★5 무기 교환 티켓",0,0,0,0,"2025/11/18 14:00:00",28501,999,"2030/08/01 14:59:59","특정 EX ★5 무기와 교환 가능한 티켓.",17
2,"메모리 피스",0,0,0,0,"2015/12/17 15:00:00",31000,1,"2030/08/01 14:59:59","기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",6
1,"히요리의 메모리 피스",383,0,0,31001,"2015/04/01 15:00:00",31001,9999,"2030/08/01 14:59:59","히요리의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유이의 메모리 피스",235,0,0,31002,"2015/04/01 15:00:00",31002,9999,"2030/08/01 14:59:59","유이의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"레이의 메모리 피스",41,0,0,31003,"2015/04/01 15:00:00",31003,9999,"2030/08/01 14:59:59","레이의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미소기의 메모리 피스",115,0,0,31004,"2015/04/01 15:00:00",31004,9999,"2030/08/01 14:59:59","미소기의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마츠리의 메모리 피스",72,0,0,31005,"2018/09/18 15:00:00",31005,9999,"2030/08/01 14:59:59","마츠리의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아카리의 메모리 피스",197,0,0,31006,"2015/04/01 15:00:00",31006,9999,"2030/08/01 14:59:59","아카리의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미야코의 메모리 피스",122,0,0,31007,"2015/04/01 15:00:00",31007,9999,"2030/08/01 14:59:59","미야코의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
