w1_enemy_local_position_y_1,daily_limit,w1_enemy_size_1,w2_enemy_local_position_y_1,start_tp_rate,w2_enemy_position_x_4,wave_bgm,w3_enemy_local_position_y_5,background_1,w2_enemy_size_3,w3_enemy_local_position_y_3,w2_enemy_size_4,w1_enemy_local_position_y_4,limit_time,bg_position,w1_enemy_position_x_4,background_2,w2_enemy_local_position_y_5,w1_enemy_local_position_y_3,w2_enemy_size_5,w2_enemy_position_x_5,w3_enemy_size_3,reward_image_1,w3_enemy_position_x_3,w2_enemy_position_x_1,w3_enemy_position_x_1,w2_enemy_size_1,wave_group_id_2,w3_enemy_size_5,wave_group_id_3,recovery_hp_rate,w1_enemy_size_3,background_3,reward_image_3,reward_image_4,tower_cloister_quest_id,w3_enemy_position_x_4,wave_group_id_1,w1_enemy_local_position_y_2,reward_image_5,w2_enemy_local_position_y_4,w3_enemy_size_2,w2_enemy_position_x_3,w3_enemy_size_4,w3_enemy_position_x_5,w1_enemy_size_2,w2_enemy_local_position_y_3,w1_enemy_position_x_1,w1_enemy_position_x_3,w2_enemy_position_x_2,w3_enemy_size_1,w2_enemy_local_position_y_2,w1_enemy_size_4,w1_enemy_position_x_2,background,w3_enemy_position_x_2,drop_reward_group_id,w3_enemy_local_position_y_4,w1_enemy_position_x_5,w1_enemy_size_5,fix_reward_group_id,w1_enemy_local_position_y_5,w3_enemy_local_position_y_1,w3_enemy_local_position_y_2,recovery_tp_rate,w2_enemy_size_2,reward_image_2
0,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,0,90,50,299,102052,20,0,0.7,333,0.7,140001,-1,-335,-335,0.7,732404502,0.7,732404503,50,0.7,102053,0,0,73240450,166,732404501,0,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7324001,20,0,0.0,2300011,0,20,20,50,0.7,99002
0,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,0,90,50,299,102052,20,0,0.7,333,0.7,140001,-1,-335,-335,0.7,732504602,0.7,732504603,50,0.6,102053,0,0,73250460,166,732504601,0,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7325001,20,0,0.0,2300012,0,20,20,50,0.7,99002
0,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,0,90,50,299,102052,20,0,0.7,333,0.7,140001,-1,-335,-335,0.7,732604702,0.7,732604703,50,0.7,102053,0,0,73260470,166,732604701,0,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7326001,20,0,0.0,2300013,0,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,732704802,0.7,732704803,50,0.7,102053,0,0,73270480,166,732704801,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7327001,20,0,0.0,2300014,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,732804902,0.7,732804903,50,0.7,102053,0,0,73280490,166,732804901,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7328001,20,0,0.0,2300015,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,732905002,0.7,732905003,50,0.7,102053,0,0,73290500,166,732905001,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7329001,20,0,0.0,2300016,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733005102,0.7,733005103,50,0.7,102053,0,0,73300510,166,733005101,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7330001,20,0,0.0,2300017,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733105202,0.7,733105203,50,0.7,102053,0,0,73310520,166,733105201,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7331001,20,0,0.0,2300018,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.6,140001,-1,-335,-335,0.7,733205302,0.7,733205303,50,0.7,102053,0,0,73320530,166,733205301,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7332001,20,0,0.0,2300019,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733305402,0.7,733305403,50,0.7,102053,0,0,73330540,166,733305401,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7333001,20,0,0.0,2300020,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733405502,0.7,733405503,50,0.7,102053,0,0,73340550,166,733405501,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7334001,20,0,0.0,2300021,20,20,20,50,0.6,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733505602,0.7,733505603,50,0.7,102053,0,0,73350560,166,733505601,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7335001,20,0,0.0,2300022,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.6,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733605702,0.7,733605703,50,0.7,102053,0,0,73360570,166,733605701,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7336001,20,0,0.0,2300023,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.6,140001,-1,-335,-335,0.7,733705802,0.7,733705803,50,0.7,102053,0,0,73370580,166,733705801,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7337001,20,0,0.0,2300024,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.6,140001,-1,-335,-335,0.7,733805902,0.7,733805903,50,0.7,102053,0,0,73380590,166,733805901,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7338001,20,0,0.0,2300025,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,733906002,0.7,733906003,50,0.7,102053,0,0,73390600,166,733906001,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7339001,20,0,0.0,2300026,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734006102,0.7,734006103,50,0.7,102053,0,0,73400610,166,734006101,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7340001,20,0,0.0,2300027,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734106202,0.7,734106203,50,0.7,102053,0,0,73410620,166,734106201,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7341001,20,0,0.0,2300028,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734206302,0.7,734206303,50,0.7,102053,0,0,73420630,166,734206301,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7342001,20,0,0.0,2300029,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734306402,0.7,734306403,50,0.7,102053,0,0,73430640,166,734306401,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7343001,20,0,0.0,2300030,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734406502,0.7,734406503,50,0.7,102053,0,0,73440650,166,734406501,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7344001,20,0,0.0,2300031,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734506602,0.7,734506603,50,0.7,102053,0,0,73450660,166,734506601,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7345001,20,0,0.0,2300032,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734606702,0.7,734606703,50,0.7,102053,0,0,73460670,166,734606701,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7346001,20,0,0.0,2300033,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734706802,0.7,734706803,50,0.7,102053,0,0,73470680,166,734706801,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7347001,20,0,0.0,2300034,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734806902,0.7,734806903,50,0.7,102053,0,0,73480690,166,734806901,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7348001,20,0,0.0,2300035,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,734907002,0.7,734907003,50,0.7,102053,0,0,73490700,166,734907001,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7349001,20,0,0.0,2300036,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,735007102,0.7,735007103,50,0.7,102053,0,0,73500710,166,735007101,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7350001,20,0,0.0,2300037,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,735107202,0.7,735107203,50,0.7,102053,0,0,73510720,166,735107201,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7351001,20,0,0.0,2300038,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,735207302,0.7,735207303,50,0.7,102053,0,0,73520730,166,735207301,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7352001,20,0,0.0,2300039,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,735307402,0.7,735307403,50,0.7,102053,0,0,73530740,166,735307401,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7353001,20,0,0.0,2300040,20,20,20,50,0.7,99002
20,5,0.7,20,600,166,bgm_M127,20,102051,0.7,20,0.7,20,90,50,299,102052,20,20,0.7,333,0.7,140001,-1,-335,-335,0.7,735407502,0.7,735407503,50,0.7,102053,0,0,73540750,166,735407501,20,0,20,0.7,-1,0.7,333,0.7,20,-301,99,-168,0.7,20,0.7,-101,102052,-168,7354001,20,0,0.0,2300041,20,20,20,50,0.7,99002
