treasure_type_6,reward_id_3,reward_num_5,treasure_type_9,treasure_type_8,reward_type_6,treasure_type_7,reward_num_9,reward_num_2,reward_num_8,reward_type_2,reward_num_1,treasure_type_3,treasure_type_4,reward_type_1,treasure_type_10,reward_num_7,reward_id_9,reward_type_10,reward_type_9,reward_id_4,reward_id_7,treasure_type_5,reward_num_10,reward_id_1,reward_type_7,reward_id_8,reward_type_4,reward_type_5,reward_id_5,reward_type_8,reward_id_10,reward_id_2,reward_id_6,reward_num_6,reward_type_3,treasure_type_2,treasure_type_1,reward_num_3,fix_reward_group_id,reward_num_4
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124311,0,0,12,1,1,16700,2100148,5
0,94002,1,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114341,0,0,12,1,1,16800,2100149,5
1,31049,5,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,1,2,1,6,3,2100150,16900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124101,0,0,12,1,1,17000,2100151,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,17100,2100152,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124131,0,0,12,1,1,17200,2100153,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114132,0,0,12,1,1,17300,2100154,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124161,0,0,12,1,1,17400,2100155,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114162,0,0,12,1,1,17500,2100156,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114191,0,0,12,1,1,17600,2100157,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124192,0,0,12,1,1,17700,2100158,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114221,0,0,12,1,1,17800,2100159,8
1,31053,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100160,17900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124101,0,0,12,1,1,18000,2100161,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,18100,2100162,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124131,0,0,12,1,1,18200,2100163,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124071,0,0,12,1,1,18300,2100164,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114011,0,0,12,1,1,18400,2100165,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,18500,2100166,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114041,0,0,12,1,1,18600,2100167,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124042,0,0,12,1,1,18700,2100168,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114012,0,0,12,1,1,18800,2100169,8
1,31011,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100170,18900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,19000,2100171,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114222,0,0,12,1,1,19100,2100172,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,19200,2100173,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124342,0,0,12,1,1,19300,2100174,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114252,0,0,12,1,1,19400,2100175,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,19500,2100176,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114132,0,0,12,1,1,19600,2100177,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,19700,2100178,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124522,0,0,12,1,1,19800,2100179,8
1,31036,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100180,19900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114162,0,0,12,1,1,20000,2100181,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124042,0,0,12,1,1,20100,2100182,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,20200,2100183,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,20300,2100184,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124192,0,0,12,1,1,20400,2100185,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114012,0,0,12,1,1,20500,2100186,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,20600,2100187,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114222,0,0,12,1,1,20700,2100188,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,20800,2100189,8
1,31044,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100190,20900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124342,0,0,12,1,1,21000,2100191,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114252,0,0,12,1,1,21100,2100192,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,21200,2100193,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114132,0,0,12,1,1,21300,2100194,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,21400,2100195,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124522,0,0,12,1,1,21500,2100196,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114162,0,0,12,1,1,21600,2100197,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124042,0,0,12,1,1,21700,2100198,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,21800,2100199,8
1,31023,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100200,21900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,22000,2100201,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124192,0,0,12,1,1,22100,2100202,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114012,0,0,12,1,1,22200,2100203,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,22300,2100204,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114222,0,0,12,1,1,22400,2100205,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,22500,2100206,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124342,0,0,12,1,1,22600,2100207,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114252,0,0,12,1,1,22700,2100208,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,22800,2100209,8
1,31037,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100210,22900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114132,0,0,12,1,1,23000,2100211,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,23100,2100212,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124522,0,0,12,1,1,23200,2100213,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114162,0,0,12,1,1,23300,2100214,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124042,0,0,12,1,1,23400,2100215,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,23500,2100216,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,23600,2100217,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124192,0,0,12,1,1,23700,2100218,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114012,0,0,12,1,1,23800,2100219,8
1,31011,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100220,23900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,24000,2100221,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114222,0,0,12,1,1,24100,2100222,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,24200,2100223,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124342,0,0,12,1,1,24300,2100224,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114252,0,0,12,1,1,24400,2100225,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,24500,2100226,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114132,0,0,12,1,1,24600,2100227,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,24700,2100228,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124522,0,0,12,1,1,24800,2100229,8
1,31046,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100230,24900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,25000,2100231,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114162,0,0,12,1,1,25100,2100232,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114581,0,0,12,1,1,25200,2100233,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,25300,2100234,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,25400,2100235,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,25500,2100236,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,25600,2100237,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124342,0,0,12,1,1,25700,2100238,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,25800,2100239,8
1,31025,8,0,0,2,0,0,100,0,8,1,1,1,4,0,0,0,0,0,94002,0,1,0,140000,0,0,12,2,20001,0,0,91002,50001,2,2,1,6,3,2100240,25900
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114551,0,0,12,1,1,26000,2100241,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124282,0,0,12,1,1,26100,2100242,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124372,0,0,12,1,1,26200,2100243,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114102,0,0,12,1,1,26300,2100244,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124042,0,0,12,1,1,26400,2100245,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124312,0,0,12,1,1,26500,2100246,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,114072,0,0,12,1,1,26600,2100247,8
0,94002,2,0,0,0,0,0,5,0,4,30,1,1,8,0,0,0,0,0,20001,0,1,0,91002,0,0,2,2,50001,0,0,124432,0,0,12,1,1,26700,2100248,8
