map_position_x,unit_exp,wave_group_id_1,detail_boss_bg_size,boss_position_x,icon_display_scale,oneblow_count_of_skip_condition,area_id,love,daily_limit,difficulty,team_exp,detail_bg_position,story_id_waveend_1,story_id_wavestart_1,disp_on_bg,map_size,icon_collider_scale,icon_id,wave_bgm_que_id_1,detail_bg_id,result_boss_position_y,map_position_y,limit_time,position_x,td_mode,qd_mode,end_time,map_arrow_offset,use_ticket_num,detail_boss_bg_height,position_y,map_aura_size,boss_position_y,retire_flag,reward_gold_coefficient,event_boss_treasure_box_id_1,event_id,reward_gold_limit,required_skip_ticket_count,clear_reward_group,start_time,quest_name,deatail_aura_size,boss_id,background_1,wave_bgm_sheet_id_1
0.0,0,610008001,1.5,770,1.0,0,10008101,0,0,1,0,0,0,5008301,0,0.6,1.0,510081,bgm_M165,81000805,100,0.0,90,1400,0,0,"2019/12/21 14:59:59",0.0,20,-50.0,-110,1.0,-40,0,0.03,10008101,10008,100000,0,610008011,"2019/11/28 15:00:00","보스 전투(NORMAL)",1.0,1000801,81000805,bgm_M165
0.0,0,610008002,1.5,450,1.0,0,10008201,0,0,2,0,0,0,5008302,0,0.6,1.0,510082,bgm_M165,81000806,100,0.0,90,-175,0,0,"2019/12/21 14:59:59",0.0,30,-50.0,-160,1.0,-40,0,0.03,10008201,10008,100000,0,610008021,"2019/11/28 15:00:00","보스 전투(HARD)",0.8,1000802,81000806,bgm_M165
0.0,0,610008003,1.5,450,1.0,0,10008201,0,1,3,0,0,0,5008308,0,0.6,1.0,510082,bgm_M165,81000806,100,0.0,90,450,0,0,"2019/12/21 14:59:59",0.0,30,-50.0,-80,1.0,-40,0,0.03,10008301,10008,100000,0,610008031,"2019/11/28 15:00:00","보스 전투(VERY HARD)",0.8,1000803,81000806,bgm_M165
0.0,0,610009001,1.5,770,1.0,0,10009101,0,0,1,0,0,0,5009301,0,0.8,1.0,510091,bgm_M172,81000905,100,0.0,90,885,0,0,"2020/01/20 14:59:59",0.0,20,-50.0,-56,1.1,-40,0,0.03,10009101,10009,100000,0,610009011,"2019/12/31 15:00:00","보스 전투(NORMAL)",0.8,1000901,81000905,bgm_M172
0.0,0,610009002,1.5,450,1.0,0,10009201,0,0,2,0,0,0,5009302,0,0.8,1.0,510092,bgm_M172,81000906,100,0.0,90,-404,0,0,"2020/01/20 14:59:59",0.0,30,-50.0,37,1.1,-40,0,0.03,10009201,10009,100000,0,610009021,"2019/12/31 15:00:00","보스 전투(HARD)",0.8,1000902,81000906,bgm_M172
0.0,0,610009003,1.5,450,1.0,0,10009201,0,1,3,0,0,0,5009308,0,0.8,1.0,510092,bgm_M172,81000906,100,0.0,90,442,0,0,"2020/01/20 14:59:59",0.0,30,-50.0,-104,1.1,-40,0,0.03,10009301,10009,100000,0,610009031,"2019/12/31 15:00:00","보스 전투(VERY HARD)",0.8,1000903,81000906,bgm_M172
0.0,0,610010001,1.5,450,1.0,0,10010101,0,0,1,0,0,0,5010301,0,0.6,1.0,510101,bgm_M183,81001005,200,0.0,90,450,0,0,"2020/02/17 14:59:59",0.0,20,-50.0,770,1.0,770,0,0.03,10010101,10010,100000,0,610010011,"2020/01/30 15:00:00","보스 전투(NORMAL)",1.0,1001001,81001005,bgm_M183
0.0,0,610010002,1.5,-173,1.0,0,10010201,0,0,2,0,0,0,5010302,0,0.6,1.0,510102,bgm_M183,81001006,200,0.0,90,-173,0,0,"2020/02/17 14:59:59",0.0,30,-50.0,12,1.4,12,0,0.03,10010201,10010,100000,0,610010021,"2020/01/30 15:00:00","보스 전투(HARD)",1.0,1001002,81001006,bgm_M183
0.0,0,610010003,1.5,213,1.0,0,10010201,0,1,3,0,0,0,5010308,0,0.6,1.0,510102,bgm_M183,81001006,200,0.0,90,213,0,0,"2020/02/17 14:59:59",0.0,30,-50.0,85,1.4,85,0,0.03,10010301,10010,100000,0,610010031,"2020/01/30 15:00:00","보스 전투(VERY HARD)",1.0,1001003,81001006,bgm_M183
0.0,0,610010004,1.5,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M183,81001006,200,0.0,90,0,0,0,"2020/02/17 14:59:59",0.0,0,-50.0,0,0.0,0,0,0.03,10010401,10010,100000,0,610010041,"2020/01/30 15:00:00",0,0.0,1001004,81001006,bgm_M183
0.0,0,610011001,1.4,770,1.0,3,10011102,0,0,1,0,0,0,5011301,0,0.8,1.0,510111,bgm_M192,81001105,100,0.0,90,885,0,0,"2020/03/16 14:59:59",0.0,20,0.0,-56,1.1,-40,0,0.03,10011101,10011,100000,1,610011011,"2020/02/27 15:00:00","보스 전투(NORMAL)",0.8,1001101,81001105,bgm_M192
0.0,0,610011002,1.4,450,1.0,3,10011201,0,0,2,0,0,0,5011302,0,0.8,1.0,510112,bgm_M192,81001106,100,0.0,90,-67,0,0,"2020/03/16 14:59:59",0.0,30,0.0,49,1.1,-40,0,0.03,10011201,10011,100000,1,610011021,"2020/02/27 15:00:00","보스 전투(HARD)",0.8,1001102,81001106,bgm_M192
0.0,0,610011003,1.4,450,1.0,0,10011201,0,1,3,0,0,0,5011308,0,0.8,1.0,510112,bgm_M192,81001106,100,0.0,90,470,0,0,"2020/03/16 14:59:59",0.0,30,0.0,-84,1.1,-40,0,0.03,10011301,10011,100000,0,610011031,"2020/02/27 15:00:00","보스 전투(VERY HARD)",0.8,1001103,81001106,bgm_M192
0.0,0,610011004,1.4,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M192,81001106,100,0.0,90,0,0,0,"2020/03/16 14:59:59",0.0,0,0.0,0,0.0,0,0,0.03,10011401,10011,100000,0,610011041,"2020/02/27 15:00:00",0,0.0,1001104,81001106,bgm_M192
0.0,0,610012001,1.5,1270,1.0,3,10012101,0,0,1,0,0,0,5012301,0,0.8,1.0,510121,bgm_M209,81001205,100,0.0,90,1060,0,0,"2020/04/19 14:59:59",0.0,20,-50.0,20,1.1,0,0,0.03,10012101,10012,100000,1,610012011,"2020/04/01 15:00:00","보스 전투(NORMAL)",0.8,1001201,81001205,bgm_M209
0.0,0,610012002,1.5,-2,1.0,3,10012201,0,0,2,0,0,0,5012302,0,0.8,1.0,510122,bgm_M209,81001206,100,0.0,90,-2,0,0,"2020/04/19 14:59:59",0.0,30,-50.0,-175,1.1,-175,0,0.03,10012201,10012,100000,1,610012021,"2020/04/01 15:00:00","보스 전투(HARD)",0.8,1001202,81001206,bgm_M209
0.0,0,610012003,1.5,510,1.0,0,10012201,0,1,3,0,0,0,5012308,0,0.8,1.0,510122,bgm_M209_02,81001206,100,0.0,90,500,0,0,"2020/04/19 14:59:59",0.0,30,-50.0,30,1.1,47,0,0.03,10012301,10012,100000,0,610012031,"2020/04/01 15:00:00","보스 전투(VERY HARD)",0.8,1001203,81001206,bgm_M209
0.0,0,610012004,1.5,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M209_02,81001206,100,0.0,90,0,0,0,"2020/04/19 14:59:59",0.0,0,-50.0,0,0.0,0,1,0.03,10012401,10012,100000,0,610012041,"2020/04/01 15:00:00",0,0.0,1001204,81001206,bgm_M209
205.0,0,610013001,1.0,450,1.0,3,10013102,0,0,1,0,0,0,5013301,1,0.2,1.0,0,bgm_M218,81001305,120,-48.0,90,313,0,0,"2020/05/17 14:59:59",0.0,20,84.0,29,1.1,-40,0,0.03,10013101,10013,100000,1,610013011,"2020/04/29 15:00:00","보스 전투(NORMAL)",1.0,1001301,81001305,bgm_M218
73.0,0,610013002,1.0,450,1.0,3,10013201,0,0,2,0,0,0,5013302,1,-0.18,1.0,0,bgm_M218,81001306,120,-41.0,90,-384,0,0,"2020/05/17 14:59:59",0.0,30,84.0,41,1.1,-40,0,0.03,10013201,10013,100000,1,610013021,"2020/04/29 15:00:00","보스 전투(HARD)",1.0,1001302,81001306,bgm_M218
178.0,0,610013003,1.0,450,1.0,0,10013201,0,1,3,0,0,0,5013308,1,0.2,1.0,0,bgm_M218,81001306,120,-40.0,90,220,0,0,"2020/05/17 14:59:59",0.0,30,84.0,52,1.1,-40,0,0.03,10013301,10013,100000,0,610013031,"2020/04/29 15:00:00","보스 전투(VERY HARD)",1.0,1001303,81001306,bgm_M218
0.0,0,610013004,1.0,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M218,81001306,120,0.0,90,0,0,0,"2020/05/17 14:59:59",0.0,0,84.0,0,0.0,0,1,0.03,10013401,10013,100000,0,610013041,"2020/04/29 15:00:00",0,0.0,1001304,81001306,bgm_M218
0.0,0,610014001,1.5,770,1.0,3,10014101,0,0,1,0,0,0,340,0,0.6,1.0,200010,bgm_M47,81000105,270,0.0,90,796,0,0,"2020/05/22 14:59:59",0.0,20,-50.0,-76,1.0,-40,0,0.03,10014101,10014,100000,1,610014011,"2020/05/13 15:00:00","보스 전투(NORMAL)",1.0,1001401,81000105,bgm_M47
0.0,0,610014002,1.5,60,1.0,3,10014201,0,0,2,0,0,0,341,0,0.6,1.0,200010,bgm_M47,81000106,270,0.0,90,70,0,0,"2020/05/22 14:59:59",0.0,30,-50.0,-180,1.0,-210,0,0.03,10014201,10014,100000,1,610014021,"2020/05/13 15:00:00","보스 전투(HARD)",1.0,1001402,81000106,bgm_M47
0.0,0,610014003,1.5,470,1.0,0,10014201,0,1,3,0,0,0,344,0,0.6,1.0,200010,bgm_M47,81000106,270,0.0,90,520,0,0,"2020/05/22 14:59:59",0.0,30,-50.0,10,1.0,-40,0,0.03,10014301,10014,100000,0,610014031,"2020/05/13 15:00:00","보스 전투(VERY HARD)",1.0,1001403,81000106,bgm_M47
0.0,0,610015001,1.3,963,1.0,3,10015101,0,0,1,0,0,0,5015301,0,0.7,1.0,510141,bgm_M226,81001505,100,0.0,90,963,0,0,"2020/06/15 14:59:59",0.0,20,-50.0,-95,1.0,-95,0,0.03,10015101,10015,100000,1,610015011,"2020/05/28 15:00:00","보스 전투(NORMAL)",0.7,1001501,81001505,bgm_M226
0.0,0,610015002,1.3,121,1.0,3,10015201,0,0,2,0,0,0,5015302,0,0.7,1.0,510142,bgm_M226,81001506,100,0.0,90,121,0,0,"2020/06/15 14:59:59",0.0,30,-50.0,-4,1.0,-4,0,0.03,10015201,10015,100000,1,610015021,"2020/05/28 15:00:00","보스 전투(HARD)",0.7,1001502,81001506,bgm_M226
0.0,0,610015003,1.3,500,1.0,0,10015201,0,1,3,0,0,0,5015308,0,0.7,1.0,510142,bgm_M226_02,81001506,100,0.0,90,500,0,0,"2020/06/15 14:59:59",0.0,30,-50.0,23,1.0,23,0,0.03,10015301,10015,100000,0,610015031,"2020/05/28 15:00:00","보스 전투(VERY HARD)",0.7,1001503,81001506,bgm_M226
0.0,0,610015004,1.5,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M226_02,81001506,100,0.0,90,0,0,0,"2020/06/15 14:59:59",0.0,0,-50.0,0,0.0,0,1,0.03,10015401,10015,100000,0,610015041,"2020/05/28 15:00:00",0,0.0,1001504,81001506,bgm_M226
0.0,0,610016001,1.3,750,1.0,3,10016101,0,0,1,0,0,0,5002301,0,0.6,1.0,510021,bgm_M102,81000205,40,0.0,90,850,0,0,"2020/06/24 14:59:59",0.0,20,0.0,20,1.0,-30,0,0.03,10016101,10016,100000,1,610016011,"2020/06/15 15:00:00","보스 전투(NORMAL)",1.0,1001601,81000205,bgm_M102
0.0,0,610016002,1.3,140,1.0,3,10016201,0,0,2,0,0,0,5002302,0,0.6,1.0,510022,bgm_M102,81000207,40,0.0,90,150,0,0,"2020/06/24 14:59:59",0.0,30,0.0,50,1.0,20,0,0.03,10016201,10016,100000,1,610016021,"2020/06/15 15:00:00","보스 전투(HARD)",1.0,1001602,81000207,bgm_M102
0.0,0,610016003,1.3,450,1.0,0,10016201,0,1,3,0,0,345,344,0,0.6,1.0,510022,bgm_M102,81000207,40,0.0,90,500,0,0,"2020/06/24 14:59:59",0.0,30,0.0,10,1.0,-40,0,0.03,10016301,10016,100000,0,610016031,"2020/06/15 15:00:00","보스 전투(VERY HARD)",1.0,1001603,81000207,bgm_M102
0.0,0,610017001,1.0,450,1.0,3,10017102,0,0,1,0,0,0,5017301,0,0.6,1.0,510171,bgm_M999_Redo,81001705,120,0.0,90,380,0,0,"2020/07/18 14:59:59",0.0,20,30.0,25,1.0,-40,0,0.03,10017101,10017,100000,1,610017011,"2020/06/30 15:00:00","보스 전투(NORMAL)",1.0,1001701,81001705,bgm_M999
0.0,0,610017002,1.0,450,1.0,3,10017201,0,0,2,0,0,0,5017302,0,0.6,1.0,510172,bgm_M999_Redo,81001706,120,0.0,90,-245,0,0,"2020/07/18 14:59:59",0.0,30,30.0,35,1.0,-40,0,0.03,10017201,10017,100000,1,610017021,"2020/06/30 15:00:00","보스 전투(HARD)",1.0,1001702,81001706,bgm_M999
0.0,0,610017003,1.0,450,1.0,0,10017201,0,1,3,0,0,0,5017308,0,0.6,1.0,510172,bgm_M231,81001706,120,0.0,90,445,0,0,"2020/07/18 14:59:59",0.0,30,30.0,37,1.0,-40,0,0.03,10017301,10017,100000,0,610017031,"2020/06/30 15:00:00","보스 전투(VERY HARD)",1.0,1001703,81001706,bgm_M231
0.0,0,610017004,1.0,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M231,81001706,120,0.0,90,0,0,0,"2020/07/18 14:59:59",0.0,0,30.0,0,0.0,0,1,0.03,10017401,10017,100000,0,610017041,"2020/06/30 15:00:00",0,0.0,1001704,81001706,bgm_M231
0.0,0,610017004,1.0,0,1.0,0,0,0,0,5,0,0,0,0,0,0.0,1.0,0,bgm_M231,81001706,120,0.0,90,0,0,0,"2020/07/18 14:59:59",0.0,0,30.0,0,0.0,0,1,0.03,10017401,10017,100000,0,610017041,"2020/06/30 15:00:00",0,0.0,1001705,81001706,bgm_M231
0.0,0,610018001,1.1,730,1.0,3,10018101,0,0,1,0,0,0,5003302,0,0.6,1.0,510031,bgm_M109,81000305,20,0.0,90,830,0,0,"2020/07/24 14:59:59",0.0,20,30.0,10,1.0,-40,0,0.03,10018101,10018,100000,1,610018011,"2020/07/15 15:00:00","보스 전투(NORMAL)",1.0,1001801,81000305,bgm_M109
0.0,0,610018002,1.1,180,1.0,3,10018201,0,0,2,0,0,0,5003301,0,0.6,1.0,510032,bgm_M109,81000306,20,0.0,90,190,0,0,"2020/07/24 14:59:59",0.0,30,30.0,50,1.0,20,0,0.03,10018201,10018,100000,1,610018021,"2020/07/15 15:00:00","보스 전투(HARD)",1.0,1001802,81000306,bgm_M109
0.0,0,610018003,1.1,450,1.0,0,10018201,0,1,3,0,0,345,344,0,0.6,1.0,510032,bgm_M109,81000306,20,0.0,90,500,0,0,"2020/07/24 14:59:59",0.0,30,30.0,10,1.0,-40,0,0.03,10018301,10018,100000,0,610018031,"2020/07/15 15:00:00","보스 전투(VERY HARD)",1.0,1001803,81000306,bgm_M109
0.0,0,610019001,1.25,800,1.0,3,10019101,0,0,1,0,0,0,5019301,0,0.6,1.0,510181,bgm_M240_02,81001905,370,0.0,90,900,0,0,"2020/08/17 14:59:59",0.0,20,-50.0,-35,1.0,-85,0,0.03,10019101,10019,100000,1,610019011,"2020/07/30 15:00:00","보스 전투(NORMAL)",1.0,1001901,81001905,bgm_M240
0.0,0,610019002,1.25,145,1.0,3,10019201,0,0,2,0,0,0,5019302,0,0.6,1.0,510182,bgm_M240_02,81001906,370,0.0,90,205,0,0,"2020/08/17 14:59:59",0.0,30,-50.0,40,1.0,-10,0,0.03,10019201,10019,100000,1,610019021,"2020/07/30 15:00:00","보스 전투(HARD)",1.0,1001902,81001906,bgm_M240
0.0,0,610019003,1.25,480,1.0,0,10019201,0,1,3,0,0,0,5019308,0,0.6,1.0,510182,bgm_M240_02,81001906,370,0.0,90,530,0,0,"2020/08/17 14:59:59",0.0,30,-50.0,-20,1.0,-70,0,0.03,10019301,10019,100000,0,610019031,"2020/07/30 15:00:00","보스 전투(VERY HARD)",1.0,1001903,81001906,bgm_M240
0.0,0,610019004,1.25,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M240_02,81001906,370,0.0,90,0,0,0,"2020/08/17 14:59:59",0.0,0,-50.0,0,0.0,0,1,0.03,10019401,10019,100000,0,610019041,"2020/07/30 15:00:00",0,0.0,1001904,81001906,bgm_M240
0.0,0,610019004,1.25,0,1.0,0,0,0,0,5,0,0,0,0,0,0.0,1.0,0,bgm_M240_02,81001906,370,0.0,90,0,0,0,"2020/08/17 14:59:59",0.0,0,-50.0,0,0.0,0,1,0.03,10019401,10019,100000,0,610019041,"2020/07/30 15:00:00",0,0.0,1001905,81001906,bgm_M240
0.0,0,610020001,1.1,770,1.0,3,10020101,0,0,1,0,0,0,5004301,0,0.6,1.0,510041,bgm_M116,81000405,20,0.0,90,870,0,0,"2020/08/23 14:59:59",0.0,20,30.0,10,1.0,-40,0,0.03,10020101,10020,100000,1,610020011,"2020/08/14 15:00:00","보스 전투(NORMAL)",1.0,1002001,81000405,bgm_M116
0.0,0,610020002,1.1,450,1.0,3,10020201,0,0,2,0,0,0,5004302,0,0.6,1.0,510042,bgm_M116,81000406,20,0.0,90,-30,0,0,"2020/08/23 14:59:59",0.0,30,30.0,10,1.0,-40,0,0.03,10020201,10020,100000,1,610020021,"2020/08/14 15:00:00","보스 전투(HARD)",1.0,1002002,81000406,bgm_M116
0.0,0,610020003,1.1,450,1.0,0,10020201,0,1,3,0,0,0,5004308,0,0.6,1.0,510042,bgm_M116,81000406,20,0.0,90,500,0,0,"2020/08/23 14:59:59",0.0,30,30.0,-10,1.0,-40,0,0.03,10020301,10020,100000,0,610020031,"2020/08/14 15:00:00","보스 전투(VERY HARD)",1.0,1002003,81000406,bgm_M116
0.0,0,610021001,1.0,730,1.0,3,10021101,0,0,1,0,0,0,5021301,0,0.6,1.0,510211,bgm_M248,81002101,300,0.0,90,1050,0,0,"2020/09/18 14:59:59",0.0,20,0.0,35,1.0,-40,0,0.03,10021101,10021,100000,1,610021011,"2020/08/31 15:00:00","보스 전투(NORMAL)",1.0,1002101,81002101,bgm_M248
0.0,0,610021002,1.0,180,1.0,3,10021201,0,0,2,0,0,0,5021302,0,0.6,1.0,510212,bgm_M248,81002102,300,0.0,90,233,0,0,"2020/09/18 14:59:59",0.0,30,0.0,65,1.0,20,0,0.03,10021201,10021,100000,1,610021021,"2020/08/31 15:00:00","보스 전투(HARD)",1.0,1002102,81002102,bgm_M248
0.0,0,610021003,1.0,450,1.0,0,10021201,0,1,3,0,0,0,5021308,0,0.6,1.0,510212,bgm_M248_02,81002102,300,0.0,90,515,0,0,"2020/09/18 14:59:59",0.0,30,0.0,-65,1.0,-40,0,0.03,10021301,10021,100000,0,610021031,"2020/08/31 15:00:00","보스 전투(VERY HARD)",1.0,1002103,81002102,bgm_M248
0.0,0,610021004,1.0,0,1.0,0,0,0,0,4,0,0,0,0,0,0.0,1.0,0,bgm_M248_02,81002102,300,0.0,90,0,0,0,"2020/09/18 14:59:59",0.0,0,0.0,0,0.0,0,1,0.03,10021401,10021,100000,0,610021041,"2020/08/31 15:00:00",0,0.0,1002104,81002102,bgm_M248
0.0,0,610021004,1.0,0,1.0,0,0,0,0,5,0,0,0,0,0,0.0,1.0,0,bgm_M248_02,81002102,300,0.0,90,0,0,0,"2020/09/18 14:59:59",0.0,0,0.0,0,0.0,0,1,0.03,10021401,10021,100000,0,610021041,"2020/08/31 15:00:00",0,0.0,1002105,81002102,bgm_M248
0.0,0,610022001,1.3,770,1.0,3,10022101,0,0,1,0,0,0,5005301,0,0.6,1.0,510051,bgm_M124,81000505,90,0.0,90,870,0,0,"2020/09/23 14:59:59",0.0,20,90.0,10,1.0,-40,0,0.03,10022101,10022,100000,1,610022011,"2020/09/14 15:00:00","보스 전투(NORMAL)",1.0,1002201,81000505,bgm_M124
0.0,0,610022002,1.3,450,1.0,3,10022201,0,0,2,0,0,0,5005302,0,0.6,1.0,510052,bgm_M124,81000506,90,0.0,90,380,0,0,"2020/09/23 14:59:59",0.0,30,90.0,-100,1.0,-40,0,0.03,10022201,10022,100000,1,610022021,"2020/09/14 15:00:00","보스 전투(HARD)",1.0,1002202,81000506,bgm_M124
0.0,0,610022003,1.3,450,1.0,0,10022201,0,1,3,0,0,0,5005308,0,0.6,1.0,510052,bgm_M124,81000506,90,0.0,90,520,0,0,"2020/09/23 14:59:59",0.0,30,90.0,58,1.0,-40,0,0.03,10022301,10022,100000,0,610022031,"2020/09/14 15:00:00","보스 전투(VERY HARD)",1.0,1002203,81000506,bgm_M124
