e0e2b5a70eb964ed54723ccb566c785363f90aee19e1975636a45f855b45f6fc,release_boss_id_1,condition_quest_id_1,event_id,boss_id,condition_quest_id_2,condition_boss_id_2,force_unlock_time,release_quest_id_1,b8ab70d9c2860909e30b017a9e959d089835b1d87a2ba429623ea2a62abc1cf1,96634a3b54c87031bd0c3ed6f26f3faa258cd065d1a79d5c1e3da35318712bec,condition_boss_id_1
0,0,0,10033,1003304,0,0,0,0,0,0,1003303
0,0,0,10033,1003305,0,0,0,0,0,0,1003304
0,1003402,10034115,10034,1003401,0,0,"2021/03/20 15:00:00",10034201,0,0,0
0,1003403,0,10034,1003402,0,0,0,0,0,0,1003401
0,1003404,0,10034,1003403,0,0,0,0,0,0,1003402
0,0,0,10034,1003404,0,0,0,0,0,0,1003403
0,0,0,10034,1003405,0,0,0,0,0,0,1003404
0,1003502,10035115,10035,1003501,0,0,"2021/04/05 15:00:00",10035201,0,0,0
0,1003503,0,10035,1003502,0,0,0,0,0,0,1003501
0,1003504,0,10035,1003503,0,0,0,0,0,0,1003502
0,0,0,10035,1003504,0,0,0,0,0,0,1003503
0,0,0,10035,1003505,0,0,0,0,0,0,1003504
0,1003602,10036115,10036,1003601,0,0,"2021/04/17 15:00:00",10036201,0,0,0
0,1003603,0,10036,1003602,0,0,0,0,0,0,1003601
0,1003604,0,10036,1003603,0,0,0,0,0,0,1003602
0,0,0,10036,1003604,0,0,0,0,0,0,1003603
0,0,0,10036,1003605,0,0,0,0,0,0,1003604
0,1003702,10037115,10037,1003701,0,0,"2021/04/18 15:00:00",10037201,0,0,0
0,1003703,0,10037,1003702,0,0,0,0,0,0,1003701
0,1003704,0,10037,1003703,0,0,0,0,0,0,1003702
0,0,0,10037,1003704,0,0,0,0,0,0,1003703
0,0,0,10037,1003705,0,0,0,0,0,0,1003704
0,1003802,10038115,10038,1003801,0,0,"2021/05/05 15:00:00",10038201,0,0,0
0,1003803,0,10038,1003802,0,0,0,0,0,0,1003801
0,1003804,0,10038,1003803,0,0,0,0,0,0,1003802
0,0,0,10038,1003804,0,0,0,0,0,0,1003803
0,0,0,10038,1003805,0,0,0,0,0,0,1003804
0,1003902,10039115,10039,1003901,0,0,"2021/05/19 15:00:00",10039201,0,0,0
0,1003903,0,10039,1003902,0,0,0,0,0,0,1003901
0,1003904,0,10039,1003903,0,0,0,0,0,0,1003902
0,0,0,10039,1003904,0,0,0,0,0,0,1003903
0,0,0,10039,1003905,0,0,0,0,0,0,1003904
0,1004002,10040115,10040,1004001,0,0,"2021/06/06 15:00:00",10040201,0,0,0
0,1004003,0,10040,1004002,0,0,0,0,0,0,1004001
0,1004004,0,10040,1004003,0,0,0,0,0,0,1004002
0,0,0,10040,1004004,0,0,0,0,0,0,1004003
0,0,0,10040,1004005,0,0,0,0,0,0,1004004
0,1004102,10041115,10041,1004101,0,0,"2021/06/20 15:00:00",10041201,0,0,0
0,1004103,0,10041,1004102,0,0,0,0,0,0,1004101
0,1004104,0,10041,1004103,0,0,0,0,0,0,1004102
0,0,0,10041,1004104,0,0,0,0,0,0,1004103
0,0,0,10041,1004105,0,0,0,0,0,0,1004104
0,1004202,10042115,10042,1004201,0,0,"2021/07/07 15:00:00",10042201,0,0,0
0,1004203,0,10042,1004202,0,0,0,0,0,0,1004201
0,1004204,0,10042,1004203,0,0,0,0,0,0,1004202
0,0,0,10042,1004204,0,0,0,0,0,0,1004203
0,0,0,10042,1004205,0,0,0,0,0,0,1004204
0,1004302,10043115,10043,1004301,0,0,"2021/07/19 15:00:00",10043201,0,0,0
0,1004303,0,10043,1004302,0,0,0,0,0,0,1004301
0,1004304,0,10043,1004303,0,0,0,0,0,0,1004302
0,0,0,10043,1004304,0,0,0,0,0,0,1004303
0,0,0,10043,1004305,0,0,0,0,0,0,1004304
0,1004402,10044115,10044,1004401,0,0,"2021/08/08 15:00:00",10044201,0,0,0
0,1004403,0,10044,1004402,0,0,0,0,0,0,1004401
0,1004404,0,10044,1004403,0,0,0,0,0,0,1004402
0,0,0,10044,1004404,0,0,0,0,0,0,1004403
0,0,0,10044,1004405,0,0,0,0,0,0,1004404
0,1004502,10045115,10045,1004501,0,0,"2021/08/20 15:00:00",10045201,0,0,0
0,1004503,0,10045,1004502,0,0,0,0,0,0,1004501
0,1004504,0,10045,1004503,0,0,0,0,0,0,1004502
0,0,0,10045,1004504,0,0,0,0,0,0,1004503
0,0,0,10045,1004505,0,0,0,0,0,0,1004504
0,1004602,10046115,10046,1004601,0,0,"2021/09/07 15:00:00",10046201,0,0,0
0,1004603,0,10046,1004602,0,0,0,0,0,0,1004601
0,1004604,0,10046,1004603,0,0,0,0,0,0,1004602
0,0,0,10046,1004604,0,0,0,0,0,0,1004603
0,0,0,10046,1004605,0,0,0,0,0,0,1004604
0,1004702,10047115,10047,1004701,0,0,"2021/09/20 15:00:00",10047201,0,0,0
0,1004703,0,10047,1004702,0,0,0,0,0,0,1004701
0,1004704,0,10047,1004703,0,0,0,0,0,0,1004702
0,0,0,10047,1004704,0,0,0,0,0,0,1004703
0,0,0,10047,1004705,0,0,0,0,0,0,1004704
0,1004802,10048115,10048,1004801,0,0,"2021/10/08 15:00:00",10048201,0,0,0
0,1004803,0,10048,1004802,0,0,0,0,0,0,1004801
0,1004804,0,10048,1004803,0,0,0,0,0,0,1004802
0,0,0,10048,1004804,0,0,0,0,0,0,1004803
0,0,0,10048,1004805,0,0,0,0,0,0,1004804
0,1004902,10049115,10049,1004901,0,0,"2021/10/22 15:00:00",10049201,0,0,0
0,1004903,0,10049,1004902,0,0,0,0,0,0,1004901
0,1004904,0,10049,1004903,0,0,0,0,0,0,1004902
0,0,0,10049,1004904,0,0,0,0,0,0,1004903
0,0,0,10049,1004905,0,0,0,0,0,0,1004904
0,1005002,10050115,10050,1005001,0,0,"2021/11/07 15:00:00",10050201,0,0,0
0,1005003,0,10050,1005002,0,0,0,0,0,0,1005001
0,1005004,0,10050,1005003,0,0,0,0,0,0,1005002
0,0,0,10050,1005004,0,0,0,0,0,0,1005003
0,0,0,10050,1005005,0,0,0,0,0,0,1005004
0,1005102,10051115,10051,1005101,0,0,"2021/11/20 15:00:00",10051201,0,0,0
0,1005103,0,10051,1005102,0,0,0,0,0,0,1005101
0,1005104,0,10051,1005103,0,0,0,0,0,0,1005102
0,0,0,10051,1005104,0,0,0,0,0,0,1005103
0,0,0,10051,1005105,0,0,0,0,0,0,1005104
0,1005202,10052115,10052,1005201,0,0,"2021/12/07 15:00:00",10052201,0,0,0
0,1005203,0,10052,1005202,0,0,0,0,0,0,1005201
0,1005204,0,10052,1005203,0,0,0,0,0,0,1005202
0,0,0,10052,1005204,0,0,0,0,0,0,1005203
0,0,0,10052,1005205,0,0,0,0,0,0,1005204
0,1005302,10053115,10053,1005301,0,0,"2021/12/13 15:00:00",10053201,0,0,0
0,1005303,0,10053,1005302,0,0,0,0,0,0,1005301
0,1005304,0,10053,1005303,0,0,0,0,0,0,1005302
0,0,0,10053,1005304,0,0,0,0,0,0,1005303
0,0,0,10053,1005305,0,0,0,0,0,0,1005304
0,1005402,10054115,10054,1005401,0,0,"2022/01/05 15:00:00",10054201,0,0,0
0,1005403,0,10054,1005402,0,0,0,0,0,0,1005401
0,1005404,0,10054,1005403,0,0,0,0,0,0,1005402
0,0,0,10054,1005404,0,0,0,0,0,0,1005403
0,0,0,10054,1005405,0,0,0,0,0,0,1005404
0,1005502,10055115,10055,1005501,0,0,"2022/01/18 15:00:00",10055201,0,0,0
0,1005503,0,10055,1005502,0,0,0,0,0,0,1005501
0,1005504,0,10055,1005503,0,0,0,0,0,0,1005502
0,0,0,10055,1005504,0,0,0,0,0,0,1005503
0,0,0,10055,1005505,0,0,0,0,0,0,1005504
0,1005602,10056115,10056,1005601,0,0,"2022/02/03 15:00:00",10056201,0,0,0
0,1005603,0,10056,1005602,0,0,0,0,0,0,1005601
0,1005604,0,10056,1005603,0,0,0,0,0,0,1005602
0,0,0,10056,1005604,0,0,0,0,0,0,1005603
0,0,0,10056,1005605,0,0,0,0,0,0,1005604
0,1005702,10057115,10057,1005701,0,0,"2022/02/17 15:00:00",10057201,0,0,0
0,1005703,0,10057,1005702,0,0,0,0,0,0,1005701
0,1005704,0,10057,1005703,0,0,0,0,0,0,1005702
0,0,0,10057,1005704,0,0,0,0,0,0,1005703
0,0,0,10057,1005705,0,0,0,0,0,0,1005704
0,1005802,10058115,10058,1005801,0,0,"2022/03/06 15:00:00",10058201,0,0,0
0,1005803,0,10058,1005802,0,0,0,0,0,0,1005801
0,1005804,0,10058,1005803,0,0,0,0,0,0,1005802
0,0,0,10058,1005804,0,0,0,0,0,0,1005803
0,0,0,10058,1005805,0,0,0,0,0,0,1005804
0,1005902,10059115,10059,1005901,0,0,"2022/03/17 15:00:00",10059201,0,0,0
0,1005903,0,10059,1005902,0,0,0,0,0,0,1005901
0,1005904,0,10059,1005903,0,0,0,0,0,0,1005902
0,0,0,10059,1005904,0,0,0,0,0,0,1005903
0,0,0,10059,1005905,0,0,0,0,0,0,1005904
0,1006002,10060115,10060,1006001,0,0,"2022/03/19 15:00:00",10060201,0,0,0
0,1006003,0,10060,1006002,0,0,0,0,0,0,1006001
0,1006004,0,10060,1006003,0,0,0,0,0,0,1006002
0,0,0,10060,1006004,0,0,0,0,0,0,1006003
0,0,0,10060,1006005,0,0,0,0,0,0,1006004
0,1006102,10061115,10061,1006101,0,0,"2022/04/03 15:00:00",10061201,0,0,0
0,1006103,0,10061,1006102,0,0,0,0,0,0,1006101
0,1006104,0,10061,1006103,0,0,0,0,0,0,1006102
0,0,0,10061,1006104,0,0,0,0,0,0,1006103
0,0,0,10061,1006105,0,0,0,0,0,0,1006104
0,1006202,10062115,10062,1006201,0,0,"2022/04/11 15:00:00",10062201,0,0,0
0,1006203,0,10062,1006202,0,0,0,0,0,0,1006201
0,1006204,0,10062,1006203,0,0,0,0,0,0,1006202
0,0,0,10062,1006204,0,0,0,0,0,0,1006203
0,0,0,10062,1006205,0,0,0,0,0,0,1006204
0,1006302,10063115,10063,1006301,0,0,"2022/04/19 15:00:00",10063201,0,0,0
0,1006303,0,10063,1006302,0,0,0,0,0,0,1006301
0,1006304,0,10063,1006303,0,0,0,0,0,0,1006302
0,0,0,10063,1006304,0,0,0,0,0,0,1006303
0,0,0,10063,1006305,0,0,0,0,0,0,1006304
0,1006402,10064115,10064,1006401,0,0,"2022/05/04 15:00:00",10064201,0,0,0
0,1006403,0,10064,1006402,0,0,0,0,0,0,1006401
0,1006404,0,10064,1006403,0,0,0,0,0,0,1006402
0,0,0,10064,1006404,0,0,0,0,0,0,1006403
0,0,0,10064,1006405,0,0,0,0,0,0,1006404
0,1006502,10065115,10065,1006501,0,0,"2022/05/21 15:00:00",10065201,0,0,0
0,1006503,0,10065,1006502,0,0,0,0,0,0,1006501
0,1006504,0,10065,1006503,0,0,0,0,0,0,1006502
0,0,0,10065,1006504,0,0,0,0,0,0,1006503
0,0,0,10065,1006505,0,0,0,0,0,0,1006504
0,1006602,10066115,10066,1006601,0,0,"2022/06/05 15:00:00",10066201,0,0,0
0,1006603,0,10066,1006602,0,0,0,0,0,0,1006601
0,1006604,0,10066,1006603,0,0,0,0,0,0,1006602
0,0,0,10066,1006604,0,0,0,0,0,0,1006603
0,0,0,10066,1006605,0,0,0,0,0,0,1006604
0,1006702,10067115,10067,1006701,0,0,"2022/06/20 15:00:00",10067201,0,0,0
0,1006703,0,10067,1006702,0,0,0,0,0,0,1006701
0,1006704,0,10067,1006703,0,0,0,0,0,0,1006702
0,0,0,10067,1006704,0,0,0,0,0,0,1006703
0,0,0,10067,1006705,0,0,0,0,0,0,1006704
0,1006802,10068115,10068,1006801,0,0,"2022/07/06 15:00:00",10068201,0,0,0
0,1006803,0,10068,1006802,0,0,0,0,0,0,1006801
0,1006804,0,10068,1006803,0,0,0,0,0,0,1006802
0,0,0,10068,1006804,0,0,0,0,0,0,1006803
0,0,0,10068,1006805,0,0,0,0,0,0,1006804
0,1006902,10069115,10069,1006901,0,0,"2022/07/21 15:00:00",10069201,0,0,0
0,1006903,0,10069,1006902,0,0,0,0,0,0,1006901
0,1006904,0,10069,1006903,0,0,0,0,0,0,1006902
0,0,0,10069,1006904,0,0,0,0,0,0,1006903
0,0,0,10069,1006905,0,0,0,0,0,0,1006904
0,1007002,10070115,10070,1007001,0,0,"2022/08/04 15:00:00",10070201,0,0,0
0,1007003,0,10070,1007002,0,0,0,0,0,0,1007001
0,1007004,0,10070,1007003,0,0,0,0,0,0,1007002
0,0,0,10070,1007004,0,0,0,0,0,0,1007003
0,0,0,10070,1007005,0,0,0,0,0,0,1007004
0,1007102,10071115,10071,1007101,0,0,"2022/08/20 15:00:00",10071201,0,0,0
0,1007103,0,10071,1007102,0,0,0,0,0,0,1007101
0,1007104,0,10071,1007103,0,0,0,0,0,0,1007102
0,0,0,10071,1007104,0,0,0,0,0,0,1007103
0,0,0,10071,1007105,0,0,0,0,0,0,1007104
0,1007202,10072115,10072,1007201,0,0,"2022/09/04 15:00:00",10072201,0,0,0
0,1007203,0,10072,1007202,0,0,0,0,0,0,1007201
0,1007204,0,10072,1007203,0,0,0,0,0,0,1007202
0,0,0,10072,1007204,0,0,0,0,0,0,1007203
0,0,0,10072,1007205,0,0,0,0,0,0,1007204
0,1007302,10073115,10073,1007301,0,0,"2022/09/20 15:00:00",10073201,0,0,0
0,1007303,0,10073,1007302,0,0,0,0,0,0,1007301
0,1007304,0,10073,1007303,0,0,0,0,0,0,1007302
0,0,0,10073,1007304,0,0,0,0,0,0,1007303
0,0,0,10073,1007305,0,0,0,0,0,0,1007304
0,1007402,10074115,10074,1007401,0,0,"2022/10/05 15:00:00",10074201,0,0,0
0,1007403,0,10074,1007402,0,0,0,0,0,0,1007401
0,1007404,0,10074,1007403,0,0,0,0,0,0,1007402
0,0,0,10074,1007404,0,0,0,0,0,0,1007403
0,0,0,10074,1007405,0,0,0,0,0,0,1007404
0,1007502,10075115,10075,1007501,0,0,"2022/10/20 15:00:00",10075201,0,0,0
0,1007503,0,10075,1007502,0,0,0,0,0,0,1007501
0,1007504,0,10075,1007503,0,0,0,0,0,0,1007502
0,0,0,10075,1007504,0,0,0,0,0,0,1007503
0,0,0,10075,1007505,0,0,0,0,0,0,1007504
0,1007602,10076115,10076,1007601,0,0,"2022/11/06 15:00:00",10076201,0,0,0
0,1007603,0,10076,1007602,0,0,0,0,0,0,1007601
0,1007604,0,10076,1007603,0,0,0,0,0,0,1007602
0,0,0,10076,1007604,0,0,0,0,0,0,1007603
0,0,0,10076,1007605,0,0,0,0,0,0,1007604
0,1007702,10077115,10077,1007701,0,0,"2022/11/20 15:00:00",10077201,0,0,0
0,1007703,0,10077,1007702,0,0,0,0,0,0,1007701
0,1007704,0,10077,1007703,0,0,0,0,0,0,1007702
0,0,0,10077,1007704,0,0,0,0,0,0,1007703
0,0,0,10077,1007705,0,0,0,0,0,0,1007704
0,1007802,10078115,10078,1007801,0,0,"2022/12/07 15:00:00",10078201,0,0,0
0,1007803,0,10078,1007802,0,0,0,0,0,0,1007801
0,1007804,0,10078,1007803,0,0,0,0,0,0,1007802
0,0,0,10078,1007804,0,0,0,0,0,0,1007803
0,0,0,10078,1007805,0,0,0,0,0,0,1007804
0,1007902,10079115,10079,1007901,0,0,"2022/12/20 15:00:00",10079201,0,0,0
0,1007903,0,10079,1007902,0,0,0,0,0,0,1007901
0,1007904,0,10079,1007903,0,0,0,0,0,0,1007902
0,0,0,10079,1007904,0,0,0,0,0,0,1007903
0,0,0,10079,1007905,0,0,0,0,0,0,1007904
0,1008002,10080115,10080,1008001,0,0,"2023/01/04 15:00:00",10080201,0,0,0
0,1008003,0,10080,1008002,0,0,0,0,0,0,1008001
0,1008004,0,10080,1008003,0,0,0,0,0,0,1008002
0,0,0,10080,1008004,0,0,0,0,0,0,1008003
0,0,0,10080,1008005,0,0,0,0,0,0,1008004
0,1008102,10081115,10081,1008101,0,0,"2023/01/18 15:00:00",10081201,0,0,0
0,1008103,0,10081,1008102,0,0,0,0,0,0,1008101
0,1008104,0,10081,1008103,0,0,0,0,0,0,1008102
0,0,0,10081,1008104,0,0,0,0,0,0,1008103
0,0,0,10081,1008105,0,0,0,0,0,0,1008104
0,1008202,10082115,10082,1008201,0,0,"2023/02/05 15:00:00",10082201,0,0,0
0,1008203,0,10082,1008202,0,0,0,0,0,0,1008201
0,1008204,0,10082,1008203,0,0,0,0,0,0,1008202
0,0,0,10082,1008204,0,0,0,0,0,0,1008203
0,0,0,10082,1008205,0,0,0,0,0,0,1008204
0,1008302,10083115,10083,1008301,0,0,"2023/02/20 15:00:00",10083201,0,0,0
0,1008303,0,10083,1008302,0,0,0,0,0,0,1008301
0,1008304,0,10083,1008303,0,0,0,0,0,0,1008302
0,0,0,10083,1008304,0,0,0,0,0,0,1008303
0,0,0,10083,1008305,0,0,0,0,0,0,1008304
0,1008402,10084115,10084,1008401,0,0,"2023/03/08 15:00:00",10084201,0,0,0
0,1008403,0,10084,1008402,0,0,0,0,0,0,1008401
0,1008404,0,10084,1008403,0,0,0,0,0,0,1008402
0,0,0,10084,1008404,0,0,0,0,0,0,1008403
0,0,0,10084,1008405,0,0,0,0,0,0,1008404
0,1008502,10085115,10085,1008501,0,0,"2023/03/15 15:00:00",10085201,0,0,0
0,1008503,0,10085,1008502,0,0,0,0,0,0,1008501
0,1008504,0,10085,1008503,0,0,0,0,0,0,1008502
0,0,0,10085,1008504,0,0,0,0,0,0,1008503
0,0,0,10085,1008505,0,0,0,0,0,0,1008504
0,1008602,10086115,10086,1008601,0,0,"2023/03/15 15:00:00",10086201,0,0,0
0,1008603,0,10086,1008602,0,0,0,0,0,0,1008601
0,1008604,0,10086,1008603,0,0,0,0,0,0,1008602
0,0,0,10086,1008604,0,0,0,0,0,0,1008603
0,0,0,10086,1008605,0,0,0,0,0,0,1008604
0,1008702,10087115,10087,1008701,0,0,"2023/03/21 15:00:00",10087201,0,0,0
0,1008703,0,10087,1008702,0,0,0,0,0,0,1008701
0,1008704,0,10087,1008703,0,0,0,0,0,0,1008702
0,0,0,10087,1008704,0,0,0,0,0,0,1008703
0,0,0,10087,1008705,0,0,0,0,0,0,1008704
0,1008802,10088115,10088,1008801,0,0,"2023/04/04 15:00:00",10088201,0,0,0
0,1008803,0,10088,1008802,0,0,0,0,0,0,1008801
0,1008804,0,10088,1008803,0,0,0,0,0,0,1008802
0,0,0,10088,1008804,0,0,0,0,0,0,1008803
0,0,0,10088,1008805,0,0,0,0,0,0,1008804
0,1008902,10089115,10089,1008901,0,0,"2023/04/17 15:00:00",10089201,0,0,0
0,1008903,0,10089,1008902,0,0,0,0,0,0,1008901
0,1008904,0,10089,1008903,0,0,0,0,0,0,1008902
0,0,0,10089,1008904,0,0,0,0,0,0,1008903
0,0,0,10089,1008905,0,0,0,0,0,0,1008904
0,1009002,10090115,10090,1009001,0,0,"2023/05/08 15:00:00",10090201,0,0,0
0,1009003,0,10090,1009002,0,0,0,0,0,0,1009001
0,1009004,0,10090,1009003,0,0,0,0,0,0,1009002
0,0,0,10090,1009004,0,0,0,0,0,0,1009003
0,0,0,10090,1009005,0,0,0,0,0,0,1009004
0,1009102,10091115,10091,1009101,0,0,"2023/05/21 15:00:00",10091201,0,0,0
0,1009103,0,10091,1009102,0,0,0,0,0,0,1009101
0,1009104,0,10091,1009103,0,0,0,0,0,0,1009102
0,0,0,10091,1009104,0,0,0,0,0,0,1009103
