pre_2,distance_to_goal,season_id,pre_4,block_id,pre_1,type,next_3,next_2,next_1,reference_id,pre_3,next_4
0,39,1,0,10010223,10010222,2,0,0,10010224,2,0,0
0,38,1,0,10010224,10010223,4,0,0,10010225,0,0,0
0,37,1,0,10010225,10010224,7,0,0,10010226,10002,0,0
0,36,1,0,10010226,10010225,11,0,0,10010227,10001,0,0
0,35,1,0,10010227,10010226,14,0,0,10010228,4,0,0
0,34,1,0,10010228,10010227,5,0,0,10010229,0,0,0
0,33,1,0,10010229,10010228,2,0,0,10010230,1,0,0
0,32,1,0,10010230,10010229,14,0,0,10010231,3,0,0
0,31,1,0,10010231,10010230,4,0,0,10010232,0,0,0
0,30,1,0,10010232,10010231,7,0,0,10010233,10001,0,0
0,29,1,0,10010233,10010232,6,0,10010236,10010234,0,0,0
0,28,1,0,10010234,10010233,7,0,0,10010573,10001,0,0
0,28,1,0,10010236,10010233,2,0,0,10010237,3,0,0
0,27,1,0,10010237,10010236,3,0,0,10010574,2,0,0
0,25,1,0,10010239,10010574,3,0,0,10010240,3,0,0
0,24,1,0,10010240,10010239,2,0,0,10010241,3,0,0
0,23,1,0,10010241,10010240,4,0,0,10010575,0,0,0
0,24,1,0,10010244,10010245,14,0,0,10010564,2,0,0
0,25,1,0,10010245,10010246,7,0,0,10010244,10003,0,0
0,26,1,0,10010246,10010573,14,0,0,10010245,1,0,0
0,21,1,0,10010247,10010575,4,0,0,10010248,0,0,0
0,20,1,0,10010248,10010247,11,0,10010250,10010249,10001,0,0
0,19,1,0,10010249,10010248,7,0,0,10010253,10003,0,0
0,19,1,0,10010250,10010248,5,0,0,10010251,0,0,0
0,18,1,0,10010251,10010250,6,0,0,10010577,0,0,0
0,18,1,0,10010253,10010249,3,0,0,10010576,2,0,0
10010577,16,1,0,10010255,10010576,14,0,0,10010256,5,0,0
0,15,1,0,10010256,10010255,2,0,0,10010257,2,0,0
0,14,1,0,10010257,10010256,12,0,0,10010258,0,0,0
0,13,1,0,10010258,10010257,2,0,0,10010259,1,0,0
0,12,1,0,10010259,10010258,7,0,0,10010260,10001,0,0
0,11,1,0,10010260,10010259,2,0,0,10010261,2,0,0
0,10,1,0,10010261,10010260,7,0,0,10010262,10001,0,0
0,9,1,0,10010262,10010261,3,0,0,10010263,1,0,0
0,8,1,0,10010263,10010262,7,0,0,10010264,10001,0,0
0,7,1,0,10010264,10010263,6,0,10010717,10010719,0,0,0
0,5,1,0,10010272,10010719,3,0,0,10010273,2,0,0
10010721,4,1,0,10010273,10010272,7,0,0,10010274,10002,0,0
0,3,1,0,10010274,10010273,4,0,0,10010275,0,0,0
0,2,1,0,10010275,10010274,2,0,0,10010276,3,0,0
0,1,1,0,10010276,10010275,3,0,0,10010277,3,0,0
0,0,1,0,10010277,10010276,13,0,0,10010278,0,0,0
0,60,1,0,10010278,10010277,2,0,0,10010279,1,0,0
0,59,1,0,10010279,10010278,3,0,0,10010280,2,0,0
0,58,1,0,10010280,10010279,2,0,0,10010281,2,0,0
0,57,1,0,10010281,10010280,5,0,0,10010282,0,0,0
0,56,1,0,10010282,10010281,7,0,10010285,10010283,10002,0,0
0,55,1,0,10010283,10010282,12,0,0,10010296,0,0,0
0,61,1,0,10010285,10010282,2,0,0,10010695,3,0,0
0,58,1,0,10010287,10010696,7,0,0,10010697,10003,0,0
0,56,1,0,10010290,10010697,14,0,0,10010291,3,0,0
0,55,1,0,10010291,10010290,3,0,0,10010292,3,0,0
0,54,1,0,10010292,10010291,7,0,0,10010699,10002,0,0
0,51,1,0,10010295,10010700,2,0,0,10010300,2,0,0
0,54,1,0,10010296,10010283,6,0,0,10010578,0,0,0
0,51,1,0,10010299,10010723,4,0,0,10010300,0,0,0
10010299,50,1,0,10010300,10010295,5,0,0,10010301,0,0,0
0,49,1,0,10010301,10010300,3,0,0,10010580,1,0,0
0,46,1,0,10010304,10010581,11,0,10010307,10010305,10001,0,0
0,45,1,0,10010305,10010304,2,0,0,10010306,1,0,0
0,44,1,0,10010306,10010305,3,0,0,10010316,1,0,0
0,47,1,0,10010307,10010304,3,0,0,10010308,3,0,0
0,46,1,0,10010308,10010307,2,0,0,10010583,3,0,0
0,44,1,0,10010310,10010583,7,0,0,10010584,10003,0,0
0,42,1,0,10010312,10010584,2,0,0,10010582,3,0,0
0,40,1,0,10010314,10010582,12,0,0,10010315,0,0,0
0,39,1,0,10010315,10010314,2,0,0,10010586,3,0,0
0,43,1,0,10010316,10010306,4,0,0,10010317,0,0,0
0,42,1,0,10010317,10010316,2,0,0,10010318,2,0,0
0,41,1,0,10010318,10010317,6,0,0,10010319,0,0,0
0,40,1,0,10010319,10010318,4,0,0,10010320,0,0,0
0,39,1,0,10010320,10010319,7,0,0,10010586,10001,0,0
0,37,1,0,10010322,10010586,3,0,0,10010323,2,0,0
0,36,1,0,10010323,10010322,4,0,0,10010324,0,0,0
0,35,1,0,10010324,10010323,6,0,0,10010325,0,0,0
0,34,1,0,10010325,10010324,2,0,0,10010326,2,0,0
0,33,1,0,10010326,10010325,14,0,0,10010327,3,0,0
0,32,1,0,10010327,10010326,7,0,0,10010328,10001,0,0
0,31,1,0,10010328,10010327,14,0,0,10010329,4,0,0
0,30,1,0,10010329,10010328,4,0,0,10010330,0,0,0
0,29,1,0,10010330,10010329,12,0,0,10010587,0,0,0
0,27,1,0,10010332,10010587,5,0,0,10010333,0,0,0
0,26,1,0,10010333,10010332,7,0,0,10010334,10001,0,0
0,25,1,0,10010334,10010333,3,0,0,10010335,2,0,0
0,24,1,0,10010335,10010334,2,0,0,10010588,1,0,0
0,22,1,0,10010337,10010588,4,0,0,10010338,0,0,0
0,21,1,0,10010338,10010337,11,0,0,10010339,10001,0,0
0,20,1,0,10010339,10010338,6,0,0,10010340,0,0,0
0,19,1,0,10010340,10010339,2,0,0,10010341,2,0,0
0,18,1,0,10010341,10010340,3,0,0,10010342,1,0,0
0,17,1,0,10010342,10010341,5,0,10010355,10010343,0,0,0
0,16,1,0,10010343,10010342,3,0,0,10010344,1,0,0
0,15,1,0,10010344,10010343,7,0,0,10010589,10002,0,0
0,13,1,0,10010346,10010589,2,0,0,10010347,2,0,0
0,12,1,0,10010347,10010346,7,0,0,10010348,10001,0,0
0,11,1,0,10010348,10010347,3,0,0,10010349,3,0,0
10010350,10,1,0,10010349,10010348,6,0,0,10010590,0,0,0
0,11,1,0,10010350,10010351,2,0,0,10010349,1,0,0
0,12,1,0,10010351,10010352,2,0,0,10010350,3,0,0
0,13,1,0,10010352,10010353,7,0,0,10010351,10002,0,0
0,14,1,0,10010353,10010354,2,0,0,10010352,1,0,0
0,15,1,0,10010354,10010355,2,0,0,10010353,2,0,0
0,16,1,0,10010355,10010342,4,0,0,10010354,0,0,0
0,8,1,0,10010357,10010590,4,0,10010592,10010591,0,0,0
10010596,4,1,0,10010361,10010595,4,0,0,10010365,0,0,0
0,3,1,0,10010365,10010361,2,0,0,10010598,3,0,0
0,0,1,0,10010430,10010597,13,0,0,10010431,0,0,0
0,60,1,0,10010431,10010430,2,0,0,10010432,1,0,0
0,59,1,0,10010432,10010431,6,0,0,10010434,0,0,0
0,58,1,0,10010434,10010432,7,0,0,10010439,10001,0,0
0,57,1,0,10010439,10010434,11,0,0,10010484,10001,0,0
10010439,56,1,0,10010484,10010001,6,0,0,10010485,0,0,0
0,55,1,0,10010485,10010484,2,0,0,10010486,1,0,0
0,54,1,0,10010486,10010485,4,0,0,10010487,0,0,0
0,53,1,0,10010487,10010486,7,0,0,10010488,10001,0,0
0,52,1,0,10010488,10010487,12,0,0,10010489,0,0,0
0,51,1,0,10010489,10010488,2,0,0,10010490,1,0,0
0,50,1,0,10010490,10010489,5,0,0,10010491,0,0,0
0,49,1,0,10010491,10010490,4,0,10010612,10010611,0,0,0
0,6,1,0,10010555,10010184,5,0,0,10010556,0,0,0
0,5,1,0,10010556,10010555,6,0,0,10010558,0,0,0
0,4,1,0,10010558,10010556,7,0,0,10010186,10002,0,0
0,50,1,0,10010559,10010107,2,0,10010560,10010119,1,0,0
0,49,1,0,10010560,10010559,4,0,0,10010110,0,0,0
0,46,1,0,10010561,10010111,2,0,0,10010113,2,0,0
0,43,1,0,10010562,10010114,14,0,0,10010116,3,0,0
10010128,39,1,0,10010563,10010118,14,0,0,10010130,3,0,0
0,23,1,0,10010564,10010244,11,0,0,10010575,10001,0,0
0,46,1,0,10010565,10010121,14,0,0,10010123,3,0,0
0,44,1,0,10010566,10010123,7,0,0,10010125,10001,0,0
0,21,1,0,10010568,10010167,5,0,0,10010169,0,0,0
0,19,1,0,10010570,10010169,4,0,0,10010173,0,0,0
0,27,1,0,10010573,10010234,2,0,0,10010246,1,0,0
0,26,1,0,10010574,10010237,14,0,0,10010239,1,0,0
10010564,22,1,0,10010575,10010241,12,0,0,10010247,0,0,0
0,17,1,0,10010576,10010253,4,0,0,10010255,0,0,0
0,17,1,0,10010577,10010251,2,0,0,10010255,3,0,0
0,53,1,0,10010578,10010296,11,0,0,10010723,10001,0,0
0,48,1,0,10010580,10010301,14,0,0,10010581,2,0,0
0,47,1,0,10010581,10010580,2,0,0,10010304,1,0,0
0,41,1,0,10010582,10010312,7,0,0,10010314,10003,0,0
0,45,1,0,10010583,10010308,4,0,0,10010310,0,0,0
0,43,1,0,10010584,10010310,14,0,0,10010312,4,0,0
10010320,38,1,0,10010586,10010315,12,0,0,10010322,0,0,0
0,28,1,0,10010587,10010330,11,0,0,10010332,10001,0,0
0,23,1,0,10010588,10010335,14,0,0,10010337,5,0,0
0,14,1,0,10010589,10010344,11,0,0,10010346,10001,0,0
0,9,1,0,10010590,10010349,14,0,0,10010357,3,0,0
0,7,1,0,10010591,10010357,2,0,0,10010593,2,0,0
0,7,1,0,10010592,10010357,6,0,0,10010594,0,0,0
0,6,1,0,10010593,10010591,7,0,0,10010595,10003,0,0
0,6,1,0,10010594,10010592,3,0,0,10010596,3,0,0
0,5,1,0,10010595,10010593,12,0,0,10010361,0,0,0
0,5,1,0,10010596,10010594,11,0,0,10010361,10001,0,0
0,1,1,0,10010597,10010598,7,0,0,10010430,10003,0,0
0,2,1,0,10010598,10010365,7,0,0,10010597,10001,0,0
0,48,1,0,10010611,10010491,14,0,0,10010614,1,0,0
0,48,1,0,10010612,10010491,14,0,0,10010613,1,0,0
0,47,1,0,10010613,10010612,2,0,0,10010616,3,0,0
0,47,1,0,10010614,10010611,3,0,0,10010615,3,0,0
0,46,1,0,10010615,10010614,6,0,0,10010618,0,0,0
0,46,1,0,10010616,10010613,4,0,0,10010617,0,0,0
0,45,1,0,10010617,10010616,14,0,0,10010619,2,0,0
0,45,1,0,10010618,10010615,14,0,0,10010624,2,0,0
0,44,1,0,10010619,10010617,2,0,0,10010620,1,0,0
0,43,1,0,10010620,10010619,2,0,0,10010621,2,0,0
10010622,42,1,0,10010621,10010620,2,0,0,10010625,2,0,0
0,43,1,0,10010622,10010624,3,0,0,10010621,1,0,0
0,44,1,0,10010624,10010618,7,0,0,10010622,10001,0,0
0,41,1,0,10010625,10010621,4,0,0,10010626,0,0,0
0,40,1,0,10010626,10010625,7,0,0,10010627,10001,0,0
0,39,1,0,10010627,10010626,2,0,0,10010628,1,0,0
0,38,1,0,10010628,10010627,14,0,0,10010629,4,0,0
0,37,1,0,10010629,10010628,5,0,0,10010630,0,0,0
0,36,1,0,10010630,10010629,2,0,10010637,10010631,1,0,0
0,35,1,0,10010631,10010630,3,0,0,10010632,2,0,0
0,34,1,0,10010632,10010631,2,0,0,10010633,2,0,0
0,33,1,0,10010633,10010632,11,0,0,10010634,10001,0,0
10010635,32,1,0,10010634,10010633,4,0,0,10010638,0,0,0
0,33,1,0,10010635,10010636,3,0,0,10010634,2,0,0
0,34,1,0,10010636,10010637,7,0,0,10010635,10002,0,0
0,35,1,0,10010637,10010630,12,0,0,10010636,0,0,0
0,31,1,0,10010638,10010634,6,0,0,10010639,0,0,0
0,30,1,0,10010639,10010638,2,0,0,10010640,1,0,0
0,29,1,0,10010640,10010639,11,0,0,10010641,10001,0,0
0,28,1,0,10010641,10010640,14,0,0,10010642,5,0,0
0,27,1,0,10010642,10010641,4,0,0,10010643,0,0,0
0,26,1,0,10010643,10010642,12,0,0,10010644,0,0,0
0,25,1,0,10010644,10010643,2,0,0,10010645,1,0,0
0,24,1,0,10010645,10010644,3,0,0,10010646,2,0,0
0,23,1,0,10010646,10010645,4,0,0,10010647,0,0,0
0,22,1,0,10010647,10010646,2,0,0,10010648,2,0,0
0,21,1,0,10010648,10010647,14,0,0,10010649,3,0,0
0,20,1,0,10010649,10010648,3,0,10010653,10010650,1,0,0
0,19,1,0,10010650,10010649,3,0,0,10010651,2,0,0
0,18,1,0,10010651,10010650,2,0,0,10010654,3,0,0
0,18,1,0,10010652,10010653,7,0,0,10010655,10003,0,0
0,19,1,0,10010653,10010649,2,0,0,10010652,1,0,0
0,17,1,0,10010654,10010651,11,0,0,10010658,10001,0,0
0,17,1,0,10010655,10010652,3,0,0,10010656,2,0,0
0,16,1,0,10010656,10010655,7,0,0,10010657,10002,0,0
10010658,15,1,0,10010657,10010656,7,0,0,10010659,10001,0,0
0,16,1,0,10010658,10010654,2,0,0,10010657,2,0,0
0,14,1,0,10010659,10010657,5,0,0,10010660,0,0,0
0,13,1,0,10010660,10010659,2,0,0,10010661,2,0,0
0,12,1,0,10010661,10010660,4,0,0,10010662,0,0,0
0,11,1,0,10010662,10010661,14,0,0,10010663,5,0,0
0,10,1,0,10010663,10010662,2,0,0,10010664,3,0,0
0,9,1,0,10010664,10010663,12,0,0,10010665,0,0,0
0,8,1,0,10010665,10010664,6,0,0,10010666,0,0,0
0,7,1,0,10010666,10010665,2,0,0,10010667,1,0,0
0,6,1,0,10010667,10010666,7,0,0,10010668,10003,0,0
0,5,1,0,10010668,10010667,11,0,0,10010669,10001,0,0
0,4,1,0,10010669,10010668,4,0,0,10010670,0,0,0
0,3,1,0,10010670,10010669,3,0,0,10010671,1,0,0
0,2,1,0,10010671,10010670,2,0,0,10010672,3,0,0
0,1,1,0,10010672,10010671,7,0,0,10010673,10001,0,0
0,0,1,0,10010673,10010672,13,0,0,10010674,0,0,0
0,60,1,0,10010674,10010673,3,0,0,10010099,1,0,0
0,60,1,0,10010695,10010285,3,0,0,10010696,3,0,0
0,59,1,0,10010696,10010695,14,0,0,10010287,6,0,0
0,57,1,0,10010697,10010287,2,0,0,10010290,3,0,0
0,53,1,0,10010699,10010292,4,0,0,10010700,0,0,0
0,52,1,0,10010700,10010699,14,0,0,10010295,7,0,0
0,35,1,0,10010701,10010132,2,0,0,10010153,1,0,0
0,37,1,0,10010702,10010132,2,0,0,10010703,3,0,0
0,36,1,0,10010703,10010702,14,0,0,10010704,3,0,0
0,35,1,0,10010704,10010703,6,0,0,10010709,0,0,0
10010709,33,1,0,10010705,10010153,3,0,0,10010706,3,0,0
0,32,1,0,10010706,10010705,4,0,0,10010707,0,0,0
0,31,1,0,10010707,10010706,7,0,0,10010708,10001,0,0
0,30,1,0,10010708,10010707,3,0,0,10010158,1,0,0
0,34,1,0,10010709,10010704,7,0,0,10010705,10003,0,0
0,46,1,0,10010710,10010215,2,0,0,10010711,1,0,0
10010712,45,1,0,10010711,10010710,6,0,0,10010218,0,0,0
0,46,1,0,10010712,10010713,3,0,0,10010711,3,0,0
0,47,1,0,10010713,10010714,14,0,0,10010712,6,0,0
0,48,1,0,10010714,10010715,2,0,0,10010713,3,0,0
0,49,1,0,10010715,10010716,4,0,0,10010714,0,0,0
0,50,1,0,10010716,10010201,14,0,0,10010715,4,0,0
0,8,1,0,10010717,10010264,5,0,0,10010718,0,0,0
0,7,1,0,10010718,10010717,14,0,0,10010720,5,0,0
0,6,1,0,10010719,10010264,7,0,0,10010272,10001,0,0
0,6,1,0,10010720,10010718,7,0,0,10010721,10003,0,0
0,5,1,0,10010721,10010720,3,0,0,10010273,3,0,0
0,52,1,0,10010723,10010578,2,0,0,10010299,1,0,0
0,63,2,0,10020001,0,1,0,0,10020002,0,0,0
10020390,62,2,0,10020002,10020001,2,0,0,10020003,1,0,0
0,61,2,0,10020003,10020002,4,0,0,10020004,0,0,0
0,60,2,0,10020004,10020003,6,0,0,10020005,0,0,0
0,59,2,0,10020005,10020004,7,0,0,10020006,10001,0,0
0,58,2,0,10020006,10020005,2,0,0,10020007,2,0,0
0,57,2,0,10020007,10020006,5,0,0,10020592,0,0,0
0,55,2,0,10020009,10020592,12,0,10020589,10020588,0,0,0
0,53,2,0,10020012,10020588,14,0,0,10020015,1,0,0
0,53,2,0,10020013,10020589,14,0,0,10020014,1,0,0
0,52,2,0,10020014,10020013,4,0,0,10020016,0,0,0
0,52,2,0,10020015,10020012,6,0,0,10020020,0,0,0
0,51,2,0,10020016,10020014,14,0,0,10020590,2,0,0
10020590,49,2,0,10020018,10020587,4,0,0,10020021,0,0,0
0,51,2,0,10020020,10020015,14,0,0,10020587,2,0,0
0,48,2,0,10020021,10020018,3,0,0,10020022,1,0,0
0,47,2,0,10020022,10020021,2,0,0,10020023,1,0,0
0,46,2,0,10020023,10020022,6,0,0,10020024,0,0,0
0,45,2,0,10020024,10020023,5,0,0,10020025,0,0,0
0,44,2,0,10020025,10020024,4,0,0,10020026,0,0,0
0,43,2,0,10020026,10020025,14,0,0,10020027,4,0,0
0,42,2,0,10020027,10020026,2,0,0,10020028,1,0,0
0,41,2,0,10020028,10020027,6,0,0,10020029,0,0,0
0,40,2,0,10020029,10020028,2,0,0,10020030,1,0,0
0,39,2,0,10020030,10020029,11,0,0,10020031,10001,0,0
0,38,2,0,10020031,10020030,7,0,10020586,10020518,10001,0,0
0,12,2,0,10020062,10020544,2,0,0,10020063,1,0,0
0,11,2,0,10020063,10020062,4,0,0,10020064,0,0,0
0,10,2,0,10020064,10020063,3,0,0,10020515,2,0,0
0,7,2,0,10020079,10020516,7,0,0,10020404,10002,0,0
0,3,2,0,10020083,10020406,7,0,0,10020084,10003,0,0
0,2,2,0,10020084,10020083,12,0,0,10020085,0,0,0
0,1,2,0,10020085,10020084,6,0,0,10020086,0,0,0
0,0,2,0,10020086,10020085,13,0,0,10020087,0,0,0
0,66,2,0,10020087,10020086,2,0,0,10020088,2,0,0
0,65,2,0,10020088,10020087,4,0,0,10020089,0,0,0
0,64,2,0,10020089,10020088,7,0,0,10020090,10001,0,0
0,63,2,0,10020090,10020089,6,0,0,10020091,0,0,0
0,62,2,0,10020091,10020090,12,0,0,10020092,0,0,0
0,61,2,0,10020092,10020091,3,0,0,10020407,1,0,0
0,59,2,0,10020094,10020407,2,0,0,10020101,1,0,0
0,58,2,0,10020101,10020094,4,0,0,10020491,0,0,0
0,38,2,0,10020127,10020512,7,0,0,10020128,10002,0,0
0,37,2,0,10020128,10020127,6,10020567,10020561,10020573,0,0,0
10020566,33,2,0,10020143,10020146,11,0,0,10020147,10001,10020571,0
0,34,2,0,10020146,10020564,3,0,0,10020143,1,0,0
0,32,2,0,10020147,10020143,2,0,0,10020148,2,0,0
0,31,2,0,10020148,10020147,5,0,0,10020408,0,0,0
0,29,2,0,10020150,10020408,14,0,0,10020151,5,0,0
0,28,2,0,10020151,10020150,2,0,0,10020152,1,0,0
0,27,2,0,10020152,10020151,6,0,0,10020153,0,0,0
0,26,2,0,10020153,10020152,3,0,0,10020154,2,0,0
0,25,2,0,10020154,10020153,2,0,0,10020155,3,0,0
0,24,2,0,10020155,10020154,4,0,0,10020156,0,0,0
0,23,2,0,10020156,10020155,5,0,0,10020157,0,0,0
0,22,2,0,10020157,10020156,11,0,0,10020158,10001,0,0
0,21,2,0,10020158,10020157,7,0,0,10020480,10001,0,0
0,17,2,0,10020167,10020560,3,0,0,10020168,1,0,0
0,16,2,0,10020168,10020167,12,0,0,10020169,0,0,0
0,15,2,0,10020169,10020168,7,0,10020477,10020175,10002,0,0
0,14,2,0,10020175,10020169,2,0,0,10020176,2,0,0
0,13,2,0,10020176,10020175,6,0,0,10020178,0,0,0
10020479,11,2,0,10020177,10020178,14,0,0,10020179,2,0,0
0,12,2,0,10020178,10020176,14,0,0,10020177,4,0,0
0,10,2,0,10020179,10020177,4,0,0,10020180,0,0,0
0,9,2,0,10020180,10020179,7,0,0,10020182,10003,0,0
0,8,2,0,10020182,10020180,3,0,0,10020183,3,0,0
0,7,2,0,10020183,10020182,11,0,0,10020184,10001,0,0
0,6,2,0,10020184,10020183,2,0,0,10020185,1,0,0
0,5,2,0,10020185,10020184,12,0,0,10020186,0,0,0
0,4,2,0,10020186,10020185,6,0,0,10020187,0,0,0
0,3,2,0,10020187,10020186,14,0,0,10020188,3,0,0
0,2,2,0,10020188,10020187,7,0,0,10020189,10003,0,0
0,1,2,0,10020189,10020188,2,0,0,10020190,1,0,0
0,0,2,0,10020190,10020189,13,0,0,10020191,0,0,0
0,66,2,0,10020191,10020190,6,0,0,10020192,0,0,0
0,65,2,0,10020192,10020191,7,0,0,10020193,10001,0,0
0,64,2,0,10020193,10020192,3,0,0,10020194,1,0,0
0,63,2,0,10020194,10020193,4,0,0,10020202,0,0,0
0,62,2,0,10020202,10020194,2,0,0,10020203,1,0,0
0,61,2,0,10020203,10020202,7,0,0,10020450,10001,0,0
0,36,2,0,10020234,10020476,2,0,0,10020235,2,0,0
0,35,2,0,10020235,10020234,7,0,0,10020236,10002,0,0
0,34,2,0,10020236,10020235,2,0,0,10020237,1,0,0
0,33,2,0,10020237,10020236,4,0,10020549,10020239,0,0,0
0,32,2,0,10020239,10020237,7,0,0,10020253,10001,0,0
0,31,2,0,10020253,10020239,6,0,0,10020254,0,0,0
0,30,2,0,10020254,10020253,12,0,0,10020255,0,0,0
10020555,29,2,0,10020255,10020254,3,0,0,10020256,2,0,0
0,28,2,0,10020256,10020255,7,0,0,10020257,10001,0,0
0,27,2,0,10020257,10020256,5,0,0,10020258,0,0,0
0,26,2,0,10020258,10020257,6,0,0,10020410,0,0,0
0,24,2,0,10020260,10020410,12,0,0,10020261,0,0,0
0,23,2,0,10020261,10020260,2,0,0,10020262,1,0,0
0,22,2,0,10020262,10020261,4,0,0,10020263,0,0,0
0,21,2,0,10020263,10020262,7,0,0,10020264,10002,0,0
0,20,2,0,10020264,10020263,14,0,0,10020265,4,0,0
0,19,2,0,10020265,10020264,12,0,0,10020266,0,0,0
0,18,2,0,10020266,10020265,11,0,0,10020267,10001,0,0
0,17,2,0,10020267,10020266,3,0,0,10020268,2,0,0
0,16,2,0,10020268,10020267,2,0,0,10020269,3,0,0
0,15,2,0,10020269,10020268,4,0,10020273,10020270,0,0,0
0,14,2,0,10020270,10020269,2,0,0,10020271,1,0,0
0,13,2,0,10020271,10020270,2,0,0,10020275,3,0,0
0,13,2,0,10020272,10020273,6,0,0,10020274,0,0,0
0,14,2,0,10020273,10020269,7,0,0,10020272,10001,0,0
0,12,2,0,10020274,10020272,14,0,0,10020276,5,0,0
0,12,2,0,10020275,10020271,3,0,0,10020276,2,0,0
10020275,11,2,0,10020276,10020274,7,0,0,10020277,10003,0,0
