talent_id_2,talent_id_4,talent_id_5,enhance_id,talent_id_1,enhance_value,parameter_type,talent_id_3
0,0,0,1421,3,88,1,0
0,0,0,1431,3,132,1,0
0,0,0,1441,3,176,1,0
0,0,0,1451,3,220,1,0
0,0,0,1511,4,36,5,0
0,0,0,1521,4,72,5,0
0,0,0,1531,4,108,5,0
0,0,0,1541,4,144,5,0
0,0,0,1551,4,180,5,0
0,0,0,1611,5,1,101,0
0,0,0,1711,2,1,100,0
0,0,0,1811,3,84,4,0
0,0,0,1821,3,168,4,0
0,0,0,1831,3,252,4,0
0,0,0,1841,3,336,4,0
0,0,0,1851,3,420,4,0
0,0,0,1911,4,36,3,0
0,0,0,1921,4,72,3,0
0,0,0,1931,4,108,3,0
0,0,0,1941,4,144,3,0
0,0,0,1951,4,180,3,0
0,0,0,2011,1,84,4,0
0,0,0,2021,1,168,4,0
0,0,0,2031,1,252,4,0
0,0,0,2041,1,336,4,0
0,0,0,2051,1,420,4,0
0,0,0,2111,3,1,100,0
0,0,0,2211,5,84,2,0
0,0,0,2221,5,168,2,0
0,0,0,2231,5,252,2,0
0,0,0,2241,5,336,2,0
0,0,0,2251,5,420,2,0
0,0,0,2311,1,44,1,0
0,0,0,2321,1,88,1,0
0,0,0,2331,1,132,1,0
0,0,0,2341,1,176,1,0
0,0,0,2351,1,220,1,0
0,0,0,2411,2,84,2,0
0,0,0,2421,2,168,2,0
0,0,0,2431,2,252,2,0
0,0,0,2441,2,336,2,0
0,0,0,2451,2,420,2,0
0,0,0,2511,5,86,4,0
0,0,0,2521,5,172,4,0
0,0,0,2531,5,258,4,0
0,0,0,2541,5,344,4,0
0,0,0,2551,5,430,4,0
2,4,5,2611,1,1,100,3
2,4,5,2621,1,2,100,3
2,4,5,2631,1,3,100,3
0,0,0,2711,1,36,3,0
0,0,0,2721,1,72,3,0
0,0,0,2731,1,108,3,0
0,0,0,2741,1,144,3,0
0,0,0,2751,1,180,3,0
0,0,0,2811,4,86,4,0
0,0,0,2821,4,172,4,0
0,0,0,2831,4,258,4,0
0,0,0,2841,4,344,4,0
0,0,0,2851,4,430,4,0
0,0,0,2911,5,10,7,0
0,0,0,2921,5,20,7,0
0,0,0,2931,5,30,7,0
0,0,0,2941,5,40,7,0
0,0,0,2951,5,50,7,0
0,0,0,3011,2,36,3,0
0,0,0,3021,2,72,3,0
0,0,0,3031,2,108,3,0
0,0,0,3041,2,144,3,0
0,0,0,3051,2,180,3,0
0,0,0,3111,3,46,1,0
0,0,0,3121,3,92,1,0
0,0,0,3131,3,138,1,0
0,0,0,3141,3,184,1,0
0,0,0,3151,3,230,1,0
0,0,0,3211,4,88,4,0
0,0,0,3221,4,176,4,0
0,0,0,3231,4,264,4,0
0,0,0,3241,4,352,4,0
0,0,0,3251,4,440,4,0
0,0,0,3311,1,86,4,0
0,0,0,3321,1,172,4,0
0,0,0,3331,1,258,4,0
0,0,0,3341,1,344,4,0
0,0,0,3351,1,430,4,0
0,0,0,3411,2,86,2,0
0,0,0,3421,2,172,2,0
0,0,0,3431,2,258,2,0
0,0,0,3441,2,344,2,0
0,0,0,3451,2,430,2,0
0,0,0,3511,3,38,5,0
0,0,0,3521,3,76,5,0
0,0,0,3531,3,114,5,0
0,0,0,3541,3,152,5,0
0,0,0,3551,3,190,5,0
0,0,0,3611,4,86,2,0
0,0,0,3621,4,172,2,0
0,0,0,3631,4,258,2,0
0,0,0,3641,4,344,2,0
0,0,0,3651,4,430,2,0
0,0,0,3711,5,88,4,0
0,0,0,3721,5,176,4,0
0,0,0,3731,5,264,4,0
0,0,0,3741,5,352,4,0
0,0,0,3751,5,440,4,0
0,0,0,3811,2,44,1,0
0,0,0,3821,2,88,1,0
0,0,0,3831,2,132,1,0
0,0,0,3841,2,176,1,0
0,0,0,3851,2,220,1,0
0,0,0,3911,3,86,4,0
0,0,0,3921,3,172,4,0
0,0,0,3931,3,258,4,0
0,0,0,3941,3,344,4,0
0,0,0,3951,3,430,4,0
0,0,0,4011,5,36,3,0
0,0,0,4021,5,72,3,0
0,0,0,4031,5,108,3,0
0,0,0,4041,5,144,3,0
0,0,0,4051,5,180,3,0
0,0,0,4111,2,10,7,0
0,0,0,4121,2,20,7,0
0,0,0,4131,2,30,7,0
0,0,0,4141,2,40,7,0
0,0,0,4151,2,50,7,0
0,0,0,4211,1,88,2,0
0,0,0,4221,1,176,2,0
0,0,0,4231,1,264,2,0
0,0,0,4241,1,352,2,0
0,0,0,4251,1,440,2,0
0,0,0,4311,4,38,3,0
0,0,0,4321,4,76,3,0
0,0,0,4331,4,114,3,0
0,0,0,4341,4,152,3,0
0,0,0,4351,4,190,3,0
0,0,0,4411,5,58,1,0
0,0,0,4421,5,116,1,0
0,0,0,4431,5,174,1,0
0,0,0,4441,5,232,1,0
0,0,0,4451,5,290,1,0
0,0,0,4511,2,88,2,0
0,0,0,4521,2,176,2,0
0,0,0,4531,2,264,2,0
0,0,0,4541,2,352,2,0
0,0,0,4551,2,440,2,0
0,0,0,4611,3,86,2,0
0,0,0,4621,3,172,2,0
0,0,0,4631,3,258,2,0
0,0,0,4641,3,344,2,0
0,0,0,4651,3,430,2,0
0,0,0,4711,4,10,7,0
0,0,0,4721,4,20,7,0
0,0,0,4731,4,30,7,0
0,0,0,4741,4,40,7,0
0,0,0,4751,4,50,7,0
0,0,0,4811,1,38,3,0
0,0,0,4821,1,76,3,0
0,0,0,4831,1,114,3,0
0,0,0,4841,1,152,3,0
0,0,0,4851,1,190,3,0
0,0,0,4911,2,38,5,0
0,0,0,4921,2,76,5,0
0,0,0,4931,2,114,5,0
0,0,0,4941,2,152,5,0
0,0,0,4951,2,190,5,0
0,0,0,5011,5,86,2,0
0,0,0,5021,5,172,2,0
0,0,0,5031,5,258,2,0
0,0,0,5041,5,344,2,0
0,0,0,5051,5,430,2,0
0,0,0,5111,1,88,4,0
0,0,0,5121,1,176,4,0
0,0,0,5131,1,264,4,0
0,0,0,5141,1,352,4,0
0,0,0,5151,1,440,4,0
0,0,0,5211,3,36,3,0
0,0,0,5221,3,72,3,0
0,0,0,5231,3,108,3,0
0,0,0,5241,3,144,3,0
0,0,0,5251,3,180,3,0
0,0,0,5311,4,15,7,0
0,0,0,5321,4,30,7,0
0,0,0,5331,4,45,7,0
0,0,0,5341,4,60,7,0
0,0,0,5351,4,75,7,0
2,4,5,5411,1,1,101,3
2,4,5,5421,1,2,101,3
2,4,5,5431,1,3,101,3
0,0,0,5511,1,90,4,0
0,0,0,5521,1,180,4,0
0,0,0,5531,1,270,4,0
0,0,0,5541,1,360,4,0
0,0,0,5551,1,450,4,0
0,0,0,5611,2,1,100,0
0,0,0,5621,2,2,100,0
0,0,0,5711,5,10,6,0
0,0,0,5721,5,20,6,0
0,0,0,5731,5,30,6,0
0,0,0,5741,5,40,6,0
0,0,0,5751,5,50,6,0
0,0,0,5811,2,90,2,0
0,0,0,5821,2,180,2,0
0,0,0,5831,2,270,2,0
0,0,0,5841,2,360,2,0
0,0,0,5851,2,450,2,0
0,0,0,5911,3,48,1,0
0,0,0,5921,3,96,1,0
0,0,0,5931,3,144,1,0
0,0,0,5941,3,192,1,0
0,0,0,5951,3,240,1,0
0,0,0,6011,5,1,101,0
0,0,0,6021,5,2,101,0
0,0,0,6111,1,90,2,0
0,0,0,6121,1,180,2,0
0,0,0,6131,1,270,2,0
0,0,0,6141,1,360,2,0
0,0,0,6151,1,450,2,0
0,0,0,6211,2,38,3,0
0,0,0,6221,2,76,3,0
0,0,0,6231,2,114,3,0
0,0,0,6241,2,152,3,0
0,0,0,6251,2,190,3,0
0,0,0,6311,3,88,2,0
0,0,0,6321,3,176,2,0
0,0,0,6331,3,264,2,0
0,0,0,6341,3,352,2,0
0,0,0,6351,3,440,2,0
0,0,0,6411,4,88,2,0
0,0,0,6421,4,176,2,0
0,0,0,6431,4,264,2,0
0,0,0,6441,4,352,2,0
0,0,0,6451,4,440,2,0
0,0,0,6511,1,10,7,0
0,0,0,6521,1,20,7,0
0,0,0,6531,1,30,7,0
0,0,0,6541,1,40,7,0
0,0,0,6551,1,50,7,0
0,0,0,6611,4,1,100,0
0,0,0,6711,5,36,5,0
0,0,0,6721,5,72,5,0
0,0,0,6731,5,108,5,0
0,0,0,6741,5,144,5,0
0,0,0,6751,5,180,5,0
0,0,0,6811,1,36,5,0
0,0,0,6821,1,72,5,0
0,0,0,6831,1,108,5,0
0,0,0,6841,1,144,5,0
0,0,0,6851,1,180,5,0
0,0,0,6911,2,86,4,0
0,0,0,6921,2,172,4,0
0,0,0,6931,2,258,4,0
0,0,0,6941,2,344,4,0
0,0,0,6951,2,430,4,0
0,0,0,7011,4,10,6,0
0,0,0,7021,4,20,6,0
0,0,0,7031,4,30,6,0
0,0,0,7041,4,40,6,0
0,0,0,7051,4,50,6,0
0,0,0,7111,1,10,6,0
0,0,0,7121,1,20,6,0
0,0,0,7131,1,30,6,0
0,0,0,7141,1,40,6,0
0,0,0,7151,1,50,6,0
0,0,0,7211,3,1,101,0
0,0,0,7311,3,38,3,0
0,0,0,7321,3,76,3,0
0,0,0,7331,3,114,3,0
0,0,0,7341,3,152,3,0
0,0,0,7351,3,190,3,0
0,0,0,7411,4,56,1,0
0,0,0,7421,4,112,1,0
0,0,0,7431,4,168,1,0
0,0,0,7441,4,224,1,0
0,0,0,7451,4,280,1,0
0,0,0,7511,2,40,5,0
0,0,0,7521,2,80,5,0
0,0,0,7531,2,120,5,0
0,0,0,7541,2,160,5,0
0,0,0,7551,2,200,5,0
0,0,0,7611,4,90,4,0
0,0,0,7621,4,180,4,0
0,0,0,7631,4,270,4,0
0,0,0,7641,4,360,4,0
0,0,0,7651,4,450,4,0
0,0,0,7711,5,1,100,0
0,0,0,7811,1,1,101,0
0,0,0,7821,1,2,101,0
0,0,0,7911,4,40,3,0
0,0,0,7921,4,80,3,0
0,0,0,7931,4,120,3,0
0,0,0,7941,4,160,3,0
0,0,0,7951,4,200,3,0
0,0,0,8011,3,10,7,0
0,0,0,8021,3,20,7,0
0,0,0,8031,3,30,7,0
0,0,0,8041,3,40,7,0
0,0,0,8051,3,50,7,0
0,0,0,8111,5,38,3,0
0,0,0,8121,5,76,3,0
0,0,0,8131,5,114,3,0
0,0,0,8141,5,152,3,0
0,0,0,8151,5,190,3,0
2,4,5,8211,1,15,6,3
2,4,5,8221,1,30,6,3
2,4,5,8231,1,45,6,3
2,4,5,8241,1,60,6,3
2,4,5,8251,1,75,6,3
0,0,0,8311,2,10,6,0
0,0,0,8321,2,20,6,0
0,0,0,8331,2,30,6,0
0,0,0,8341,2,40,6,0
0,0,0,8351,2,50,6,0
0,0,0,8411,4,58,1,0
0,0,0,8421,4,116,1,0
0,0,0,8431,4,174,1,0
0,0,0,8441,4,232,1,0
0,0,0,8451,4,290,1,0
0,0,0,8511,1,92,2,0
0,0,0,8521,1,184,2,0
0,0,0,8531,1,276,2,0
0,0,0,8541,1,368,2,0
0,0,0,8551,1,460,2,0
0,0,0,8611,3,40,5,0
0,0,0,8621,3,80,5,0
0,0,0,8631,3,120,5,0
0,0,0,8641,3,160,5,0
0,0,0,8651,3,200,5,0
0,0,0,8711,1,46,1,0
0,0,0,8721,1,92,1,0
0,0,0,8731,1,138,1,0
0,0,0,8741,1,184,1,0
0,0,0,8751,1,230,1,0
0,0,0,8811,2,15,7,0
0,0,0,8821,2,30,7,0
0,0,0,8831,2,45,7,0
0,0,0,8841,2,60,7,0
0,0,0,8851,2,75,7,0
0,0,0,8911,5,90,4,0
0,0,0,8921,5,180,4,0
0,0,0,8931,5,270,4,0
0,0,0,8941,5,360,4,0
0,0,0,8951,5,450,4,0
0,0,0,9011,2,88,4,0
0,0,0,9021,2,176,4,0
0,0,0,9031,2,264,4,0
0,0,0,9041,2,352,4,0
0,0,0,9051,2,440,4,0
0,0,0,9111,3,42,5,0
0,0,0,9121,3,84,5,0
0,0,0,9131,3,126,5,0
0,0,0,9141,3,168,5,0
0,0,0,9151,3,210,5,0
0,0,0,9211,4,15,6,0
0,0,0,9221,4,30,6,0
0,0,0,9231,4,45,6,0
0,0,0,9241,4,60,6,0
0,0,0,9251,4,75,6,0
0,0,0,9311,5,40,3,0
0,0,0,9321,5,80,3,0
0,0,0,9331,5,120,3,0
0,0,0,9341,5,160,3,0
0,0,0,9351,5,200,3,0
0,0,0,9411,1,38,5,0
0,0,0,9421,1,76,5,0
0,0,0,9431,1,114,5,0
0,0,0,9441,1,152,5,0
0,0,0,9451,1,190,5,0
0,0,0,9511,3,40,3,0
0,0,0,9521,3,80,3,0
0,0,0,9531,3,120,3,0
0,0,0,9541,3,160,3,0
0,0,0,9551,3,200,3,0
0,0,0,9611,4,92,4,0
0,0,0,9621,4,184,4,0
0,0,0,9631,4,276,4,0
0,0,0,9641,4,368,4,0
0,0,0,9651,4,460,4,0
0,0,0,9711,5,15,7,0
0,0,0,9721,5,30,7,0
0,0,0,9731,5,45,7,0
0,0,0,9741,5,60,7,0
0,0,0,9751,5,75,7,0
0,0,0,9811,2,40,3,0
0,0,0,9821,2,80,3,0
0,0,0,9831,2,120,3,0
0,0,0,9841,2,160,3,0
0,0,0,9851,2,200,3,0
0,0,0,9911,3,90,2,0
0,0,0,9921,3,180,2,0
0,0,0,9931,3,270,2,0
0,0,0,9941,3,360,2,0
0,0,0,9951,3,450,2,0
0,0,0,10011,4,90,2,0
0,0,0,10021,4,180,2,0
0,0,0,10031,4,270,2,0
0,0,0,10041,4,360,2,0
0,0,0,10051,4,450,2,0
0,0,0,10111,1,40,5,0
0,0,0,10121,1,80,5,0
0,0,0,10131,1,120,5,0
0,0,0,10141,1,160,5,0
0,0,0,10151,1,200,5,0
0,0,0,10211,2,46,1,0
0,0,0,10221,2,92,1,0
0,0,0,10231,2,138,1,0
0,0,0,10241,2,184,1,0
0,0,0,10251,2,230,1,0
0,0,0,10311,5,42,3,0
0,0,0,10321,5,84,3,0
0,0,0,10331,5,126,3,0
0,0,0,10341,5,168,3,0
0,0,0,10351,5,210,3,0
0,0,0,10411,3,10,6,0
0,0,0,10421,3,20,6,0
0,0,0,10431,3,30,6,0
0,0,0,10441,3,40,6,0
0,0,0,10451,3,50,6,0
0,0,0,10511,5,38,5,0
0,0,0,10521,5,76,5,0
0,0,0,10531,5,114,5,0
0,0,0,10541,5,152,5,0
0,0,0,10551,5,190,5,0
0,0,0,10611,1,15,7,0
0,0,0,10621,1,30,7,0
0,0,0,10631,1,45,7,0
0,0,0,10641,1,60,7,0
0,0,0,10651,1,75,7,0
0,0,0,10711,2,42,5,0
0,0,0,10721,2,84,5,0
0,0,0,10731,2,126,5,0
0,0,0,10741,2,168,5,0
0,0,0,10751,2,210,5,0
0,0,0,10811,3,88,4,0
0,0,0,10821,3,176,4,0
0,0,0,10831,3,264,4,0
0,0,0,10841,3,352,4,0
0,0,0,10851,3,440,4,0
0,0,0,10911,5,88,2,0
0,0,0,10921,5,176,2,0
0,0,0,10931,5,264,2,0
0,0,0,10941,5,352,2,0
0,0,0,10951,5,440,2,0
2,4,5,11011,1,15,7,3
2,4,5,11021,1,30,7,3
2,4,5,11031,1,45,7,3
2,4,5,11041,1,60,7,3
2,4,5,11051,1,75,7,3
0,0,0,11111,2,15,6,0
0,0,0,11121,2,30,6,0
0,0,0,11131,2,45,6,0
0,0,0,11141,2,60,6,0
0,0,0,11151,2,75,6,0
0,0,0,11211,4,92,2,0
0,0,0,11221,4,184,2,0
0,0,0,11231,4,276,2,0
0,0,0,11241,4,368,2,0
0,0,0,11251,4,460,2,0
0,0,0,11311,5,92,4,0
0,0,0,11321,5,184,4,0
0,0,0,11331,5,276,4,0
0,0,0,11341,5,368,4,0
0,0,0,11351,5,460,4,0
0,0,0,11411,2,92,2,0
0,0,0,11421,2,184,2,0
0,0,0,11431,2,276,2,0
0,0,0,11441,2,368,2,0
0,0,0,11451,2,460,2,0
0,0,0,11511,3,90,4,0
0,0,0,11521,3,180,4,0
0,0,0,11531,3,270,4,0
0,0,0,11541,3,360,4,0
0,0,0,11551,3,450,4,0
0,0,0,11611,4,20,7,0
0,0,0,11621,4,40,7,0
0,0,0,11631,4,60,7,0
0,0,0,11641,4,80,7,0
0,0,0,11651,4,100,7,0
0,0,0,11711,2,48,1,0
0,0,0,11721,2,96,1,0
0,0,0,11731,2,144,1,0
0,0,0,11741,2,192,1,0
0,0,0,11751,2,240,1,0
0,0,0,11811,3,15,6,0
0,0,0,11821,3,30,6,0
0,0,0,11831,3,45,6,0
0,0,0,11841,3,60,6,0
0,0,0,11851,3,75,6,0
0,0,0,11911,5,44,3,0
0,0,0,11921,5,88,3,0
0,0,0,11931,5,132,3,0
0,0,0,11941,5,176,3,0
0,0,0,11951,5,220,3,0
0,0,0,12011,1,42,5,0
0,0,0,12021,1,84,5,0
0,0,0,12031,1,126,5,0
0,0,0,12041,1,168,5,0
0,0,0,12051,1,210,5,0
0,0,0,12111,3,92,2,0
0,0,0,12121,3,184,2,0
0,0,0,12131,3,276,2,0
0,0,0,12141,3,368,2,0
0,0,0,12151,3,460,2,0
0,0,0,12211,4,1,100,0
0,0,0,12221,4,2,100,0
0,0,0,12311,1,15,6,0
0,0,0,12321,1,30,6,0
0,0,0,12331,1,45,6,0
0,0,0,12341,1,60,6,0
0,0,0,12351,1,75,6,0
0,0,0,12411,2,90,4,0
0,0,0,12421,2,180,4,0
0,0,0,12431,2,270,4,0
0,0,0,12441,2,360,4,0
0,0,0,12451,2,450,4,0
0,0,0,12511,3,15,7,0
0,0,0,12521,3,30,7,0
0,0,0,12531,3,45,7,0
0,0,0,12541,3,60,7,0
0,0,0,12551,3,75,7,0
0,0,0,12611,5,1,101,0
0,0,0,12621,5,2,101,0
0,0,0,12631,5,3,101,0
0,0,0,12711,3,42,3,0
0,0,0,12721,3,84,3,0
0,0,0,12731,3,126,3,0
0,0,0,12741,3,168,3,0
0,0,0,12751,3,210,3,0
0,0,0,12811,4,38,5,0
0,0,0,12821,4,76,5,0
0,0,0,12831,4,114,5,0
0,0,0,12841,4,152,5,0
0,0,0,12851,4,190,5,0
0,0,0,12911,1,48,1,0
0,0,0,12921,1,96,1,0
0,0,0,12931,1,144,1,0
0,0,0,12941,1,192,1,0
0,0,0,12951,1,240,1,0
0,0,0,13011,2,44,5,0
0,0,0,13021,2,88,5,0
0,0,0,13031,2,132,5,0
0,0,0,13041,2,176,5,0
0,0,0,13051,2,220,5,0
0,0,0,13111,4,20,6,0
0,0,0,13121,4,40,6,0
0,0,0,13131,4,60,6,0
0,0,0,13141,4,80,6,0
0,0,0,13151,4,100,6,0
0,0,0,13211,5,90,2,0
0,0,0,13221,5,180,2,0
0,0,0,13231,5,270,2,0
0,0,0,13241,5,360,2,0
0,0,0,13251,5,450,2,0
0,0,0,13311,1,1,101,0
0,0,0,13321,1,2,101,0
0,0,0,13331,1,3,101,0
0,0,0,13411,4,1,101,0
0,0,0,13511,5,62,1,0
0,0,0,13521,5,124,1,0
0,0,0,13531,5,186,1,0
0,0,0,13541,5,248,1,0
0,0,0,13551,5,310,1,0
0,0,0,13611,1,92,4,0
0,0,0,13621,1,184,4,0
0,0,0,13631,1,276,4,0
0,0,0,13641,1,368,4,0
0,0,0,13651,1,460,4,0
0,0,0,13711,5,40,5,0
0,0,0,13721,5,80,5,0
0,0,0,13731,5,120,5,0
0,0,0,13741,5,160,5,0
0,0,0,13751,5,200,5,0
2,4,5,13811,1,42,5,3
2,4,5,13821,1,84,5,3
2,4,5,13831,1,126,5,3
2,4,5,13841,1,168,5,3
2,4,5,13851,1,210,5,3
0,0,0,13911,3,20,6,0
0,0,0,13921,3,40,6,0
0,0,0,13931,3,60,6,0
0,0,0,13941,3,80,6,0
0,0,0,13951,3,100,6,0
0,0,0,14011,4,40,5,0
0,0,0,14021,4,80,5,0
0,0,0,14031,4,120,5,0
0,0,0,14041,4,160,5,0
0,0,0,14051,4,200,5,0
0,0,0,14111,1,40,3,0
0,0,0,14121,1,80,3,0
0,0,0,14131,1,120,3,0
0,0,0,14141,1,160,3,0
0,0,0,14151,1,200,3,0
0,0,0,14211,2,94,2,0
0,0,0,14221,2,188,2,0
0,0,0,14231,2,282,2,0
0,0,0,14241,2,376,2,0
0,0,0,14251,2,470,2,0
0,0,0,14311,4,62,1,0
0,0,0,14321,4,124,1,0
0,0,0,14331,4,186,1,0
0,0,0,14341,4,248,1,0
0,0,0,14351,4,310,1,0
0,0,0,14411,5,92,2,0
0,0,0,14421,5,184,2,0
0,0,0,14431,5,276,2,0
0,0,0,14441,5,368,2,0
0,0,0,14451,5,460,2,0
0,0,0,14511,1,20,7,0
0,0,0,14521,1,40,7,0
0,0,0,14531,1,60,7,0
0,0,0,14541,1,80,7,0
0,0,0,14551,1,100,7,0
0,0,0,14611,2,46,5,0
0,0,0,14621,2,92,5,0
0,0,0,14631,2,138,5,0
0,0,0,14641,2,184,5,0
0,0,0,14651,2,230,5,0
0,0,0,14711,3,1,101,0
0,0,0,14721,3,2,101,0
0,0,0,14811,4,1,101,0
0,0,0,14821,4,2,101,0
0,0,0,14911,3,50,1,0
0,0,0,14921,3,100,1,0
0,0,0,14931,3,150,1,0
0,0,0,14941,3,200,1,0
0,0,0,14951,3,250,1,0
0,0,0,15011,5,42,5,0
0,0,0,15021,5,84,5,0
0,0,0,15031,5,126,5,0
0,0,0,15041,5,168,5,0
0,0,0,15051,5,210,5,0
0,0,0,15111,1,44,5,0
0,0,0,15121,1,88,5,0
0,0,0,15131,1,132,5,0
0,0,0,15141,1,176,5,0
0,0,0,15151,1,220,5,0
0,0,0,15211,1,1,100,0
0,0,0,15311,2,1,101,0
0,0,0,15321,2,2,101,0
0,0,0,15411,3,94,2,0
0,0,0,15421,3,188,2,0
0,0,0,15431,3,282,2,0
0,0,0,15441,3,376,2,0
0,0,0,15451,3,470,2,0
0,0,0,15511,4,42,5,0
0,0,0,15521,4,84,5,0
0,0,0,15531,4,126,5,0
0,0,0,15541,4,168,5,0
0,0,0,15551,4,210,5,0
0,0,0,15611,1,94,2,0
0,0,0,15621,1,188,2,0
0,0,0,15631,1,282,2,0
0,0,0,15641,1,376,2,0
0,0,0,15651,1,470,2,0
0,0,0,15711,4,42,3,0
0,0,0,15721,4,84,3,0
0,0,0,15731,4,126,3,0
0,0,0,15741,4,168,3,0
0,0,0,15751,4,210,3,0
0,0,0,15811,5,15,6,0
0,0,0,15821,5,30,6,0
0,0,0,15831,5,45,6,0
0,0,0,15841,5,60,6,0
0,0,0,15851,5,75,6,0
0,0,0,15911,2,20,7,0
0,0,0,15921,2,40,7,0
0,0,0,15931,2,60,7,0
0,0,0,15941,2,80,7,0
0,0,0,15951,2,100,7,0
0,0,0,16011,3,44,3,0
0,0,0,16021,3,88,3,0
0,0,0,16031,3,132,3,0
0,0,0,16041,3,176,3,0
0,0,0,16051,3,220,3,0
0,0,0,16111,4,1,100,0
0,0,0,16121,4,2,100,0
0,0,0,16131,4,3,100,0
0,0,0,16211,5,64,1,0
0,0,0,16221,5,128,1,0
0,0,0,16231,5,192,1,0
0,0,0,16241,5,256,1,0
0,0,0,16251,5,320,1,0
0,0,0,16311,2,42,3,0
0,0,0,16321,2,84,3,0
0,0,0,16331,2,126,3,0
0,0,0,16341,2,168,3,0
0,0,0,16351,2,210,3,0
0,0,0,16411,3,44,5,0
0,0,0,16421,3,88,5,0
0,0,0,16431,3,132,5,0
0,0,0,16441,3,176,5,0
0,0,0,16451,3,220,5,0
0,0,0,16511,5,44,5,0
0,0,0,16521,5,88,5,0
0,0,0,16531,5,132,5,0
0,0,0,16541,5,176,5,0
0,0,0,16551,5,220,5,0
2,4,5,16611,1,42,3,3
2,4,5,16621,1,84,3,3
2,4,5,16631,1,126,3,3
2,4,5,16641,1,168,3,3
2,4,5,16651,1,210,3,3
0,0,0,16711,1,20,6,0
0,0,0,16721,1,40,6,0
0,0,0,16731,1,60,6,0
0,0,0,16741,1,80,6,0
0,0,0,16751,1,100,6,0
0,0,0,16811,3,46,5,0
0,0,0,16821,3,92,5,0
0,0,0,16831,3,138,5,0
0,0,0,16841,3,184,5,0
0,0,0,16851,3,230,5,0
0,0,0,16911,4,94,4,0
0,0,0,16921,4,188,4,0
0,0,0,16931,4,282,4,0
0,0,0,16941,4,376,4,0
0,0,0,16951,4,470,4,0
0,0,0,17011,5,20,6,0
0,0,0,17021,5,40,6,0
0,0,0,17031,5,60,6,0
0,0,0,17041,5,80,6,0
0,0,0,17051,5,100,6,0
0,0,0,17111,1,46,5,0
0,0,0,17121,1,92,5,0
0,0,0,17131,1,138,5,0
0,0,0,17141,1,184,5,0
0,0,0,17151,1,230,5,0
0,0,0,17211,1,94,4,0
0,0,0,17221,1,188,4,0
0,0,0,17231,1,282,4,0
0,0,0,17241,1,376,4,0
0,0,0,17251,1,470,4,0
0,0,0,17311,2,50,1,0
0,0,0,17321,2,100,1,0
0,0,0,17331,2,150,1,0
0,0,0,17341,2,200,1,0
0,0,0,17351,2,250,1,0
0,0,0,17411,5,20,7,0
0,0,0,17421,5,40,7,0
0,0,0,17431,5,60,7,0
0,0,0,17441,5,80,7,0
0,0,0,17451,5,100,7,0
0,0,0,17511,1,42,3,0
0,0,0,17521,1,84,3,0
0,0,0,17531,1,126,3,0
0,0,0,17541,1,168,3,0
0,0,0,17551,1,210,3,0
0,0,0,17611,3,1,100,0
0,0,0,17621,3,2,100,0
0,0,0,17711,4,1,101,0
0,0,0,17721,4,2,101,0
0,0,0,17731,4,3,101,0
0,0,0,17811,1,50,1,0
0,0,0,17821,1,100,1,0
0,0,0,17831,1,150,1,0
0,0,0,17841,1,200,1,0
0,0,0,17851,1,250,1,0
0,0,0,17911,3,52,1,0
0,0,0,17921,3,104,1,0
0,0,0,17931,3,156,1,0
0,0,0,17941,3,208,1,0
0,0,0,17951,3,260,1,0
