seq_num,end_pos,sheet_name,start_pos,id,command,line_num,story_id,seek_time,cue_name,command_param,type
28,395,0,251,1130028,0,5,13,0.87,0,0.0,1
29,0,0,0,1130029,1,0,13,0.0,0,1.949,4
30,0,vo_nyx,0,1130030,0,0,13,0.0,vo_nyx_0204,0.0,2
31,139,0,0,1130031,0,6,13,1.885,0,0.0,1
32,0,0,0,1130032,1,0,13,0.0,0,2.37,4
33,254,0,139,1130033,0,6,13,0.939,0,0.0,1
34,0,0,0,1130034,1,0,13,0.0,0,1.12,4
35,315,0,254,1130035,0,6,13,0.5,0,0.0,1
36,0,0,0,1130036,1,0,13,0.0,0,1.435,4
37,0,vo_nyx,0,1130037,0,0,13,0.0,vo_nyx_0205,0.0,2
38,30,0,0,1130038,0,7,13,0.58,0,0.0,1
39,0,0,0,1130039,1,0,13,0.0,0,0.976,4
40,174,0,30,1130040,0,7,13,1.425,0,0.0,1
41,0,0,0,1130041,1,0,13,0.0,0,1.683,4
42,296,0,174,1130042,0,7,13,0.85,0,0.0,1
43,0,0,0,1130043,1,0,13,0.0,0,1.9,4
44,0,0,0,1130044,3,0,13,0.0,0,4.0,4
45,0,vo_nyx,0,1130045,0,0,13,0.0,vo_nyx_0206,0.0,2
46,340,0,296,1130046,0,7,13,0.43,0,0.0,1
47,0,0,0,1130047,1,0,13,0.0,0,1.105,4
48,404,0,340,1130048,0,7,13,0.759,0,0.0,1
49,0,0,0,1130049,1,0,13,0.0,0,0.759,4
50,86,0,0,1130050,0,8,13,1.136,0,0.0,1
51,0,0,0,1130051,1,0,13,0.0,0,1.533,4
52,193,0,86,1130052,0,8,13,1.347,0,0.0,1
53,0,0,0,1130053,1,0,13,0.0,0,1.518,4
54,360,0,193,1130054,0,8,13,0.981,0,0.0,1
55,0,0,0,1130055,1,0,13,0.0,0,1.862,4
56,0,0,0,1130056,3,0,13,0.0,0,5.0,4
57,0,vo_nyx,0,1130057,0,0,13,0.0,vo_nyx_0207,0.0,2
58,41,0,0,1130058,0,9,13,0.44,0,0.0,1
59,0,0,0,1130059,1,0,13,0.0,0,0.9,4
60,155,0,41,1130060,0,9,13,1.404,0,0.0,1
61,0,0,0,1130061,1,0,13,0.0,0,1.74,4
62,237,0,155,1130062,0,9,13,0.986,0,0.0,1
63,0,0,0,1130063,1,0,13,0.0,0,1.187,4
64,327,0,237,1130064,0,9,13,0.437,0,0.0,1
65,0,0,0,1130065,1,0,13,0.0,0,0.437,4
66,1,0,0,1130066,0,10,13,0.7,0,0.0,1
67,0,0,0,1130067,1,0,13,0.0,0,1.317,4
68,376,0,1,1130068,0,10,13,2.659,0,0.0,1
69,0,0,0,1130069,1,0,13,0.0,0,2.717,4
70,1,0,0,1130070,0,11,13,1.834,0,0.0,1
71,0,0,0,1130071,1,0,13,0.0,0,3.084,4
72,0,vo_nyx,0,1130072,0,0,13,0.0,vo_nyx_0208,0.0,2
73,126,0,1,1130073,0,11,13,1.574,0,0.0,1
74,0,0,0,1130074,1,0,13,0.0,0,2.083,4
75,260,0,126,1130075,0,11,13,1.236,0,0.0,1
76,0,0,0,1130076,1,0,13,0.0,0,1.443,4
77,360,0,260,1130077,0,11,13,0.869,0,0.0,1
78,0,0,0,1130078,1,0,13,0.0,0,1.288,4
79,49,0,0,1130079,0,12,13,0.48,0,0.0,1
80,0,0,0,1130080,1,0,13,0.0,0,0.81,4
81,154,0,49,1130081,0,12,13,0.789,0,0.0,1
82,0,0,0,1130082,1,0,13,0.0,0,1.627,4
83,0,vo_nyx,0,1130083,0,0,13,0.0,vo_nyx_0209,0.0,2
84,220,0,154,1130084,0,12,13,0.707,0,0.0,1
85,0,0,0,1130085,1,0,13,0.0,0,2.507,4
1,0,0,0,1140001,3,0,14,0.0,0,1.0,4
2,0,vo_nyx,0,1140002,0,0,14,0.0,vo_nyx_0301,0.0,2
3,81,0,0,1140003,0,1,14,1.075,0,0.0,1
4,0,0,0,1140004,1,0,14,0.0,0,1.692,4
5,360,0,81,1140005,0,1,14,2.843,0,0.0,1
6,0,0,0,1140006,1,0,14,0.0,0,4.0,4
7,0,vo_nyx,0,1140007,0,0,14,0.0,vo_nyx_0302,0.0,2
8,143,0,0,1140008,0,2,14,1.567,0,0.0,1
9,0,0,0,1140009,1,0,14,0.0,0,1.964,4
10,220,0,143,1140010,0,2,14,0.78,0,0.0,1
11,0,0,0,1140011,1,0,14,0.0,0,2.076,4
12,0,vo_nyx,0,1140012,0,0,14,0.0,vo_nyx_0303,0.0,2
13,105,0,0,1140013,0,3,14,1.037,0,0.0,1
14,0,0,0,1140014,1,0,14,0.0,0,1.629,4
15,259,0,105,1140015,0,3,14,2.027,0,0.0,1
16,0,0,0,1140016,1,0,14,0.0,0,3.568,4
17,0,0,0,1140017,3,0,14,0.0,0,2.0,4
18,0,vo_nyx,0,1140018,0,0,14,0.0,vo_nyx_0304,0.0,2
19,402,0,259,1140019,0,3,14,1.38,0,0.0,1
20,0,0,0,1140020,1,0,14,0.0,0,1.419,4
21,70,0,0,1140021,0,4,14,0.491,0,0.0,1
22,0,0,0,1140022,1,0,14,0.0,0,0.545,4
23,316,0,70,1140023,0,4,14,2.409,0,0.0,1
24,0,0,0,1140024,1,0,14,0.0,0,3.711,4
25,0,vo_nyx,0,1140025,0,0,14,0.0,vo_nyx_0305,0.0,2
26,63,0,0,1140026,0,5,14,0.892,0,0.0,1
27,0,0,0,1140027,1,0,14,0.0,0,1.458,4
28,293,0,63,1140028,0,5,14,2.495,0,0.0,1
29,0,0,0,1140029,1,0,14,0.0,0,3.134,4
30,51,0,0,1140030,0,6,14,0.599,0,0.0,1
31,0,0,0,1140031,1,0,14,0.0,0,0.599,4
32,200,0,51,1140032,0,6,14,1.855,0,0.0,1
33,0,0,0,1140033,1,0,14,0.0,0,3.373,4
34,0,vo_nyx,0,1140034,0,0,14,0.0,vo_nyx_0306,0.0,2
35,175,0,0,1140035,0,7,14,1.629,0,0.0,1
36,0,0,0,1140036,1,0,14,0.0,0,3.34,4
37,0,vo_nyx,0,1140037,0,0,14,0.0,vo_nyx_0307,0.0,2
38,85,0,0,1140038,0,8,14,1.079,0,0.0,1
39,0,0,0,1140039,1,0,14,0.0,0,1.6,4
40,277,0,85,1140040,0,8,14,2.353,0,0.0,1
41,0,0,0,1140041,1,0,14,0.0,0,3.511,4
42,0,vo_nyx,0,1140042,0,0,14,0.0,vo_nyx_0308,0.0,2
43,360,0,277,1140043,0,8,14,0.511,0,0.0,1
44,0,0,0,1140044,1,0,14,0.0,0,0.511,4
45,42,0,0,1140045,0,9,14,1.154,0,0.0,1
46,0,0,0,1140046,1,0,14,0.0,0,1.511,4
47,360,0,42,1140047,0,9,14,3.186,0,0.0,1
48,0,0,0,1140048,1,0,14,0.0,0,4.034,4
49,0,vo_nyx,0,1140049,0,0,14,0.0,vo_nyx_0309,0.0,2
50,400,0,0,1140050,0,10,14,3.486,0,0.0,1
51,0,0,0,1140051,1,0,14,0.0,0,4.563,4
52,0,vo_nyx,0,1140052,0,0,14,0.0,vo_nyx_0310,0.0,2
53,105,0,0,1140053,0,11,14,0.815,0,0.0,1
54,0,0,0,1140054,1,0,14,0.0,0,2.384,4
55,0,vo_nyx,0,1140055,0,0,14,0.0,vo_nyx_0311,0.0,2
56,145,0,0,1140056,0,12,14,1.726,0,0.0,1
57,0,0,0,1140057,1,0,14,0.0,0,2.212,4
58,355,0,145,1140058,0,12,14,2.239,0,0.0,1
59,0,0,0,1140059,1,0,14,0.0,0,2.898,4
60,34,0,0,1140060,0,13,14,0.691,0,0.0,1
61,0,0,0,1140061,3,0,14,0.0,0,3.0,4
62,0,0,0,1140062,1,0,14,0.0,0,0.691,4
63,98,0,34,1140063,0,13,14,0.499,0,0.0,1
64,0,0,0,1140064,1,0,14,0.0,0,1.799,4
65,0,0,0,1140065,3,0,14,0.0,0,4.0,4
66,0,vo_nyx,0,1140066,0,0,14,0.0,vo_nyx_0312,0.0,2
67,146,0,98,1140067,0,13,14,0.674,0,0.0,1
68,0,0,0,1140068,1,0,14,0.0,0,1.251,4
69,240,0,146,1140069,0,13,14,0.959,0,0.0,1
70,0,0,0,1140070,1,0,14,0.0,0,1.676,4
71,390,0,240,1140071,0,13,14,1.894,0,0.0,1
72,0,0,0,1140072,1,0,14,0.0,0,1.894,4
73,100,0,0,1140073,0,14,14,0.844,0,0.0,1
74,0,0,0,1140074,1,0,14,0.0,0,2.644,4
1,0,0,0,1220001,3,0,22,0.0,0,1.0,4
2,0,vo_nyx,0,1220002,0,0,22,0.0,vo_nyx_0401,0.0,2
3,130,0,0,1220003,0,1,22,1.578,0,0.0,1
4,0,0,0,1220004,1,0,22,0.0,0,2.06,4
5,240,0,130,1220005,0,1,22,1.339,0,0.0,1
6,0,0,0,1220006,1,0,22,0.0,0,1.417,4
7,98,0,0,1220007,0,2,22,1.412,0,0.0,1
8,0,0,0,1220008,1,0,22,0.0,0,2.549,4
9,0,vo_nyx,0,1220009,0,0,22,0.0,vo_nyx_0402,0.0,2
10,350,0,98,1220010,0,2,22,1.74,0,0.0,1
11,0,0,0,1220011,1,0,22,0.0,0,2.249,4
12,400,0,350,1220012,0,2,22,0.455,0,0.0,1
13,0,0,0,1220013,1,0,22,0.0,0,0.455,4
14,120,0,0,1220014,0,3,22,1.361,0,0.0,1
15,0,0,0,1220015,1,0,22,0.0,0,2.433,4
16,0,vo_nyx,0,1220016,0,0,22,0.0,vo_nyx_0403,0.0,2
17,44,0,0,1220017,0,4,22,0.438,0,0.0,1
18,0,0,0,1220018,1,0,22,0.0,0,0.976,4
19,200,0,44,1220019,0,4,22,1.414,0,0.0,1
20,0,0,0,1220020,1,0,22,0.0,0,2.433,4
21,0,vo_nyx,0,1220021,0,0,22,0.0,vo_nyx_0404,0.0,2
22,180,0,0,1220022,0,5,22,1.829,0,0.0,1
23,0,0,0,1220023,1,0,22,0.0,0,2.237,4
24,317,0,180,1220024,0,5,22,1.018,0,0.0,1
25,0,0,0,1220025,1,0,22,0.0,0,1.965,4
26,0,0,0,1220026,3,0,22,0.0,0,2.0,4
27,0,vo_nyx,0,1220027,0,0,22,0.0,vo_nyx_0405,0.0,2
28,365,0,317,1220028,0,5,22,0.455,0,0.0,1
29,0,0,0,1220029,1,0,22,0.0,0,0.455,4
30,30,0,0,1220030,0,6,22,0.586,0,0.0,1
31,0,0,0,1220031,1,0,22,0.0,0,1.124,4
32,247,0,30,1220032,0,6,22,1.953,0,0.0,1
33,0,0,0,1220033,1,0,22,0.0,0,2.356,4
34,345,0,247,1220034,0,6,22,1.083,0,0.0,1
35,0,0,0,1220035,1,0,22,0.0,0,1.083,4
36,65,0,0,1220036,0,7,22,0.71,0,0.0,1
37,0,0,0,1220037,1,0,22,0.0,0,1.533,4
38,188,0,65,1220038,0,7,22,0.947,0,0.0,1
39,0,0,0,1220039,3,0,22,0.0,0,2.0,4
40,0,0,0,1220040,1,0,22,0.0,0,1.349,4
41,285,0,188,1220041,0,7,22,0.87,0,0.0,1
42,0,0,0,1220042,1,0,22,0.0,0,0.87,4
43,145,0,0,1220043,0,8,22,1.758,0,0.0,1
44,0,0,0,1220044,1,0,22,0.0,0,2.198,4
45,275,0,145,1220045,0,8,22,1.601,0,0.0,1
46,0,0,0,1220046,1,0,22,0.0,0,2.097,4
47,335,0,275,1220047,0,8,22,0.546,0,0.0,1
48,0,0,0,1220048,1,0,22,0.0,0,0.546,4
49,117,0,0,1220049,0,9,22,1.277,0,0.0,1
50,0,0,0,1220050,1,0,22,0.0,0,1.656,4
51,260,0,117,1220051,0,9,22,2.113,0,0.0,1
52,0,0,0,1220052,1,0,22,0.0,0,3.362,4
53,0,0,0,1220053,3,0,22,0.0,0,3.0,4
54,0,vo_nyx,0,1220054,0,0,22,0.0,vo_nyx_0406,0.0,2
55,177,0,0,1220055,0,10,22,2.628,0,0.0,1
56,0,0,0,1220056,1,0,22,0.0,0,3.131,4
57,258,0,177,1220057,0,10,22,0.846,0,0.0,1
58,0,0,0,1220058,1,0,22,0.0,0,1.249,4
59,335,0,258,1220059,0,10,22,0.516,0,0.0,1
60,0,0,0,1220060,1,0,22,0.0,0,0.593,4
61,211,0,0,1220061,0,11,22,2.285,0,0.0,1
62,0,0,0,1220062,1,0,22,0.0,0,3.475,4
63,0,0,0,1220063,3,0,22,0.0,0,4.0,4
64,0,vo_nyx,0,1220064,0,0,22,0.0,vo_nyx_0407,0.0,2
65,214,0,0,1220065,0,12,22,2.326,0,0.0,1
66,0,0,0,1220066,1,0,22,0.0,0,2.872,4
67,370,0,214,1220067,0,12,22,1.488,0,0.0,1
68,0,0,0,1220068,1,0,22,0.0,0,1.488,4
69,140,0,0,1220069,0,13,22,1.728,0,0.0,1
70,0,0,0,1220070,1,0,22,0.0,0,2.711,4
71,0,vo_nyx,0,1220071,0,0,22,0.0,vo_nyx_0408,0.0,2
72,37,0,0,1220072,0,15,22,0.408,0,0.0,1
73,0,0,0,1220073,1,0,22,0.0,0,0.929,4
74,125,0,37,1220074,0,15,22,1.122,0,0.0,1
75,0,0,0,1220075,1,0,22,0.0,0,2.922,4
1,0,0,0,1230001,3,0,23,0.0,0,1.0,4
2,0,vo_nyx,0,1230002,0,0,23,0.0,vo_nyx_0501,0.0,2
3,288,0,0,1230003,0,1,23,3.048,0,0.0,1
4,0,0,0,1230004,1,0,23,0.0,0,3.048,4
5,56,0,0,1230005,0,2,23,0.731,0,0.0,1
6,0,0,0,1230006,1,0,23,0.0,0,1.507,4
7,0,vo_nyx,0,1230007,0,0,23,0.0,vo_nyx_0502,0.0,2
8,299,0,56,1230008,0,2,23,2.093,0,0.0,1
9,0,0,0,1230009,1,0,23,0.0,0,2.341,4
10,392,0,299,1230010,0,2,23,0.644,0,0.0,1
11,0,0,0,1230011,1,0,23,0.0,0,0.993,4
12,135,0,0,1230012,0,3,23,1.737,0,0.0,1
13,0,0,0,1230013,1,0,23,0.0,0,2.616,4
14,0,vo_nyx,0,1230014,0,0,23,0.0,vo_nyx_0503,0.0,2
15,333,0,135,1230015,0,3,23,1.866,0,0.0,1
16,0,0,0,1230016,1,0,23,0.0,0,1.866,4
17,138,0,0,1230017,0,4,23,1.039,0,0.0,1
18,0,0,0,1230018,1,0,23,0.0,0,1.496,4
19,314,0,138,1230019,0,4,23,1.355,0,0.0,1
20,0,0,0,1230020,1,0,23,0.0,0,2.334,4
21,0,vo_nyx,0,1230021,0,0,23,0.0,vo_nyx_0504,0.0,2
22,51,0,0,1230022,0,6,23,0.422,0,0.0,1
23,0,0,0,1230023,1,0,23,0.0,0,0.845,4
24,291,0,51,1230024,0,6,23,2.026,0,0.0,1
25,0,0,0,1230025,1,0,23,0.0,0,2.563,4
26,0,vo_nyx,0,1230026,0,0,23,0.0,vo_nyx_0505,0.0,2
27,56,0,0,1230027,0,8,23,0.865,0,0.0,1
28,0,0,0,1230028,1,0,23,0.0,0,1.207,4
29,302,0,56,1230029,0,8,23,1.873,0,0.0,1
30,0,0,0,1230030,1,0,23,0.0,0,2.166,4
31,237,0,0,1230031,0,9,23,2.558,0,0.0,1
32,0,0,0,1230032,3,0,23,0.0,0,2.0,4
33,0,0,0,1230033,1,0,23,0.0,0,3.202,4
34,177,0,0,1230034,0,10,23,2.381,0,0.0,1
35,0,0,0,1230035,1,0,23,0.0,0,2.938,4
36,0,vo_nyx,0,1230036,0,0,23,0.0,vo_nyx_0506,0.0,2
37,330,0,177,1230037,0,10,23,1.241,0,0.0,1
38,0,0,0,1230038,1,0,23,0.0,0,1.657,4
39,335,0,0,1230039,0,11,23,2.871,0,0.0,1
40,0,0,0,1230040,3,0,23,0.0,0,3.0,4
41,0,0,0,1230041,1,0,23,0.0,0,3.435,4
42,0,vo_nyx,0,1230042,0,0,23,0.0,vo_nyx_0507,0.0,2
43,64,0,0,1230043,0,12,23,0.717,0,0.0,1
44,0,0,0,1230044,1,0,23,0.0,0,1.026,4
45,395,0,64,1230045,0,12,23,2.843,0,0.0,1
46,0,0,0,1230046,1,0,23,0.0,0,3.603,4
47,0,vo_nyx,0,1230047,0,0,23,0.0,vo_nyx_0508,0.0,2
48,130,0,0,1230048,0,13,23,1.417,0,0.0,1
49,0,0,0,1230049,1,0,23,0.0,0,2.029,4
50,335,0,130,1230050,0,13,23,1.78,0,0.0,1
51,0,0,0,1230051,1,0,23,0.0,0,3.58,4
1,0,0,0,1240001,3,0,24,0.0,0,1.0,4
2,0,vo_nyx,0,1240002,0,0,24,0.0,vo_nyx_0601,0.0,2
3,92,0,0,1240003,0,1,24,0.945,0,0.0,1
4,0,0,0,1240004,1,0,24,0.0,0,1.808,4
5,0,vo_nyx,0,1240005,0,0,24,0.0,vo_nyx_0602,0.0,2
6,295,0,0,1240006,0,2,24,3.225,0,0.0,1
7,0,0,0,1240007,1,0,24,0.0,0,4.362,4
8,0,vo_nyx,0,1240008,0,0,24,0.0,vo_nyx_0603,0.0,2
9,298,0,0,1240009,0,3,24,2.828,0,0.0,1
10,0,0,0,1240010,1,0,24,0.0,0,4.36,4
11,0,vo_nyx,0,1240011,0,0,24,0.0,vo_nyx_0604,0.0,2
12,91,0,0,1240012,0,4,24,1.212,0,0.0,1
13,0,0,0,1240013,1,0,24,0.0,0,2.171,4
14,298,0,91,1240014,0,4,24,1.656,0,0.0,1
15,0,0,0,1240015,1,0,24,0.0,0,2.769,4
16,0,vo_nyx,0,1240016,0,0,24,0.0,vo_nyx_0605,0.0,2
17,21,0,0,1240017,0,5,24,0.168,0,0.0,1
18,0,0,0,1240018,1,0,24,0.0,0,1.256,4
19,65,0,21,1240019,0,5,24,0.478,0,0.0,1
20,0,0,0,1240020,1,0,24,0.0,0,0.535,4
21,150,0,65,1240021,0,5,24,0.735,0,0.0,1
22,0,0,0,1240022,1,0,24,0.0,0,2.444,4
23,0,vo_nyx,0,1240023,0,0,24,0.0,vo_nyx_0606,0.0,2
24,151,0,0,1240024,0,7,24,1.607,0,0.0,1
25,0,0,0,1240025,1,0,24,0.0,0,2.16,4
26,280,0,151,1240026,0,7,24,2.119,0,0.0,1
27,0,0,0,1240027,1,0,24,0.0,0,2.647,4
28,104,0,0,1240028,0,8,24,1.802,0,0.0,1
29,0,0,0,1240029,3,0,24,0.0,0,2.0,4
30,0,0,0,1240030,1,0,24,0.0,0,2.817,4
31,0,vo_nyx,0,1240031,0,0,24,0.0,vo_nyx_0607,0.0,2
32,236,0,104,1240032,0,8,24,1.981,0,0.0,1
33,0,0,0,1240033,1,0,24,0.0,0,2.842,4
34,216,0,0,1240034,0,9,24,1.894,0,0.0,1
35,0,0,0,1240035,1,0,24,0.0,0,3.737,4
36,0,vo_nyx,0,1240036,0,0,24,0.0,vo_nyx_0608,0.0,2
37,245,0,216,1240037,0,9,24,0.82,0,0.0,1
38,0,0,0,1240038,1,0,24,0.0,0,1.754,4
39,386,0,245,1240039,0,9,24,2.752,0,0.0,1
40,0,0,0,1240040,1,0,24,0.0,0,3.272,4
41,0,0,0,1240041,3,0,24,0.0,0,3.0,4
42,0,vo_nyx,0,1240042,0,0,24,0.0,vo_nyx_0609,0.0,2
43,44,0,0,1240043,0,11,24,1.283,0,0.0,1
44,0,0,0,1240044,1,0,24,0.0,0,2.322,4
45,0,0,0,1240045,3,0,24,0.0,0,4.0,4
46,0,vo_nyx,0,1240046,0,0,24,0.0,vo_nyx_0610,0.0,2
47,36,0,0,1240047,0,12,24,0.86,0,0.0,1
48,0,0,0,1240048,1,0,24,0.0,0,0.86,4
49,92,0,36,1240049,0,12,24,1.242,0,0.0,1
50,0,0,0,1240050,1,0,24,0.0,0,2.086,4
51,0,0,0,1240051,3,0,24,0.0,0,5.0,4
52,0,vo_nyx,0,1240052,0,0,24,0.0,vo_nyx_0611,0.0,2
53,200,0,92,1240053,0,12,24,0.735,0,0.0,1
54,0,0,0,1240054,1,0,24,0.0,0,1.789,4
55,0,vo_nyx,0,1240055,0,0,24,0.0,vo_nyx_0612,0.0,2
56,85,0,0,1240056,0,13,24,1.0,0,0.0,1
57,0,0,0,1240057,1,0,24,0.0,0,2.104,4
58,0,0,0,1240058,3,0,24,0.0,0,6.0,4
59,0,vo_nyx,0,1240059,0,0,24,0.0,vo_nyx_0613,0.0,2
60,13,0,0,1240060,0,14,24,1.189,0,0.0,1
61,0,0,0,1240061,1,0,24,0.0,0,1.189,4
62,32,0,13,1240062,0,14,24,0.235,0,0.0,1
63,0,0,0,1240063,1,0,24,0.0,0,0.235,4
64,105,0,32,1240064,0,14,24,1.729,0,0.0,1
65,0,0,0,1240065,1,0,24,0.0,0,3.529,4
1,0,0,0,1250001,3,0,25,0.0,0,1.0,4
2,0,vo_nyx,0,1250002,0,0,25,0.0,vo_nyx_0701,0.0,2
3,195,0,0,1250003,0,1,25,2.62,0,0.0,1
4,0,0,0,1250004,1,0,25,0.0,0,3.07,4
5,0,vo_nyx,0,1250005,0,0,25,0.0,vo_nyx_0702,0.0,2
6,345,0,195,1250006,0,1,25,1.252,0,0.0,1
7,0,0,0,1250007,1,0,25,0.0,0,1.252,4
8,1,0,0,1250008,0,2,25,0.322,0,0.0,1
9,0,0,0,1250009,1,0,25,0.0,0,0.577,4
10,215,0,1,1250010,0,2,25,2.127,0,0.0,1
11,0,0,0,1250011,1,0,25,0.0,0,2.985,4
12,0,vo_nyx,0,1250012,0,0,25,0.0,vo_nyx_0703,0.0,2
13,267,0,0,1250013,0,3,25,2.972,0,0.0,1
14,0,0,0,1250014,1,0,25,0.0,0,3.55,4
15,200,0,0,1250015,0,4,25,3.003,0,0.0,1
16,0,0,0,1250016,1,0,25,0.0,0,3.672,4
17,0,vo_nyx,0,1250017,0,0,25,0.0,vo_nyx_0704,0.0,2
