map_position_y,map_size,clear_reward_group,disp_on_bg,icon_display_scale,event_id,story_id_waveend_1,position_y,wave_bgm_que_id_1,detail_bg_position,icon_collider_scale,background_1,boss_position_y,detail_boss_bg_height,position_x,limit_time,td_mode,map_arrow_offset,quest_name,detail_bg_id,story_id_wavestart_1,detail_boss_bg_size,deatail_aura_size,area_id,map_aura_size,result_boss_position_y,wave_group_id_1,wave_bgm_sheet_id_1,map_position_x,icon_id,boss_id,qd_mode,boss_position_x,difficulty
0.0,0.6,650004021,0,1.0,20004,0,10,bgm_M116,0,1.0,81000406,-40,30.0,-30,90,0,0.0,"보스 전투(HARD)",81000406,5004302,1.1,1.0,20004201,1.0,20,660004002,bgm_M116,0.0,510042,2000402,0,450,2
0.0,0.6,650004031,0,1.0,20004,0,-10,bgm_M116,0,1.0,81000406,-40,30.0,500,90,0,0.0,"보스 전투(VERY HARD)",81000406,5004308,1.1,1.0,20004201,1.0,20,660004003,bgm_M116,0.0,510042,2000403,0,450,3
0.0,0.6,650005011,0,1.0,20005,0,10,bgm_M124,0,1.0,81000505,-40,90.0,870,90,0,0.0,"보스 전투(NORMAL)",81000505,5005301,1.3,1.0,20005101,1.0,90,660005001,bgm_M124,0.0,510051,2000501,0,770,1
0.0,0.6,650005021,0,1.0,20005,0,-100,bgm_M124,0,1.0,81000506,-40,90.0,380,90,0,0.0,"보스 전투(HARD)",81000506,5005302,1.3,1.0,20005201,1.0,90,660005002,bgm_M124,0.0,510052,2000502,0,450,2
0.0,0.6,650005031,0,1.0,20005,0,58,bgm_M124,0,1.0,81000506,-40,90.0,520,90,0,0.0,"보스 전투(VERY HARD)",81000506,5005308,1.3,1.0,20005201,1.0,90,660005003,bgm_M124,0.0,510052,2000503,0,450,3
0.0,0.6,650006011,0,1.0,20006,0,14,bgm_M131,0,1.0,81000605,-40,0.0,888,90,0,0.0,"보스 전투(NORMAL)",81000605,5006301,1.5,0.8,20006101,1.0,120,660006001,bgm_M131,0.0,510061,2000601,0,770,1
0.0,0.6,650006021,0,1.0,20006,0,14,bgm_M131,0,1.0,81000606,-40,0.0,42,90,0,0.0,"보스 전투(HARD)",81000606,5006302,1.5,0.8,20006201,1.0,120,660006002,bgm_M131,0.0,510062,2000602,0,450,2
0.0,0.6,650006031,0,1.0,20006,0,-60,bgm_M131,0,1.0,81000606,-40,0.0,500,90,0,0.0,"보스 전투(VERY HARD)",81000606,5006308,1.5,0.8,20006201,1.0,120,660006003,bgm_M131,0.0,510062,2000603,0,450,3
0.0,0.6,650007011,0,1.0,20007,0,10,bgm_M138,0,1.0,81000705,-40,-50.0,482,90,0,0.0,"보스 전투(NORMAL)",81000705,5007301,1.3,1.0,20007103,1.0,140,660007001,bgm_M138,0.0,510071,2000701,0,770,1
0.0,0.6,650007021,0,1.0,20007,0,-186,bgm_M138,0,1.0,81000706,-40,-50.0,-373,90,0,0.0,"보스 전투(HARD)",81000706,5007302,1.3,1.0,20007201,1.3,140,660007002,bgm_M138,0.0,510072,2000702,0,450,2
0.0,0.6,650007031,0,1.0,20007,0,-63,bgm_M138,0,1.0,81000706,-40,-50.0,455,90,0,0.0,"보스 전투(VERY HARD)",81000706,5007308,1.3,1.0,20007201,1.3,140,660007003,bgm_M138,0.0,510072,2000703,0,450,3
0.0,0.6,650008011,0,1.0,20008,0,-85,bgm_M165,0,1.0,81000805,-40,-50.0,1400,90,0,0.0,"보스 전투(NORMAL)",81000805,5008301,1.5,1.0,20008101,1.0,100,660008001,bgm_M165,0.0,510081,2000801,0,770,1
0.0,0.6,650008021,0,1.0,20008,0,-160,bgm_M165,0,1.0,81000806,-40,-50.0,-175,90,0,0.0,"보스 전투(HARD)",81000806,5008302,1.5,0.8,20008201,1.0,100,660008002,bgm_M165,0.0,510082,2000802,0,450,2
0.0,0.6,650008031,0,1.0,20008,0,-80,bgm_M165,0,1.0,81000806,-40,-50.0,450,90,0,0.0,"보스 전투(VERY HARD)",81000806,5008308,1.5,0.8,20008201,1.0,100,660008003,bgm_M165,0.0,510082,2000803,0,450,3
0.0,0.8,650009011,0,1.0,20009,0,-56,bgm_M172,0,1.0,81000905,-40,-50.0,885,90,0,0.0,"보스 전투(NORMAL)",81000905,5009301,1.5,0.8,20009101,1.1,250,660009001,bgm_M172,0.0,510091,2000901,0,770,1
0.0,0.8,650009021,0,1.0,20009,0,37,bgm_M172,0,1.0,81000906,-40,-50.0,-404,90,0,0.0,"보스 전투(HARD)",81000906,5009302,1.5,0.8,20009201,1.1,250,660009002,bgm_M172,0.0,510092,2000902,0,450,2
0.0,0.8,650009031,0,1.0,20009,0,-104,bgm_M172,0,1.0,81000906,-40,-50.0,442,90,0,0.0,"보스 전투(VERY HARD)",81000906,5009308,1.5,0.8,20009201,1.1,250,660009003,bgm_M172,0.0,510092,2000903,0,450,3
0.0,0.6,650010011,0,1.0,20010,0,770,bgm_M183,0,1.0,81001005,770,-50.0,450,90,0,0.0,"보스 전투(NORMAL)",81001005,5010301,1.5,0.8,20010101,1.0,200,660010001,bgm_M183,0.0,510101,2001001,0,450,1
0.0,0.6,650010021,0,1.0,20010,0,12,bgm_M183,0,1.0,81001006,12,-50.0,-173,90,0,0.0,"보스 전투(HARD)",81001006,5010302,1.5,0.8,20010201,1.4,200,660010002,bgm_M183,0.0,510102,2001002,0,-173,2
0.0,0.6,650010031,0,1.0,20010,0,85,bgm_M183,0,1.0,81001006,85,-50.0,213,90,0,0.0,"보스 전투(VERY HARD)",81001006,5010308,1.5,0.8,20010201,1.4,200,660010003,bgm_M183,0.0,510102,2001003,0,213,3
0.0,0.8,650011011,0,1.0,20011,0,-56,bgm_M192,0,1.0,81001105,-40,0.0,885,90,0,0.0,"보스 전투(NORMAL)",81001105,5011301,1.4,0.8,20011102,1.1,100,660011001,bgm_M192,0.0,510111,2001101,0,770,1
0.0,0.8,650011021,0,1.0,20011,0,-1,bgm_M192,0,1.0,81001106,-90,0.0,-67,90,0,0.0,"보스 전투(HARD)",81001106,5011302,1.4,0.8,20011201,1.1,100,660011002,bgm_M192,0.0,510112,2001102,0,450,2
0.0,0.8,650011031,0,1.0,20011,0,-99,bgm_M192,0,1.0,81001106,-55,0.0,395,90,0,0.0,"보스 전투(VERY HARD)",81001106,5011308,1.4,0.8,20011201,1.1,100,660011003,bgm_M192,0.0,510112,2001103,0,375,3
0.0,0.8,650012011,0,1.0,20012,0,-40,bgm_M209,0,1.0,81001205,-60,-50.0,980,90,0,0.0,"보스 전투(NORMAL)",81001205,5012301,1.5,0.8,20012101,1.1,100,660012001,bgm_M209,0.0,510121,2001201,0,1130,1
0.0,0.8,650012021,0,1.0,20012,0,-175,bgm_M209,0,1.0,81001206,-175,-50.0,-32,90,0,0.0,"보스 전투(HARD)",81001206,5012302,1.5,0.8,20012201,1.1,100,660012002,bgm_M209,0.0,510122,2001202,0,-32,2
0.0,0.8,650012031,0,1.0,20012,0,-80,bgm_M209_02,0,1.0,81001206,-63,-50.0,500,90,0,0.0,"보스 전투(VERY HARD)",81001206,5012308,1.5,0.8,20012201,1.1,100,660012003,bgm_M209,0.0,510122,2001203,0,510,3
-48.0,0.2,650013011,1,1.0,20013,0,29,bgm_M218,0,1.0,81001305,-40,84.0,313,90,0,0.0,"보스 전투(NORMAL)",81001305,5013301,1.0,1.0,20013102,1.1,120,660013001,bgm_M218,205.0,0,2001301,0,450,1
-41.0,-0.18,650013021,1,1.0,20013,0,41,bgm_M218,0,1.0,81001306,-40,84.0,-384,90,0,0.0,"보스 전투(HARD)",81001306,5013302,1.0,1.0,20013201,1.1,120,660013002,bgm_M218,73.0,0,2001302,0,450,2
-40.0,0.2,650013031,1,1.0,20013,0,52,bgm_M218,0,1.0,81001306,-40,84.0,220,90,0,0.0,"보스 전투(VERY HARD)",81001306,5013308,1.0,1.0,20013201,1.1,120,660013003,bgm_M218,178.0,0,2001303,0,450,3
0.0,0.7,650014011,0,1.0,20014,0,-65,bgm_M226,0,1.0,81001505,-95,-50.0,963,90,0,0.0,"보스 전투(NORMAL)",81001505,5015301,1.3,0.7,20014101,1.0,100,660014001,bgm_M226,0.0,510141,2001401,0,963,1
0.0,0.7,650014021,0,1.0,20014,0,-4,bgm_M226,0,1.0,81001506,-4,-50.0,121,90,0,0.0,"보스 전투(HARD)",81001506,5015302,1.3,0.7,20014201,1.0,100,660014002,bgm_M226,0.0,510142,2001402,0,121,2
0.0,0.7,650014031,0,1.0,20014,0,23,bgm_M226_02,0,1.0,81001506,23,-50.0,500,90,0,0.0,"보스 전투(VERY HARD)",81001506,5015308,1.3,0.7,20014201,1.0,100,660014003,bgm_M226,0.0,510142,2001403,0,500,3
0.0,0.6,650015011,0,1.0,20015,0,-35,bgm_M240_02,0,1.0,81001905,-85,-50.0,900,90,0,0.0,"보스 전투(NORMAL)",81001905,5019301,1.25,1.0,20015101,1.0,370,660015001,bgm_M240,0.0,510181,2001501,0,800,1
0.0,0.6,650015021,0,1.0,20015,0,40,bgm_M240_02,0,1.0,81001906,-10,-50.0,205,90,0,0.0,"보스 전투(HARD)",81001906,5019302,1.25,1.0,20015201,1.0,370,660015002,bgm_M240,0.0,510182,2001502,0,145,2
0.0,0.6,650015031,0,1.0,20015,0,-70,bgm_M240_02,0,1.0,81001906,-70,-50.0,515,90,0,0.0,"보스 전투(VERY HARD)",81001906,5019308,1.25,1.0,20015201,1.0,370,660015003,bgm_M240,0.0,510182,2001503,0,480,3
0.0,0.6,650016011,0,1.0,20016,0,-71,bgm_M248,0,1.0,81002101,-116,0.0,1072,90,0,0.0,"보스 전투(NORMAL)",81002101,5021301,1.0,1.0,20016101,1.0,300,660016001,bgm_M248,0.0,510211,2001601,0,1019,1
0.0,0.6,650016021,0,1.0,20016,0,65,bgm_M248,0,1.0,81002102,20,0.0,233,90,0,0.0,"보스 전투(HARD)",81002102,5021302,1.0,1.0,20016201,1.0,300,660016002,bgm_M248,0.0,510212,2001602,0,180,2
0.0,0.6,650016031,0,1.0,20016,0,-65,bgm_M248_02,0,1.0,81002102,-40,0.0,515,90,0,0.0,"보스 전투(VERY HARD)",81002102,5021308,1.0,1.0,20016201,1.0,300,660016003,bgm_M248,0.0,510212,2001603,0,450,3
0.0,0.6,650017011,0,1.0,20017,0,0,bgm_M257,0,1.0,81002301,-50,-50.0,780,90,0,0.0,"보스 전투(NORMAL)",81002301,5023301,1.25,1.0,20017101,1.0,170,660017001,bgm_M257,0.0,510231,2001701,0,730,1
0.0,0.6,650017021,0,1.0,20017,0,70,bgm_M257,0,1.0,81002302,20,-50.0,210,90,0,0.0,"보스 전투(HARD)",81002302,5023302,1.25,0.8,20017201,1.0,170,660017002,bgm_M257,0.0,510232,2001702,0,160,2
0.0,0.6,650017031,0,1.0,20017,0,-35,bgm_M257,0,1.0,81002302,-85,-50.0,510,90,0,0.0,"보스 전투(VERY HARD)",81002302,5023308,1.25,0.8,20017201,1.0,170,660017003,bgm_M257,0.0,510232,2001703,0,460,3
0.0,0.6,650018011,0,1.0,20018,0,0,bgm_M268,0,1.0,81002501,-85,-50.0,458,90,0,0.0,"보스 전투(NORMAL)",81002501,5025301,1.25,1.0,20018102,1.0,240,660018001,bgm_M268,0.0,510251,2001801,0,800,1
0.0,0.6,650018021,0,1.0,20018,0,8,bgm_M268,0,1.0,81002502,-10,-50.0,0,90,0,0.0,"보스 전투(HARD)",81002502,5025302,1.25,1.0,20018201,1.0,240,660018002,bgm_M268,0.0,510252,2001802,0,145,2
0.0,0.6,650018031,0,1.0,20018,0,-80,bgm_M268,0,1.0,81002502,-70,-50.0,490,90,0,0.0,"보스 전투(VERY HARD)",81002502,5025308,1.25,1.0,20018201,1.0,240,660018003,bgm_M268,0.0,510252,2001803,0,480,3
0.0,0.6,650019011,0,1.0,20019,0,0,bgm_M276,0,1.0,81002701,-85,-50.0,827,90,0,0.0,"보스 전투(NORMAL)",81002701,5027301,1.25,1.0,20019101,1.0,170,660019001,bgm_M276,0.0,510271,2001901,0,800,1
0.0,0.6,650019021,0,1.0,20019,0,10,bgm_M276,0,1.0,81002702,-10,-50.0,-43,90,0,0.0,"보스 전투(HARD)",81002702,5027302,1.25,1.0,20019201,1.0,170,660019002,bgm_M276,0.0,510272,2001902,0,145,2
0.0,0.6,650019031,0,1.0,20019,0,-15,bgm_M276,0,1.0,81002702,-70,-50.0,450,90,0,0.0,"보스 전투(VERY HARD)",81002702,5027308,1.25,1.0,20019201,1.0,170,660019003,bgm_M276,0.0,510272,2001903,0,480,3
0.0,0.8,650020011,0,1.0,20020,0,0,bgm_M284,0,1.0,81002901,-57,0.0,458,90,0,0.0,"보스 전투(NORMAL)",81002901,5029301,1.7,0.6,20020102,1.0,170,660020001,bgm_M284,0.0,510331,2002001,0,820,1
0.0,0.8,650020021,0,1.0,20020,0,39,bgm_M284,0,1.0,81002902,19,0.0,-38,90,0,0.0,"보스 전투(HARD)",81002902,5029302,1.7,0.6,20020201,1.0,170,660020002,bgm_M284,0.0,510332,2002002,0,150,2
0.0,0.8,650020031,0,1.0,20020,0,-40,bgm_M284,0,1.0,81002902,-70,0.0,474,90,0,0.0,"보스 전투(VERY HARD)",81002902,5029308,1.7,0.6,20020201,1.0,170,660020003,bgm_M284,0.0,510333,2002003,0,480,3
0.0,0.6,650021011,0,1.0,20021,0,-50,bgm_M297,0,1.0,81003101,-85,-50.0,550,90,0,0.0,"보스 전투(NORMAL)",81003101,5031301,1.25,1.0,20021102,1.0,170,660021001,bgm_M297,0.0,510311,2002101,0,800,1
0.0,0.6,650021021,0,1.0,20021,0,10,bgm_M297,0,1.0,81003102,-10,-50.0,-17,90,0,0.0,"보스 전투(HARD)",81003102,5031302,1.25,1.0,20021201,1.0,170,660021002,bgm_M297,0.0,510312,2002102,0,145,2
0.0,0.6,650021031,0,1.0,20021,0,-70,bgm_M297,0,1.0,81003102,-70,-50.0,516,90,0,0.0,"보스 전투(VERY HARD)",81003102,5031308,1.25,1.0,20021201,1.0,170,660021003,bgm_M297,0.0,510312,2002103,0,480,3
0.0,0.8,650022011,0,1.0,20022,0,-85,bgm_M319,0,1.0,81000605,-75,-50.0,825,90,0,0.0,"보스 전투(NORMAL)",81000605,5033301,1.25,0.8,20022101,1.1,100,660022001,bgm_M319,0.0,510331,2002201,0,822,1
0.0,0.8,650022021,0,1.0,20022,0,-200,bgm_M319,0,1.0,81003301,-190,-50.0,-27,90,0,0.0,"보스 전투(HARD)",81003304,5033302,1.25,0.8,20022201,1.1,100,660022002,bgm_M319,0.0,510332,2002202,0,-30,2
0.0,0.8,650022031,0,1.0,20022,0,-70,bgm_M319,0,1.0,81003301,-60,-50.0,485,90,0,0.0,"보스 전투(VERY HARD)",81003304,5033308,1.25,0.8,20022201,1.1,100,660022003,bgm_M319,0.0,510333,2002203,0,482,3
0.0,0.8,650023011,0,1.0,20023,0,-43,bgm_M346,0,1.0,81003801,-93,-50.0,663,90,0,0.0,"보스 전투(NORMAL)",81003801,5038301,1.8,0.65,20023101,0.8,325,660023001,bgm_M346,0.0,510331,2002301,0,613,1
0.0,0.8,650023021,0,1.0,20023,0,29,bgm_M346,0,1.0,81003802,-21,-50.0,-12,90,0,0.0,"보스 전투(HARD)",81003803,5038302,1.8,0.65,20023201,0.8,325,660023002,bgm_M346,0.0,510332,2002302,0,-62,2
0.0,0.8,650023031,0,1.0,20023,0,-67,bgm_M346,0,1.0,81003802,-117,-50.0,517,90,0,0.0,"보스 전투(VERY HARD)",81003803,5038308,1.8,0.65,20023201,0.8,325,660023003,bgm_M346,0.0,510333,2002303,0,467,3
0.0,0.8,650024011,0,1.0,20024,0,-35,bgm_M354,0,1.0,81004001,-85,-35.0,456,90,0,0.0,"보스 전투(NORMAL)",81004001,5040301,1.7,0.65,20024103,0.8,100,660024001,bgm_M354,0.0,510331,2002401,0,406,1
0.0,0.8,650024021,0,1.0,20024,0,9,bgm_M354,0,1.0,81004002,-41,-35.0,99,90,0,0.0,"보스 전투(HARD)",81004002,5040302,1.7,0.65,20024201,0.8,100,660024002,bgm_M354,0.0,510332,2002402,0,49,2
0.0,0.8,650024031,0,1.0,20024,0,-59,bgm_M354,0,1.0,81004002,-109,-35.0,481,90,0,0.0,"보스 전투(VERY HARD)",81004002,5040308,1.7,0.65,20024201,0.8,100,660024003,bgm_M354,0.0,510333,2002403,0,431,3
0.0,0.8,650025011,0,1.0,20025,0,33,bgm_M378,0,1.0,81004201,-40,-50.0,1345,90,0,0.0,"보스 전투(NORMAL)",81004201,5042301,1.8,0.65,20025101,0.8,140,660025001,bgm_M378,0.0,510331,2002501,0,770,1
0.0,0.8,650025021,0,1.0,20025,0,-155,bgm_M378,0,1.0,81004202,-40,-50.0,160,90,0,0.0,"보스 전투(HARD)",81004202,5042302,1.8,0.65,20025201,0.8,140,660025002,bgm_M378,0.0,510332,2002502,0,450,2
0.0,0.8,650025031,0,1.0,20025,0,44,bgm_M378,0,1.0,81004202,-40,-50.0,577,90,0,0.0,"보스 전투(VERY HARD)",81004202,5042308,1.8,0.65,20025201,0.8,140,660025003,bgm_M378,0.0,510333,2002503,0,450,3
0.0,0.8,650026011,0,1.0,20026,0,-35,bgm_M384,0,1.0,81004401,-85,-54.0,482,90,0,0.0,"보스 전투(NORMAL)",81004401,5044301,1.8,0.65,20026102,0.8,140,660026001,bgm_M384,0.0,510331,2002601,0,770,1
0.0,0.8,650026021,0,1.0,20026,0,-22,bgm_M384,0,1.0,81004402,110,-54.0,-37,90,0,0.0,"보스 전투(HARD)",81004402,5044302,1.8,0.65,20026201,0.8,140,660026002,bgm_M384,0.0,510332,2002602,0,720,2
0.0,0.8,650026031,0,1.0,20026,0,-51,bgm_M384,0,1.0,81004402,-40,-54.0,514,90,0,0.0,"보스 전투(VERY HARD)",81004402,5044308,1.8,0.65,20026201,0.8,140,660026003,bgm_M384,0.0,510333,2002603,0,490,3
0.0,0.8,650027011,0,1.0,20027,0,80,bgm_M397,0,1.0,81004601,6,-35.0,883,90,0,0.0,"보스 전투(NORMAL)",81004601,5046301,1.7,0.65,20027101,0.8,320,660027001,bgm_M397,0.0,510331,2002701,0,833,1
0.0,0.8,650027021,0,1.0,20027,0,79,bgm_M397,0,1.0,81004602,29,-35.0,174,90,0,0.0,"보스 전투(HARD)",81004602,5046302,1.7,0.65,20027201,0.8,320,660027002,bgm_M397,0.0,510332,2002702,0,124,2
0.0,0.8,650027031,0,1.0,20027,0,-7,bgm_M397,0,1.0,81004602,43,-35.0,486,90,0,0.0,"보스 전투(VERY HARD)",81004602,5046308,1.7,0.65,20027201,0.8,320,660027003,bgm_M397,0.0,510333,2002703,0,436,3
0.0,0.7,650028011,0,1.0,20028,0,-73,bgm_M406,0,1.0,81000605,-176,-35.0,828,90,0,0.0,"보스 전투(NORMAL)",81000605,5048301,1.25,0.75,20028101,0.7,100,660028001,bgm_M406,0.0,510331,2002801,0,798,1
0.0,0.7,650028021,0,1.0,20028,0,-210,bgm_M406,0,1.0,81000606,-260,-35.0,-13,90,0,0.0,"보스 전투(HARD)",81000606,5048302,1.25,0.75,20028201,0.7,100,660028002,bgm_M406,0.0,510332,2002802,0,-63,2
0.0,0.7,650028031,0,1.0,20028,0,-65,bgm_M406,0,1.0,81000606,-115,-35.0,482,90,0,0.0,"보스 전투(VERY HARD)",81000606,5048308,1.25,0.75,20028201,0.7,100,660028003,bgm_M406,0.0,510333,2002803,0,432,3
0.0,0.8,650029011,0,1.3,20029,0,-25,bgm_M416,0,1.0,81005001,-85,-35.0,1029,90,0,0.0,"보스 전투(NORMAL)",81005001,5050301,1.7,0.65,20029101,0.8,100,660029001,bgm_M416,0.0,510331,2002901,0,770,1
0.0,0.8,650029021,0,1.3,20029,0,-190,bgm_M416,0,1.0,81005002,110,-35.0,-88,90,0,0.0,"보스 전투(HARD)",81005002,5050302,1.7,0.65,20029201,0.8,100,660029002,bgm_M416,0.0,510332,2002902,0,720,2
0.0,0.8,650029031,0,1.3,20029,0,-65,bgm_M416,0,1.0,81005002,-40,-35.0,465,90,0,0.0,"보스 전투(VERY HARD)",81005002,5050308,1.7,0.65,20029201,0.8,100,660029003,bgm_M416,0.0,510333,2002903,0,490,3
0.0,0.8,650030011,0,1.0,20030,0,-54,bgm_M424,0,1.0,81000605,-85,-75.0,842,90,0,0.0,"보스 전투(NORMAL)",81000605,5052301,1.7,0.65,20030101,0.8,260,660030001,bgm_M424,0.0,510331,2003001,0,770,1
0.0,0.8,650030021,0,1.0,20030,0,32,bgm_M424,0,1.0,81003301,110,-75.0,-15,90,0,0.0,"보스 전투(HARD)",81003304,5052302,1.7,0.65,20030201,0.8,260,660030002,bgm_M424,0.0,510332,2003002,0,720,2
0.0,0.8,650030031,0,1.0,20030,0,-25,bgm_M424,0,1.0,81003301,-40,-75.0,514,90,0,0.0,"보스 전투(VERY HARD)",81003304,5052308,1.7,0.65,20030201,0.8,260,660030003,bgm_M424,0.0,510333,2003003,0,490,3
0.0,0.8,650031011,0,1.0,20031,0,-25,bgm_M429,0,1.0,81000905,0,-75.0,732,90,0,0.0,"보스 전투(NORMAL)",81000905,5054301,1.7,0.65,20031101,0.8,380,660031001,bgm_M429,0.0,510331,2003101,0,698,1
0.0,0.8,650031021,0,1.0,20031,0,-10,bgm_M429,0,1.0,81000906,110,-75.0,-42,90,0,0.0,"보스 전투(HARD)",81000906,5054302,1.7,0.65,20031201,0.8,380,660031002,bgm_M429,0.0,510332,2003102,0,720,2
0.0,0.8,650031031,0,1.0,20031,0,-63,bgm_M429,0,1.0,81000906,-40,-75.0,437,90,0,0.0,"보스 전투(VERY HARD)",81000906,5054308,1.7,0.65,20031201,0.8,380,660031003,bgm_M429,0.0,510333,2003103,0,490,3
0.0,0.8,650032011,0,1.0,20032,0,-30,bgm_M438,0,1.0,81005601,-85,-20.0,883,90,0,0.0,"보스 전투(NORMAL)",81005601,5056301,2.0,0.65,20032101,0.75,150,660032001,bgm_M438,0.0,510331,2003201,0,800,1
0.0,0.8,650032021,0,1.0,20032,0,-21,bgm_M438,0,1.0,81005602,-10,-20.0,-28,90,0,0.0,"보스 전투(HARD)",81005602,5056302,2.0,0.65,20032201,0.75,150,660032002,bgm_M438,0.0,510332,2003202,0,145,2
0.0,0.8,650032031,0,1.0,20032,0,-15,bgm_M438,0,1.0,81005602,-70,-20.0,516,90,0,0.0,"보스 전투(VERY HARD)",81005602,5056308,2.0,0.65,20032201,0.75,150,660032003,bgm_M438,0.0,510333,2003203,0,480,3
0.0,1.1,650033011,0,1.0,20033,0,26,bgm_M57,0,1.0,100023,-40,5.0,251,90,0,-13.0,"보스 전투(NORMAL)",100023,5058301,1.75,0.45,20033101,0.8,50,660033001,bgm_M57,0.0,510331,2003301,0,450,1
0.0,1.1,650033021,0,1.0,20033,0,18,bgm_M57,0,1.0,100693,-40,5.0,-4,90,0,-13.0,"보스 전투(HARD)",100693,5058302,1.75,0.45,20033201,0.8,50,660033002,bgm_M57,0.0,510332,2003302,0,450,2
0.0,1.1,650033031,0,1.0,20033,0,-178,bgm_M57,0,1.0,100693,-40,5.0,432,90,0,-13.0,"보스 전투(VERY HARD)",100693,5058308,1.75,0.45,20033201,0.8,50,660033003,bgm_M57,0.0,510333,2003303,0,450,3
0.0,0.8,650034011,0,1.0,20034,0,0,bgm_M447,0,1.0,101823,-85,-20.0,577,90,0,0.0,"보스 전투(NORMAL)",101823,5059301,1.5,0.75,20034101,0.75,180,660034001,bgm_M447,0.0,510331,2003401,0,800,1
0.0,0.8,650034021,0,1.0,20034,0,4,bgm_M447,0,1.0,101843,-10,-20.0,111,90,0,0.0,"보스 전투(HARD)",101843,5059302,1.5,0.75,20034201,0.75,180,660034002,bgm_M447,0.0,510332,2003402,0,145,2
0.0,0.8,650034031,0,1.0,20034,0,-77,bgm_M447,0,1.0,101843,-70,-20.0,528,90,0,0.0,"보스 전투(VERY HARD)",101843,5059308,1.5,0.75,20034201,0.75,180,660034003,bgm_M447,0.0,510333,2003403,0,480,3
0.0,0.5,650035011,0,1.15,20035,0,-51,bgm_M455,0,1.15,81006101,-85,-47.0,395,90,0,0.0,"보스 전투(NORMAL)",81006101,5061301,0.83,1.22,20035102,1.5,140,660035001,bgm_M455,0.0,510341,2003501,0,800,1
0.0,0.5,650035021,0,1.15,20035,0,18,bgm_M455,0,1.15,81006102,-10,-47.0,-17,90,0,0.0,"보스 전투(HARD)",81006102,5061302,0.83,1.22,20035201,1.5,140,660035002,bgm_M455,0.0,510342,2003502,0,145,2
0.0,0.5,650035031,0,1.15,20035,0,-51,bgm_M455,0,1.15,81006102,-70,-47.0,514,90,0,0.0,"보스 전투(VERY HARD)",81006102,5061308,0.83,1.22,20035201,1.75,140,660035003,bgm_M455,0.0,510342,2003503,0,480,3
