background_2,icon_offset_x,clear_reward_group,unit_exp,drop_reward_num,quest_detail_bg_position,position_x,story_id_waveend_1,wave_bgm_sheet_id_2,team_exp,wave_group_id_3,stamina,story_id_wavestart_1,quest_name,daily_limit,quest_id,icon_id,icon_scale,wave_bgm_que_id_2,wave_group_id_1,quest_seq,wave_bgm_sheet_id_1,wave_bgm_que_id_1,position_y,event_id,story_id_waveend_2,wave_bgm_que_id_3,stamina_start,icon_offset_y,story_id_wavestart_2,story_id_waveend_3,area_id,quest_detail_bg_id,wave_group_id_2,story_id_wavestart_3,background_3,rank_reward_group,wave_bgm_sheet_id_3,limit_time,drop_reward_odds,love,drop_reward_id,drop_reward_type,background_1
100102,0.0,650001111,150,0,0,260,0,bgm_M41,10,650230013,10,0,"타르굼 지방 1-11",0,20001111,100070,1.0,bgm_M41,650230011,11,bgm_M41,bgm_M41,61,20001,0,bgm_M41,1,0.0,0,0,20001101,100101,650230012,0,100103,650001124,bgm_M41,90,0,10,0,0,100101
100062,0.0,650001112,150,0,0,345,0,bgm_M41,10,650240013,10,0,"타르굼 지방 1-12",0,20001112,100010,1.0,bgm_M41,650240011,12,bgm_M41,bgm_M41,-96,20001,0,bgm_M41,1,0.0,0,0,20001101,100061,650240012,0,100063,650001125,bgm_M41,90,0,10,0,0,100061
100042,0.0,650001113,150,0,0,470,0,bgm_M41,10,650250013,10,0,"타르굼 지방 1-13",0,20001113,100040,1.0,bgm_M41,650250011,13,bgm_M41,bgm_M41,20,20001,0,bgm_M41,1,0.0,0,0,20001101,100041,650250012,0,100043,650001126,bgm_M41,90,0,10,0,0,100041
100092,0.0,650001114,150,0,0,570,0,bgm_M41,10,650260013,10,0,"타르굼 지방 1-14",0,20001114,100030,1.0,bgm_M41,650260011,14,bgm_M41,bgm_M41,-100,20001,0,bgm_M41,1,0.0,0,0,20001101,100091,650260012,0,100093,650001127,bgm_M41,90,0,10,0,0,100091
100092,0.0,650001115,150,0,0,649,0,bgm_M41,10,650280013,10,0,"타르굼 지방 1-15",0,20001115,100030,1.0,bgm_M41,650280011,15,bgm_M41,bgm_M41,74,20001,0,bgm_M41,1,0.0,0,0,20001101,100091,650280012,0,100093,650001123,bgm_M41,90,0,10,0,0,100091
100368,0.0,650001116,240,1,0,-571,0,bgm_M41,16,650280023,10,0,"타르굼 지방 1-1",5,20001201,100020,1.0,bgm_M41,650280021,16,bgm_M41,bgm_M41,-12,20001,0,bgm_M41,2,0.0,0,0,20001201,100367,650280022,0,100369,650001121,bgm_M41,90,54,16,31012,2,100367
100772,0.0,650001117,240,1,0,-319,0,bgm_M41,16,650300013,10,0,"타르굼 지방 1-2",5,20001202,100060,1.0,bgm_M41,650300011,17,bgm_M41,bgm_M41,-148,20001,0,bgm_M41,2,0.0,0,0,20001201,100771,650300012,0,100773,650001121,bgm_M41,90,54,16,31038,2,100771
100452,0.0,650001118,270,1,0,-107,0,bgm_M41,18,650330013,10,0,"타르굼 지방 1-3",5,20001203,100090,1.0,bgm_M41,650330011,18,bgm_M41,bgm_M41,34,20001,0,bgm_M41,2,0.0,0,0,20001201,100451,650330012,0,100453,650001121,bgm_M41,90,54,18,31012,2,100451
100732,0.0,650001119,270,1,0,140,0,bgm_M41,18,650350013,10,0,"타르굼 지방 1-4",5,20001204,100070,1.0,bgm_M41,650350011,19,bgm_M41,bgm_M41,110,20001,0,bgm_M41,2,0.0,0,0,20001201,100731,650350012,0,100733,650001121,bgm_M41,90,54,18,31038,2,100731
100382,0.0,650001120,300,1,0,310,0,bgm_M41,20,650380013,10,0,"타르굼 지방 1-5",5,20001205,100030,1.0,bgm_M41,650380011,20,bgm_M41,bgm_M41,-90,20001,0,bgm_M41,2,0.0,0,0,20001201,100381,650380012,0,100383,650001121,bgm_M41,90,54,20,31012,2,100381
100062,0.0,650002101,120,0,0,-820,0,bgm_M41,8,650002013,8,0,"마시나 지방 1-1",0,20002101,100010,1.0,bgm_M41,650002011,1,bgm_M41,bgm_M41,-120,20002,0,bgm_M41,1,0.0,0,0,20002101,100061,650002012,0,100063,650002124,bgm_M41,90,0,8,0,0,100061
100015,0.0,650002102,120,0,0,-710,0,bgm_M41,8,650002023,8,0,"마시나 지방 1-2",0,20002102,100020,1.0,bgm_M41,650002021,2,bgm_M41,bgm_M41,20,20002,0,bgm_M41,1,0.0,0,0,20002101,100014,650002022,0,100016,650002125,bgm_M41,90,0,8,0,0,100014
100062,0.0,650002103,120,0,0,-580,0,bgm_M41,8,650002033,8,0,"마시나 지방 1-3",0,20002103,100010,1.0,bgm_M41,650002031,3,bgm_M41,bgm_M41,-120,20002,0,bgm_M41,1,0.0,0,0,20002101,100061,650002032,0,100063,650002126,bgm_M41,90,0,8,0,0,100061
100015,0.0,650002104,120,0,0,-510,0,bgm_M41,8,650002043,8,0,"마시나 지방 1-4",0,20002104,100020,1.0,bgm_M41,650002041,4,bgm_M41,bgm_M41,50,20002,0,bgm_M41,1,0.0,0,0,20002101,100014,650002042,0,100016,650002127,bgm_M41,90,0,8,0,0,100014
100042,0.0,650002105,120,0,0,-430,0,bgm_M41,8,650002053,8,0,"마시나 지방 1-5",0,20002105,100040,1.0,bgm_M41,650002051,5,bgm_M41,bgm_M41,-60,20002,0,bgm_M41,1,0.0,0,0,20002101,100041,650002052,0,100043,650002123,bgm_M41,90,0,8,0,0,100041
100022,0.0,650002106,135,0,0,-340,0,bgm_M41,9,650002063,9,0,"마시나 지방 1-6",0,20002106,100050,1.0,bgm_M41,650002061,6,bgm_M41,bgm_M41,-150,20002,0,bgm_M41,1,0.0,0,0,20002101,100021,650002062,0,100023,650002124,bgm_M41,90,0,9,0,0,100021
100202,0.0,650002107,135,0,0,-215,0,bgm_M41,9,650002073,9,0,"마시나 지방 1-7",0,20002107,100110,1.0,bgm_M41,650002071,7,bgm_M41,bgm_M41,-80,20002,0,bgm_M41,1,0.0,0,0,20002101,100201,650002072,0,100203,650002125,bgm_M41,90,0,9,0,0,100201
100202,0.0,650002108,135,0,0,-75,0,bgm_M41,9,650002083,9,0,"마시나 지방 1-8",0,20002108,100110,1.0,bgm_M41,650002081,8,bgm_M41,bgm_M41,-110,20002,0,bgm_M41,1,0.0,0,0,20002101,100201,650002082,0,100203,650002126,bgm_M41,90,0,9,0,0,100201
100202,0.0,650002109,135,0,0,45,0,bgm_M41,9,650002093,9,0,"마시나 지방 1-9",0,20002109,100110,1.0,bgm_M41,650002091,9,bgm_M41,bgm_M41,-50,20002,0,bgm_M41,1,0.0,0,0,20002101,100201,650002092,0,100203,650002127,bgm_M41,90,0,9,0,0,100201
100062,0.0,650002110,135,0,0,150,0,bgm_M41,9,650002103,9,0,"마시나 지방 1-10",0,20002110,100010,1.0,bgm_M41,650002101,10,bgm_M41,bgm_M41,40,20002,0,bgm_M41,1,0.0,0,0,20002101,100061,650002102,0,100063,650002122,bgm_M41,90,0,9,0,0,100061
100172,0.0,650002111,150,0,0,260,0,bgm_M41,10,650002113,10,0,"마시나 지방 1-11",0,20002111,100070,1.0,bgm_M41,650002111,11,bgm_M41,bgm_M41,-70,20002,0,bgm_M41,1,0.0,0,0,20002101,100171,650002112,0,100173,650002124,bgm_M41,90,0,10,0,0,100171
100152,0.0,650002112,150,0,0,380,0,bgm_M41,10,650002123,10,0,"마시나 지방 1-12",0,20002112,100120,1.0,bgm_M41,650002121,12,bgm_M41,bgm_M41,30,20002,0,bgm_M41,1,0.0,0,0,20002101,100151,650002122,0,100153,650002125,bgm_M41,90,0,10,0,0,100151
101142,0.0,650002113,150,0,0,470,0,bgm_M41,10,650002133,10,0,"마시나 지방 1-13",0,20002113,100080,1.0,bgm_M41,650002131,13,bgm_M41,bgm_M41,-100,20002,0,bgm_M41,1,0.0,0,0,20002101,101141,650002132,0,101143,650002126,bgm_M41,90,0,10,0,0,101141
101142,0.0,650002114,150,0,0,570,0,bgm_M41,10,650002143,10,0,"마시나 지방 1-14",0,20002114,100080,1.0,bgm_M41,650002141,14,bgm_M41,bgm_M41,40,20002,0,bgm_M41,1,0.0,0,0,20002101,101141,650002142,0,101143,650002127,bgm_M41,90,0,10,0,0,101141
101142,0.0,650002115,150,0,0,680,0,bgm_M41,10,650002153,10,0,"마시나 지방 1-15",0,20002115,100080,1.0,bgm_M41,650002151,15,bgm_M41,bgm_M41,-70,20002,0,bgm_M41,1,0.0,0,0,20002101,101141,650002152,0,101143,650002123,bgm_M41,90,0,10,0,0,101141
100472,0.0,650002116,240,1,0,-450,0,bgm_M41,16,650002163,10,0,"마시나 지방 1-1",5,20002201,100110,1.0,bgm_M41,650002161,16,bgm_M41,bgm_M41,-10,20002,0,bgm_M41,2,0.0,0,0,20002201,100471,650002162,0,100473,650002121,bgm_M41,90,54,16,31020,2,100471
100812,0.0,650002117,240,1,0,-250,0,bgm_M41,16,650002173,10,0,"마시나 지방 1-2",5,20002202,100070,1.0,bgm_M41,650002171,17,bgm_M41,bgm_M41,-100,20002,0,bgm_M41,2,0.0,0,0,20002201,100811,650002172,0,100813,650002121,bgm_M41,90,54,16,31004,2,100811
100792,0.0,650002118,270,1,0,-50,0,bgm_M41,18,650002183,10,0,"마시나 지방 1-3",5,20002203,100120,1.0,bgm_M41,650002181,18,bgm_M41,bgm_M41,20,20002,0,bgm_M41,2,0.0,0,0,20002201,100791,650002182,0,100793,650002121,bgm_M41,90,54,18,31020,2,100791
101152,0.0,650002119,270,1,0,110,0,bgm_M41,18,650002193,10,0,"마시나 지방 1-4",5,20002204,100080,1.0,bgm_M41,650002191,19,bgm_M41,bgm_M41,-110,20002,0,bgm_M41,2,0.0,0,0,20002201,101151,650002192,0,101153,650002121,bgm_M41,90,54,18,31004,2,101151
101152,0.0,650002120,300,1,0,290,0,bgm_M41,20,650002203,10,0,"마시나 지방 1-5",5,20002205,100080,1.0,bgm_M41,650002201,20,bgm_M41,bgm_M41,-10,20002,0,bgm_M41,2,0.0,0,0,20002201,101151,650002202,0,101153,650002121,bgm_M41,90,54,20,31020,2,101151
100065,0.0,650003101,120,0,0,-820,0,bgm_M41,8,650003013,8,0,"랜드솔 교외 1-1",0,20003101,100010,1.0,bgm_M41,650003011,1,bgm_M41,bgm_M41,-90,20003,0,bgm_M41,1,0.0,0,0,20003101,100064,650003012,0,100066,650003124,bgm_M41,90,0,8,0,0,100064
100022,0.0,650003102,120,0,0,-700,0,bgm_M41,8,650003023,8,0,"랜드솔 교외 1-2",0,20003102,100020,1.0,bgm_M41,650003021,2,bgm_M41,bgm_M41,20,20003,0,bgm_M41,1,0.0,0,0,20003101,100021,650003022,0,100023,650003125,bgm_M41,90,0,8,0,0,100021
100068,0.0,650003103,120,0,0,-600,0,bgm_M41,8,650003033,8,0,"랜드솔 교외 1-3",0,20003103,100010,1.0,bgm_M41,650003031,3,bgm_M41,bgm_M41,-120,20003,0,bgm_M41,1,0.0,0,0,20003101,100067,650003032,0,100069,650003126,bgm_M41,90,0,8,0,0,100067
100126,0.0,650003104,120,0,0,-500,0,bgm_M41,8,650003043,8,0,"랜드솔 교외 1-4",0,20003104,100040,1.0,bgm_M41,650003041,4,bgm_M41,bgm_M41,40,20003,0,bgm_M41,1,0.0,0,0,20003101,100125,650003042,0,100127,650003127,bgm_M41,90,0,8,0,0,100125
100082,0.0,650003105,120,0,0,-400,0,bgm_M41,8,650003053,8,0,"랜드솔 교외 1-5",0,20003105,100050,1.0,bgm_M41,650003051,5,bgm_M41,bgm_M41,-70,20003,0,bgm_M41,1,0.0,0,0,20003101,100081,650003052,0,100083,650003123,bgm_M41,90,0,8,0,0,100081
100075,0.0,650003106,135,0,0,-260,0,bgm_M41,9,650003063,9,0,"랜드솔 교외 1-6",0,20003106,100010,1.0,bgm_M41,650003061,6,bgm_M41,bgm_M41,-110,20003,0,bgm_M41,1,0.0,0,0,20003101,100074,650003062,0,100076,650003124,bgm_M41,90,0,9,0,0,100074
100112,0.0,650003107,135,0,0,-180,0,bgm_M41,9,650003073,9,0,"랜드솔 교외 1-7",0,20003107,100040,1.0,bgm_M41,650003071,7,bgm_M41,bgm_M41,25,20003,0,bgm_M41,1,0.0,0,0,20003101,100111,650003072,0,100113,650003125,bgm_M41,90,0,9,0,0,100111
100078,0.0,650003108,135,0,0,-75,0,bgm_M41,9,650003083,9,0,"랜드솔 교외 1-8",0,20003108,100010,1.0,bgm_M41,650003081,8,bgm_M41,bgm_M41,-110,20003,0,bgm_M41,1,0.0,0,0,20003101,100077,650003082,0,100079,650003126,bgm_M41,90,0,9,0,0,100077
100052,0.0,650003109,135,0,0,50,0,bgm_M41,9,650003093,9,0,"랜드솔 교외 1-9",0,20003109,100080,1.0,bgm_M41,650003091,9,bgm_M41,bgm_M41,-50,20003,0,bgm_M41,1,0.0,0,0,20003101,100051,650003092,0,100053,650003127,bgm_M41,90,0,9,0,0,100051
100052,0.0,650003110,135,0,0,180,0,bgm_M41,9,650003103,9,0,"랜드솔 교외 1-10",0,20003110,100080,1.0,bgm_M41,650003101,10,bgm_M41,bgm_M41,20,20003,0,bgm_M41,1,0.0,0,0,20003101,100051,650003102,0,100053,650003122,bgm_M41,90,0,9,0,0,100051
100032,0.0,650003111,150,0,0,270,0,bgm_M41,10,650003113,10,0,"랜드솔 교외 1-11",0,20003111,100050,1.0,bgm_M41,650003111,11,bgm_M41,bgm_M41,-100,20003,0,bgm_M41,1,0.0,0,0,20003101,100031,650003112,0,100033,650003124,bgm_M41,90,0,10,0,0,100031
100152,0.0,650003112,150,0,0,390,0,bgm_M41,10,650003123,10,0,"랜드솔 교외 1-12",0,20003112,100120,1.0,bgm_M41,650003121,12,bgm_M41,bgm_M41,40,20003,0,bgm_M41,1,0.0,0,0,20003101,100151,650003122,0,100153,650003125,bgm_M41,90,0,10,0,0,100151
100012,0.0,650003113,150,0,0,490,0,bgm_M41,10,650003133,10,0,"랜드솔 교외 1-13",0,20003113,100020,1.0,bgm_M41,650003131,13,bgm_M41,bgm_M41,-110,20003,0,bgm_M41,1,0.0,0,0,20003101,100011,650003132,0,100013,650003126,bgm_M41,90,0,10,0,0,100011
100015,0.0,650003114,150,0,0,570,0,bgm_M41,10,650003143,10,0,"랜드솔 교외 1-14",0,20003114,100020,1.0,bgm_M41,650003141,14,bgm_M41,bgm_M41,40,20003,0,bgm_M41,1,0.0,0,0,20003101,100014,650003142,0,100016,650003127,bgm_M41,90,0,10,0,0,100014
100018,0.0,650003115,150,0,0,670,0,bgm_M41,10,650003153,10,0,"랜드솔 교외 1-15",0,20003115,100020,1.0,bgm_M41,650003151,15,bgm_M41,bgm_M41,-80,20003,0,bgm_M41,1,0.0,0,0,20003101,100017,650003152,0,100019,650003123,bgm_M41,90,0,10,0,0,100017
100792,0.0,650003116,240,1,0,-450,0,bgm_M41,16,650003163,10,0,"랜드솔 교외 1-1",5,20003201,100120,1.0,bgm_M41,650003161,16,bgm_M41,bgm_M41,-10,20003,0,bgm_M41,2,0.0,0,0,20003201,100791,650003162,0,100793,650003121,bgm_M41,90,54,16,31010,2,100791
100772,0.0,650003117,240,1,0,-250,0,bgm_M41,16,650003173,10,0,"랜드솔 교외 1-2",5,20003202,100040,1.0,bgm_M41,650003171,17,bgm_M41,bgm_M41,-100,20003,0,bgm_M41,2,0.0,0,0,20003201,100771,650003172,0,100773,650003121,bgm_M41,90,54,16,31017,2,100771
100758,0.0,650003118,270,1,0,-40,0,bgm_M41,18,650003183,10,0,"랜드솔 교외 1-3",5,20003203,100050,1.0,bgm_M41,650003181,18,bgm_M41,bgm_M41,20,20003,0,bgm_M41,2,0.0,0,0,20003201,100757,650003182,0,100759,650003121,bgm_M41,90,54,18,31010,2,100757
100362,0.0,650003119,270,1,0,100,0,bgm_M41,18,650003193,10,0,"랜드솔 교외 1-4",5,20003204,100020,1.0,bgm_M41,650003191,19,bgm_M41,bgm_M41,-130,20003,0,bgm_M41,2,0.0,0,0,20003201,100361,650003192,0,100363,650003121,bgm_M41,90,54,18,31017,2,100361
100365,0.0,650003120,300,1,0,290,0,bgm_M41,20,650003203,10,0,"랜드솔 교외 1-5",5,20003205,100020,1.0,bgm_M41,650003201,20,bgm_M41,bgm_M41,-70,20003,0,bgm_M41,2,0.0,0,0,20003201,100364,650003202,0,100366,650003121,bgm_M41,90,54,20,31010,2,100364
100202,0.0,650004101,120,0,0,-820,0,bgm_M41,8,650004013,8,0,"타파스 해안 주변 1-1",0,20004101,100110,1.0,bgm_M41,650004011,1,bgm_M41,bgm_M41,-70,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004012,0,100203,650004124,bgm_M41,90,0,8,0,0,100201
100202,0.0,650004102,120,0,0,-700,0,bgm_M41,8,650004023,8,0,"타파스 해안 주변 1-2",0,20004102,100110,1.0,bgm_M41,650004021,2,bgm_M41,bgm_M41,50,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004022,0,100203,650004125,bgm_M41,90,0,8,0,0,100201
100202,0.0,650004103,120,0,0,-600,0,bgm_M41,8,650004033,8,0,"타파스 해안 주변 1-3",0,20004103,100180,1.0,bgm_M41,650004031,3,bgm_M41,bgm_M41,-120,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004032,0,100203,650004126,bgm_M41,90,0,8,0,0,100201
100202,0.0,650004104,120,0,0,-500,0,bgm_M41,8,650004043,8,0,"타파스 해안 주변 1-4",0,20004104,100110,1.0,bgm_M41,650004041,4,bgm_M41,bgm_M41,40,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004042,0,100203,650004127,bgm_M41,90,0,8,0,0,100201
100202,0.0,650004105,120,0,0,-400,0,bgm_M41,8,650004053,8,0,"타파스 해안 주변 1-5",0,20004105,100180,1.0,bgm_M41,650004051,5,bgm_M41,bgm_M41,-70,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004052,0,100203,650004123,bgm_M41,90,0,8,0,0,100201
100052,0.0,650004106,135,0,0,-260,0,bgm_M41,9,650004063,9,0,"타파스 해안 주변 1-6",0,20004106,100080,1.0,bgm_M41,650004061,6,bgm_M41,bgm_M41,-110,20004,0,bgm_M41,1,0.0,0,0,20004101,100051,650004062,0,100053,650004124,bgm_M41,90,0,9,0,0,100051
100052,0.0,650004107,135,0,0,-170,0,bgm_M41,9,650004073,9,0,"타파스 해안 주변 1-7",0,20004107,100080,1.0,bgm_M41,650004071,7,bgm_M41,bgm_M41,25,20004,0,bgm_M41,1,0.0,0,0,20004101,100051,650004072,0,100053,650004125,bgm_M41,90,0,9,0,0,100051
100052,0.0,650004108,135,0,0,-75,0,bgm_M41,9,650004083,9,0,"타파스 해안 주변 1-8",0,20004108,100080,1.0,bgm_M41,650004081,8,bgm_M41,bgm_M41,-110,20004,0,bgm_M41,1,0.0,0,0,20004101,100051,650004082,0,100053,650004126,bgm_M41,90,0,9,0,0,100051
100582,0.0,650004109,135,0,0,50,0,bgm_M41,9,650004093,9,0,"타파스 해안 주변 1-9",0,20004109,100100,1.0,bgm_M41,650004091,9,bgm_M41,bgm_M41,0,20004,0,bgm_M41,1,0.0,0,0,20004101,100581,650004092,0,100583,650004127,bgm_M41,90,0,9,0,0,100581
100582,0.0,650004110,135,0,0,180,0,bgm_M41,9,650004103,9,0,"타파스 해안 주변 1-10",0,20004110,100100,1.0,bgm_M41,650004101,10,bgm_M41,bgm_M41,40,20004,0,bgm_M41,1,0.0,0,0,20004101,100581,650004102,0,100583,650004122,bgm_M41,90,0,9,0,0,100581
100012,0.0,650004111,150,0,0,270,0,bgm_M41,10,650004113,10,0,"타파스 해안 주변 1-11",0,20004111,100040,1.0,bgm_M41,650004111,11,bgm_M41,bgm_M41,-90,20004,0,bgm_M41,1,0.0,0,0,20004101,100011,650004112,0,100013,650004124,bgm_M41,90,0,10,0,0,100011
100032,0.0,650004112,150,0,0,390,0,bgm_M41,10,650004123,10,0,"타파스 해안 주변 1-12",0,20004112,100040,1.0,bgm_M41,650004121,12,bgm_M41,bgm_M41,70,20004,0,bgm_M41,1,0.0,0,0,20004101,100031,650004122,0,100033,650004125,bgm_M41,90,0,10,0,0,100031
100202,0.0,650004113,150,0,0,490,0,bgm_M41,10,650004133,10,0,"타파스 해안 주변 1-13",0,20004113,100180,1.0,bgm_M41,650004131,13,bgm_M41,bgm_M41,-90,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004132,0,100203,650004126,bgm_M41,90,0,10,0,0,100201
100032,0.0,650004114,150,0,0,590,0,bgm_M41,10,650004143,10,0,"타파스 해안 주변 1-14",0,20004114,100040,1.0,bgm_M41,650004141,14,bgm_M41,bgm_M41,65,20004,0,bgm_M41,1,0.0,0,0,20004101,100031,650004142,0,100033,650004127,bgm_M41,90,0,10,0,0,100031
100202,0.0,650004115,150,0,0,690,0,bgm_M41,10,650004153,10,0,"타파스 해안 주변 1-15",0,20004115,100180,1.0,bgm_M41,650004151,15,bgm_M41,bgm_M41,-80,20004,0,bgm_M41,1,0.0,0,0,20004101,100201,650004152,0,100203,650004123,bgm_M41,90,0,10,0,0,100201
100472,0.0,650004116,240,1,0,-530,0,bgm_M41,16,650004163,10,0,"타파스 해안 주변 1-1",5,20004201,100180,1.0,bgm_M41,650004161,16,bgm_M41,bgm_M41,-30,20004,0,bgm_M41,2,0.0,0,0,20004201,100471,650004162,0,100473,650004121,bgm_M41,90,54,16,31076,2,100471
100472,0.0,650004117,240,1,0,-290,0,bgm_M41,16,650004173,10,0,"타파스 해안 주변 1-2",5,20004202,100110,1.0,bgm_M41,650004171,17,bgm_M41,bgm_M41,-10,20004,0,bgm_M41,2,0.0,0,0,20004201,100471,650004172,0,100473,650004121,bgm_M41,90,54,16,31028,2,100471
100602,0.0,650004118,270,1,0,-190,0,bgm_M41,18,650004183,10,0,"타파스 해안 주변 1-3",5,20004203,100100,1.0,bgm_M41,650004181,18,bgm_M41,bgm_M41,-175,20004,0,bgm_M41,2,0.0,0,0,20004201,100601,650004182,0,100603,650004121,bgm_M41,90,54,18,31076,2,100601
100892,0.0,650004119,270,1,0,132,0,bgm_M41,18,650004193,10,0,"타파스 해안 주변 1-4",5,20004204,100040,1.0,bgm_M41,650004191,19,bgm_M41,bgm_M41,-115,20004,0,bgm_M41,2,0.0,0,0,20004201,100891,650004192,0,100893,650004121,bgm_M41,90,54,18,31028,2,100891
100472,0.0,650004120,300,1,0,290,0,bgm_M41,20,650004203,10,0,"타파스 해안 주변 1-5",5,20004205,100180,1.0,bgm_M41,650004201,20,bgm_M41,bgm_M41,60,20004,0,bgm_M41,2,0.0,0,0,20004201,100471,650004202,0,100473,650004121,bgm_M41,90,54,20,31076,2,100471
100202,0.0,650005101,120,0,0,-820,0,bgm_M41,8,650005013,8,0,"일시온의 외딴섬 1-1",0,20005101,100110,1.0,bgm_M41,650005011,1,bgm_M41,bgm_M41,-45,20005,0,bgm_M41,1,0.0,0,0,20005101,100201,650005012,0,100203,650005124,bgm_M41,90,0,8,0,0,100201
100092,0.0,650005102,120,0,0,-700,0,bgm_M41,8,650005023,8,0,"일시온의 외딴섬 1-2",0,20005102,100030,1.0,bgm_M41,650005021,2,bgm_M41,bgm_M41,50,20005,0,bgm_M41,1,0.0,0,0,20005101,100091,650005022,0,100093,650005125,bgm_M41,90,0,8,0,0,100091
100092,0.0,650005103,120,0,0,-600,0,bgm_M41,8,650005033,8,0,"일시온의 외딴섬 1-3",0,20005103,100030,1.0,bgm_M41,650005031,3,bgm_M41,bgm_M41,-62,20005,0,bgm_M41,1,0.0,0,0,20005101,100091,650005032,0,100093,650005126,bgm_M41,90,0,8,0,0,100091
100202,0.0,650005104,120,0,0,-500,0,bgm_M41,8,650005043,8,0,"일시온의 외딴섬 1-4",0,20005104,100110,1.0,bgm_M41,650005041,4,bgm_M41,bgm_M41,-183,20005,0,bgm_M41,1,0.0,0,0,20005101,100201,650005042,0,100203,650005127,bgm_M41,90,0,8,0,0,100201
