id,icon_image,lv_to,level_id,lv_from,system_id,end_time,value,campaign_type,campaign_category,beginner_id,shiori_group_id,duplication_order,start_time
36,30,-1,0,1,103,"2018/08/10 4:59:59",2000.0,1,34,0,0,0,"2018/07/31 5:00:00"
37,40,-1,0,1,103,"2018/08/10 4:59:59",2000.0,1,44,0,0,0,"2018/07/31 5:00:00"
38,40,-1,0,1,104,"2018/08/21 4:59:59",2000.0,1,45,0,0,0,"2018/08/10 5:00:00"
39,30,-1,0,1,103,"2018/08/21 4:59:59",3000.0,1,34,0,0,0,"2018/08/15 5:00:00"
40,40,-1,0,1,103,"2018/08/21 4:59:59",3000.0,1,44,0,0,0,"2018/08/15 5:00:00"
41,30,-1,0,1,101,"2018/08/25 4:59:59",3000.0,1,31,0,0,0,"2018/08/21 5:00:00"
42,40,-1,0,1,101,"2018/08/25 4:59:59",3000.0,1,41,0,0,0,"2018/08/21 5:00:00"
43,30,-1,0,1,102,"2018/08/31 4:59:59",3000.0,1,32,0,0,0,"2018/08/25 5:00:00"
44,40,-1,0,1,102,"2018/08/31 4:59:59",3000.0,1,42,0,0,0,"2018/08/25 5:00:00"
45,30,-1,0,1,103,"2018/09/10 4:59:59",2000.0,1,34,0,0,0,"2018/08/31 5:00:00"
46,40,-1,0,1,103,"2018/09/10 4:59:59",2000.0,1,44,0,0,0,"2018/08/31 5:00:00"
47,40,-1,0,1,104,"2018/09/20 4:59:59",2000.0,1,45,0,0,0,"2018/09/10 5:00:00"
48,30,-1,0,1,101,"2018/09/25 4:59:59",2000.0,1,31,0,0,0,"2018/09/20 5:00:00"
49,40,-1,0,1,101,"2018/09/25 4:59:59",2000.0,1,41,0,0,0,"2018/09/20 5:00:00"
50,30,-1,0,1,102,"2018/09/30 4:59:59",2000.0,1,32,0,0,0,"2018/09/25 5:00:00"
51,40,-1,0,1,102,"2018/09/30 4:59:59",2000.0,1,42,0,0,0,"2018/09/25 5:00:00"
52,30,-1,0,1,103,"2018/10/10 4:59:59",2000.0,1,34,0,0,0,"2018/09/30 5:00:00"
53,40,-1,0,1,103,"2018/10/10 4:59:59",2000.0,1,44,0,0,0,"2018/09/30 5:00:00"
54,40,-1,0,1,104,"2018/10/21 4:59:59",2000.0,1,45,0,0,0,"2018/10/10 5:00:00"
57,30,-1,0,1,101,"2018/10/26 4:59:59",2000.0,1,31,0,0,0,"2018/10/21 5:00:00"
58,40,-1,0,1,101,"2018/10/26 4:59:59",2000.0,1,41,0,0,0,"2018/10/21 5:00:00"
59,30,-1,0,1,102,"2018/10/31 4:59:59",2000.0,1,32,0,0,0,"2018/10/26 5:00:00"
60,40,-1,0,1,102,"2018/10/31 4:59:59",2000.0,1,42,0,0,0,"2018/10/26 5:00:00"
61,30,-1,0,1,103,"2018/11/10 4:59:59",2000.0,1,34,0,0,0,"2018/10/31 5:00:00"
62,40,-1,0,1,103,"2018/11/10 4:59:59",2000.0,1,44,0,0,0,"2018/10/31 5:00:00"
63,80,-1,0,1,6004,"2018/11/14 14:59:59",1500.0,1,151,0,0,0,"2018/10/31 12:00:00"
64,80,-1,0,1,6005,"2018/11/14 14:59:59",1500.0,1,152,0,0,0,"2018/10/31 12:00:00"
65,40,-1,0,1,104,"2018/11/19 4:59:59",2000.0,1,45,0,0,0,"2018/11/10 5:00:00"
66,30,-1,0,1,101,"2018/11/24 4:59:59",2000.0,1,31,0,0,0,"2018/11/19 5:00:00"
67,40,-1,0,1,101,"2018/11/24 4:59:59",2000.0,1,41,0,0,0,"2018/11/19 5:00:00"
68,30,-1,0,1,102,"2018/11/29 4:59:59",2000.0,1,32,0,0,0,"2018/11/24 5:00:00"
69,40,-1,0,1,102,"2018/11/29 4:59:59",2000.0,1,42,0,0,0,"2018/11/24 5:00:00"
70,30,-1,0,1,103,"2018/12/10 4:59:59",2000.0,1,34,0,0,0,"2018/11/29 5:00:00"
71,40,-1,0,1,103,"2018/12/10 4:59:59",2000.0,1,44,0,0,0,"2018/11/29 5:00:00"
72,80,-1,0,1,6004,"2018/12/14 14:59:59",1500.0,1,151,0,0,0,"2018/11/30 12:00:00"
73,80,-1,0,1,6005,"2018/12/14 14:59:59",1500.0,1,152,0,0,0,"2018/11/30 12:00:00"
74,40,-1,0,1,104,"2018/12/19 4:59:59",2000.0,1,45,0,0,0,"2018/12/10 5:00:00"
75,30,-1,0,1,101,"2018/12/24 4:59:59",2000.0,1,31,0,0,0,"2018/12/19 5:00:00"
76,40,-1,0,1,101,"2018/12/24 4:59:59",2000.0,1,41,0,0,0,"2018/12/19 5:00:00"
77,30,-1,0,1,102,"2018/12/30 4:59:59",2000.0,1,32,0,0,0,"2018/12/24 5:00:00"
78,40,-1,0,1,102,"2018/12/30 4:59:59",2000.0,1,42,0,0,0,"2018/12/24 5:00:00"
79,30,-1,0,1,103,"2019/01/11 4:59:59",2000.0,1,34,0,0,0,"2018/12/30 5:00:00"
80,40,-1,0,1,103,"2019/01/11 4:59:59",2000.0,1,44,0,0,0,"2018/12/30 5:00:00"
81,80,-1,0,1,6004,"2019/01/14 14:59:59",1500.0,1,151,0,0,0,"2018/12/31 12:00:00"
82,80,-1,0,1,6005,"2019/01/14 14:59:59",1500.0,1,152,0,0,0,"2018/12/31 12:00:00"
83,40,-1,0,1,104,"2019/01/21 4:59:59",2000.0,1,45,0,0,0,"2019/01/11 5:00:00"
84,30,-1,0,1,101,"2019/01/22 4:59:59",2000.0,1,31,0,0,0,"2019/01/15 5:00:00"
85,40,-1,0,1,101,"2019/01/22 4:59:59",2000.0,1,41,0,0,0,"2019/01/15 5:00:00"
86,30,-1,0,1,102,"2019/01/27 4:59:59",2000.0,1,32,0,0,0,"2019/01/22 5:00:00"
87,40,-1,0,1,102,"2019/01/27 4:59:59",2000.0,1,42,0,0,0,"2019/01/22 5:00:00"
88,30,-1,0,1,101,"2019/01/31 4:59:59",2000.0,1,31,0,0,0,"2019/01/27 5:00:00"
89,40,-1,0,1,101,"2019/01/31 4:59:59",2000.0,1,41,0,0,0,"2019/01/27 5:00:00"
90,30,-1,0,1,103,"2019/02/11 4:59:59",2000.0,1,34,0,0,0,"2019/01/31 5:00:00"
91,40,-1,0,1,103,"2019/02/11 4:59:59",2000.0,1,44,0,0,0,"2019/01/31 5:00:00"
92,80,-1,0,1,6004,"2019/02/14 14:59:59",1500.0,1,151,0,0,0,"2019/01/31 12:00:00"
93,80,-1,0,1,6005,"2019/02/14 14:59:59",1500.0,1,152,0,0,0,"2019/01/31 12:00:00"
94,40,-1,0,1,104,"2019/02/18 4:59:59",2000.0,1,45,0,0,0,"2019/02/11 5:00:00"
95,30,-1,0,1,101,"2019/02/22 4:59:59",3000.0,1,31,0,0,0,"2019/02/11 5:00:00"
96,40,-1,0,1,101,"2019/02/22 4:59:59",3000.0,1,41,0,0,0,"2019/02/11 5:00:00"
97,30,-1,0,1,102,"2019/02/28 4:59:59",3000.0,1,32,0,0,0,"2019/02/22 5:00:00"
98,40,-1,0,1,102,"2019/02/28 4:59:59",3000.0,1,42,0,0,0,"2019/02/22 5:00:00"
99,30,-1,0,1,103,"2019/03/11 4:59:59",2000.0,1,34,0,0,0,"2019/02/28 5:00:00"
100,40,-1,0,1,103,"2019/03/11 4:59:59",2000.0,1,44,0,0,0,"2019/02/28 5:00:00"
101,80,-1,0,1,6004,"2019/03/14 14:59:59",1500.0,1,151,0,0,0,"2019/02/28 12:00:00"
102,80,-1,0,1,6005,"2019/03/14 14:59:59",1500.0,1,152,0,0,0,"2019/02/28 12:00:00"
103,40,-1,0,1,104,"2019/03/21 4:59:59",2000.0,1,45,0,0,0,"2019/03/11 5:00:00"
104,30,-1,0,1,101,"2019/03/22 4:59:59",2000.0,1,31,0,0,0,"2019/03/15 5:00:00"
105,40,-1,0,1,101,"2019/03/22 4:59:59",2000.0,1,41,0,0,0,"2019/03/15 5:00:00"
106,30,-1,0,1,103,"2019/03/23 4:59:59",2000.0,1,34,0,0,0,"2019/03/19 5:00:00"
107,40,-1,0,1,103,"2019/03/23 4:59:59",2000.0,1,44,0,0,0,"2019/03/19 5:00:00"
108,30,-1,0,1,102,"2019/03/27 4:59:59",2000.0,1,32,0,0,0,"2019/03/22 5:00:00"
109,40,-1,0,1,102,"2019/03/27 4:59:59",2000.0,1,42,0,0,0,"2019/03/22 5:00:00"
110,30,-1,0,1,109,"2019/03/27 4:59:59",2000.0,1,37,0,0,0,"2019/03/22 5:00:00"
111,30,-1,0,1,101,"2019/03/31 4:59:59",2000.0,1,31,0,0,0,"2019/03/27 5:00:00"
112,40,-1,0,1,101,"2019/03/31 4:59:59",2000.0,1,41,0,0,0,"2019/03/27 5:00:00"
113,30,-1,0,1,103,"2019/04/10 4:59:59",2000.0,1,34,0,0,0,"2019/03/31 5:00:00"
114,40,-1,0,1,103,"2019/04/10 4:59:59",2000.0,1,44,0,0,0,"2019/03/31 5:00:00"
115,80,-1,0,1,6004,"2019/04/12 20:59:59",1500.0,1,151,0,0,0,"2019/03/31 12:00:00"
116,80,-1,0,1,6005,"2019/04/12 20:59:59",1500.0,1,152,0,0,0,"2019/03/31 12:00:00"
117,30,-1,0,1,101,"2019/04/13 4:59:59",2000.0,1,31,0,0,0,"2019/04/10 5:00:00"
118,40,-1,0,1,101,"2019/04/13 4:59:59",2000.0,1,41,0,0,0,"2019/04/10 5:00:00"
119,40,-1,0,1,104,"2019/04/20 4:59:59",2000.0,1,45,0,0,0,"2019/04/10 5:00:00"
120,30,-1,0,1,109,"2019/04/17 4:59:59",2000.0,1,37,0,0,0,"2019/04/13 5:00:00"
121,80,-1,0,1,7004,"2019/04/22 20:59:59",1500.0,1,251,0,0,0,"2019/04/15 12:00:00"
122,80,-1,0,1,7005,"2019/04/22 20:59:59",1500.0,1,252,0,0,0,"2019/04/15 12:00:00"
123,30,-1,0,1,101,"2019/04/20 4:59:59",2000.0,1,31,0,0,0,"2019/04/17 5:00:00"
124,40,-1,0,1,101,"2019/04/20 4:59:59",2000.0,1,41,0,0,0,"2019/04/17 5:00:00"
125,30,-1,0,1,103,"2019/04/23 4:59:59",2000.0,1,34,0,0,0,"2019/04/19 5:00:00"
126,40,-1,0,1,103,"2019/04/23 4:59:59",2000.0,1,44,0,0,0,"2019/04/19 5:00:00"
127,30,-1,0,1,102,"2019/04/27 4:59:59",2000.0,1,32,0,0,0,"2019/04/20 5:00:00"
128,40,-1,0,1,102,"2019/04/27 4:59:59",2000.0,1,42,0,0,0,"2019/04/20 5:00:00"
129,30,-1,0,1,101,"2019/05/02 4:59:59",3000.0,1,31,0,0,0,"2019/04/27 5:00:00"
130,40,-1,0,1,101,"2019/05/02 4:59:59",3000.0,1,41,0,0,0,"2019/04/27 5:00:00"
131,30,-1,0,1,103,"2019/05/02 4:59:59",2000.0,1,34,0,0,0,"2019/04/27 5:00:00"
132,40,-1,0,1,103,"2019/05/02 4:59:59",2000.0,1,44,0,0,0,"2019/04/27 5:00:00"
133,30,-1,0,1,102,"2019/05/07 4:59:59",3000.0,1,32,0,0,0,"2019/05/02 5:00:00"
134,40,-1,0,1,102,"2019/05/07 4:59:59",3000.0,1,42,0,0,0,"2019/05/02 5:00:00"
135,40,-1,0,1,104,"2019/05/07 4:59:59",2000.0,1,45,0,0,0,"2019/05/02 5:00:00"
136,30,-1,0,1,103,"2019/05/11 4:59:59",2000.0,1,34,0,0,0,"2019/05/07 5:00:00"
137,40,-1,0,1,103,"2019/05/11 4:59:59",2000.0,1,44,0,0,0,"2019/05/07 5:00:00"
138,80,-1,0,1,6004,"2019/05/12 20:59:59",1500.0,1,151,0,0,0,"2019/04/30 12:00:00"
139,80,-1,0,1,6005,"2019/05/12 20:59:59",1500.0,1,152,0,0,0,"2019/04/30 12:00:00"
140,40,-1,0,1,104,"2019/05/21 4:59:59",2000.0,1,45,0,0,0,"2019/05/11 5:00:00"
141,30,-1,0,1,101,"2019/05/14 4:59:59",2000.0,1,31,0,0,0,"2019/05/11 5:00:00"
142,40,-1,0,1,101,"2019/05/14 4:59:59",2000.0,1,41,0,0,0,"2019/05/11 5:00:00"
143,30,-1,0,1,109,"2019/05/18 4:59:59",2000.0,1,37,0,0,0,"2019/05/14 5:00:00"
144,80,-1,0,1,7004,"2019/05/22 20:59:59",1500.0,1,251,0,0,0,"2019/05/15 12:00:00"
145,80,-1,0,1,7005,"2019/05/22 20:59:59",1500.0,1,252,0,0,0,"2019/05/15 12:00:00"
146,30,-1,0,1,103,"2019/05/22 4:59:59",2000.0,1,34,0,0,0,"2019/05/17 5:00:00"
147,40,-1,0,1,103,"2019/05/22 4:59:59",2000.0,1,44,0,0,0,"2019/05/17 5:00:00"
148,30,-1,0,1,101,"2019/05/25 4:59:59",2000.0,1,31,0,0,0,"2019/05/18 5:00:00"
149,40,-1,0,1,101,"2019/05/25 4:59:59",2000.0,1,41,0,0,0,"2019/05/18 5:00:00"
150,30,-1,0,1,102,"2019/05/31 4:59:59",2000.0,1,32,0,0,0,"2019/05/25 5:00:00"
151,40,-1,0,1,102,"2019/05/31 4:59:59",2000.0,1,42,0,0,0,"2019/05/25 5:00:00"
152,30,-1,0,1,103,"2019/06/11 4:59:59",2000.0,1,34,0,0,0,"2019/05/31 5:00:00"
153,40,-1,0,1,103,"2019/06/11 4:59:59",2000.0,1,44,0,0,0,"2019/05/31 5:00:00"
154,80,-1,0,1,6004,"2019/06/14 20:59:59",1500.0,1,151,0,0,0,"2019/05/31 12:00:00"
155,80,-1,0,1,6005,"2019/06/14 20:59:59",1500.0,1,152,0,0,0,"2019/05/31 12:00:00"
156,30,-1,0,1,101,"2019/06/11 4:59:59",2000.0,1,31,0,0,0,"2019/06/07 5:00:00"
157,40,-1,0,1,101,"2019/06/11 4:59:59",2000.0,1,41,0,0,0,"2019/06/07 5:00:00"
158,40,-1,0,1,104,"2019/06/20 4:59:59",2000.0,1,45,0,0,0,"2019/06/11 5:00:00"
159,30,-1,0,1,101,"2019/06/22 4:59:59",2000.0,1,31,0,0,0,"2019/06/14 5:00:00"
160,40,-1,0,1,101,"2019/06/22 4:59:59",2000.0,1,41,0,0,0,"2019/06/14 5:00:00"
161,80,-1,0,1,7004,"2019/06/22 20:59:59",1500.0,1,251,0,0,0,"2019/06/15 12:00:00"
162,80,-1,0,1,7005,"2019/06/22 20:59:59",1500.0,1,252,0,0,0,"2019/06/15 12:00:00"
163,30,-1,0,1,103,"2019/06/18 4:59:59",2000.0,1,34,0,0,0,"2019/06/14 5:00:00"
164,40,-1,0,1,103,"2019/06/18 4:59:59",2000.0,1,44,0,0,0,"2019/06/14 5:00:00"
165,30,-1,0,1,102,"2019/06/27 4:59:59",2000.0,1,32,0,0,0,"2019/06/21 5:00:00"
166,40,-1,0,1,102,"2019/06/27 4:59:59",2000.0,1,42,0,0,0,"2019/06/21 5:00:00"
167,30,-1,0,1,109,"2019/06/27 4:59:59",2000.0,1,37,0,0,0,"2019/06/21 5:00:00"
168,30,-1,0,1,101,"2019/06/30 4:59:59",2000.0,1,31,0,0,0,"2019/06/27 5:00:00"
169,40,-1,0,1,101,"2019/06/30 4:59:59",2000.0,1,41,0,0,0,"2019/06/27 5:00:00"
170,30,-1,0,1,103,"2019/07/06 4:59:59",2000.0,1,34,0,0,0,"2019/06/30 5:00:00"
171,40,-1,0,1,103,"2019/07/06 4:59:59",2000.0,1,44,0,0,0,"2019/06/30 5:00:00"
172,80,-1,0,1,6004,"2019/07/14 20:59:59",1500.0,1,151,0,0,0,"2019/06/30 12:00:00"
173,80,-1,0,1,6005,"2019/07/14 20:59:59",1500.0,1,152,0,0,0,"2019/06/30 12:00:00"
174,30,-1,0,1,101,"2019/07/11 4:59:59",2000.0,1,31,0,0,0,"2019/07/06 5:00:00"
175,40,-1,0,1,101,"2019/07/11 4:59:59",2000.0,1,41,0,0,0,"2019/07/06 5:00:00"
176,30,-1,0,1,109,"2019/07/15 4:59:59",2000.0,1,37,0,0,0,"2019/07/11 5:00:00"
177,40,-1,0,1,104,"2019/07/21 4:59:59",2000.0,1,45,0,0,0,"2019/07/11 5:00:00"
178,30,-1,0,1,103,"2019/07/23 4:59:59",2000.0,1,34,0,0,0,"2019/07/14 5:00:00"
179,40,-1,0,1,103,"2019/07/23 4:59:59",2000.0,1,44,0,0,0,"2019/07/14 5:00:00"
180,30,-1,0,1,101,"2019/07/22 4:59:59",2000.0,1,31,0,0,0,"2019/07/15 5:00:00"
181,40,-1,0,1,101,"2019/07/22 4:59:59",2000.0,1,41,0,0,0,"2019/07/15 5:00:00"
182,30,-1,0,1,102,"2019/07/28 4:59:59",2000.0,1,32,0,0,0,"2019/07/22 5:00:00"
183,40,-1,0,1,102,"2019/07/28 4:59:59",2000.0,1,42,0,0,0,"2019/07/22 5:00:00"
184,30,-1,0,1,109,"2019/07/28 4:59:59",2000.0,1,37,0,0,0,"2019/07/25 5:00:00"
185,30,-1,0,1,101,"2019/07/31 4:59:59",2000.0,1,31,0,0,0,"2019/07/28 5:00:00"
186,40,-1,0,1,101,"2019/07/31 4:59:59",2000.0,1,41,0,0,0,"2019/07/28 5:00:00"
187,30,-1,0,1,103,"2019/08/06 4:59:59",2000.0,1,34,0,0,0,"2019/07/31 5:00:00"
188,40,-1,0,1,103,"2019/08/06 4:59:59",2000.0,1,44,0,0,0,"2019/07/31 5:00:00"
189,80,-1,0,1,7004,"2019/07/22 20:59:59",1500.0,1,251,0,0,0,"2019/07/15 12:00:00"
190,80,-1,0,1,7005,"2019/07/22 20:59:59",1500.0,1,252,0,0,0,"2019/07/15 12:00:00"
191,80,-1,0,1,6004,"2019/08/13 20:59:59",1500.0,1,151,0,0,0,"2019/07/31 12:00:00"
192,80,-1,0,1,6005,"2019/08/13 20:59:59",1500.0,1,152,0,0,0,"2019/07/31 12:00:00"
193,30,-1,0,1,101,"2019/08/11 4:59:59",2000.0,1,31,0,0,0,"2019/08/06 5:00:00"
194,40,-1,0,1,101,"2019/08/11 4:59:59",2000.0,1,41,0,0,0,"2019/08/06 5:00:00"
195,40,-1,0,1,104,"2019/08/21 4:59:59",2000.0,1,45,0,0,0,"2019/08/11 5:00:00"
196,30,-1,0,1,109,"2019/08/28 4:59:59",2000.0,1,37,0,0,0,"2019/08/22 5:00:00"
197,30,-1,0,1,101,"2019/08/31 4:59:59",2000.0,1,31,0,0,0,"2019/08/28 5:00:00"
198,40,-1,0,1,101,"2019/08/31 4:59:59",2000.0,1,41,0,0,0,"2019/08/28 5:00:00"
199,30,-1,0,1,103,"2019/09/06 4:59:59",2000.0,1,34,0,0,0,"2019/08/31 5:00:00"
200,40,-1,0,1,103,"2019/09/06 4:59:59",2000.0,1,44,0,0,0,"2019/08/31 5:00:00"
201,30,-1,0,1,101,"2019/08/22 4:59:59",3000.0,1,31,0,0,0,"2019/08/15 5:00:00"
202,40,-1,0,1,101,"2019/08/22 4:59:59",3000.0,1,41,0,0,0,"2019/08/15 5:00:00"
203,30,-1,0,1,103,"2019/08/19 4:59:59",2000.0,1,34,0,0,0,"2019/08/15 5:00:00"
204,40,-1,0,1,103,"2019/08/19 4:59:59",2000.0,1,44,0,0,0,"2019/08/15 5:00:00"
205,30,-1,0,1,102,"2019/08/28 4:59:59",3000.0,1,32,0,0,0,"2019/08/22 5:00:00"
206,40,-1,0,1,102,"2019/08/28 4:59:59",3000.0,1,42,0,0,0,"2019/08/22 5:00:00"
207,80,-1,0,1,6004,"2019/09/14 20:59:59",1500.0,1,151,0,0,0,"2019/08/31 12:00:00"
208,80,-1,0,1,6005,"2019/09/14 20:59:59",1500.0,1,152,0,0,0,"2019/08/31 12:00:00"
209,80,-1,0,1,7004,"2019/08/22 20:59:59",1500.0,1,251,0,0,0,"2019/08/15 12:00:00"
210,80,-1,0,1,7005,"2019/08/22 20:59:59",1500.0,1,252,0,0,0,"2019/08/15 12:00:00"
211,100,-1,0,1,101,"2019/09/04 4:59:59",1500.0,1,91,0,0,0,"2019/08/31 5:00:00"
212,100,-1,0,1,102,"2019/09/04 4:59:59",1500.0,1,92,0,0,0,"2019/08/31 5:00:00"
213,100,-1,0,1,111,"2019/09/04 4:59:59",1500.0,1,93,0,0,0,"2019/08/31 12:00:00"
214,100,-1,0,1,109,"2019/09/04 4:59:59",1500.0,1,94,0,0,0,"2019/08/31 5:00:00"
215,100,-1,0,1,112,"2019/09/04 4:59:59",1500.0,1,95,0,0,0,"2019/08/31 12:00:00"
216,100,-1,0,1,6004,"2019/09/04 4:59:59",1500.0,1,96,0,0,0,"2019/08/31 12:00:00"
217,100,-1,0,1,6005,"2019/09/04 4:59:59",1500.0,1,97,0,0,0,"2019/08/31 12:00:00"
220,30,-1,0,1,101,"2019/09/09 4:59:59",2000.0,1,31,0,0,0,"2019/09/04 5:00:00"
221,40,-1,0,1,101,"2019/09/09 4:59:59",2000.0,1,41,0,0,0,"2019/09/04 5:00:00"
222,30,-1,0,1,109,"2019/09/14 4:59:59",2000.0,1,37,0,0,0,"2019/09/09 5:00:00"
223,40,-1,0,1,104,"2019/09/20 4:59:59",2000.0,1,45,0,0,0,"2019/09/11 5:00:00"
224,30,-1,0,1,101,"2019/09/20 4:59:59",2000.0,1,31,0,0,0,"2019/09/14 5:00:00"
225,40,-1,0,1,101,"2019/09/20 4:59:59",2000.0,1,41,0,0,0,"2019/09/14 5:00:00"
226,30,-1,0,1,103,"2019/09/21 4:59:59",2000.0,1,34,0,0,0,"2019/09/14 5:00:00"
227,40,-1,0,1,103,"2019/09/21 4:59:59",2000.0,1,44,0,0,0,"2019/09/14 5:00:00"
228,30,-1,0,1,102,"2019/09/26 4:59:59",2000.0,1,32,0,0,0,"2019/09/20 5:00:00"
229,40,-1,0,1,102,"2019/09/26 4:59:59",2000.0,1,42,0,0,0,"2019/09/20 5:00:00"
230,30,-1,0,1,109,"2019/09/29 4:59:59",2000.0,1,37,0,0,0,"2019/09/26 5:00:00"
231,30,-1,0,1,101,"2019/09/30 4:59:59",2000.0,1,31,0,0,0,"2019/09/27 5:00:00"
232,40,-1,0,1,101,"2019/09/30 4:59:59",2000.0,1,41,0,0,0,"2019/09/27 5:00:00"
233,30,-1,0,1,103,"2019/10/06 4:59:59",2000.0,1,34,0,0,0,"2019/09/30 5:00:00"
234,40,-1,0,1,103,"2019/10/06 4:59:59",2000.0,1,44,0,0,0,"2019/09/30 5:00:00"
235,80,-1,0,1,7004,"2019/09/23 20:59:59",1500.0,1,251,0,0,0,"2019/09/16 12:00:00"
236,80,-1,0,1,7005,"2019/09/23 20:59:59",1500.0,1,252,0,0,0,"2019/09/16 12:00:00"
237,30,-1,0,1,112,"2019/09/14 4:59:59",2000.0,1,38,0,0,0,"2019/09/09 5:00:00"
238,80,-1,0,1,6004,"2019/10/14 20:59:59",1500.0,1,151,0,0,0,"2019/09/30 12:00:00"
239,80,-1,0,1,6005,"2019/10/14 20:59:59",1500.0,1,152,0,0,0,"2019/09/30 12:00:00"
240,30,-1,0,1,112,"2019/09/29 4:59:59",2000.0,1,38,0,0,0,"2019/09/26 5:00:00"
241,30,-1,0,1,101,"2019/10/09 4:59:59",2000.0,1,31,0,0,0,"2019/10/04 5:00:00"
242,40,-1,0,1,101,"2019/10/09 4:59:59",2000.0,1,41,0,0,0,"2019/10/04 5:00:00"
243,30,-1,0,1,109,"2019/10/14 4:59:59",2000.0,1,37,0,0,0,"2019/10/09 5:00:00"
244,30,-1,0,1,112,"2019/10/14 4:59:59",2000.0,1,38,0,0,0,"2019/10/09 5:00:00"
245,40,-1,0,1,104,"2019/10/20 4:59:59",2000.0,1,45,0,0,0,"2019/10/11 5:00:00"
246,30,-1,0,1,101,"2019/10/20 4:59:59",2000.0,1,31,0,0,0,"2019/10/14 5:00:00"
