enemy_size_5,reward_count_5,wave_bgm,reward_count_1,enemy_size_2,enemy_local_position_y_1,reward_image_4,tower_area_id,enemy_size_1,background,enemy_position_x_1,floor_image_add_type,chest_id,enemy_local_position_y_2,floor_num,enemy_position_x_5,reward_count_4,wave_group_id,stamina,enemy_size_4,bg_position,tower_quest_id,additional_reward_type,enemy_position_x_3,boss_floor_flg,reward_image_3,stamina_start,reward_count_2,open_tower_ex_quest_id,odds_group_id,enemy_local_position_y_3,reward_image_2,limit_time,start_tp_rate,fix_reward_group_id,clp_flag,skip_level,team_exp,enemy_local_position_y_4,enemy_size_3,reward_image_1,floor_image_type,enemy_local_position_y_5,enemy_position_x_4,reward_image_5,recovery_tp_rate,additional_reward_id,recovery_hp_rate,reward_count_3,enemy_position_x_2
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,47,333,0,710100471,0,0.7,-100,71010047,0,-1,0,94002,0,5,0,0,0,114281,90,500,2100147,1,1,0,0,0.7,91002,1,0,166,0,100,0,100,16600,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,2,40004,0,48,333,0,710100481,0,0.7,-100,71010048,0,-1,0,94002,0,5,0,0,0,124311,90,500,2100148,1,1,0,0,0.7,91002,1,0,166,0,100,0,100,16700,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,49,333,0,710100491,0,0.7,-100,71010049,0,-1,0,94002,0,5,0,0,0,114341,90,500,2100149,1,1,0,0,0.7,91002,1,0,166,0,100,0,100,16800,-168
0.7,0,bgm_M126,1,0.7,0,94002,1,0.7,101183,-335,3,40004,0,50,333,16900,710100501,0,1.0,-100,71010050,0,-1,1,31049,0,100,0,0,0,91002,90,500,2100150,1,-1,0,-20,0.7,140000,1,0,166,0,50,0,50,3,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,51,333,0,710100511,0,0.7,-100,71010051,0,-1,0,94002,0,5,0,0,0,124101,90,500,2100151,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17000,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,2,40004,0,52,333,0,710100521,0,0.7,-100,71010052,0,-1,0,94002,0,5,0,0,0,114102,90,500,2100152,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17100,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,53,333,0,710100531,0,0.7,-100,71010053,0,-1,0,94002,0,5,0,0,0,124131,90,500,2100153,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17200,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,3,40004,0,54,333,0,710100541,0,0.7,-100,71010054,0,-1,0,94002,0,5,0,0,0,114132,90,500,2100154,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17300,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,55,333,0,710100551,0,0.7,-100,71010055,0,-1,0,94002,0,5,0,0,0,124161,90,500,2100155,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17400,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,2,40004,0,56,333,0,710100561,0,0.7,-100,71010056,0,-1,0,94002,0,5,0,0,0,114162,90,500,2100156,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17500,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,57,333,0,710100571,0,0.7,-100,71010057,0,-1,0,94002,0,5,0,0,0,114191,90,500,2100157,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17600,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,3,40004,0,58,333,0,710100581,0,0.7,-100,71010058,0,-1,0,94002,0,5,0,0,0,124192,90,500,2100158,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17700,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,59,333,0,710100591,0,0.7,-100,71010059,0,-1,0,94002,0,5,0,0,0,114221,90,500,2100159,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,17800,-168
0.7,0,bgm_M126,1,0.7,0,94002,1,0.7,101183,-335,2,40004,0,60,333,17900,710100601,0,1.0,-100,71010060,0,-1,1,31053,0,100,0,0,0,91002,90,500,2100160,1,-1,0,-20,0.7,140000,1,0,166,0,50,0,50,3,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,61,333,0,710100611,0,0.7,-100,71010061,0,-1,0,94002,0,5,0,0,0,124101,90,500,2100161,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18000,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,3,40004,0,62,333,0,710100621,0,0.7,-100,71010062,0,-1,0,94002,0,5,0,0,0,114102,90,500,2100162,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18100,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,63,333,0,710100631,0,0.7,-100,71010063,0,-1,0,94002,0,5,0,0,0,124131,90,500,2100163,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18200,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,2,40004,0,64,333,0,710100641,0,0.7,-100,71010064,0,-1,0,94002,0,5,0,0,0,124071,90,500,2100164,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18300,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,65,333,0,710100651,0,0.7,-100,71010065,0,-1,0,94002,0,5,0,0,0,114011,90,500,2100165,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18400,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,3,40004,0,66,333,0,710100661,0,0.7,-100,71010066,0,-1,0,94002,0,5,0,0,0,114072,90,500,2100166,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18500,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,4,40004,0,67,333,0,710100671,0,0.7,-100,71010067,0,-1,0,94002,0,5,0,0,0,114041,90,500,2100167,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18600,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,2,40004,0,68,333,0,710100681,0,0.7,-100,71010068,0,-1,0,94002,0,5,0,0,0,124042,90,500,2100168,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18700,-168
0.7,0,bgm_M127,30,0.7,0,0,1,0.7,101181,-335,1,40004,0,69,333,0,710100691,0,0.7,-100,71010069,0,-1,0,94002,0,5,0,0,0,114012,90,500,2100169,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,18800,-168
0.7,0,bgm_M126,1,0.7,0,94002,1,0.7,101183,-335,4,40004,0,70,333,18900,710100701,0,1.0,-100,71010070,0,-1,1,31011,0,100,72010070,0,0,91002,90,500,2100170,1,-1,0,-20,0.7,140000,1,0,166,0,50,0,50,3,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,71,333,0,710200711,0,0.7,-100,71020071,0,-1,0,94002,0,5,0,0,0,124282,90,500,2100171,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19000,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,72,333,0,710200721,0,0.7,-100,71020072,0,-1,0,94002,0,5,0,0,0,114222,90,500,2100172,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19100,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,73,333,0,710200731,0,0.7,-100,71020073,0,-1,0,94002,0,5,0,0,0,124312,90,500,2100173,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19200,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,74,333,0,710200741,0,0.7,-100,71020074,0,-1,0,94002,0,5,0,0,0,124342,90,500,2100174,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19300,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,75,333,0,710200751,0,0.7,-100,71020075,0,-1,0,94002,0,5,0,0,0,114252,90,500,2100175,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19400,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,76,333,0,710200761,0,0.7,-100,71020076,0,-1,0,94002,0,5,0,0,0,124372,90,500,2100176,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19500,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,77,333,0,710200771,0,0.7,-100,71020077,0,-1,0,94002,0,5,0,0,0,114132,90,500,2100177,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19600,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,78,333,0,710200781,0,0.7,-100,71020078,0,-1,0,94002,0,5,0,0,0,124432,90,500,2100178,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,19700,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,79,333,0,710200791,0,0.7,-100,71020079,0,-1,0,94002,0,5,0,0,0,124522,90,500,2100179,1,1,0,0,0.55,91002,1,0,166,0,50,0,50,19800,-168
0.7,0,bgm_M126,1,0.9,0,94002,2,0.9,101313,-335,1,40004,0,80,333,19900,710200801,0,0.7,-100,71020080,0,-1,1,31036,0,100,0,0,0,91002,90,500,2100180,1,-1,0,-20,0.7,140000,1,0,166,0,50,0,50,3,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,81,333,0,710200811,0,0.7,-100,71020081,0,-1,0,94002,0,5,0,0,0,114162,90,500,2100181,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20000,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,82,333,0,710200821,0,0.7,-100,71020082,0,-1,0,94002,0,5,0,0,0,124042,90,500,2100182,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20100,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,83,333,0,710200831,0,0.7,-100,71020083,0,-1,0,94002,0,5,0,0,0,114102,90,500,2100183,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20200,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,84,333,0,710200841,0,0.7,-100,71020084,0,-1,0,94002,0,5,0,0,0,114072,90,500,2100184,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20300,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,85,333,0,710200851,0,0.7,-100,71020085,0,-1,0,94002,0,5,0,0,0,124192,90,500,2100185,1,1,0,0,0.55,91002,1,0,166,0,50,0,50,20400,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,86,333,0,710200861,0,0.7,-100,71020086,0,-1,0,94002,0,5,0,0,0,114012,90,500,2100186,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20500,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,87,333,0,710200871,0,0.7,-100,71020087,0,-1,0,94002,0,5,0,0,0,124282,90,500,2100187,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20600,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,88,333,0,710200881,0,0.7,-100,71020088,0,-1,0,94002,0,5,0,0,0,114222,90,500,2100188,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20700,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,89,333,0,710200891,0,0.7,-100,71020089,0,-1,0,94002,0,5,0,0,0,124312,90,500,2100189,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,20800,-168
0.7,0,bgm_M126,1,0.9,0,94002,2,0.9,101313,-335,4,40004,0,90,333,20900,710200901,0,0.7,-100,71020090,0,-1,1,31044,0,100,0,0,0,91002,90,500,2100190,1,-1,0,-20,0.7,140000,1,0,166,0,50,0,50,3,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.9,101311,-335,2,40004,0,91,333,0,710200911,0,0.7,-100,71020091,0,-1,0,94002,0,5,0,0,0,124342,90,500,2100191,1,1,0,0,0.55,91002,1,0,166,0,50,0,50,21000,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,92,333,0,710200921,0,0.7,-100,71020092,0,-1,0,94002,0,5,0,0,0,114252,90,500,2100192,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21100,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,93,333,0,710200931,0,0.7,-100,71020093,0,-1,0,94002,0,5,0,0,0,124372,90,500,2100193,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21200,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,94,333,0,710200941,0,0.7,-100,71020094,0,-1,0,94002,0,5,0,0,0,114132,90,500,2100194,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21300,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,2,40004,0,95,333,0,710200951,0,0.7,-100,71020095,0,-1,0,94002,0,5,0,0,0,124432,90,500,2100195,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21400,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,1,40004,0,96,333,0,710200961,0,0.7,-100,71020096,0,-1,0,94002,0,5,0,0,0,124522,90,500,2100196,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21500,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,3,40004,0,97,333,0,710200971,0,0.7,-100,71020097,0,-1,0,94002,0,5,0,0,0,114162,90,500,2100197,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21600,-168
0.7,0,bgm_M127,30,0.7,0,0,2,0.7,101311,-335,4,40004,0,98,333,0,710200981,0,0.7,-100,71020098,0,-1,0,94002,0,5,0,0,0,124042,90,500,2100198,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21700,-168
0.7,0,bgm_M127,30,0.7,0,0,2,1.0,101311,-335,2,40004,0,99,333,0,710200991,0,0.7,-100,71020099,0,-1,0,94002,0,5,0,0,0,114102,90,500,2100199,1,1,0,0,0.7,91002,1,0,166,0,50,0,50,21800,-168
0.7,0,bgm_M126,1,0.9,0,94002,2,0.9,101313,-335,1,40004,0,100,333,21900,710201001,0,0.7,-100,71020100,0,-1,1,31023,0,100,0,0,0,91002,90,500,2100200,1,-1,0,0,0.7,140000,1,-20,166,0,50,0,50,3,-168
