reward_id_13,reward_count_10,63c87d7bbc9195affe1d99783c689d52cdb8d312be77bb0242c223c862e32526,694fcb69cb76794c34f3bfef7aa93118b5b9f5cc0195ac14f9025046894d2d87,reward_id_3,56209ba43f6b801e4996610521487c7753393164bd0e74a823e39faf5426b6ce,b8debf1b07b64dba23dd8b7c2f1fdd149afb943830c2f4b9d49b80572fcd502e,3d24e508c398df64bd1b1ad7553f12daf2ad48ec0c4904f432bf236474de1e39,box_count_from,3efe62da44bec5aa445f04ed3c1679a81f1c740621aa0384a797a407db2eba99,4e4fb5c12f32ed4772dda9e3f5ecbfb6545ca4433f6c5dca31e1851c4497c14f,c1629bf901ba0af85410d0a9b0fd05fbf20634e9f6a91aa4841e41b349ca6aec,c6db558280e4a57445156b8ea8dc616548211b9474ec51aca432316ac2019f78,5185e89295cb653f4635ee5e993d4a1620ea88530ebf0f8891806d545c8120bb,lineup_group_set_id,b0cee4da1e31f00c325e9a79ae69163f183740d01badc3dc3d22423a68584d0a,2542224cd99053713254fcb5203dc055ba446980fc9764af60c01d41b7e6f383,a634413df547a1b14e2a0d85aa8ddaf16a121e51ac037c3ab27672aa580251f0,reward_id_14,a6ad86e141b3cea98285c0c2c5058dae018d82f24d8abb7336e201a97b37dd3a,reward_id_17,d6da4b9968132796e8b595cb9a4d3278d658288e4f9a96551bcfbf2d0f7d52c2,reward_id_6,6db14117f22e4fa7527f66931245e5881e565a315fbaa3523a4795a976fcb0ab,reward_id_12,price_1,649524aa66f99a4694395d249f6b6ac6adf784f4ee05f98ea323521b61d48dbc,49de5fe78156595f0f4539828ade1747b1b6ef477ed85ad7e0586da6936db788,add7ea4b8730baf92374dad20fe10f97411656c87d80b4587bd2de39942b2bbd,reward_id_1,reward_count_4,ecc039fa1aec91c5d90fc76f6c63b1e8a82421a3f08c6049de640f0f2fc2f6d9,e58d44d663c3fec4bff534ffba11778b2467d714f9de94275a0d527bccfe65b7,83a0ff442088d41bc49d19b60df43d9f513a9e0f282a560c433786f658d20805,currency_id_9,team_level_to,bc819f0b2145ee49db4c248500d8cf61522303311bd2dfa96aaada37919314be,3c90d136c3e0432d3dc89d7714254571cb2e42ffeceefcbb80c980475cb00656,c4169abb7f3081bf9d286a086c68fb84ffa0ebf426f4e17550eedb150a1b3dba,931813277448694a3b71650918e38abdac777507d8cc4d247c5cd2f39a7bb8bd,3d89d0bc30a977bc831127a1e70eb3fb16971562b19c9ac82c5afc6455b70522,id,d6c1d69c6bc88b790e46e6af29821541406cf74a5f13081c9acfbe9e4d000149,229828f44f0e664baa25e5827296785c342b6e47229366b8b1ddb36ddddfc71a,d09b09bc60c3e5ce6dcb38ca9bd277f635e35c4eb43df0be7043efb792972cd3,db3ef3046adae0726903e1c573bd2f49843890d59ea0c3319f7bb30f067c8f3d,0d1838040ab973abca1bec54e8b058634ada3007efd2f86d6f54109f9f1cfe83,4d7722c9ce2c52103ca8ad49e842b7f23fa0797a5a34ca7e72b3f9ed350903b5,price_5,94f4f9e1b592aeb2044335da3325e6ca09470b6d82c3ecb5a6709d978f77d5c7,price_type_3,0678f70c636d2b1f6765fa1043a5705ac3cacd70a023ba7d9fc58b107493402f,9d1c58f7cb222fccc8c3ef484b497a5f255da0fab338ecee0e2220393beb5b7e,reward_id_15,reward_id_10,c1106b3e9bd78db09150dbeca1dc2cc7b1781b9df974ff069bc4c57b9596ff12,reward_id_9,7480bef1120253deec2b79b7350d9a09523487109577fdbb8c3f3f49b71e433d,77f3226393b5b43d04f1d612c764ecf77b034efec7e9256558e3381773be225c,0792c766c3b698fb1dae8ccd7586e8b603f30a561e610982e2042d9127d9a697,reward_type_5,340fbe303e3508cf87f8880a03cbf4e8dcffdf52c57cbb5fd1f4f859fef379ff,price_3,9b990bbc717cd070f82f7e2363e487dc153c43c6b050276c82c7731bff7abac3,reward_id_18,reward_count_2,a98c51eac5a2b33d6d5f2000f74cab2049a6bd60c555e2e3dbfa800a9ccc023b,reward_count_9,reward_id_8,85b3c470d73136f9d47595a0ab96c6c5cc465c3b8568198bed87b802c23cd8b8,5eef83dbcee69ded825511e8090fb3c170aee35624fffc24c05db4a89d0c121f,53b53269bad15ae6d4d5331c36ec6d01d1d776b4c071e114e42021576fef2fca,dbdc22ef99b3104dadc54f7bbc134bf5b97406baa33558c28ff96e7d1e46dc66,9de5306645a409acaabfc21a9ce074dafcf9bacf42aad8dd58cba73ee6f5d574,team_level_from,f2e11e8b377662f5b71fa53bb53caa2b701996bd000722c822dfc0359fdd2a6b,currency_id_5,box_count_to,60145bae8e67fbf726828683440805ca84944d15007193564523f27692d7e19c,0b0bce92b0ec55ff1c0324e1cdc1b3b22fd467f013de9c7daab9e0a197cad255,e72e8278d0c5d99559d73332de7ee4ec57f8c5baf3201fdf96eb6de97140b16d,7768df5b6ab04ca552fdc5d1ab950e3c863608ba8c34c266ee9dbaf1f1bfc6ed,currency_id_3,reward_id_7,reward_id_20,price_type_5,price_6,2254933162e7b81a1e7f16e0d3f2e31f0cd6b19432023df5ea672c5acb453426,reward_id_11,eba687f4d8a86c31f66f377ae6ff6a09537a8538e3a269a906f123e018fa0c03,bca158019cd42e10d0d0764ce6be6802a395e5dd8a492c744a2d613a618ad831,reward_type_9,reward_count_5,528abd22e9330fd8a3584272038d3b96d7b96eadce39be4495f8d77d8937648e,price_2,40073b03959bef49a2abcc64282091af1661094c46c46a4ba0faa42f7283813b,9b037db3e056a014396d17bd2155490f48d8703d484e14f745a28a543c2544ea,price_type_4,3ab187f6d66773ff1a9727dfd961a416ab2e7943ed1207154724fa6d48e26fd9,currency_id_4,00af72dd6762df9a5e27299add7807d42d6712d1476c67d27370a5f7af1a487c,price_4,price_9,2d90b5b80966cb0362ed17c21f7c7374125ad59d86159578dbb53170b3aa3f8c,reward_id_19,reward_type_3,5f5b01c456be3a51b305cea8ae9dfad01c0c8f54e339eaeb677e335fd3fd9a7d,reward_count_6,efea89465dd8656220b55a3d821b6b3b5f77e0e22c1284a929f0e051f2ea3f7d,02e2a8083d2b381e2eb2ad2df48fc935744a755bd80d57187e8bad4d51cda8b6,reward_count_1,reward_id_5,reward_id_4,a882a7abe1d520cd1f67c013c53f75853533ad5034c4afb19a6a45c0c4bc165c,bcfbbb0b28690efa54a92da6469cf90699046bd48036e6e0436e2d91f3b8ca1e,price_type_9,e95a3b008e8e3cdc66d526a4b5b12196db1fbca2bbfcebb52660b7fba84b5a28,reward_count_3,2ceaa0ed67b0dd8e82a8e31235d48c22b497c0d68d8329441f7a30e5a4d5d75b,3df7484446c0e926c6279b0f5cc32a9c803bd20d2094e1abfa2255ec16ef598d,reward_id_2,73a6a594118a193126f355cf7b76c7173da9ea08c2e324fe83f4bb4099f2f3e9,price_10,reward_type_4,reward_id_16,2f0b8336b04b0b53a916914ba920c3311a2585348d7da9183057ea55c51ff325
0,0,0,0,31054,0,0,5,1,0,0,0,3,2,1203001,0,0,0,0,0,0,0,31017,3,0,800,3,0,0,31173,5,0,0,0,0,59,90004,0,0,0,0,3102,0,0,0,2,0,0,800,3,3,0,0,0,0,0,0,0,3,90004,2,0,800,0,0,5,0,0,31009,0,90004,2,5,0,30,0,90004,-1,0,90004,0,0,90004,31012,0,3,800,0,0,0,0,0,5,2,800,800,2,3,0,90004,0,800,0,0,0,2,0,5,0,800,5,31007,31016,90004,0,0,0,5,0,0,31159,0,0,2,0,0
0,0,0,0,31054,0,0,5,1,0,0,0,3,2,1203001,0,0,0,0,0,0,0,31017,3,0,800,3,0,0,31173,5,0,0,0,0,-1,90004,0,0,0,0,3103,0,0,0,2,0,0,800,3,3,0,0,0,0,0,0,0,3,90004,2,0,800,0,0,5,0,0,31009,0,90004,2,5,0,60,0,90004,-1,0,90004,0,0,90004,31012,0,3,800,0,0,0,0,0,5,2,800,800,2,3,0,90004,0,800,0,0,0,2,0,5,0,800,5,31007,31016,90004,0,0,0,5,0,0,31159,0,0,2,0,0
31010,5,0,0,31162,90002,3,5,1,0,0,5,3,2,1204001,2,2,5,31029,0,0,0,31015,3,31051,800,3,90002,0,31219,5,0,2,0,90002,29,90002,0,0,3,90002,4101,0,0,800,2,3,0,800,3,3,0,0,0,31006,800,31034,5,3,90002,2,0,800,90002,0,5,0,5,31060,2,90002,2,5,0,1,3,90002,-1,0,90002,800,0,90002,31026,0,3,800,800,31045,0,0,2,5,2,800,800,2,3,5,90002,0,800,800,3,0,2,0,5,0,800,5,31005,31055,90002,0,3,0,5,0,2,31179,90002,800,2,0,0
31010,5,0,0,31162,90002,3,5,1,0,0,5,3,2,1204001,2,2,5,31029,0,0,0,31015,3,31051,800,3,90002,0,31219,5,0,2,0,90002,59,90002,0,0,3,90002,4102,0,0,800,2,3,0,800,3,3,0,0,0,31006,800,31034,5,3,90002,2,0,800,90002,0,5,0,5,31060,2,90002,2,5,0,30,3,90002,-1,0,90002,800,0,90002,31026,0,3,800,800,31045,0,0,2,5,2,800,800,2,3,5,90002,0,800,800,3,0,2,0,5,0,800,5,31005,31055,90002,0,3,0,5,0,2,31179,90002,800,2,0,0
31010,5,0,0,31162,90002,3,5,1,0,0,5,3,2,1204001,2,2,5,31029,0,0,0,31015,3,31051,800,3,90002,0,31219,5,0,2,0,90002,-1,90002,0,0,3,90002,4103,0,0,800,2,3,0,800,3,3,0,0,0,31006,800,31034,5,3,90002,2,0,800,90002,0,5,0,5,31060,2,90002,2,5,0,60,3,90002,-1,0,90002,800,0,90002,31026,0,3,800,800,31045,0,0,2,5,2,800,800,2,3,5,90002,0,800,800,3,0,2,0,5,0,800,5,31005,31055,90002,0,3,0,5,0,2,31179,90002,800,2,0,0
0,0,0,0,31025,0,0,5,1,0,0,0,3,2,1205001,0,0,0,0,0,0,0,31043,3,0,800,0,0,0,31214,5,0,0,0,0,29,0,0,0,0,0,5101,0,0,0,2,0,0,800,3,3,0,0,0,0,0,0,0,3,90006,2,0,800,0,0,5,0,0,0,0,90006,0,0,0,1,0,90006,-1,0,90006,0,0,90006,31018,0,3,800,0,0,0,0,0,5,2,800,800,2,3,0,90006,0,800,0,0,0,2,0,5,0,0,5,31042,31022,90006,0,0,0,5,0,0,31145,0,0,2,0,0
0,0,0,0,31025,0,0,5,1,0,0,0,3,2,1205001,0,0,0,0,0,0,0,31043,3,0,800,0,0,0,31214,5,0,0,0,0,59,0,0,0,0,0,5102,0,0,0,2,0,0,800,3,3,0,0,0,0,0,0,0,3,90006,2,0,800,0,0,5,0,0,0,0,90006,0,0,0,30,0,90006,-1,0,90006,0,0,90006,31018,0,3,800,0,0,0,0,0,5,2,800,800,2,3,0,90006,0,800,0,0,0,2,0,5,0,0,5,31042,31022,90006,0,0,0,5,0,0,31145,0,0,2,0,0
0,0,0,0,31025,0,0,5,1,0,0,0,3,2,1205001,0,0,0,0,0,0,0,31043,3,0,800,0,0,0,31214,5,0,0,0,0,-1,0,0,0,0,0,5103,0,0,0,2,0,0,800,3,3,0,0,0,0,0,0,0,3,90006,2,0,800,0,0,5,0,0,0,0,90006,0,0,0,60,0,90006,-1,0,90006,0,0,90006,31018,0,3,800,0,0,0,0,0,5,2,800,800,2,3,0,90006,0,800,0,0,0,2,0,5,0,0,5,31042,31022,90006,0,0,0,5,0,0,31145,0,0,2,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,1206001,0,0,0,0,0,0,0,0,1,0,1600,0,0,0,20001,0,0,0,0,0,29,0,0,0,0,0,7101,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,94000,0,0,0,0,0,0,20002,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,1206001,0,0,0,0,0,0,0,0,1,0,1600,0,0,0,20001,0,0,0,0,0,49,0,0,0,0,0,7102,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,94000,0,0,0,0,0,0,20002,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,1206001,0,0,0,0,0,0,0,0,1,0,1600,0,0,0,20001,0,0,0,0,0,79,0,0,0,0,0,7103,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,94000,0,0,0,0,0,0,20002,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,1206001,0,0,0,0,0,0,0,0,1,0,8000,0,0,0,20002,0,0,0,0,0,99,0,0,0,0,0,7104,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,80,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,94000,0,0,0,0,0,0,20003,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,1206001,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,20003,0,0,0,0,0,119,0,0,0,0,0,7105,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,94000,0,0,0,0,0,0,20004,0,0,0,0,0
