fix_reward_id_2,damage_rank_id_5,damage_rank_id_4,wave_group_id_1,score_coefficient_3,map_bg,fix_reward_id_4,score_coefficient_4,wave_group_id_5,lap_num_from,damage_rank_id_3,score_coefficient_2,lap_num_to,score_coefficient_1,id,score_coefficient_5,boss_id_1,param_adjust_id,damage_rank_id_2,limited_mana,difficulty,aura_effect,rsl_unlock_lap,boss_id_2,boss_id_3,wave_group_id_3,wave_group_id_4,reward_gold_coefficient,boss_id_4,phase,fix_reward_id_3,param_adjust_interval,fix_reward_id_5,fix_reward_id_1,clan_battle_id,damage_rank_id_1,last_attack_reward_id,wave_group_id_2,boss_id_5
1004102,1004205,1004204,401041261,1.3,710031,1004104,1.3,401041301,1,1004203,1.0,1,1.0,39,1.5,10150101,0,1004202,100000,1,1,2,10150102,10150103,401041281,401041291,0.03,10150104,1,1004103,0,1004105,1004101,1015,1004201,1001301,401041271,10150105
1004107,1004210,1004209,401041261,1.3,710031,1004109,1.3,401041301,2,1004208,1.0,3,1.0,40,1.5,10150101,0,1004207,100000,1,1,2,10150102,10150103,401041281,401041291,0.03,10150104,1,1004108,0,1004110,1004106,1015,1004206,1001303,401041271,10150105
1004102,1004205,1004204,401041311,1.8,710031,1004104,1.8,401041351,4,1004203,1.4,10,1.4,41,2.0,10150101,0,1004202,100000,1,2,5,10150102,10150103,401041331,401041341,0.06,10150104,2,1004103,0,1004105,1004101,1015,1004201,1001303,401041321,10150105
1004107,1004210,1004209,401041361,2.5,710031,1004109,2.5,401041401,11,1004208,2.0,-1,2.0,42,3.0,10150101,0,1004207,100000,1,2,12,10150102,10150103,401041381,401041391,0.06,10150104,3,1004108,0,1004110,1004106,1015,1004206,1001303,401041371,10150105
1004102,1004205,1004204,401041411,1.3,710041,1004104,1.3,401041451,1,1004203,1.0,1,1.0,43,1.5,10160101,0,1004202,100000,1,1,2,10160102,10160103,401041431,401041441,0.03,10160104,1,1004103,0,1004105,1004101,1016,1004201,1001301,401041421,10160105
1004107,1004210,1004209,401041411,1.3,710041,1004109,1.3,401041451,2,1004208,1.0,3,1.0,44,1.5,10160101,0,1004207,100000,1,1,2,10160102,10160103,401041431,401041441,0.03,10160104,1,1004108,0,1004110,1004106,1016,1004206,1001303,401041421,10160105
1004107,1004210,1004209,401041461,1.8,710041,1004109,1.8,401041501,4,1004208,1.4,10,1.4,45,2.0,10160101,0,1004207,100000,1,2,5,10160102,10160103,401041481,401041491,0.06,10160104,2,1004108,0,1004110,1004106,1016,1004206,1001303,401041471,10160105
1004107,1004210,1004209,401041511,2.5,710041,1004109,2.5,401041551,11,1004208,2.0,-1,2.0,46,3.0,10160101,0,1004207,100000,1,2,12,10160102,10160103,401041531,401041541,0.06,10160104,3,1004108,0,1004110,1004106,1016,1004206,1001303,401041521,10160105
1004102,1004205,1004204,401041711,1.3,710051,1004104,1.3,401041751,1,1004203,1.0,1,1.0,47,1.5,10170101,0,1004202,100000,1,1,2,10170102,10170103,401041731,401041741,0.03,10170104,1,1004103,0,1004105,1004101,1017,1004201,1001301,401041721,10170105
1004107,1004210,1004209,401041711,1.3,710051,1004109,1.3,401041751,2,1004208,1.0,3,1.0,48,1.5,10170101,0,1004207,100000,1,1,2,10170102,10170103,401041731,401041741,0.03,10170104,1,1004108,0,1004110,1004106,1017,1004206,1001303,401041721,10170105
1004107,1004210,1004209,401041761,1.8,710051,1004109,1.8,401041801,4,1004208,1.4,10,1.4,49,2.0,10170101,0,1004207,100000,1,2,5,10170102,10170103,401041781,401041791,0.06,10170104,2,1004108,0,1004110,1004106,1017,1004206,1001303,401041771,10170105
1004107,1004210,1004209,401041811,2.5,710051,1004109,2.5,401041851,11,1004208,2.0,-1,2.0,50,3.0,10170101,0,1004207,100000,1,2,12,10170102,10170103,401041831,401041841,0.06,10170104,3,1004108,0,1004110,1004106,1017,1004206,1001303,401041821,10170105
1004102,1004205,1004204,401041861,1.3,710061,1004104,1.3,401041901,1,1004203,1.0,1,1.0,51,1.5,10180101,0,1004202,100000,1,1,2,10180102,10180103,401041881,401041891,0.03,10180104,1,1004103,0,1004105,1004101,1018,1004201,1001301,401041871,10180105
1004107,1004210,1004209,401041861,1.3,710061,1004109,1.3,401041901,2,1004208,1.0,3,1.0,52,1.5,10180101,0,1004207,100000,1,1,2,10180102,10180103,401041881,401041891,0.03,10180104,1,1004108,0,1004110,1004106,1018,1004206,1001303,401041871,10180105
1004107,1004210,1004209,401041911,1.8,710061,1004109,1.8,401041951,4,1004208,1.4,10,1.4,53,2.0,10180101,0,1004207,100000,1,2,5,10180102,10180103,401041931,401041941,0.06,10180104,2,1004108,0,1004110,1004106,1018,1004206,1001303,401041921,10180105
1004107,1004210,1004209,401041961,2.5,710061,1004109,2.5,401042001,11,1004208,2.0,-1,2.0,54,3.0,10180101,0,1004207,100000,1,2,12,10180102,10180103,401041981,401041991,0.06,10180104,3,1004108,0,1004110,1004106,1018,1004206,1001303,401041971,10180105
1004102,1004205,1004204,401042161,1.3,710071,1004104,1.3,401042201,1,1004203,1.0,1,1.0,55,1.5,10190101,0,1004202,1000000,1,1,2,10190102,10190103,401042181,401042191,0.03,10190104,1,1004103,0,1004105,1004101,1019,1004201,1001301,401042171,10190105
1004107,1004210,1004209,401042161,1.3,710071,1004109,1.3,401042201,2,1004208,1.0,3,1.0,56,1.5,10190101,0,1004207,1000000,1,1,2,10190102,10190103,401042181,401042191,0.03,10190104,1,1004108,0,1004110,1004106,1019,1004206,1001303,401042171,10190105
1004107,1004210,1004209,401042211,1.8,710071,1004109,1.8,401042251,4,1004208,1.4,10,1.4,57,2.0,10190101,0,1004207,1000000,1,2,5,10190102,10190103,401042231,401042241,0.06,10190104,2,1004108,0,1004110,1004106,1019,1004206,1001303,401042221,10190105
1004107,1004210,1004209,401042261,2.5,710071,1004109,2.5,401042301,11,1004208,2.0,-1,2.0,58,3.0,10190101,0,1004207,1000000,1,2,12,10190102,10190103,401042281,401042291,0.06,10190104,3,1004108,0,1004110,1004106,1019,1004206,1001303,401042271,10190105
1004102,1004205,1004204,401042461,1.3,710081,1004104,1.3,401042501,1,1004203,1.0,1,1.0,59,1.5,10200101,0,1004202,1000000,1,1,2,10200102,10200103,401042481,401042491,0.03,10200104,1,1004103,0,1004105,1004101,1020,1004201,1001301,401042471,10200105
1004107,1004210,1004209,401042461,1.3,710081,1004109,1.3,401042501,2,1004208,1.0,3,1.0,60,1.5,10200101,0,1004207,1000000,1,1,2,10200102,10200103,401042481,401042491,0.03,10200104,1,1004108,0,1004110,1004106,1020,1004206,1001303,401042471,10200105
1004107,1004210,1004209,401042511,1.8,710081,1004109,1.8,401042551,4,1004208,1.4,10,1.4,61,2.0,10200101,0,1004207,1000000,1,2,5,10200102,10200103,401042531,401042541,0.06,10200104,2,1004108,0,1004110,1004106,1020,1004206,1001303,401042521,10200105
1004107,1004210,1004209,401042561,2.5,710081,1004109,2.5,401042601,11,1004208,2.0,-1,2.0,62,3.0,10200101,0,1004207,1000000,1,2,12,10200102,10200103,401042581,401042591,0.06,10200104,3,1004108,0,1004110,1004106,1020,1004206,1001303,401042571,10200105
1004102,1004205,1004204,401042761,1.3,710091,1004104,1.4,401042801,1,1004203,1.2,1,1.2,63,1.5,10210101,0,1004202,1000000,1,1,2,10210102,10210103,401042781,401042791,0.03,10210104,1,1004103,0,1004105,1004101,1021,1004201,1001301,401042771,10210105
1004107,1004210,1004209,401042761,1.3,710091,1004109,1.4,401042801,2,1004208,1.2,3,1.2,64,1.5,10210101,0,1004207,1000000,1,1,2,10210102,10210103,401042781,401042791,0.03,10210104,1,1004108,0,1004110,1004106,1021,1004206,1001303,401042771,10210105
1004107,1004210,1004209,401042811,1.8,710091,1004109,1.9,401042851,4,1004208,1.6,10,1.6,65,2.0,10210101,0,1004207,1000000,1,2,5,10210102,10210103,401042831,401042841,0.06,10210104,2,1004108,0,1004110,1004106,1021,1004206,1001303,401042821,10210105
1004107,1004210,1004209,401042861,2.4,710091,1004109,2.4,401042901,11,1004208,2.0,-1,2.0,66,2.6,10210101,0,1004207,1000000,1,2,12,10210102,10210103,401042881,401042891,0.06,10210104,3,1004108,0,1004110,1004106,1021,1004206,1001303,401042871,10210105
1004102,1004205,1004204,401043111,1.3,710101,1004104,1.4,401043151,1,1004203,1.2,1,1.2,67,1.5,10220101,0,1004202,1000000,1,1,2,10220102,10220103,401043131,401043141,0.03,10220104,1,1004103,0,1004105,1004101,1022,1004201,1001301,401043121,10220105
1004107,1004210,1004209,401043111,1.3,710101,1004109,1.4,401043151,2,1004208,1.2,3,1.2,68,1.5,10220101,0,1004207,1000000,1,1,2,10220102,10220103,401043131,401043141,0.03,10220104,1,1004108,0,1004110,1004106,1022,1004206,1001303,401043121,10220105
1004107,1004210,1004209,401043161,1.8,710101,1004109,1.9,401043201,4,1004208,1.6,10,1.6,69,2.0,10220101,0,1004207,1000000,1,2,5,10220102,10220103,401043181,401043191,0.06,10220104,2,1004108,0,1004110,1004106,1022,1004206,1001303,401043171,10220105
1004107,1004210,1004209,401043211,2.4,710101,1004109,2.4,401043251,11,1004208,2.0,-1,2.0,70,2.6,10220101,0,1004207,1000000,1,2,12,10220102,10220103,401043231,401043241,0.06,10220104,3,1004108,0,1004110,1004106,1022,1004206,1001303,401043221,10220105
1004102,1004205,1004204,401043461,1.3,710111,1004104,1.4,401043501,1,1004203,1.2,1,1.2,71,1.5,10230101,0,1004202,1000000,1,1,2,10230102,10230103,401043481,401043491,0.03,10230104,1,1004103,0,1004105,1004101,1023,1004201,1001301,401043471,10230105
1004107,1004210,1004209,401043461,1.3,710111,1004109,1.4,401043501,2,1004208,1.2,3,1.2,72,1.5,10230101,0,1004207,1000000,1,1,2,10230102,10230103,401043481,401043491,0.03,10230104,1,1004108,0,1004110,1004106,1023,1004206,1001303,401043471,10230105
1004107,1004210,1004209,401043511,1.8,710111,1004109,1.9,401043551,4,1004208,1.6,10,1.6,73,2.0,10230101,0,1004207,1000000,1,2,5,10230102,10230103,401043531,401043541,0.06,10230104,2,1004108,0,1004110,1004106,1023,1004206,1001303,401043521,10230105
1004107,1004210,1004209,401043561,2.4,710111,1004109,2.4,401043601,11,1004208,2.0,-1,2.0,74,2.6,10230101,0,1004207,1000000,1,2,12,10230102,10230103,401043581,401043591,0.06,10230104,3,1004108,0,1004110,1004106,1023,1004206,1001303,401043571,10230105
1004102,1004205,1004204,401043761,1.3,710121,1004104,1.4,401043801,1,1004203,1.2,1,1.2,75,1.5,10240101,0,1004202,1000000,1,1,1,10240102,10240103,401043781,401043791,0.03,10240104,1,1004103,0,1004105,1004101,1024,1004201,1001301,401043771,10240105
1004107,1004210,1004209,401043761,1.3,710121,1004109,1.4,401043801,2,1004208,1.2,3,1.2,76,1.5,10240101,0,1004207,1000000,1,1,1,10240102,10240103,401043781,401043791,0.03,10240104,1,1004108,0,1004110,1004106,1024,1004206,1001303,401043771,10240105
1004107,1004210,1004209,401043811,1.8,710121,1004109,1.9,401043851,4,1004208,1.6,10,1.6,77,2.0,10240101,0,1004207,1000000,1,2,4,10240102,10240103,401043831,401043841,0.06,10240104,2,1004108,0,1004110,1004106,1024,1004206,1001303,401043821,10240105
1004107,1004210,1004209,401043861,2.4,710121,1004109,2.4,401043901,11,1004208,2.0,34,2.0,78,2.6,10240101,0,1004207,1000000,1,2,11,10240102,10240103,401043881,401043891,0.06,10240104,3,1004108,0,1004110,1004106,1024,1004206,1001303,401043871,10240105
1004107,1004210,1004209,401043911,3.7,710121,1004109,3.8,401043951,35,1004208,3.5,-1,3.5,79,4.0,10240101,0,1004207,1000000,1,2,35,10240102,10240103,401043931,401043941,0.06,10240104,4,1004108,0,1004110,1004106,1024,1004206,1001303,401043921,10240105
1004102,1004205,1004204,401044111,1.3,710011,1004104,1.4,401044151,1,1004203,1.2,1,1.2,80,1.5,10250101,0,1004202,1000000,1,1,1,10250102,10250103,401044131,401044141,0.03,10250104,1,1004103,0,1004105,1004101,1025,1004201,1001301,401044121,10250105
1004107,1004210,1004209,401044111,1.3,710011,1004109,1.4,401044151,2,1004208,1.2,3,1.2,81,1.5,10250101,0,1004207,1000000,1,1,2,10250102,10250103,401044131,401044141,0.03,10250104,1,1004108,0,1004110,1004106,1025,1004206,1001303,401044121,10250105
1004107,1004210,1004209,401044161,1.8,710011,1004109,1.9,401044201,4,1004208,1.6,10,1.6,82,2.0,10250101,0,1004207,1000000,1,2,4,10250102,10250103,401044181,401044191,0.06,10250104,2,1004108,0,1004110,1004106,1025,1004206,1001303,401044171,10250105
1004107,1004210,1004209,401044211,2.4,710011,1004109,2.4,401044251,11,1004208,2.0,34,2.0,83,2.6,10250101,0,1004207,1000000,1,2,11,10250102,10250103,401044231,401044241,0.06,10250104,3,1004108,0,1004110,1004106,1025,1004206,1001303,401044221,10250105
1004107,1004210,1004209,401044261,3.7,710011,1004109,3.8,401044301,35,1004208,3.5,-1,3.5,84,4.0,10250101,0,1004207,1000000,1,2,35,10250102,10250103,401044281,401044291,0.06,10250104,4,1004108,0,1004110,1004106,1025,1004206,1001303,401044271,10250105
1004102,1004205,1004204,401044461,1.3,710021,1004104,1.4,401044501,1,1004203,1.2,1,1.2,85,1.5,10260101,0,1004202,1000000,1,1,1,10260102,10260103,401044481,401044491,0.03,10260104,1,1004103,0,1004105,1004101,1026,1004201,1001301,401044471,10260105
1004107,1004210,1004209,401044461,1.3,710021,1004109,1.4,401044501,2,1004208,1.2,3,1.2,86,1.5,10260101,0,1004207,1000000,1,1,2,10260102,10260103,401044481,401044491,0.03,10260104,1,1004108,0,1004110,1004106,1026,1004206,1001303,401044471,10260105
1004107,1004210,1004209,401044511,1.8,710021,1004109,1.9,401044551,4,1004208,1.6,10,1.6,87,2.0,10260101,0,1004207,1000000,1,2,4,10260102,10260103,401044531,401044541,0.06,10260104,2,1004108,0,1004110,1004106,1026,1004206,1001303,401044521,10260105
1004107,1004210,1004209,401044561,2.4,710021,1004109,2.4,401044601,11,1004208,2.0,34,2.0,88,2.6,10260101,0,1004207,1000000,1,2,11,10260102,10260103,401044581,401044591,0.06,10260104,3,1004108,0,1004110,1004106,1026,1004206,1001303,401044571,10260105
1004107,1004210,1004209,401044611,3.7,710021,1004109,3.8,401044651,35,1004208,3.5,-1,3.5,89,4.0,10260101,0,1004207,1000000,1,2,35,10260102,10260103,401044631,401044641,0.06,10260104,4,1004108,0,1004110,1004106,1026,1004206,1001303,401044621,10260105
1004102,1004205,1004204,401044811,1.3,710031,1004104,1.4,401044851,1,1004203,1.2,1,1.2,90,1.5,10270101,0,1004202,1000000,1,1,1,10270102,10270103,401044831,401044841,0.03,10270104,1,1004103,0,1004105,1004101,1027,1004201,1001301,401044821,10270105
1004107,1004210,1004209,401044811,1.3,710031,1004109,1.4,401044851,2,1004208,1.2,3,1.2,91,1.5,10270101,0,1004207,1000000,1,1,2,10270102,10270103,401044831,401044841,0.03,10270104,1,1004108,0,1004110,1004106,1027,1004206,1001303,401044821,10270105
1004107,1004210,1004209,401044861,1.8,710031,1004109,1.9,401044901,4,1004208,1.6,10,1.6,92,2.0,10270101,0,1004207,1000000,1,2,4,10270102,10270103,401044881,401044891,0.06,10270104,2,1004108,0,1004110,1004106,1027,1004206,1001303,401044871,10270105
1004107,1004210,1004209,401044911,2.4,710031,1004109,2.4,401044951,11,1004208,2.0,34,2.0,93,2.6,10270101,0,1004207,1000000,1,2,11,10270102,10270103,401044931,401044941,0.06,10270104,3,1004108,0,1004110,1004106,1027,1004206,1001303,401044921,10270105
1004107,1004210,1004209,401044961,3.7,710031,1004109,3.8,401045001,35,1004208,3.5,-1,3.5,94,4.0,10270101,0,1004207,1000000,1,2,35,10270102,10270103,401044981,401044991,0.06,10270104,4,1004108,0,1004110,1004106,1027,1004206,1001303,401044971,10270105
1004102,1004205,1004204,401045161,1.3,710041,1004104,1.4,401045201,1,1004203,1.2,1,1.2,95,1.5,10280101,0,1004202,1000000,1,1,1,10280102,10280103,401045181,401045191,0.03,10280104,1,1004103,0,1004105,1004101,1028,1004201,1001301,401045171,10280105
1004107,1004210,1004209,401045161,1.3,710041,1004109,1.4,401045201,2,1004208,1.2,3,1.2,96,1.5,10280101,0,1004207,1000000,1,1,2,10280102,10280103,401045181,401045191,0.03,10280104,1,1004108,0,1004110,1004106,1028,1004206,1001303,401045171,10280105
1004107,1004210,1004209,401045211,1.8,710041,1004109,1.9,401045251,4,1004208,1.6,10,1.6,97,2.0,10280101,0,1004207,1000000,1,2,4,10280102,10280103,401045231,401045241,0.06,10280104,2,1004108,0,1004110,1004106,1028,1004206,1001303,401045221,10280105
1004107,1004210,1004209,401045261,2.4,710041,1004109,2.4,401045301,11,1004208,2.0,34,2.0,98,2.6,10280101,0,1004207,1000000,1,2,11,10280102,10280103,401045281,401045291,0.06,10280104,3,1004108,0,1004110,1004106,1028,1004206,1001303,401045271,10280105
