thumbnail_id,end_time,condition_free_flag,story_type,gojuon_order,start_time,disp_order,story_group_id,value,title,order
0,"2030/12/17 14:59:59",0,1,139,"2019/12/11 12:00:00",139,1086,1086,"아야네(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,285,"2020/01/10 12:00:00",285,1087,1087,"히요리(새해)",0
0,"2030/12/17 14:59:59",0,1,176,"2020/01/10 12:00:00",176,1088,1088,"유이(새해)",0
0,"2030/12/17 14:59:59",0,1,30,"2015/04/01 15:00:00",30,1089,1089,"레이(새해)",0
0,"2030/12/17 14:59:59",0,1,163,"2015/04/01 15:00:00",163,1090,1090,"에리코(발렌타인)",0
0,"2030/12/17 14:59:59",0,1,130,"2020/02/27 15:00:00",130,1091,1091,"시즈루(발렌타인)",0
0,"2030/12/17 14:59:59",0,1,158,"2019/03/31 12:00:00",158,1092,1092,"앤",0
0,"2030/12/17 14:59:59",0,1,36,"2015/04/01 15:00:00",36,1093,1093,"루",0
0,"2030/12/17 14:59:59",0,1,2,"2019/04/19 15:00:00",2,1094,1094,"글레어",0
0,"2030/12/17 14:59:59",0,1,250,"2019/04/30 12:00:00",250,1095,1095,"쿠우카(오에도)",0
0,"2030/12/17 14:59:59",0,1,19,"2019/05/17 15:00:00",19,1096,1096,"니논(오에도)",0
0,"2030/12/17 14:59:59",0,1,35,"2019/05/31 12:00:00",35,1097,1097,"렘",0
0,"2030/12/17 14:59:59",0,1,28,"2015/04/01 15:00:00",28,1098,1098,"람",0
0,"2030/12/17 14:59:59",0,1,166,"2019/06/18 15:00:00",166,1099,1099,"에밀리아",0
0,"2030/12/17 14:59:59",0,1,114,"2020/07/30 15:00:00",114,1100,1100,"스즈나(여름)",0
0,"2030/12/17 14:59:59",0,1,198,"2015/04/01 15:00:00",198,1101,1101,"이오(여름)",0
0,"2030/12/17 14:59:59",0,1,108,"2020/08/18 15:00:00",108,1103,1103,"사렌(여름)",0
0,"2030/12/17 14:59:59",0,1,59,"2020/08/31 15:00:00",59,1104,1104,"마코토(여름)",0
0,"2030/12/17 14:59:59",0,1,224,"2015/04/01 15:00:00",224,1105,1105,"카오리(여름)",0
0,"2030/12/17 14:59:59",0,1,64,"2020/09/14 15:00:00",64,1106,1106,"마호(여름)",0
0,"2030/12/17 14:59:59",0,1,144,"2020/10/02 15:00:00",144,1107,1107,"아오이(편입생)",0
0,"2030/12/17 14:59:59",0,1,258,"2020/10/15 15:00:00",258,1108,1108,"클로에",0
0,"2030/12/17 14:59:59",0,1,208,"2021/05/17 15:00:00",208,1109,1109,"치에루",0
0,"2030/12/17 14:59:59",0,1,172,"2021/04/29 15:00:00",172,1110,1110,"유니",0
0,"2030/12/17 14:59:59",0,1,242,"2020/10/29 15:00:00",242,1111,1111,"쿄우카(할로윈)",0
0,"2030/12/17 14:59:59",0,1,88,"2020/10/29 15:00:00",88,1112,1112,"미소기(할로윈)",0
0,"2030/12/17 14:59:59",0,1,79,"2020/11/16 15:00:00",79,1113,1113,"미미(할로윈)",0
0,"2030/12/17 14:59:59",0,1,37,"2020/11/30 15:00:00",37,1114,1114,"루나",0
0,"2030/12/17 14:59:59",0,1,256,"2020/12/29 15:00:00",256,1115,1115,"크리스티나(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,17,"2020/12/29 15:00:00",17,1116,1116,"노조미(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,195,"2021/01/18 15:00:00",195,1117,1117,"이리야(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,270,"2022/01/31 15:00:00",270,1118,1118,"페코린느(새해)",0
0,"2030/12/17 14:59:59",0,1,235,"2021/02/15 15:00:00",235,1119,1119,"콧코로(새해)",0
0,"2030/12/17 14:59:59",0,1,228,"2021/01/28 15:00:00",228,1120,1120,"캬루(새해)",0
0,"2030/12/17 14:59:59",0,1,119,"2021/01/28 15:00:00",119,1121,1121,"스즈메(새해)",0
0,"2030/12/17 14:59:59",0,1,217,"2021/03/02 15:00:00",217,1122,1122,"카스미(매지컬)",0
0,"2030/12/17 14:59:59",0,1,127,"2021/03/02 15:00:00",127,1123,1123,"시오리(매지컬)",0
0,"2030/12/17 14:59:59",0,1,171,"2021/03/30 15:00:00",171,1124,1124,"우즈키(데레마스)",0
0,"2030/12/17 14:59:59",0,1,50,"2021/04/12 15:00:00",50,1125,1125,"린(데레마스)",0
0,"2030/12/17 14:59:59",0,1,95,"2021/03/30 15:00:00",95,1126,1126,"미오(데레마스)",0
0,"2030/12/17 14:59:59",0,1,51,"2021/05/31 15:00:00",51,1127,1127,"린(레인저)",0
0,"2030/12/17 14:59:59",0,1,67,"2021/06/15 15:00:00",67,1128,1128,"마히루(레인저)",0
0,"2030/12/17 14:59:59",0,1,43,"2021/07/04 15:00:00",43,1129,1129,"리노(원더)",0
0,"2030/12/17 14:59:59",0,1,147,"2021/07/01 15:00:00",147,1130,1130,"아유미(원더)",0
0,"2030/12/17 14:59:59",0,1,41,"2021/08/05 15:00:00",41,1131,1131,"루카(여름)",0
0,"2030/12/17 14:59:59",0,1,156,"2021/08/02 15:00:00",156,1132,1132,"안나(여름)",0
0,"2030/12/17 14:59:59",0,1,4,"2021/08/17 15:00:00",4,1133,1133,"나나카(여름)",0
0,"2030/12/17 14:59:59",0,1,278,"2021/09/01 15:00:00",278,1134,1134,"하츠네(여름)",0
0,"2030/12/17 14:59:59",0,1,85,"2021/09/01 15:00:00",85,1135,1135,"미사토(여름)",0
0,"2030/12/17 14:59:59",0,1,201,"2021/09/16 15:00:00",201,1136,1136,"쥰(여름)",0
0,"2030/12/17 14:59:59",0,1,149,"2021/10/05 15:00:00",149,1137,1137,"아카리(엔젤)",0
0,"2030/12/17 14:59:59",0,1,169,"2021/10/21 15:00:00",169,1138,1138,"요리(엔젤)",0
0,"2030/12/17 14:59:59",0,1,207,"2021/11/01 15:00:00",207,1139,1139,"츠무기(할로윈)",0
0,"2030/12/17 14:59:59",0,1,34,"2021/11/16 15:00:00",34,1140,1140,"레이(할로윈)",0
0,"2030/12/17 14:59:59",0,1,56,"2021/11/01 15:00:00",56,1141,1141,"마츠리(할로윈)",0
0,"2030/12/17 14:59:59",0,1,71,"2021/12/01 15:00:00",71,1142,1142,"모니카(매지컬)",0
0,"2030/12/17 14:59:59",0,1,267,"2021/12/21 15:00:00",267,1143,1143,"토모(매지컬)",0
0,"2030/12/17 14:59:59",0,1,153,"2021/12/30 15:00:00",153,1144,1144,"아키노(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,109,"2022/01/20 15:00:00",109,1145,1145,"사렌(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,184,"2021/12/30 15:00:00",184,1146,1146,"유카리(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,76,"2022/01/28 15:00:00",76,1147,1147,"무이미(새해)",0
0,"2030/12/17 14:59:59",0,1,7,"2022/02/19 15:00:00",7,1150,1150,"네네카(새해)",0
0,"2030/12/17 14:59:59",0,1,237,"2022/02/28 15:00:00",237,1155,1155,"콧코로(의장복)",0
0,"2030/12/17 14:59:59",0,1,179,"2022/02/28 15:00:00",179,1156,1156,"유이(의장복)",0
0,"2030/12/17 14:59:59",0,1,219,"2022/03/23 15:00:00",219,1157,1157,"카스미(여름)",0
0,"2030/12/17 14:59:59",0,1,48,"2022/03/28 15:00:00",48,1158,1158,"리마(신데렐라)",0
0,"2030/12/17 14:59:59",0,1,58,"2022/03/31 15:00:00",58,1159,1159,"마코토(신데렐라)",0
0,"2030/12/17 14:59:59",0,1,63,"2022/04/19 15:00:00",63,1160,1160,"마호(신데렐라)",0
0,"2030/12/17 14:59:59",0,1,260,"2022/05/12 15:00:00",260,1162,1162,"클로에(성학제)",0
0,"2030/12/17 14:59:59",0,1,210,"2022/04/28 15:00:00",210,1163,1163,"치에루(성학제)",0
0,"2030/12/17 14:59:59",0,1,174,"2023/03/10 15:00:00",174,1164,1164,"유니(성학제)",0
0,"2030/12/17 14:59:59",0,1,191,"2022/05/30 15:00:00",191,1165,1165,"이노리(시간 여행)",0
0,"2030/12/17 14:59:59",0,1,222,"2022/06/20 15:00:00",222,1166,1166,"카야(시간 여행)",0
0,"2030/12/17 14:59:59",0,1,142,"2022/06/30 15:00:00",142,1167,1167,"아오이(작업복)",0
0,"2030/12/17 14:59:59",0,1,264,"2022/06/30 15:00:00",264,1168,1168,"타마키(작업복)",0
0,"2030/12/17 14:59:59",0,1,101,"2022/07/15 15:00:00",101,1169,1169,"미후유(작업복)",0
0,"2030/12/17 14:59:59",0,1,164,"2022/08/01 15:00:00",164,1170,1170,"에리코(여름)",0
0,"2030/12/17 14:59:59",0,1,131,"2022/08/12 15:00:00",131,1171,1171,"시즈루(여름)",0
0,"2030/12/17 14:59:59",0,1,16,"2022/08/29 15:00:00",16,1172,1172,"노조미(여름)",0
0,"2030/12/17 14:59:59",0,1,212,"2022/09/13 15:00:00",212,1173,1173,"치카(여름)",0
0,"2030/12/17 14:59:59",0,1,206,"2022/08/29 15:00:00",206,1174,1174,"츠무기(여름)",0
0,"2030/12/17 14:59:59",0,1,98,"2022/10/02 15:00:00",98,1175,1175,"미츠키(오에도)",0
0,"2030/12/17 14:59:59",0,1,186,"2022/10/13 15:00:00",186,1176,1176,"유키(오에도)",0
0,"2030/12/17 14:59:59",0,1,225,"2022/10/31 15:00:00",225,1177,1177,"카오리(할로윈)",0
0,"2030/12/17 14:59:59",0,1,20,"2022/10/31 15:00:00",20,1178,1178,"니논(할로윈)",0
0,"2030/12/17 14:59:59",0,1,116,"2022/11/15 15:00:00",116,1179,1179,"스즈나(할로윈)",0
0,"2030/12/17 14:59:59",0,1,251,"2022/10/19 15:00:00",251,1180,1180,"크레짓타",0
0,"2030/12/17 14:59:59",0,1,26,"2023/03/29 15:00:00",26,1181,1181,"란파",0
0,"2030/12/17 14:59:59",0,1,90,"2024/03/27 15:00:00",90,1182,1182,"미소라",0
0,"2030/12/17 14:59:59",0,1,214,"2022/11/15 15:00:00",214,1185,1185,"카린",0
0,"2030/12/17 14:59:59",0,1,9,"2025/09/15 15:00:00",9,1186,1186,"네비아",0
0,"2030/12/17 14:59:59",0,1,197,"2022/12/04 15:00:00",197,1190,1190,"이오(느와르)",0
0,"2030/12/17 14:59:59",0,1,248,"2022/12/15 15:00:00",248,1191,1191,"쿠우카(느와르)",0
0,"2030/12/17 14:59:59",0,1,68,"2022/12/29 15:00:00",68,1192,1192,"마히루(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,44,"2023/01/20 15:00:00",44,1193,1193,"리노(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,93,"2022/12/29 15:00:00",93,1199,1199,"미야코(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,129,"2024/04/15 15:00:00",129,1200,1200,"시즈루(느와르)",0
0,"2030/12/17 14:59:59",0,1,111,"2023/02/02 15:00:00",111,1207,1207,"셰피(새해)",0
0,"2030/12/17 14:59:59",0,1,40,"2023/01/30 15:00:00",40,1208,1208,"루카(새해)",0
0,"2030/12/17 14:59:59",0,1,193,"2023/02/14 15:00:00",193,1209,1209,"이리야(새해)",0
0,"2030/12/17 14:59:59",0,1,272,"2023/03/02 15:00:00",272,1210,1210,"페코린느(오버로드)",0
0,"2030/12/17 14:59:59",0,1,230,"2023/03/16 15:00:00",230,1211,1211,"캬루(오버로드)",0
0,"2030/12/17 14:59:59",0,1,23,"2023/03/09 15:00:00",23,1212,1212,"라비리스타(오버로드)",0
0,"2030/12/17 14:59:59",0,1,245,"2023/04/01 15:00:00",245,1213,1213,"쿠루미(무대)",0
0,"2030/12/17 14:59:59",0,1,81,"2023/04/13 15:00:00",81,1214,1214,"미사키(무대)",0
0,"2030/12/17 14:59:59",0,1,146,"2023/05/04 15:00:00",146,1215,1215,"아유미(괴도)",0
0,"2030/12/17 14:59:59",0,1,189,"2023/05/15 15:00:00",189,1216,1216,"이노리(괴도)",0
0,"2030/12/17 14:59:59",0,1,157,"2023/06/13 15:00:00",157,1219,1219,"안나(해적)",0
0,"2030/12/17 14:59:59",0,1,124,"2023/06/02 15:00:00",124,1220,1220,"시노부(해적)",0
0,"2030/12/17 14:59:59",0,1,143,"2023/06/29 15:00:00",143,1221,1221,"아오이(캠프)",0
0,"2030/12/17 14:59:59",0,1,183,"2023/06/29 15:00:00",183,1222,1222,"유카리(캠프)",0
0,"2030/12/17 14:59:59",0,1,102,"2023/07/17 15:00:00",102,1223,1223,"밤피",0
0,"2030/12/17 14:59:59",0,1,287,"2023/08/01 15:00:00",287,1224,1224,"히요리(여름)",0
0,"2030/12/17 14:59:59",0,1,32,"2023/08/01 15:00:00",32,1225,1225,"레이(여름)",0
0,"2030/12/17 14:59:59",0,1,178,"2023/08/16 15:00:00",178,1226,1226,"유이(여름)",0
0,"2030/12/17 14:59:59",0,1,241,"2023/09/14 15:00:00",241,1227,1227,"쿄우카(여름)",0
0,"2030/12/17 14:59:59",0,1,87,"2023/08/30 15:00:00",87,1228,1228,"미소기(여름)",0
0,"2030/12/17 14:59:59",0,1,78,"2023/08/30 15:00:00",78,1229,1229,"미미(여름)",0
0,"2030/12/17 14:59:59",0,1,135,"2023/09/30 15:00:00",135,1230,1230,"아메스",0
0,"2030/12/17 14:59:59",0,1,65,"2023/10/03 15:00:00",65,1231,1231,"마호(탐험가)",0
0,"2030/12/17 14:59:59",0,1,140,"2023/10/16 15:00:00",140,1232,1232,"아야네(탐험가)",0
0,"2030/12/17 14:59:59",0,1,10,"2023/10/25 15:00:00",10,1233,1233,"네아",0
0,"2030/12/17 14:59:59",0,1,52,"2023/11/02 15:00:00",52,1235,1235,"린(할로윈)",0
0,"2030/12/17 14:59:59",0,1,268,"2023/11/02 15:00:00",268,1236,1236,"토모(할로윈)",0
0,"2030/12/17 14:59:59",0,1,5,"2023/11/17 15:00:00",5,1237,1237,"나나카(할로윈)",0
0,"2030/12/17 14:59:59",0,1,255,"2023/11/30 15:00:00",255,1238,1238,"크리스티나(와일드)",0
0,"2030/12/17 14:59:59",0,1,55,"2023/12/15 15:00:00",55,1239,1239,"마츠리(와일드)",0
0,"2030/12/17 14:59:59",0,1,150,"2023/12/28 15:00:00",150,1240,1240,"아카리(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,170,"2023/12/28 15:00:00",170,1241,1241,"요리(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,202,"2024/01/22 15:00:00",202,1242,1242,"쥰(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,281,"2024/02/14 15:00:00",281,1245,1245,"호마레(새해)",0
0,"2030/12/17 14:59:59",0,1,84,"2024/02/02 15:00:00",84,1246,1246,"미사토(새해)",0
0,"2030/12/17 14:59:59",0,1,97,"2024/01/30 15:00:00",97,1247,1247,"미츠키(새해)",0
0,"2030/12/17 14:59:59",0,1,14,"2024/02/29 15:00:00",14,1248,1248,"노조미(리버레이터)",0
0,"2030/12/17 14:59:59",0,1,221,"2024/02/29 15:00:00",221,1249,1249,"카야(리버레이터)",0
0,"2030/12/17 14:59:59",0,1,75,"2024/03/14 15:00:00",75,1250,1250,"무이미(리버레이터)",0
0,"2030/12/17 14:59:59",0,1,265,"2024/03/30 15:00:00",265,1251,1251,"타마키(카페)",0
0,"2030/12/17 14:59:59",0,1,73,"2024/04/07 15:00:00",73,1252,1252,"모니카(카페)",0
0,"2030/12/17 14:59:59",0,1,234,"2024/04/30 15:00:00",234,1253,1253,"콧코로(레인저)",0
0,"2030/12/17 14:59:59",0,1,126,"2024/05/13 15:00:00",126,1254,1254,"시오리(레인저)",0
0,"2030/12/17 14:59:59",0,1,204,"2024/06/02 15:00:00",204,1255,1255,"지타(워록)",0
0,"2030/12/17 14:59:59",0,1,104,"2024/06/17 15:00:00",104,1256,1256,"비카라",0
0,"2030/12/17 14:59:59",0,1,215,"2024/05/28 15:00:00",215,1257,1257,"카린(알케미스트)",0
0,"2030/12/17 14:59:59",0,1,46,"2024/05/20 15:00:00",46,1258,1258,"리리(폴른)",0
0,"2030/12/17 14:59:59",0,1,257,"2024/11/28 15:00:00",257,1260,1260,"크리아(폴른)",0
0,"2030/12/17 14:59:59",0,1,275,"2024/12/12 15:00:00",275,1261,1261,"프레시아(폴른)",0
0,"2030/12/17 14:59:59",0,1,194,"2024/07/02 15:00:00",194,1262,1262,"이리야(의장복)",0
0,"2030/12/17 14:59:59",0,1,187,"2024/07/15 15:00:00",187,1263,1263,"유키(의장복)",0
0,"2030/12/17 14:59:59",0,1,261,"2024/07/28 15:00:00",261,1264,1264,"클로체",0
0,"2030/12/17 14:59:59",0,1,24,"2024/09/27 15:00:00",24,1265,1265,"라이라엘",0
0,"2030/12/17 14:59:59",0,1,8,"2024/07/31 15:00:00",8,1266,1266,"네네카(여름)",0
0,"2030/12/17 14:59:59",0,1,152,"2024/07/31 15:00:00",152,1267,1267,"아키노(여름)",0
0,"2030/12/17 14:59:59",0,1,182,"2024/08/14 15:00:00",182,1268,1268,"유카리(여름)",0
0,"2030/12/17 14:59:59",0,1,27,"2024/08/27 15:00:00",27,1269,1269,"란파(여름)",0
0,"2030/12/17 14:59:59",0,1,249,"2024/08/27 15:00:00",249,1270,1270,"쿠우카(여름)",0
0,"2030/12/17 14:59:59",0,1,122,"2024/09/11 15:00:00",122,1271,1271,"시노부(여름)",0
0,"2030/12/17 14:59:59",0,1,231,"2024/09/30 15:00:00",231,1272,1272,"캬루(편입생)",0
0,"2030/12/17 14:59:59",0,1,115,"2024/10/14 15:00:00",115,1273,1273,"스즈나(편입생)",0
0,"2030/12/17 14:59:59",0,1,106,"2024/10/30 15:00:00",106,1275,1275,"사렌(사라사리아)",0
0,"2030/12/17 14:59:59",0,1,39,"2024/11/14 15:00:00",39,1276,1276,"루카(사라사리아)",0
0,"2030/12/17 14:59:59",0,1,53,"2025/11/10 15:00:00",53,1277,1277,"린드",0
0,"2030/12/17 14:59:59",0,1,103,"2025/11/18 15:00:00",103,1278,1278,"블룸",0
0,"2030/12/17 14:59:59",0,1,273,"2024/12/27 15:00:00",273,1279,1279,"페코린느(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,252,"2025/01/09 15:00:00",252,1280,1280,"크레짓타(크리스마스)",0
0,"2030/12/17 14:59:59",0,1,190,"2025/01/27 15:00:00",190,1283,1283,"이노리(새해)",0
0,"2030/12/17 14:59:59",0,1,277,"2025/01/27 15:00:00",277,1284,1284,"하츠네(새해)",0
0,"2030/12/17 14:59:59",0,1,218,"2025/02/09 15:00:00",218,1285,1285,"카스미(새해)",0
0,"2030/12/17 14:59:59",0,1,286,"2025/03/13 15:00:00",286,1287,1287,"히요리(아스트랄)",0
0,"2030/12/17 14:59:59",0,1,31,"2025/02/27 15:00:00",31,1288,1288,"레이(아스트랄)",0
0,"2030/12/17 14:59:59",0,1,177,"2025/02/25 15:00:00",177,1289,1289,"유이(아스트랄)",0
0,"2030/12/17 14:59:59",0,1,161,"2025/03/28 15:00:00",161,1290,1290,"에리스",0
0,"2030/12/17 14:59:59",0,1,173,"2025/04/01 15:00:00",173,1293,1293,"유니(겨울)",0
0,"2030/12/17 14:59:59",0,1,259,"2025/04/15 15:00:00",259,1294,1294,"클로에(겨울)",0
0,"2030/12/17 14:59:59",0,1,209,"2026/01/15 15:00:00",209,1295,1295,"치에루(겨울)",0
0,"2030/12/17 14:59:59",0,1,133,"2025/05/29 15:00:00",133,1296,1296,"아네모네",0
0,"2030/12/17 14:59:59",0,1,12,"2025/07/29 15:00:00",12,1297,1297,"네피＝네라",0
0,"2030/12/17 14:59:59",0,1,60,"2025/04/30 15:00:00",60,1298,1298,"마코토(커맨더)",0
0,"2030/12/17 14:59:59",0,1,165,"2025/05/15 15:00:00",165,1299,1299,"에리코(커맨더)",0
0,"2030/12/17 14:59:59",0,1,160,"2025/12/12 15:00:00",160,1300,1300,"야마토",0
