param_07,param_08,drama_id,param_03,param_01,command_id,param_02,command_type,param_05,param_06,param_04
"","",1,1,112511,1010028,omp_talk_normal,3,"",0.2,""
"","",1,"",1010026,1010029,"",91,"","",""
"","",1,1,112511,1010030,omp_idle_normal,3,"",0,""
"","",1,1,112411,1010031,omp_talk_joy2,3,"",0,""
"","",1,0,vo_omp_7001,1010032,vo_omp_7001_005,21,"","",0
"","",1,10,112411,1010033,"에헤헤♪\n그렇다면 안심하세요!\n린이 즐겁다면\n저도 즐거우니까요!",11,1,"",1
"","",1,"",0,1010034,"",91,"","",""
"","",1,1,112511,1010035,0,4,"","",""
"","",1,1,112411,1010036,omp_psn_20,3,"",0,""
"","",1,1,112511,1010037,omp_idle_normal,3,"",0,""
"","",1,0,vo_omp_7001,1010038,vo_omp_7001_006,21,"","",0
"","",1,10,112511,1010039,"걱정한 건 나인데…\n내가 격려 받았어\n우즈키는 역시 굉장해…",11,1,"",1
"","",1,"",0,1010040,"",91,"","",""
"","",1,"",0.4,1010041,"",93,"","",""
0,omp_idle_normal,2,1600,1,1020001,112511,1,-195,1.8,-180
1,omp_talk_normal,2,1500,1,1020002,112411,1,-190,1.8,20
1,omp_idle_normal,2,1600,1,1020003,112611,1,-205,1.8,220
"","",2,0,1,1020004,1,31,1,1,0
"","",2,"",1,1020005,"",93,"","",""
"","",2,0,vo_omp_7002,1020006,vo_omp_7002_000,21,"","",0
"","",2,10,112411,1020007,"페코린느의 마물 요리,\n맛있었죠♪",11,1,"",1
"","",2,"",0,1020008,"",91,"","",""
"","",2,"",112411,1020009,0,4,"","",""
"","",2,1,112411,1020010,omp_idle_normal,3,"",0,""
"","",2,1,112611,1020011,omp_talk_joy1,3,"",0,""
"","",2,0,vo_omp_7002,1020012,vo_omp_7002_001,21,"","",0
"","",2,10,112611,1020013,"응! 맛있는 데다\n모험의 묘미란 느낌이 들어서…\n굉장한 경험을 한 거 같아!",11,1,"",1
"","",2,"",0,1020014,"",91,"","",""
"","",2,1,112611,1020015,omp_idle_joy1,3,"",0,""
"","",2,1,112411,1020016,omp_talk_surprise1,3,"",0,""
"","",2,0,vo_omp_7002,1020017,vo_omp_7002_002,21,"","",0
"","",2,10,112411,1020018,"그런데 신기하죠\n그런 모습을 한 마물이\n맛있는 음식으로 변신하다니!",11,1,"",1
"","",2,"",0,1020019,"",91,"","",""
"","",2,"",112411,1020020,1,4,"","",""
"","",2,1,112411,1020021,omp_idle_surprise1,3,"",0,""
"","",2,1,112511,1020022,omp_talk_normal,3,"",0,""
"","",2,0,vo_omp_7002,1020023,vo_omp_7002_003,21,"","",0
"","",2,10,112511,1020024,"전혀 상상도 못 할 맛이었지\n좋은 의미에서",11,1,"",1
"","",2,"",0,1020025,"",91,"","",""
"","",2,1,112511,1020026,omp_talk_sad,3,"",0,""
"","",2,0,vo_omp_7002,1020027,vo_omp_7002_004,21,"","",0
"","",2,10,112511,1020028,"하지만 마물이 조리되는 장면은\n음, 뭐라고 할까…",11,1,"",1
"","",2,"",0,1020029,"",91,"","",""
"","",2,1,112511,1020030,omp_idle_sad,3,"",0,""
"","",2,1,112411,1020031,omp_talk_bitter,3,"",0,""
"","",2,0,vo_omp_7002,1020032,vo_omp_7002_005,21,"","",0
"","",2,10,112411,1020033,"…어, 엄청났죠",11,1,"",1
"","",2,"",0,1020034,"",91,"","",""
"","",2,1,112411,1020035,omp_idle_bitter,3,"",0,""
"","",2,1,112611,1020036,omp_talk_joy1,3,"",0,""
"","",2,0,vo_omp_7002,1020037,vo_omp_7002_006,21,"","",0
"","",2,10,112611,1020038,"마물 요리는 페코 씨한테\n통째로 맡기는 편이\n좋을지도. 아하하~",11,1,"",1
"","",2,"",0,1020039,"",91,"","",""
"","",2,1,112611,1020040,omp_idle_joy1,3,"",0,""
"","",2,1,112511,1020041,omp_talk_bitter,3,"",0,""
"","",2,0,vo_omp_7002,1020042,vo_omp_7002_007,21,"","",0
"","",2,10,112511,1020043,"모험이란 심오하네……",11,1,"",1
"","",2,"",0,1020044,"",91,"","",""
"","",2,"",0.4,1020045,"",93,"","",""
0,omp_talk_joy1,3,1500,1,1030001,112411,1,-190,1.8,-140
1,omp_idle_normal,3,1500,1,1030002,112611,1,-190,1.8,140
"","",3,0,1,1030003,1,31,1,1,0
"","",3,"",1,1030004,"",93,"","",""
"","",3,0,vo_omp_7003,1030005,vo_omp_7003_000,21,"","",0
"","",3,10,112411,1030006,"미오!\n이 주변에는 다양한\n마물이 있어서 즐겁죠!",11,1,"",1
"","",3,"",0,1030007,"",91,"","",""
"","",3,1,112411,1030008,omp_psn_20,3,"",0,""
"","",3,1,112611,1030009,omp_psn_19,3,"",0,""
"","",3,0,vo_omp_7003,1030010,vo_omp_7003_001,21,"","",0
"","",3,10,112611,1030011,"즈, 즐거운가~?",11,1,"",1
"","",3,"",0,1030012,"",91,"","",""
"","",3,1,112611,1030013,omp_psn_18,3,"",0,""
"","",3,1,112411,1030014,omp_talk_joy1,3,"",0,""
"","",3,0,vo_omp_7003,1030015,vo_omp_7003_002,21,"","",0
"","",3,10,112411,1030016,"무서운 마물도 많이 있지만\n찾아보면 피냐코라타나\n쁘띠 그리핀같이\n귀여운 마물도 있을 거라 생각해요!",11,1,"",1
"","",3,"",0,1030017,"",91,"","",""
"","",3,1,112411,1030018,omp_psn_20,3,"",0,""
"","",3,1,112611,1030019,omp_talk_joy1,3,"",0,""
"","",3,0,vo_omp_7003,1030020,vo_omp_7003_003,21,"","",0
"","",3,10,112611,1030021,"그런 거였어?\n아니, 잠깐만, 시마무\n쁘띠 그리핀은 귀여울지도 모르지만\n피냐코라타가 귀여운가~?",11,1,"",1
"","",3,"",1.5,1030022,1,93,"","",""
"","",3,1,112611,1030023,omp_psn_19,3,"",0.2,""
"","",3,"",1030021,1030024,"",91,"","",""
"","",3,1,112611,1030025,omp_psn_18,3,"",0,""
"","",3,1,112411,1030026,omp_talk_joy1,3,"",0,""
"","",3,0,vo_omp_7003,1030027,vo_omp_7003_004,21,"","",0
"","",3,10,112411,1030028,"귀여워요~\n저희의 노래로 많은\n피냐코라타를\n모을 수 없을까요?",11,1,"",1
"","",3,"",0,1030029,"",91,"","",""
"","",3,1,112411,1030030,omp_psn_20,3,"",0,""
"","",3,1,112611,1030031,omp_psn_19,3,"",0,""
"","",3,0,vo_omp_7003,1030032,vo_omp_7003_005,21,"","",0
"","",3,10,112611,1030033,"그게~ 글쎄다\n피냐코라타는\n온리 원 같은 느낌이 있으니까…\n차라리 온리 원이기를 바라고…",11,1,"",1
"","",3,"",0,1030034,"",91,"","",""
"","",3,1,112611,1030035,omp_psn_18,3,"",0,""
"","",3,1,112411,1030036,omp_talk_joy2,3,"",0,""
"","",3,0,vo_omp_7003,1030037,vo_omp_7003_006,21,"","",0
"","",3,10,112411,1030038,"앗, 확실히 그렇네요!\n우선 눈앞의 피냐코라타한테\n인정도 받아야 하고요♪",11,1,"",1
"","",3,"",0,1030039,"",91,"","",""
"","",3,1,112411,1030040,omp_psn_20,3,"",0,""
"","",3,1,112611,1030041,omp_talk_sad,3,"",0,""
"","",3,0,vo_omp_7003,1030042,vo_omp_7003_007,21,"","",0
"","",3,10,112611,1030043,"그런 말은 아니지만…\n모으는 걸 포기해 준다면\n뭐, 상관없나!\n그 기세로 열심히 하자, 시마무!",11,1,"",1
"","",3,"",6,1030044,1,93,"","",""
"","",3,1,112611,1030045,omp_talk_joy2,3,"",0.2,""
"","",3,"",1030043,1030046,"",91,"","",""
"","",3,1,112611,1030047,omp_idle_joy2,3,"",0,""
"","",3,1,112411,1030048,omp_talk_joy2,3,"",0,""
"","",3,0,vo_omp_7003,1030049,vo_omp_7003_008,21,"","",0
"","",3,10,112411,1030050,"네!\n함께 노력해요!",11,1,"",1
"","",3,"",0,1030051,"",91,"","",""
"","",3,"",0.4,1030052,"",93,"","",""
0,omp_talk_normal,4,1600,1,1040001,105831,1,-195,1.8,-180
1,omp_idle_normal,4,1500,1,1040002,105931,1,-190,1.8,20
1,omp_idle_normal,4,1600,1,1040003,106031,1,-205,1.8,220
"","",4,0,1,1040004,1,31,1,1,0
"","",4,"",1,1040005,"",93,"","",""
"","",4,0,vo_omp_7004,1040006,vo_omp_7004_000,21,"","",0
"","",4,10,105831,1040007,"모처럼이니\n저희도 아이돌을\n해보지 않을래요?",11,1,"",1
"","",4,"",0,1040008,"",91,"","",""
"","",4,1,105831,1040009,omp_idle_normal,3,"",0,""
"","",4,1,105931,1040010,omp_talk_normal,3,"",0,""
"","",4,0,vo_omp_7004,1040011,vo_omp_7004_001,21,"","",0
"","",4,10,105931,1040012,"아이돌 유닛\n【미식전】이군요\n상당히 즐거울 것 같습니다",11,1,"",1
"","",4,"",0,1040013,"",91,"","",""
"","",4,"",105931,1040014,0,4,"","",""
"","",4,1,105931,1040015,omp_idle_normal,3,"",0,""
"","",4,0,106031,1040016,omp_surprise,3,1,0,omp_idle_surprise1
"","",4,0,vo_omp_7004,1040017,vo_omp_7004_002,21,"","",0
"","",4,10,106031,1040018,"엇!? 정말로…!?\n이, 이게 아니라\n바보 아니야, 너희!?",11,1,"",1
"","",4,"",2,1040019,1,93,"","",""
"","",4,1,106031,1040020,omp_talk_tsun,3,"",0.1,""
"","",4,"",1040018,1040021,"",91,"","",""
"","",4,1,106031,1040022,omp_talk_tsun,3,"",0,""
"","",4,0,vo_omp_7004,1040023,vo_omp_7004_003,21,"","",0
"","",4,10,106031,1040024,"저 3명을 보고\n아이돌이 얼마나 힘든지\n깨닫지 못한 거야?",11,1,"",1
"","",4,"",0,1040025,"",91,"","",""
"","",4,1,106031,1040026,omp_idle_tsun,3,"",0,""
"","",4,1,105931,1040027,omp_talk_worry,3,"",0,""
"","",4,0,vo_omp_7004,1040028,vo_omp_7004_004,21,"","",0
"","",4,10,105931,1040029,"그건 그렇습니다만…\n호기심이 승리해서",11,1,"",1
"","",4,"",0,1040030,"",91,"","",""
"","",4,"",105931,1040031,1,4,"","",""
"","",4,1,105931,1040032,omp_idle_worry,3,"",0,""
"","",4,1,105831,1040033,omp_talk_joy1,3,"",0,""
"","",4,0,vo_omp_7004,1040034,vo_omp_7004_005,21,"","",0
"","",4,10,105831,1040035,"콧코로 말이 맞아요!\n자, 멋진 포즈를 연습하죠!!\n예~!",11,1,"",1
"","",4,"",5.5,1040036,1,93,"","",""
"","",4,0,105831,1040037,omp_psn_11,3,"",0.2,""
"","",4,"",1040035,1040038,"",91,"","",""
"","",4,1,105931,1040039,omp_talk_normal,3,"",0,""
"","",4,0,vo_omp_7004,1040040,vo_omp_7004_006,21,"","",0
"","",4,10,105931,1040041,"네♪\n예~입니다…!",11,1,"",1
"","",4,"",1.5,1040042,1,93,"","",""
"","",4,0,105931,1040043,omp_psn_11,3,1,0.2,""
"","",4,"",1040041,1040044,"",91,"","",""
"","",4,"",105931,1040045,0,4,"","",""
"","",4,1,105931,1040046,omp_idle_normal,3,"",0,""
"","",4,1,105831,1040047,omp_idle_joy1,3,"",0.2,""
"","",4,1,106031,1040048,omp_idle_tsun,3,"",0,""
"","",4,0,vo_omp_7004,1040049,vo_omp_7004_007,21,"","",0
"","",4,10,106031,1040050,"예~는 무슨\n이 정도는 하라고!\n잘 부탁해냥♪",11,1,"",1
"","",4,"",7,1040051,1,93,"","",""
"","",4,0,106031,1040052,omp_psn_12,3,"",0.1,""
"","",4,"",1.5,1040053,"",93,"","",""
"","",4,"",1040050,1040054,"",91,"","",""
"","",4,1,106031,1040055,omp_idle_normal,3,"",0.2,""
"","",4,1,105831,1040056,omp_idle_surprise1,3,"",0,""
"","",4,0,vo_omp_7004,1040057,vo_omp_7004_008,21,"","",0
"","",4,10,105831,1040058,"캬, 캬루…",11,1,"",1
"","",4,"",0,1040059,"",91,"","",""
"","",4,1,105831,1040060,omp_idle_surprise1,3,"",0,""
"","",4,1,105931,1040061,omp_talk_sad,3,"",0,""
"","",4,0,vo_omp_7004,1040062,vo_omp_7004_009,21,"","",0
"","",4,10,105931,1040063,"엄청나게 진심이시네요",11,1,"",1
"","",4,"",0,1040064,"",91,"","",""
"","",4,1,105931,1040065,omp_idle_sad,3,"",0,""
0.1,"",4,0,106031,1040066,omp_surprise,3,1,0,omp_talk_surprise2
"","",4,0,vo_omp_7004,1040067,vo_omp_7004_010,21,"","",0
"","",4,10,106031,1040068,"핫…!\n아, 아니야, 방금 그건\n조건반사라고 해야 하나…\n하, 하여간! 이쪽 보지 마, 바보야~!",11,1,"",1
"","",4,"",6.5,1040069,1,93,"","",""
"","",4,1,106031,1040070,omp_talk_tsun,3,"",0.2,""
"","",4,"",1040068,1040071,"",91,"","",""
"","",4,"",0.4,1040072,"",93,"","",""
0,omp_talk_joy1,5,1500,1,1050001,112611,1,-190,1.8,-140
1,omp_idle_normal,5,1500,1,1050002,112511,1,-190,1.8,140
"","",5,0,1,1050003,1,31,1,1,0
"","",5,"",1,1050004,"",93,"","",""
"","",5,0,vo_omp_7005,1050005,vo_omp_7005_000,21,"","",0
"","",5,10,112611,1050006,"모험자로서 다양한 곳에\n가보기도 했지만\n이번 여행이 제일 즐겁지!",11,1,"",1
"","",5,"",0,1050007,"",91,"","",""
"","",5,1,112611,1050008,omp_idle_joy1,3,"",0,""
"","",5,1,112511,1050009,omp_talk_normal,3,"",0,""
"","",5,0,vo_omp_7005,1050010,vo_omp_7005_001,21,"","",0
"","",5,10,112511,1050011,"그럴지도\n누군가를 돕기 위해서가 아니라\n우리의 목적을 위해\n나아가고 있어서일까",11,1,"",1
"","",5,"",0,1050012,"",91,"","",""
"","",5,1,112511,1050013,omp_idle_normal,3,"",0,""
"","",5,1,112611,1050014,omp_talk_joy1,3,"",0,""
"","",5,0,vo_omp_7005,1050015,vo_omp_7005_002,21,"","",0
"","",5,10,112611,1050016,"우리가 즐기고\n우리를 보는 사람도\n즐겨준다면 최고지\n그렇게 될 수 있을까…",11,1,"",1
"","",5,"",6.2,1050017,1,93,"","",""
"","",5,1,112611,1050018,omp_talk_thinking,3,"",0.2,""
"","",5,"",1050016,1050019,"",91,"","",""
"","",5,1,112611,1050020,omp_idle_thinking,3,"",0,""
"","",5,1,112511,1050021,omp_talk_normal2,3,"",0,""
"","",5,0,vo_omp_7005,1050022,vo_omp_7005_003,21,"","",0
"","",5,10,112511,1050023,"미오라면… 아니\n우리라면 될 수 있어\n함께 노력하자",11,1,"",1
"","",5,"",0,1050024,"",91,"","",""
"","",5,1,112511,1050025,omp_idle_calm,3,"",0,""
"","",5,1,112611,1050026,omp_talk_sad,3,"",0.1,""
"","",5,0,vo_omp_7005,1050027,vo_omp_7005_004,21,"","",0
"","",5,10,112611,1050028,"시… 시…",11,1,"",1
"","",5,"",0,1050029,"",91,"","",""
"","",5,1,112611,1050030,omp_idle_sad,3,"",0,""
"","",5,1,112511,1050031,omp_psn_19,3,"",0,""
"","",5,0,vo_omp_7005,1050032,vo_omp_7005_005,21,"","",0
"","",5,10,112511,1050033,"시…?",11,1,"",1
"","",5,"",0,1050034,"",91,"","",""
"","",5,1,112511,1050035,omp_psn_18,3,"",0,""
"","",5,1,112611,1050036,omp_talk_sad,3,"",0,""
"","",5,0,vo_omp_7005,1050037,vo_omp_7005_006,21,"","",0
"","",5,10,112611,1050038,"시부린이 평소와 달리 다정해…!?\n어떻게 된 거야, 이상한 거라도 먹었어!?",11,1,"",1
"","",5,"",4.5,1050039,1,93,"","",""
"","",5,1,112611,1050040,omp_talk_surprise2,3,"",0.2,""
"","",5,"",1050038,1050041,"",91,"","",""
"","",5,1,112611,1050042,omp_idle_surprise2,3,"",0,""
"","",5,1,112511,1050043,omp_talk_normal,3,"",0,""
"","",5,0,vo_omp_7005,1050044,vo_omp_7005_007,21,"","",0
"","",5,10,112511,1050045,"아까 페코린느의 마물 요리를…\n엇, 이래서야 평소의\n내가 다정하지 않은 거 같잖아\n모처럼 격려하려고 했더니…",11,1,"",1
"","",5,"",3.5,1050046,1,93,"","",""
"","",5,1,112511,1050047,omp_talk_anger,3,"",0.2,""
"","",5,"",1050045,1050048,"",91,"","",""
"","",5,1,112511,1050049,omp_idle_anger,3,"",0,""
"","",5,1,112611,1050050,omp_talk_joy1,3,"",0,""
"","",5,0,vo_omp_7005,1050051,vo_omp_7005_008,21,"","",0
"","",5,10,112611,1050052,"에헤헤, 미안 미안☆",11,1,"",1
"","",5,"",0,1050053,"",91,"","",""
"","",5,1,112611,1050054,omp_idle_joy1,3,"",0,""
"","",5,1,112511,1050055,omp_talk_sad,3,"",0,""
"","",5,0,vo_omp_7005,1050056,vo_omp_7005_009,21,"","",0
"","",5,10,112511,1050057,"하여간\n…그래도 조금 전 말은\n진심이니까",11,1,"",1
"","",5,"",2,1050058,1,93,"","",""
"","",5,1,112511,1050059,omp_talk_normal,3,"",0.2,""
"","",5,"",1050057,1050060,"",91,"","",""
"","",5,1,112511,1050061,omp_idle_normal,3,"",0,""
"","",5,1,112611,1050062,omp_talk_joy2,3,"",0,""
"","",5,0,vo_omp_7005,1050063,vo_omp_7005_010,21,"","",0
"","",5,10,112611,1050064,"응!\n고마워, 시부린!",11,1,"",1
"","",5,"",0,1050065,"",91,"","",""
"","",5,"",0.4,1050066,"",93,"","",""
0,omp_talk_normal,6,1600,1,1060001,112511,1,-195,1.8,-180
1,omp_idle_normal,6,1500,1,1060002,112411,1,-190,1.8,20
1,omp_idle_normal,6,1600,1,1060003,112611,1,-205,1.8,220
"","",6,0,1,1060004,1,31,1,1,0
"","",6,"",1,1060005,"",93,"","",""
"","",6,0,vo_omp_7006,1060006,vo_omp_7006_000,21,"","",0
"","",6,10,112511,1060007,"우즈키…\n오늘 레슨\n굉장히 기합이 들어갔지",11,1,"",1
"","",6,"",0,1060008,"",91,"","",""
"","",6,1,112511,1060009,omp_idle_normal,3,"",0,""
"","",6,1,112611,1060010,omp_talk_joy1,3,"",0,""
"","",6,0,vo_omp_7006,1060011,vo_omp_7006_001,21,"","",0
"","",6,10,112611,1060012,"응응!\n함께 레슨 하는 내가\n시선을 빼앗길 정도였어~!\n무슨 일 있었어, 시마무?",11,1,"",1
"","",6,"",0,1060013,"",91,"","",""
"","",6,"",112411,1060014,0,4,"","",""
"","",6,1,112611,1060015,omp_idle_joy1,3,"",0,""
"","",6,1,112411,1060016,omp_talk_joy1,3,"",0,""
"","",6,0,vo_omp_7006,1060017,vo_omp_7006_002,21,"","",0
"","",6,10,112411,1060018,"에헤헤, 고맙습니다!\n그게…",11,1,"",1
"","",6,"",0,1060019,"",91,"","",""
"","",6,1,112411,1060020,omp_talk_normal,3,"",0,""
"","",6,0,vo_omp_7006,1060021,vo_omp_7006_003,21,"","",0
"","",6,10,112411,1060022,"아침에 혼자서 레슨 할 때\n산책하던 사람한테\n『늘 열심히 하는구나』라는\n말을 들었거든요",11,1,"",1
"","",6,"",0,1060023,"",91,"","",""
"","",6,1,112411,1060024,omp_talk_thinking,3,"",0,""
"","",6,0,vo_omp_7006,1060025,vo_omp_7006_004,21,"","",0
"","",6,10,112411,1060026,"그 사람은 별생각 없이 한\n말이었을지도 모르지만\n저는 그게 굉장히 기뻐서",11,1,"",1
"","",6,"",0,1060027,"",91,"","",""
"","",6,1,112411,1060028,omp_talk_normal2,3,"",0,""
"","",6,0,vo_omp_7006,1060029,vo_omp_7006_005,21,"","",0
"","",6,10,112411,1060030,"그래서 더욱더 노력해서\n최고의 무대를 만드는 걸로\n그 말에 보답할\n수 있다면 하고…",11,1,"",1
"","",6,"",0,1060031,"",91,"","",""
"","",6,1,112411,1060032,omp_idle_calm,3,"",0,""
"","",6,1,112611,1060033,omp_talk_sad,3,"",0,""
"","",6,0,vo_omp_7006,1060034,vo_omp_7006_006,21,"","",0
"","",6,10,112611,1060035,"시마무…!",11,1,"",1
"","",6,"",0,1060036,"",91,"","",""
"","",6,"",112411,1060037,1,4,"","",""
"","",6,1,112611,1060038,omp_idle_sad,3,"",0,""
"","",6,1,112511,1060039,omp_talk_thinking,3,"",0,""
"","",6,0,vo_omp_7006,1060040,vo_omp_7006_007,21,"","",0
"","",6,10,112511,1060041,"그렇구나\n그런 우즈키니까 우리는\n함께 해나가고 싶어\n미오도 그렇지?",11,1,"",1
"","",6,"",0,1060042,"",91,"","",""
"","",6,"",112411,1060043,0,4,"","",""
"","",6,1,112511,1060044,omp_idle_thinking,3,"",0,""
"","",6,1,112611,1060045,omp_talk_joy1,3,"",0,""
"","",6,0,vo_omp_7006,1060046,vo_omp_7006_008,21,"","",0
"","",6,10,112611,1060047,"응! 앞으로도 셋이서\n열심히 노력하자!\n시마무, 시부린!",11,1,"",1
"","",6,"",0,1060048,"",91,"","",""
"","",6,"",112411,1060049,1,4,"","",""
"","",6,1,112611,1060050,omp_idle_joy1,3,"",0,""
"","",6,1,112411,1060051,omp_talk_joy2,3,"",0,""
"","",6,0,vo_omp_7006,1060052,vo_omp_7006_009,21,"","",0
"","",6,10,112411,1060053,"린, 미오…! 네!\n【뉴 제네레이션즈】 멤버 모두 함께\n최고의 아이돌을 목표로 해요!",11,1,"",1
"","",6,"",1.2,1060054,1,93,"","",""
"","",6,"",112411,1060055,0,4,"","",""
"","",6,"",1060053,1060056,"",91,"","",""
"","",6,-195,112511,1060057,-180,2,1,"",0
"","",6,-190,112411,1060058,0,2,1,"",0
"","",6,-195,112611,1060059,180,2,1,"",0
"","",6,0,112511,1060060,omp_psn_dicision_rin,3,"",0.1,""
"","",6,0,112411,1060061,omp_psn_dicision_uduki,3,"",0.1,""
"","",6,0,112611,1060062,omp_psn_dicision_mio,3,"",0.1,""
"","",6,0,2,1060063,2,31,1,1,0
"","",6,"",1060062,1060064,"",91,"","",""
"","",6,"",0.6,1060065,"",93,"","",""
0,omp_idle_normal,7,1600,1,1070001,105831,1,-205,1.8,-100
0,omp_idle_normal,7,1600,1,1070002,105931,1,-225,1.8,-390
0,omp_idle_normal,7,1500,1,1070003,106031,1,-190,1.8,-260
1,omp_idle_normal,7,1500,1,1070004,112511,1,-185,1.8,250
1,omp_idle_normal,7,1600,1,1070005,112411,1,-220,1.8,385
1,omp_idle_normal,7,1600,1,1070006,112611,1,-195,1.8,100
"","",7,0,1,1070007,1,31,1,1,0
"","",7,"",0.2,1070008,"",93,"","",""
"","",7,1,112611,1070009,omp_idle_normal,3,"",0.1,""
"","",7,1,112411,1070010,omp_talk_normal,3,"",0,""
"","",7,1,112511,1070011,omp_idle_normal,3,"",0.1,""
"","",7,1,105831,1070012,omp_idle_normal,3,"",0.1,""
"","",7,"",0.1,1070013,"",93,"","",""
"","",7,"",1,1070014,"",93,"","",""
"","",7,0,vo_omp_7007,1070015,vo_omp_7007_000,21,"","",0
"","",7,10,112411,1070016,"지금 생각해 보면… 첫 게릴라 LIVE는\n정말로 힘에 부쳤죠",11,1,"",1
"","",7,"",0,1070017,"",91,"","",""
"","",7,1,112411,1070018,omp_idle_normal,3,"",0.1,""
"","",7,1,105831,1070019,omp_talk_normal,3,"",0.1,""
"","",7,0,vo_omp_7007,1070020,vo_omp_7007_001,21,"","",0
"","",7,10,105831,1070021,"긴장했다는 게 눈에 보였어요\n어쩐지 저까지 긴장해서\n가슴이 조여드는 듯한 심정이었어요~",11,1,"",1
"","",7,"",0,1070022,"",91,"","",""
"","",7,1,105831,1070023,omp_idle_normal,3,"",0,""
"","",7,1,105931,1070024,omp_talk_worry,3,"",0,""
"","",7,0,vo_omp_7007,1070025,vo_omp_7007_002,21,"","",0
"","",7,10,105931,1070026,"페코린느 님의 경우는\n공복으로 조여들었을\n가능성도 있습니다만……",11,1,"",1
"","",7,"",0,1070027,"",91,"","",""
"","",7,1,105931,1070028,omp_idle_worry,3,"",0,""
"","",7,1,106031,1070029,omp_talk_normal,3,"",0,""
"","",7,0,vo_omp_7007,1070030,vo_omp_7007_003,21,"","",0
"","",7,10,106031,1070031,"뭐, 확실히 그때\n우즈키 일행의 게릴라 LIVE는\n정말 엉망진창이었지!",11,1,"",1
"","",7,"",0,1070032,"",91,"","",""
"","",7,1,106031,1070033,omp_idle_normal,3,"",0,""
"","",7,1,112611,1070034,omp_talk_worry,3,"",0,""
"","",7,0,vo_omp_7007,1070035,vo_omp_7007_004,21,"","",0
"","",7,10,112611,1070036,"정말, 캬루 캬루~\n너무 그러지 마~!\n우리도 알고 있으니까~",11,1,"",1
"","",7,"",0,1070037,"",91,"","",""
"","",7,1,112611,1070038,omp_idle_worry,3,"",0,""
"","",7,1,105931,1070039,omp_talk_normal2,3,"",0,""
"","",7,0,vo_omp_7007,1070040,vo_omp_7007_005,21,"","",0
"","",7,10,105931,1070041,"그래도 스스로의 힘으로 일어나\n다시 무대에 서는 모습…\n저는 감동했습니다",11,1,"",1
"","",7,"",0,1070042,"",91,"","",""
"","",7,1,105931,1070043,omp_idle_calm,3,"",0,""
"","",7,1,112511,1070044,omp_talk_normal2,3,"",0,""
"","",7,0,vo_omp_7007,1070045,vo_omp_7007_006,21,"","",0
"","",7,10,112511,1070046,"그 정도로 멈춰 설 생각은\n없었으니까\n우즈키도 미오도 반드시 일어설 거라고\n믿었어",11,1,"",1
"","",7,"",0,1070047,"",91,"","",""
"","",7,1,112511,1070048,omp_idle_calm,3,"",0,""
"","",7,1,112411,1070049,omp_talk_joy1,3,"",0,""
"","",7,0,vo_omp_7007,1070050,vo_omp_7007_007,21,"","",0
"","",7,10,112411,1070051,"린…!",11,1,"",1
"","",7,"",0,1070052,"",91,"","",""
"","",7,"",112611,1070053,0,4,"","",""
"","",7,1,112411,1070054,omp_psn_20,3,"",0,""
"","",7,1,112611,1070055,omp_talk_joy1,3,"",0,""
"","",7,0,vo_omp_7007,1070056,vo_omp_7007_008,21,"","",0
"","",7,10,112611,1070057,"헤헷, 시부린은\n쿨한 척하면서 뜨겁네♪\n그런 시부린은 시마무랑 내가\n꼬~옥 안아줄 거야~!",11,1,"",1
