resist_status_id,magic_penetrate,unit_id,main_skill_lv_10,ex_skill_lv_3,main_skill_lv_1,magic_critical,resist_variation_id,main_skill_lv_5,main_skill_lv_4,magic_def,main_skill_lv_8,atk,main_skill_lv_2,main_skill_lv_9,energy_reduce_rate,accuracy,virtual_hp,ex_skill_lv_5,life_steal,physical_penetrate,break_durability,unique_equipment_flag_1,energy_recovery_rate,wave_energy_recovery,def,main_skill_lv_6,union_burst_level,dodge,promotion_level,ex_skill_lv_4,physical_critical,level,ex_skill_lv_2,hp_recovery_rate,hp,wave_hp_recovery,ex_skill_lv_1,name,main_skill_lv_7,main_skill_lv_3,magic_str,rarity,enemy_id
300000009,0,217300,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924070206
200000001,0,252900,0,0,3100,0,0,3100,3100,2333,0,13040,3100,0,0,44,0,0,0,0,0,0,0,0,933,0,3100,0,1,0,0,310,0,0,13001402,0,0,"하이 오크",0,3100,0,0,924070301
200000001,0,251800,0,0,3100,0,0,3100,3100,1866,0,14398,3100,0,0,44,0,0,0,0,0,0,0,0,1244,0,3100,0,1,0,0,310,0,0,12735143,0,0,"스탬프",0,3100,0,0,924070302
200000001,0,610801,0,0,310,0,0,310,310,460,0,70605,310,0,0,64,0,0,0,0,0,1,28,0,621,0,310,48,32,0,2753,310,0,30,9135162,0,0,"클로에의 섀도우",0,310,0,5,924070303
200000001,0,616901,0,0,310,0,0,310,310,903,0,67552,310,0,0,44,0,0,0,0,0,1,39,0,1239,0,310,13,32,0,1308,310,0,35,9375125,0,0,"미후유(작업복)의 섀도우",0,310,0,5,924070304
200000001,0,612901,0,0,310,0,0,310,310,727,0,73432,310,0,0,65,0,0,0,0,0,1,44,0,507,0,310,5,32,0,2066,310,0,30,8585793,0,0,"리노(원더)의 섀도우",0,310,0,5,924070305
300000009,0,217300,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924070306
300000008,0,306403,0,0,5000,0,0,0,0,0,0,15000,5000,0,0,60,0,0,0,0,0,0,30,0,100,0,5000,0,1,0,0,100,0,0,80000000,0,0,"와일드 크로우",0,0,0,1,924071101
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,50,0,0,100,0,0,0,0,0,0,0,0,0,9000,0,0,1,0,0,500,0,0,100000,0,0,"버스트 에너미",150,50,0,1,924071102
300000008,0,306403,0,0,5000,0,0,0,0,0,0,20000,5000,0,0,60,0,0,0,0,0,0,30,0,300,0,5000,0,1,0,0,200,0,0,150000000,0,0,"와일드 크로우",0,0,0,1,924071201
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,100,0,0,100,0,0,0,0,0,0,0,0,0,9000,0,0,1,0,0,500,0,0,100000,0,0,"버스트 에너미",150,100,0,1,924071202
300000008,0,306403,0,0,5000,0,0,0,0,0,0,50000,5000,0,0,60,0,0,0,0,0,0,60,0,900,0,8000,0,1,0,0,450,0,0,300000000,0,0,"와일드 크로우",0,0,0,1,924071301
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,100,0,0,100,0,0,0,0,0,0,0,0,0,9000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924071302
300000008,0,306403,0,0,5000,0,0,0,0,0,0,50000,5000,0,0,60,0,0,0,0,0,0,60,0,900,0,8000,0,1,0,0,450,0,0,1000000000,0,0,"와일드 크로우",0,0,0,1,924071401
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,100,0,0,100,0,0,0,0,0,0,0,0,0,9000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924071402
300000016,0,319602,0,0,300,0,0,300,300,0,0,0,400,0,0,60,0,0,0,0,0,0,50,0,0,300,500,0,1,0,0,100,0,0,80000000,0,0,"프로스트 하운드",0,0,0,1,924072101
300000016,0,319602,0,0,0,0,0,0,0,1000,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1200,0,0,0,1,0,0,100,0,0,800000,0,0,"강아지 1",0,0,10000,1,924072102
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,100,0,0,3000000,0,0,"프로스트 하운드 본체",0,0,0,1,924072103
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,100,0,0,800000,0,0,"강아지2",0,0,0,1,924072104
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924072105
300000016,0,319602,0,0,300,0,0,300,300,0,0,0,400,0,0,60,0,0,0,0,0,0,50,0,0,300,500,0,1,0,0,200,0,0,150000000,0,0,"프로스트 하운드",0,0,0,1,924072201
300000016,0,319602,0,0,0,0,0,0,0,1400,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1600,0,0,0,1,0,0,200,0,0,1600000,0,0,"강아지 1",0,0,15000,1,924072202
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,200,0,0,5000000,0,0,"프로스트 하운드 본체",0,0,0,1,924072203
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,200,0,0,1600000,0,0,"강아지2",0,0,0,1,924072204
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924072205
300000016,0,319602,0,0,450,0,0,300,300,0,0,0,800,0,0,60,0,0,0,0,0,0,100,0,0,300,900,0,1,0,0,450,0,0,300000000,0,0,"프로스트 하운드",0,0,0,1,924072301
300000016,0,319602,0,0,0,0,0,0,0,10000,0,0,0,0,0,60,0,0,0,0,0,0,0,0,10000,0,0,0,1,0,0,450,0,0,2400000,0,0,"강아지 1",0,0,45000,1,924072302
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,450,0,0,8000000,0,0,"프로스트 하운드 본체",0,0,0,1,924072303
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,450,0,0,2400000,0,0,"강아지2",0,0,0,1,924072304
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924072305
300000016,0,319602,0,0,450,0,0,300,300,0,0,0,800,0,0,60,0,0,0,0,0,0,100,0,0,300,900,0,1,0,0,450,0,0,1000000000,0,0,"프로스트 하운드",0,0,0,1,924072401
300000016,0,319602,0,0,0,0,0,0,0,10000,0,0,0,0,0,60,0,0,0,0,0,0,0,0,10000,0,0,0,1,0,0,450,0,0,2400000,0,0,"강아지 1",0,0,45000,1,924072402
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,450,0,0,8000000,0,0,"프로스트 하운드 본체",0,0,0,1,924072403
300000016,0,319602,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,450,0,0,2400000,0,0,"강아지2",0,0,0,1,924072404
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924072405
300000008,0,300704,0,0,2500,0,0,0,0,300,0,5000,10000,0,0,60,0,0,0,0,0,0,40,0,300,0,2500,0,1,0,0,100,0,0,80000000,0,0,"오크 치프",0,0,0,1,924073101
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,200,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,200,0,1,924073102
300000008,0,300704,0,0,2500,0,0,0,0,300,0,7000,10000,0,0,60,0,0,0,0,0,0,40,0,300,0,2500,0,1,0,0,200,0,0,150000000,0,0,"오크 치프",0,0,0,1,924073201
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,200,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,200,0,1,924073202
300000008,0,300704,0,0,5000,0,0,0,0,300,0,9000,20000,0,0,60,0,0,0,0,0,0,40,0,300,0,5000,0,1,0,0,450,0,0,300000000,0,0,"오크 치프",0,0,0,1,924073301
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,600,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,600,0,1,924073302
300000008,0,300704,0,0,5000,0,0,0,0,300,0,9000,20000,0,0,60,0,0,0,0,0,0,40,0,300,0,5000,0,1,0,0,450,0,0,1000000000,0,0,"오크 치프",0,0,0,1,924073401
300000009,0,217300,0,0,0,0,0,0,100,0,300,0,600,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,600,0,1,924073402
200000001,0,252800,0,0,3130,0,0,3130,3130,1400,0,2354,3130,0,0,44,0,0,0,0,0,0,0,0,1555,0,3130,0,1,0,0,313,0,0,3179526,0,0,"오크",0,3130,0,0,924080101
200000001,0,252600,0,0,3130,0,0,3130,3130,1400,0,0,3130,0,0,44,0,0,0,0,0,0,0,0,933,0,3130,0,1,0,0,313,0,0,2988126,0,0,"젤라티나",0,3130,10859,0,924080102
200000001,0,609201,0,0,313,2142,0,313,313,536,0,0,313,0,18,44,0,0,0,0,0,1,36,0,447,0,313,0,1,0,0,313,0,45,2156819,0,0,"앤의 섀도우",0,313,23492,0,924080103
200000001,0,608802,0,0,313,530,0,313,313,1755,0,0,313,0,19,44,0,0,0,0,0,1,40,0,1476,0,313,3,32,0,0,313,0,1580,2394123,0,0,"유이(새해)의 섀도우",0,313,18486,6,924080104
200000001,0,255700,0,0,3130,0,0,3130,3130,700,0,0,3130,0,0,44,0,0,0,0,0,0,0,0,467,0,3130,0,32,0,0,313,0,0,3020017,0,0,"슬리피 아울",0,3130,7139,6,924080105
300000009,0,217300,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924080106
200000001,0,251000,0,0,3130,0,0,3130,3130,1959,0,4767,3130,0,0,44,0,0,0,0,0,0,0,0,871,0,3130,0,1,0,0,313,0,0,4640968,0,0,"움직이는 검사 석상",0,3130,0,0,924080201
200000001,0,616301,0,0,313,0,0,313,313,338,0,30308,313,0,15,60,0,0,0,0,0,1,49,0,498,0,313,20,32,0,2181,313,0,30,3349416,0,0,"치에루(성학제)의 섀도우",0,313,0,5,924080202
200000001,0,252100,0,0,3130,0,0,3130,3130,980,0,15140,3130,0,0,44,0,0,0,0,0,0,0,0,653,0,3130,0,1,0,0,313,0,0,4489081,0,0,"빨간 버섯",0,3130,0,0,924080203
200000001,0,605901,0,0,313,0,0,313,313,1504,0,21532,313,0,4,44,0,0,0,0,0,1,28,0,1545,0,313,48,32,0,297,313,0,1920,3701586,0,0,"콧코로의 섀도우",0,313,0,6,924080204
200000001,0,255500,0,0,3130,0,0,3130,3130,817,0,8448,3130,0,0,44,0,0,0,0,0,0,0,0,545,0,3130,0,1,0,0,313,0,0,4402395,0,0,"살인벌",0,3130,0,0,924080205
300000009,0,217300,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924080206
200000001,0,250400,0,0,3130,0,0,3130,3130,1633,0,5857,3130,0,0,44,0,0,0,0,0,0,0,0,1089,0,3130,0,32,0,0,313,0,0,6468883,0,0,"바다사장",0,3130,0,0,924080301
200000001,0,251300,0,0,3130,0,0,3130,3130,1633,0,6364,3130,0,0,44,0,0,0,0,0,0,0,0,653,0,3130,0,32,0,0,313,0,0,6795161,0,0,"정글 가드",0,3130,0,0,924080302
200000001,0,609501,0,0,313,126,0,313,313,2254,0,0,313,0,20,44,0,0,0,0,0,1,29,0,1737,0,313,12,1,0,0,313,0,209,5649283,0,0,"쿠우카(오에도)의 섀도우",0,313,17412,5,924080303
200000001,0,602503,0,0,313,1338,0,313,313,785,0,0,313,0,24,44,0,0,0,0,0,1,38,0,591,0,313,0,32,0,0,313,0,133,5014483,0,0,"스즈메의 섀도우",0,313,33754,6,924080304
200000001,0,612201,0,0,313,517,0,313,313,1135,0,0,313,0,21,44,0,0,0,0,0,1,29,0,1471,0,313,3,1,0,0,313,0,153,4827117,0,0,"카스미(매지컬)의 섀도우",0,313,25200,5,924080305
300000009,0,217300,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924080306
300000008,0,312504,0,0,900,0,0,0,0,500,0,0,1200,0,0,60,0,0,0,0,0,0,40,0,500,0,1800,0,1,0,0,100,0,0,80000000,0,0,"마담 엘렉트라",0,0,30000,1,924081101
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,200,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,200,0,1,924081102
300000008,0,312504,0,0,900,0,0,0,0,800,0,0,1200,0,0,60,0,0,0,0,0,0,50,0,800,0,1800,0,1,0,0,200,0,0,150000000,0,0,"마담 엘렉트라",0,0,40000,1,924081201
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924081202
300000008,0,312504,0,0,900,0,0,0,0,1300,0,0,1200,0,0,60,0,0,0,0,0,0,70,0,1500,0,1800,0,1,0,0,450,0,0,300000000,0,0,"마담 엘렉트라",0,0,80000,1,924081301
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,500,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,500,0,1,924081302
300000008,0,312504,0,0,900,0,0,0,0,1300,0,0,1200,0,0,60,0,0,0,0,0,0,70,0,1500,0,1800,0,1,0,0,450,0,0,1000000000,0,0,"마담 엘렉트라",0,0,80000,1,924081401
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,500,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,500,0,1,924081402
300000008,0,306904,0,0,3000,0,0,3000,3000,0,0,0,2000,0,0,60,0,0,0,0,0,0,30,0,0,0,5000,0,1,0,0,100,0,0,80000000,0,0,"트라이 로커",0,3000,0,1,924082101
300000008,0,306904,0,0,0,0,0,0,0,1000,0,2000,0,0,0,60,0,0,0,0,0,0,0,0,1000,0,0,0,1,0,0,100,0,0,400000,0,0,"트라이 로커 상단",0,0,2000,1,924082102
300000008,0,306904,0,0,0,0,0,0,0,300,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,1000000,0,0,"트라이 로커 중단",0,0,0,1,924082103
300000008,0,306904,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,300,0,0,0,1,0,0,100,0,0,1000000,0,0,"트라이 로커 하단",0,0,0,1,924082104
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924082105
300000008,0,306904,0,0,3000,0,0,3000,3000,0,0,0,2000,0,0,60,0,0,0,0,0,0,50,0,0,0,5000,0,1,0,0,200,0,0,150000000,0,0,"트라이 로커",0,3000,0,1,924082201
300000008,0,306904,0,0,0,0,0,0,0,1400,0,3000,0,0,0,60,0,0,0,0,0,0,0,0,1400,0,0,0,1,0,0,200,0,0,600000,0,0,"트라이 로커 상단",0,0,3000,1,924082202
300000008,0,306904,0,0,0,0,0,0,0,800,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,0,0,1400000,0,0,"트라이 로커 중단",0,0,0,1,924082203
300000008,0,306904,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,800,0,0,0,1,0,0,200,0,0,1400000,0,0,"트라이 로커 하단",0,0,0,1,924082204
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,100,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,100,0,1,924082205
300000008,0,306904,0,0,3000,0,0,3000,3000,0,0,0,2000,0,0,60,0,0,0,0,0,0,70,0,0,0,5000,0,1,0,0,450,0,0,300000000,0,0,"트라이 로커",0,3000,0,1,924082301
300000008,0,306904,0,0,0,0,0,0,0,10000,0,5000,0,0,0,60,0,0,0,0,0,0,0,0,10000,0,0,0,1,0,0,450,0,0,800000,0,0,"트라이 로커 상단",0,0,5000,1,924082302
300000008,0,306904,0,0,0,0,0,0,0,1200,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450,0,0,1800000,0,0,"트라이 로커 중단",0,0,0,1,924082303
300000008,0,306904,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1200,0,0,0,1,0,0,450,0,0,1800000,0,0,"트라이 로커 하단",0,0,0,1,924082304
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924082305
300000008,0,306904,0,0,3000,0,0,3000,3000,0,0,0,2000,0,0,60,0,0,0,0,0,0,70,0,0,0,5000,0,1,0,0,450,0,0,1000000000,0,0,"트라이 로커",0,3000,0,1,924082401
300000008,0,306904,0,0,0,0,0,0,0,10000,0,5000,0,0,0,60,0,0,0,0,0,0,0,0,10000,0,0,0,1,0,0,450,0,0,800000,0,0,"트라이 로커 상단",0,0,5000,1,924082402
300000008,0,306904,0,0,0,0,0,0,0,1200,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450,0,0,1800000,0,0,"트라이 로커 중단",0,0,0,1,924082403
300000008,0,306904,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1200,0,0,0,1,0,0,450,0,0,1800000,0,0,"트라이 로커 하단",0,0,0,1,924082404
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924082405
300000008,0,305902,0,0,5000,0,0,0,0,100,0,0,5000,0,0,60,0,0,0,0,0,0,40,0,350,0,5000,0,1,0,0,100,0,0,80000000,0,0,"마담 프리즘",0,0,15000,1,924083101
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,200,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,200,0,1,924083102
300000008,0,305902,0,0,5000,0,0,0,0,200,0,0,5000,0,0,60,0,0,0,0,0,0,40,0,500,0,5000,0,1,0,0,200,0,0,150000000,0,0,"마담 프리즘",0,0,30000,1,924083201
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,300,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,300,0,1,924083202
300000008,0,305902,0,0,5000,0,0,0,0,300,0,0,5000,0,0,60,0,0,0,0,0,0,40,0,700,0,5000,0,1,0,0,450,0,0,300000000,0,0,"마담 프리즘",0,0,60000,1,924083301
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,500,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,400,0,1,924083302
300000008,0,305902,0,0,5000,0,0,0,0,300,0,0,5000,0,0,60,0,0,0,0,0,0,40,0,700,0,5000,0,1,0,0,450,0,0,1000000000,0,0,"마담 프리즘",0,0,60000,1,924083401
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,500,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,400,0,1,924083402
200000001,0,252000,0,0,3160,0,0,3160,3160,1866,0,2763,3160,0,0,44,0,0,0,0,0,0,0,0,1244,0,3160,0,1,0,0,316,0,0,3160939,0,0,"트렌트",0,3160,0,0,924090101
200000001,0,251200,0,0,3160,0,0,3160,3160,1400,0,2853,3160,0,0,44,0,0,0,0,0,0,0,0,1555,0,3160,0,1,0,0,316,0,0,3164951,0,0,"고블린 가드",0,3160,0,0,924090102
200000001,0,602901,0,0,316,0,0,316,316,2197,0,10715,316,0,4,45,0,0,0,0,0,1,35,0,3205,0,316,29,33,0,565,316,0,49,2709673,0,0,"노조미의 섀도우",0,316,0,6,924090103
200000001,0,252700,0,0,3160,0,0,3160,3160,1400,0,0,3160,0,0,44,0,0,0,0,0,0,0,0,933,0,3160,0,1,0,0,316,0,0,2985523,0,0,"플레어 젤라티나",0,3160,10909,0,924090104
200000001,0,609201,0,0,316,2142,0,316,316,536,0,0,316,0,18,44,0,0,0,0,0,1,36,0,447,0,316,0,33,0,0,316,0,45,2156819,0,0,"앤의 섀도우",0,316,23492,5,924090105
200000001,0,254100,0,0,3160,0,0,3160,3160,1540,0,4827,3160,0,0,44,0,0,0,0,0,0,0,0,2395,0,3160,0,1,0,0,316,0,0,5577264,0,0,"허밋 나이트",0,3160,0,0,924090201
200000001,0,603701,0,0,316,0,0,316,316,598,0,32598,316,0,0,81,0,0,0,0,0,1,45,0,691,0,316,10,33,0,2690,316,0,36,4317274,0,0,"토모의 섀도우",0,316,0,6,924090202
200000001,0,253600,0,0,3160,0,0,3160,3160,1540,0,14772,3160,0,0,44,0,0,0,0,0,0,0,0,1026,0,3160,0,1,0,0,316,0,0,5340030,0,0,"엔젤 다트",0,3160,0,0,924090203
200000001,0,612301,0,0,316,0,0,316,316,785,0,29318,316,0,0,65,0,0,0,0,0,1,43,0,587,0,316,3,33,0,2237,316,0,30,3792130,0,0,"시오리(매지컬)의 섀도우",0,316,0,5,924090204
200000001,0,257600,0,0,3160,0,0,3160,3160,1540,0,474,3160,0,0,44,0,0,0,0,0,0,0,0,1026,0,3160,0,1,0,0,316,0,930,5340030,0,0,"벌룬 버드",0,3160,0,0,924090205
200000001,0,251000,0,0,3160,0,0,3160,3160,3359,0,8230,3160,0,0,44,0,0,0,0,0,0,0,0,1493,0,3160,0,1,0,0,316,0,0,16306061,0,0,"움직이는 검사 석상",0,3160,0,0,924090301
200000001,0,609601,0,0,316,0,0,316,316,516,0,50103,316,0,0,53,0,0,0,0,0,2,40,0,614,0,316,42,33,0,3264,316,0,40,11952108,0,0,"니논(오에도)의 섀도우",0,316,0,5,924090302
200000001,0,610901,0,0,316,0,0,316,316,707,0,43746,316,0,15,62,0,0,0,0,0,1,50,0,953,0,316,24,33,0,2424,316,0,20,11803662,0,0,"치에루의 섀도우",0,316,0,5,924090303
200000001,0,254200,0,0,3160,0,0,3160,3160,1680,0,1077,3160,0,0,44,0,0,0,0,0,0,0,0,1120,0,3160,0,1,0,0,316,0,0,15623717,0,0,"넛츠 슈터",0,3160,0,0,924090304
200000001,0,615601,0,0,316,510,0,316,316,2713,0,0,316,0,21,44,0,0,0,0,0,1,29,0,1591,0,316,3,33,0,0,316,0,2850,12533499,0,0,"유이(의장복)의 섀도우",0,316,31569,5,924090305
300000008,0,304003,0,0,5000,0,0,0,0,600,0,10000,800,0,0,60,0,0,0,0,0,0,40,0,500,0,3000,0,1,0,0,100,0,0,80000000,0,0,"무버",0,0,30000,1,924091101
300000009,0,217300,0,0,0,0,0,0,100,0,250,0,150,0,0,100,0,0,0,0,0,0,0,0,0,5000,0,0,1,0,0,500,0,0,1000000000,0,0,"버스트 에너미",150,200,0,1,924091102
