shop_open_value,item_type,shop_start,category_action_type,category,max_level,cost_item_num,enable_remove,effect_id_1,sold_price,shop_end,id,condition_quest_id,shop_open_type,shop_new_disp_end,name,sort,max_possession_num,shop_open_id
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",17,0,0,"","나무 의자",900127,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",18,0,0,"","나무 스툴",900126,10,0
0,1,"2015-04-01 14:00:00",1,104,1,1500,1,0,750,"",20,0,0,"","나무 침대",900124,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",21,0,0,"","나무 서랍장",900123,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",22,0,0,"","나무 파티션",900122,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",23,0,0,"","나무 벽",900121,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,0,"",24,0,0,"","나무 바닥",900120,1,0
0,1,"2015-04-01 14:00:00",0,904,1,-1,1,0,0,"",25,0,0,"","나무 오름 계단",900119,3,0
0,1,"2015-04-01 14:00:00",0,904,1,-1,1,0,0,"",26,0,0,"","나무 내림 계단",900118,3,0
0,1,"2015-04-01 14:00:00",0,101,1,600,1,0,300,"",27,0,0,"","마호가니 테이블①",900117,10,0
0,1,"2015-04-01 14:00:00",0,101,1,1200,1,0,600,"",28,0,0,"","마호가니 테이블②",900116,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",29,0,0,"","마호가니 의자",900115,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",30,0,0,"","마호가니 스툴",900114,10,0
0,1,"2015-04-01 14:00:00",1,104,1,1500,1,0,750,"",32,0,0,"","마호가니 침대",900112,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",33,0,0,"","마호가니 서랍장",900111,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",34,0,0,"","마호가니 파티션",900110,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",35,0,0,"","마호가니 벽지",900109,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",36,0,0,"","마호가니 바닥",900108,1,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",37,0,0,"","마호가니 오름 계단",900107,3,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",38,0,0,"","마호가니 내림 계단",900106,3,0
0,1,"2015-04-01 14:00:00",0,101,1,600,1,0,300,"",39,0,0,"","핑크색 테이블①",900105,10,0
0,1,"2015-04-01 14:00:00",0,101,1,1200,1,0,600,"",40,0,0,"","핑크색 테이블②",900104,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",41,0,0,"","핑크색 의자",900103,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",42,0,0,"","핑크색 스툴",900102,10,0
0,1,"2015-04-01 14:00:00",1,102,1,900,1,0,450,"",43,0,0,"","핑크색 1인용 소파",900101,10,0
0,1,"2015-04-01 14:00:00",1,102,1,1200,1,0,600,"",44,0,0,"","핑크색 2인용 소파",900100,10,0
0,1,"2015-04-01 14:00:00",1,104,1,1500,1,0,750,"",45,0,0,"","핑크색 침대",900099,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",46,0,0,"","핑크색 서랍장",900098,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",47,0,0,"","핑크색 파티션",900097,10,0
0,1,"2015-04-01 14:00:00",0,201,1,1200,1,0,600,"",48,0,0,"","핑크색 러그",900096,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",49,0,0,"","핑크색 벽",900095,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",50,0,0,"","핑크색 바닥",900094,1,0
0,1,"2015-04-01 14:00:00",0,101,1,600,1,0,300,"",51,0,0,"","흰색 테이블①",900093,10,0
0,1,"2015-04-01 14:00:00",0,101,1,1200,1,0,600,"",52,0,0,"","흰색 테이블②",900092,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",53,0,0,"","흰색 의자",900091,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",54,0,0,"","흰색 스툴",900090,10,0
0,1,"2015-04-01 14:00:00",1,102,1,900,1,0,450,"",55,0,0,"","흰색 1인용 소파",900089,10,0
0,1,"2015-04-01 14:00:00",1,102,1,1200,1,0,600,"",56,0,0,"","흰색 2인용 소파",900088,10,0
0,1,"2015-04-01 14:00:00",1,104,1,1500,1,0,750,"",57,0,0,"","흰색 침대",900087,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",58,0,0,"","흰색 서랍장",900086,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",59,0,0,"","흰색 파티션",900085,10,0
0,1,"2015-04-01 14:00:00",0,201,1,1200,1,0,600,"",60,0,0,"","흰색 러그",900084,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",61,0,0,"","흰색 벽",900083,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",62,0,0,"","흰색 바닥",900082,1,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",63,0,0,"","흰색 오름 계단",900081,3,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",64,0,0,"","흰색 내림 계단",900080,3,0
0,1,"2015-04-01 14:00:00",0,101,1,600,1,0,300,"",65,0,0,"","검은색 테이블①",900079,10,0
0,1,"2015-04-01 14:00:00",0,101,1,1200,1,0,600,"",66,0,0,"","검은색 테이블②",900078,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",67,0,0,"","검은색 의자",900077,10,0
0,1,"2015-04-01 14:00:00",1,102,1,300,1,0,150,"",68,0,0,"","검은색 스툴",900076,10,0
0,1,"2015-04-01 14:00:00",1,102,1,900,1,0,450,"",69,0,0,"","검은색 1인용 소파",900075,10,0
0,1,"2015-04-01 14:00:00",1,102,1,1200,1,0,600,"",70,0,0,"","검은색 2인용 소파",900074,10,0
0,1,"2015-04-01 14:00:00",1,104,1,1500,1,0,750,"",71,0,0,"","검은색 침대",900073,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",72,0,0,"","검은색 서랍장",900072,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",73,0,0,"","검은색 파티션",900071,10,0
0,1,"2015-04-01 14:00:00",0,201,1,1200,1,0,600,"",74,0,0,"","검은색 러그",900070,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",75,0,0,"","검은색 벽",900069,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",76,0,0,"","검은색 바닥",900068,1,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",77,0,0,"","검은색 오름 계단",900067,3,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",78,0,0,"","검은색 내림 계단",900066,3,0
0,1,"2015-04-01 14:00:00",1,102,1,900,1,0,450,"",79,0,0,"","빨간색 1인용 소파",900065,10,0
0,1,"2015-04-01 14:00:00",1,102,1,1200,1,0,600,"",80,0,0,"","빨간색 2인용 소파",900064,10,0
0,1,"2015-04-01 14:00:00",0,201,1,1200,1,0,600,"",81,0,0,"","빨간색 러그",900063,10,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",82,0,0,"","빨간색 양탄자 바닥",900062,1,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",83,0,0,"","빨간색 양탄자 오름 계단",900061,3,0
0,1,"2015-04-01 14:00:00",0,904,1,1500,1,0,750,"",84,0,0,"","빨간색 양탄자 내림 계단",900060,3,0
0,1,"2015-04-01 14:00:00",0,299,1,300,1,0,150,"",85,0,0,"","통",900059,10,0
0,1,"2015-04-01 14:00:00",1,102,1,900,1,0,450,"",86,0,0,"","갈색 1인용 소파",900058,10,0
0,1,"2015-04-01 14:00:00",1,102,1,1200,1,0,600,"",87,0,0,"","갈색 2인용 소파",900057,10,0
0,1,"2015-04-01 14:00:00",1,203,1,300,1,0,150,"",88,0,0,"","관엽식물①",900056,10,0
0,1,"2015-04-01 14:00:00",1,203,1,300,1,0,150,"",89,0,0,"","관엽식물②",900055,10,0
0,1,"2015-04-01 14:00:00",0,203,1,300,1,0,150,"",90,0,0,"","꽃①",900054,10,0
0,1,"2015-04-01 14:00:00",0,203,1,300,1,0,150,"",91,0,0,"","꽃②",900053,10,0
0,1,"2015-04-01 14:00:00",1,199,1,600,1,0,300,"",92,0,0,"","난로①",900052,10,0
0,1,"2015-04-01 14:00:00",1,199,1,600,1,0,300,"",93,0,0,"","난로②",900051,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",94,0,0,"","식기 선반",900050,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",95,0,0,"","약 선반",900049,10,0
0,1,"2015-04-01 14:00:00",0,103,1,600,1,0,300,"",96,0,0,"","음료 선반",900048,10,0
0,1,"2015-04-01 14:00:00",0,299,1,300,1,0,150,"",97,0,0,"","탁상시계①",900047,10,0
0,1,"2015-04-01 14:00:00",0,299,1,300,1,0,150,"",98,0,0,"","탁상시계②",900046,10,0
0,1,"2015-04-01 14:00:00",0,199,1,300,1,0,150,"",99,0,0,"","낚싯대",900045,10,0
0,1,"2015-04-01 14:00:00",1,299,1,300,1,0,150,"",100,0,0,"","고양이 봉제인형",900044,10,0
0,1,"2015-04-01 14:00:00",1,202,1,900,1,0,450,"",101,0,0,"","왕궁기사단의 갑옷 장식",900041,10,0
0,1,"2015-04-01 14:00:00",0,202,1,300,1,0,150,"",102,0,0,"","흰색 드레스 토르소",900040,10,0
0,1,"2015-04-01 14:00:00",0,202,1,300,1,0,150,"",103,0,0,"","핑크 드레스 토르소",900039,10,0
0,1,"2015-04-01 14:00:00",0,202,1,300,1,0,150,"",104,0,0,"","메이드복 토르소",900038,10,0
0,1,"2015-04-01 14:00:00",1,202,1,300,1,0,150,"",105,0,0,"","석고 조각상①",900037,10,0
0,1,"2015-04-01 14:00:00",1,202,1,300,1,0,150,"",106,0,0,"","석고 조각상②",900036,10,0
0,2,"2015-04-01 14:00:00",0,202,1,900,1,0,450,"",107,0,0,"","벽걸이 화환",900035,10,0
0,2,"2015-04-01 14:00:00",0,202,1,900,1,0,450,"",108,0,0,"","그림①",900034,10,0
0,2,"2015-04-01 14:00:00",0,202,1,900,1,0,450,"",109,0,0,"","그림②",900033,10,0
0,2,"2015-04-01 14:00:00",0,202,1,900,1,0,450,"",110,0,0,"","벽걸이용 방패",900032,10,0
0,2,"2015-04-01 14:00:00",0,202,1,900,1,0,450,"",111,0,0,"","벽걸이용 검",900031,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",112,0,0,"","난간①",900030,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",113,0,0,"","난간②",900029,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",114,0,0,"","스테인드글라스 파티션",900028,10,0
0,1,"2015-04-01 14:00:00",0,204,1,600,1,0,300,"",115,0,0,"","벽돌 파티션",900027,10,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",116,0,0,"","석조 벽",900026,1,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",117,0,0,"","대리석 벽",900025,1,0
0,4,"2015-04-01 14:00:00",0,902,1,1200,1,0,600,"",118,0,0,"","벽돌 벽",900024,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",119,0,0,"","석조 바닥",900023,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",120,0,0,"","대리석 바닥",900022,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",121,0,0,"","벽돌 바닥",900021,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",122,0,0,"","모자이크 타일 바닥",900020,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",123,0,0,"","모노크롬 타일 바닥",900019,1,0
0,3,"2015-04-01 14:00:00",0,901,1,1200,1,0,600,"",124,0,0,"","적백 타일 바닥",900018,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",125,0,0,"","핑크색 모노그램 배경①",900017,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",126,0,0,"","핑크색 모노그램 배경②",900016,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",127,0,0,"","파란색 모노그램 배경①",900015,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",128,0,0,"","파란색 모노그램 배경②",900014,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",129,0,0,"","노란색 모노그램 배경①",900013,1,0
0,5,"2015-04-01 14:00:00",0,903,1,1200,1,0,600,"",130,0,0,"","노란색 모노그램 배경②",900012,1,0
0,1,"2015-04-01 14:00:00",0,201,1,1200,1,0,600,"",131,0,0,"","호랑이 깔개",900043,10,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",132,0,0,"","컬러 타일①",900011,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",133,0,0,"","컬러 타일②",900010,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",134,0,0,"","컬러 타일③",900009,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",135,0,0,"","컬러 타일④",900008,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",136,0,0,"","컬러 타일⑤",900007,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",137,0,0,"","컬러 타일⑥",900006,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",138,0,0,"","컬러 타일⑦",900005,99,0
0,1,"2015-04-01 14:00:00",0,201,1,120,1,0,60,"",139,0,0,"","컬러 타일⑧",900004,99,0
0,1,"2015-04-01 14:00:00",1,199,34,500,1,2,0,"",140,0,0,"","간식 테이블",900003,1,0
0,1,"2015-04-01 14:00:00",1,299,34,500,1,3,0,"",141,0,0,"","포션 생성기",900002,1,0
0,1,"2015-04-01 14:00:00",1,299,34,500,1,4,0,"",142,0,0,"","마나 생성기",900001,1,0
0,1,"2015-04-01 14:00:00",0,299,1,600,1,0,300,"",143,0,0,"","카페 보드 메뉴판",900042,1,0
0,1,"2015-04-01 14:00:00",0,299,1,-1,1,5,0,"",144,0,0,"","운해의 마물 고기",900144,1,0
0,1,"2015-04-01 14:00:00",0,299,1,-1,1,6,0,"",145,0,0,"","밀림의 과일",900145,1,0
0,1,"2015-04-01 14:00:00",0,299,1,-1,1,7,0,"",146,0,0,"","절벽의 딤섬",900146,1,0
0,1,"2015-04-01 14:00:00",0,299,1,-1,1,8,0,"",147,0,0,"","창해의 솜사탕",900177,1,0
0,1,"2018-03-15 15:00:00",0,299,1,300,1,0,150,"",148,0,0,"","핑크색 인디언 무늬 쿠션",900155,10,0
0,1,"2018-03-15 15:00:00",1,204,1,600,1,0,300,"",149,0,0,"","메르헨 드레스 커튼",900154,10,0
0,1,"2018-03-15 15:00:00",0,299,1,600,1,0,300,"",150,0,0,"","팬시한 기둥",900153,10,0
0,1,"2018-03-15 15:00:00",1,299,1,1500,1,0,750,"",151,0,0,"","마호의 애장품 봉제인형",900152,1,0
0,1,"2018-03-15 15:00:00",0,299,1,300,1,0,150,"",152,0,0,"","카온의 무기통",900151,10,0
0,1,"2018-03-15 15:00:00",0,299,1,300,1,0,150,"",153,0,0,"","마코토의 비밀 보물상자",900150,10,0
0,1,"2018-03-15 15:00:00",0,199,1,300,1,0,150,"",154,0,0,"","메르헨 램프",900149,10,0
0,4,"2018-03-15 15:00:00",0,902,1,1200,1,0,600,"",155,0,0,"","마호마호 왕국의 벽",900148,1,0
0,3,"2018-03-15 15:00:00",0,901,1,1200,1,0,600,"",156,0,0,"","인디언 무늬의 컬러풀 바닥",900147,1,0
0,1,"2018-03-15 15:00:00",0,904,1,1500,1,0,750,"",157,0,0,"","팬시한 오름 계단",900119,3,0
0,1,"2018-03-15 15:00:00",0,904,1,1500,1,0,750,"",158,0,0,"","팬시한 내림 계단",900118,3,0
0,1,"2025-05-15 15:00:00",1,102,1,300,1,0,150,"2025-06-13 14:59:59",201,0,0,"","칠기 의자",900156,10,0
0,1,"2025-05-15 15:00:00",0,101,1,1200,1,0,600,"2025-06-13 14:59:59",202,0,0,"","칠기 테이블",900158,10,0
0,1,"2025-05-15 15:00:00",1,102,1,300,1,0,150,"2025-06-13 14:59:59",203,0,0,"","칠기 좌식의자",900157,10,0
0,1,"2025-05-15 15:00:00",0,201,1,1200,1,0,600,"2025-06-13 14:59:59",204,0,0,"","다다미 바닥",900162,4,0
0,1,"2025-05-15 15:00:00",0,204,1,600,1,0,300,"2025-06-13 14:59:59",205,0,0,"","금박 병풍",900159,10,0
0,1,"2025-05-15 15:00:00",0,299,1,300,1,0,150,"2025-06-13 14:59:59",206,0,0,"","제등",900161,10,0
0,1,"2025-05-15 15:00:00",1,199,1,900,1,0,450,"2025-06-13 14:59:59",207,0,0,"","어디서든 찻집",900166,10,0
0,1,"2025-05-15 15:00:00",1,299,1,600,1,0,300,"2025-06-13 14:59:59",208,0,0,"","당방울",900164,10,0
0,1,"2025-05-15 15:00:00",1,203,1,1200,1,0,600,"2025-06-13 14:59:59",209,0,0,"","벚나무",900165,10,0
0,4,"2025-05-15 15:00:00",0,902,1,1200,1,0,600,"2025-06-13 14:59:59",210,0,0,"","그림이 그려진 장지 벽",900163,1,0
0,3,"2025-05-15 15:00:00",0,901,1,1200,1,0,600,"2025-06-13 14:59:59",211,0,0,"","빨간 카펫이 깔린 나무 바닥",900160,1,0
0,1,"2018-05-15 15:00:00",1,102,1,300,1,0,150,"",301,0,0,"","폭신폭신 스펀지 스툴(핑크)",900171,10,0
0,1,"2018-05-15 15:00:00",1,102,1,300,1,0,150,"",302,0,0,"","폭신폭신 스펀지 스툴(오렌지)",900170,10,0
0,1,"2018-05-15 15:00:00",1,102,1,300,1,0,150,"",303,0,0,"","폭신폭신 스펀지 스툴(바이올렛)",900169,10,0
0,1,"2018-05-15 15:00:00",0,101,1,1200,1,0,600,"",304,0,0,"","어린이용 그림 그리기 테이블",900173,10,0
0,1,"2018-05-15 15:00:00",0,201,1,1300,1,0,650,"",305,0,0,"","벌룬 버드 디자인 러그",900172,10,0
0,1,"2018-05-15 15:00:00",1,299,1,600,1,0,300,"",306,0,0,"","신비한 크리스탈 세트",900176,10,0
0,1,"2018-05-15 15:00:00",1,299,1,900,1,0,450,"",307,0,0,"","쁘띠 그리핀 디자인 흔들흔들 목마",900175,10,0
0,1,"2018-05-15 15:00:00",1,299,1,600,1,0,300,"",308,0,0,"","확 튀어나오는 깜짝 상자",900174,10,0
0,4,"2018-05-15 15:00:00",0,902,1,1200,1,0,600,"",309,0,0,"","키즈 아트 벽",900168,1,0
0,3,"2018-05-15 15:00:00",0,901,1,1200,1,0,600,"",310,0,0,"","키즈 아트 플로어",900167,1,0
0,1,"2019-07-16 15:00:00",1,299,1,5000,1,0,2500,"",401,0,0,"","심포닉 스타 스테이지 메인 유닛",900187,1,0
0,1,"2019-07-16 15:00:00",1,299,1,2500,1,0,1250,"",402,0,0,"","심포닉 스타 스테이지 사이드 유닛",900186,2,0
0,1,"2019-07-16 15:00:00",0,202,1,300,1,0,150,"",403,0,0,"","톱 아이돌 토르소",900185,10,0
0,1,"2019-07-16 15:00:00",0,204,1,600,1,0,300,"",404,0,0,"","파티션 폴",900180,10,0
0,1,"2019-07-16 15:00:00",1,102,1,1200,1,0,600,"",405,0,0,"","은백색 벤치",900181,10,0
0,2,"2019-07-16 15:00:00",0,202,1,900,1,0,450,"",406,0,0,"","인기 아이돌 그룹의 태피스트리",900182,10,0
0,1,"2019-07-16 15:00:00",0,204,1,600,1,0,300,"",407,0,0,"","인기 아이돌 그룹의 배너 플래그",900183,10,0
0,1,"2019-07-16 15:00:00",0,299,1,600,1,0,300,"",408,0,0,"","은백색 기둥",900184,10,0
0,4,"2019-07-16 15:00:00",0,902,1,1200,1,0,600,"",409,0,0,"","스테이지 세트 드레이프벽",900179,1,0
0,3,"2019-07-16 15:00:00",0,901,1,1200,1,0,600,"",410,0,0,"","아이돌리쉬 댄스 플로어",900178,1,0
0,1,"2025-08-13 15:00:00",1,104,1,1500,1,0,750,"2025-09-15 14:59:59",501,0,0,"","리조트 느낌의 해먹",900201,10,0
0,1,"2025-08-13 15:00:00",0,204,1,600,1,0,300,"2025-09-15 14:59:59",502,0,0,"","아라베스크 모양 파티션",900200,10,0
0,1,"2025-08-13 15:00:00",1,102,1,900,1,0,450,"2025-09-15 14:59:59",503,0,0,"","리조트 느낌의 1인용 소파",900199,10,0
0,1,"2025-08-13 15:00:00",1,102,1,1200,1,0,600,"2025-09-15 14:59:59",504,0,0,"","리조트 느낌의 2인용 소파",900198,10,0
0,1,"2025-08-13 15:00:00",0,103,1,600,1,0,300,"2025-09-15 14:59:59",505,0,0,"","리조트 느낌의 식기 선반",900197,10,0
0,1,"2025-08-13 15:00:00",0,103,1,600,1,0,300,"2025-09-15 14:59:59",506,0,0,"","리조트 느낌의 서랍장",900196,10,0
0,1,"2025-08-13 15:00:00",0,103,1,600,1,0,300,"2025-09-15 14:59:59",507,0,0,"","리조트 느낌의 수납장",900195,10,0
0,1,"2025-08-13 15:00:00",1,102,1,300,1,0,150,"2025-09-15 14:59:59",508,0,0,"","리조트 느낌의 의자",900194,10,0
0,1,"2025-08-13 15:00:00",1,102,1,300,1,0,150,"2025-09-15 14:59:59",509,0,0,"","리조트 느낌의 스툴",900193,10,0
0,2,"2025-08-13 15:00:00",0,103,1,600,1,0,300,"2025-09-15 14:59:59",510,0,0,"","흰색 벽걸이 선반",900192,10,0
0,1,"2025-08-13 15:00:00",0,101,1,600,1,0,300,"2025-09-15 14:59:59",511,0,0,"","리조트 느낌의 책상①",900191,10,0
0,1,"2025-08-13 15:00:00",0,101,1,1200,1,0,600,"2025-09-15 14:59:59",512,0,0,"","리조트 느낌의 책상②",900190,10,0
0,4,"2025-08-13 15:00:00",0,902,1,1200,1,0,600,"2025-09-15 14:59:59",513,0,0,"","리조트 느낌의 벽",900189,1,0
0,3,"2025-08-13 15:00:00",0,901,1,1200,1,0,600,"2025-09-15 14:59:59",514,0,0,"","리조트 느낌의 바닥",900188,1,0
0,1,"2025-09-15 15:00:00",0,201,1,1400,1,0,700,"2025-10-14 14:59:59",601,0,0,"","바닥의 아쿠아리움",900209,10,0
0,1,"2025-09-15 15:00:00",1,299,1,1500,1,0,750,"2025-10-14 14:59:59",602,0,0,"","푹신푹신 씨 드레이크",900212,1,0
0,1,"2025-09-15 15:00:00",1,299,1,1500,1,0,750,"2025-10-14 14:59:59",603,0,0,"","블루 셸 쿠션",900211,10,0
0,1,"2025-09-15 15:00:00",1,102,1,300,1,0,150,"2025-10-14 14:59:59",604,0,0,"","오션 스툴",900206,10,0
0,1,"2025-09-15 15:00:00",0,204,1,700,1,0,350,"2025-10-14 14:59:59",605,0,0,"","오션 파티션",900208,10,0
0,1,"2025-09-15 15:00:00",0,202,1,300,1,0,150,"2025-10-14 14:59:59",606,0,0,"","산호 장식",900207,10,0
0,2,"2025-09-15 15:00:00",0,202,1,300,1,0,150,"2025-10-14 14:59:59",607,0,0,"","열대어 스티커",900205,10,0
0,5,"2025-09-15 15:00:00",0,903,1,1200,1,0,600,"2025-10-14 14:59:59",608,0,0,"","바닷속 배경",900202,1,0
0,4,"2025-09-15 15:00:00",0,902,1,1200,1,0,600,"2025-10-14 14:59:59",609,0,0,"","해저의 벽",900204,1,0
0,3,"2025-09-15 15:00:00",0,901,1,1200,1,0,600,"2025-10-14 14:59:59",610,0,0,"","해저의 바닥",900203,1,0
0,1,"2025-09-15 15:00:00",1,299,1,1500,1,0,750,"2025-10-14 14:59:59",611,0,0,"","핑크 셸 쿠션",900210,10,0
0,1,"2019-09-12 0:00:00",1,299,1,-1,1,0,0,"",612,0,0,"","주먹밥 흉내",900213,1,0
0,1,"2019-10-15 15:00:00",1,299,1,1000,1,0,500,"",701,0,0,"","연습용 대포",900224,10,0
0,1,"2019-10-15 15:00:00",1,299,1,600,1,0,300,"",702,0,0,"","연습용 허수아비",900223,10,0
0,1,"2019-10-15 15:00:00",0,202,1,600,1,0,300,"",703,0,0,"","라이온 분수",900222,10,0
0,1,"2019-10-15 15:00:00",0,202,1,600,1,0,300,"",704,0,0,"","쥰의 예비 갑옷",900221,10,0
0,2,"2019-10-15 15:00:00",0,202,1,300,1,0,150,"",705,0,0,"","마츠리의 예비 방패",900220,10,0
0,1,"2019-10-15 15:00:00",0,904,1,1500,1,0,750,"",706,0,0,"","왕궁식 오름 계단",900219,3,0
0,1,"2019-10-15 15:00:00",0,904,1,1500,1,0,750,"",707,0,0,"","왕궁식 내림 계단",900218,3,0
0,2,"2019-10-15 15:00:00",0,202,1,600,1,0,300,"",708,0,0,"","우아한 태피스트리",900217,10,0
0,2,"2019-10-15 15:00:00",0,199,1,600,1,0,300,"",709,0,0,"","세련된 벽 램프",900216,10,0
0,4,"2019-10-15 15:00:00",0,902,1,1200,1,0,600,"",710,0,0,"","왕궁식 벽",900215,1,0
0,3,"2019-10-15 15:00:00",0,901,1,1200,1,0,600,"",711,0,0,"","왕궁식 바닥",900214,1,0
0,1,"2025-11-18 15:00:00",1,299,1,900,1,0,450,"2025-12-19 14:59:59",801,0,0,"","해피 할로윈 바구니",900239,10,0
