reward_num_5,reward_type_1,rank_from,reward_id_3,reward_type_2,reward_num_3,reward_id_4,reward_id_1,reward_type_5,rank_to,id,reward_num_1,reward_type_4,reward_type_3,reward_id_2,reward_id_5,reward_num_2,reward_num_4
0,8,9700,0,0,0,0,91002,0,9700,65,15,0,0,0,0,0,0
0,8,9800,0,0,0,0,91002,0,9800,66,15,0,0,0,0,0,0
0,8,9900,0,0,0,0,91002,0,9900,67,15,0,0,0,0,0,0
0,8,10000,0,0,0,0,91002,0,10000,68,15,0,0,0,0,0,0
0,8,10100,0,0,0,0,91002,0,10100,69,15,0,0,0,0,0,0
0,8,10200,0,0,0,0,91002,0,10200,70,15,0,0,0,0,0,0
0,8,10300,0,0,0,0,91002,0,10300,71,15,0,0,0,0,0,0
0,8,10400,0,0,0,0,91002,0,10400,72,15,0,0,0,0,0,0
0,8,10500,0,0,0,0,91002,0,10500,73,15,0,0,0,0,0,0
0,8,10600,0,0,0,0,91002,0,10600,74,15,0,0,0,0,0,0
0,8,10700,0,0,0,0,91002,0,10700,75,15,0,0,0,0,0,0
0,8,10800,0,0,0,0,91002,0,10800,76,15,0,0,0,0,0,0
0,8,10900,0,0,0,0,91002,0,10900,77,15,0,0,0,0,0,0
0,8,11000,0,0,0,0,91002,0,11000,78,15,0,0,0,0,0,0
0,8,11100,0,0,0,0,91002,0,11100,79,15,0,0,0,0,0,0
0,8,11200,0,0,0,0,91002,0,11200,80,15,0,0,0,0,0,0
0,8,11300,0,0,0,0,91002,0,11300,81,15,0,0,0,0,0,0
0,8,11400,0,0,0,0,91002,0,11400,82,15,0,0,0,0,0,0
0,8,11500,0,0,0,0,91002,0,11500,83,15,0,0,0,0,0,0
0,8,11600,0,0,0,0,91002,0,11600,84,15,0,0,0,0,0,0
0,8,11700,0,0,0,0,91002,0,11700,85,15,0,0,0,0,0,0
0,8,11800,0,0,0,0,91002,0,11800,86,15,0,0,0,0,0,0
0,8,11900,0,0,0,0,91002,0,11900,87,15,0,0,0,0,0,0
0,8,12000,0,0,0,0,91002,0,12000,88,15,0,0,0,0,0,0
0,8,12100,0,0,0,0,91002,0,12100,89,15,0,0,0,0,0,0
0,8,12200,0,0,0,0,91002,0,12200,90,15,0,0,0,0,0,0
0,8,12300,0,0,0,0,91002,0,12300,91,15,0,0,0,0,0,0
0,8,12400,0,0,0,0,91002,0,12400,92,15,0,0,0,0,0,0
0,8,12500,0,0,0,0,91002,0,12500,93,15,0,0,0,0,0,0
0,8,12600,0,0,0,0,91002,0,12600,94,15,0,0,0,0,0,0
0,8,12700,0,0,0,0,91002,0,12700,95,15,0,0,0,0,0,0
0,8,12800,0,0,0,0,91002,0,12800,96,15,0,0,0,0,0,0
0,8,12900,0,0,0,0,91002,0,12900,97,15,0,0,0,0,0,0
0,8,13000,0,0,0,0,91002,0,13000,98,15,0,0,0,0,0,0
0,8,13100,0,0,0,0,91002,0,13100,99,15,0,0,0,0,0,0
0,8,13200,0,0,0,0,91002,0,13200,100,15,0,0,0,0,0,0
0,8,13300,0,0,0,0,91002,0,13300,101,15,0,0,0,0,0,0
0,8,13400,0,0,0,0,91002,0,13400,102,15,0,0,0,0,0,0
0,8,13500,0,0,0,0,91002,0,13500,103,15,0,0,0,0,0,0
0,8,13600,0,0,0,0,91002,0,13600,104,15,0,0,0,0,0,0
0,8,13700,0,0,0,0,91002,0,13700,105,15,0,0,0,0,0,0
0,8,13800,0,0,0,0,91002,0,13800,106,15,0,0,0,0,0,0
0,8,13900,0,0,0,0,91002,0,13900,107,15,0,0,0,0,0,0
0,8,14000,0,0,0,0,91002,0,14000,108,15,0,0,0,0,0,0
0,8,14100,0,0,0,0,91002,0,14100,109,15,0,0,0,0,0,0
0,8,14200,0,0,0,0,91002,0,14200,110,15,0,0,0,0,0,0
0,8,14300,0,0,0,0,91002,0,14300,111,15,0,0,0,0,0,0
0,8,14400,0,0,0,0,91002,0,14400,112,15,0,0,0,0,0,0
0,8,14500,0,0,0,0,91002,0,14500,113,15,0,0,0,0,0,0
0,8,14600,0,0,0,0,91002,0,14600,114,15,0,0,0,0,0,0
0,8,14700,0,0,0,0,91002,0,14700,115,15,0,0,0,0,0,0
0,8,14800,0,0,0,0,91002,0,14800,116,15,0,0,0,0,0,0
0,8,14900,0,0,0,0,91002,0,14900,117,15,0,0,0,0,0,0
0,8,15000,0,0,0,0,91002,0,15000,118,15,0,0,0,0,0,0
