skip_position_y,skip_position_x,skip_scale_x,skip_motion_id,skip_scale_y,skip_bg_id,boss_id
-10,0,0.91,321400,0.91,81015001,1015002
-10,0,0.91,321400,0.91,81015001,1015003
-55,0,0.77,319300,0.77,103051,1015101
-55,0,0.77,319300,0.77,102601,1015102
-55,0,0.77,319300,0.77,102601,1015103
0,-20,0.61,321700,0.61,81015201,1015201
0,-20,0.61,321700,0.61,81015202,1015202
0,-20,0.61,321700,0.61,81015202,1015203
0,0,1.0,307400,1.0,81001705,1015301
0,0,1.0,307400,1.0,81001706,1015302
0,0,1.0,307400,1.0,81001706,1015303
