icon_id,wave_group_id_3,position_y,end_time,clear_reward_group,reward_image_4,drop_reward_group,recommended_knight_rank,quest_id,position_x,area_id,wave_group_id_1,drop_gold,quest_name,limit_time,reward_image_2,team_exp,reward_image_5,love,stamina,daily_bonus_reward_group,wave_group_id_2,unit_exp,reward_image_1,start_time,reward_image_3
100160,0,175,"2030/12/17 14:59:59",281001013,0,181001013,20,81001013,2400,81001,810010131,182100,"홍염의 심역 2-3",90,25011,10,0,10,10,381001013,0,215,25021,"2025/03/13 8:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001014,0,181001014,20,81001014,2550,81001,810010141,182100,"홍염의 심역 2-4",90,25011,10,0,10,10,381001014,0,215,25021,"2025/03/13 8:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001015,0,181001015,20,81001015,2750,81001,810010151,182100,"홍염의 심역 2-5",90,25011,10,0,10,10,381001015,0,215,25021,"2025/03/13 8:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001016,0,181001016,20,81001016,2950,81001,810010161,182100,"홍염의 심역 2-6",90,25011,10,0,10,10,381001016,0,215,25021,"2025/03/13 8:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001017,0,181001017,20,81001017,3100,81001,810010171,182100,"홍염의 심역 2-7",90,25011,10,0,10,10,381001017,0,215,25021,"2025/03/13 8:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001018,0,181001018,20,81001018,3300,81001,810010181,182100,"홍염의 심역 2-8",90,25011,10,0,10,10,381001018,0,215,25021,"2025/03/13 8:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001019,0,181001019,20,81001019,3500,81001,810010191,182100,"홍염의 심역 2-9",90,25011,10,0,10,10,381001019,0,215,25021,"2025/03/13 8:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001020,0,181001020,20,81001020,3750,81001,810010201,182100,"홍염의 심역 2-10",90,25011,10,0,10,10,381001020,0,215,25021,"2025/03/13 8:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001021,0,181001021,30,81001021,4000,81001,810010211,182100,"홍염의 심역 3-1",90,25011,10,0,10,10,381001021,0,215,25021,"2025/03/13 8:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001022,0,181001022,30,81001022,4200,81001,810010221,182100,"홍염의 심역 3-2",90,25011,10,0,10,10,381001022,0,215,25021,"2025/03/13 8:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001023,0,181001023,30,81001023,4400,81001,810010231,182100,"홍염의 심역 3-3",90,25011,10,0,10,10,381001023,0,215,25021,"2025/03/13 8:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001024,0,181001024,30,81001024,4550,81001,810010241,182100,"홍염의 심역 3-4",90,25011,10,0,10,10,381001024,0,215,25021,"2025/03/13 8:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001025,0,181001025,30,81001025,4750,81001,810010251,182100,"홍염의 심역 3-5",90,25011,10,0,10,10,381001025,0,215,25021,"2025/03/13 8:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001026,0,181001026,30,81001026,4950,81001,810010261,182100,"홍염의 심역 3-6",90,25011,10,0,10,10,381001026,0,215,25021,"2025/03/13 8:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001027,0,181001027,30,81001027,5100,81001,810010271,182100,"홍염의 심역 3-7",90,25011,10,0,10,10,381001027,0,215,25021,"2025/03/13 8:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001028,0,181001028,30,81001028,5300,81001,810010281,182100,"홍염의 심역 3-8",90,25011,10,0,10,10,381001028,0,215,25021,"2025/03/13 8:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001029,0,181001029,30,81001029,5500,81001,810010291,182100,"홍염의 심역 3-9",90,25011,10,0,10,10,381001029,0,215,25021,"2025/03/13 8:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001030,0,181001030,30,81001030,5750,81001,810010301,182100,"홍염의 심역 3-10",90,25011,10,0,10,10,381001030,0,215,25021,"2025/03/13 8:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001031,0,181001031,60,81001031,6000,81001,810010311,182100,"홍염의 심역 4-1",90,25011,10,0,10,10,381001031,0,215,25021,"2025/06/13 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001032,0,181001032,60,81001032,6200,81001,810010321,182100,"홍염의 심역 4-2",90,25011,10,0,10,10,381001032,0,215,25021,"2025/06/13 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001033,0,181001033,60,81001033,6400,81001,810010331,182100,"홍염의 심역 4-3",90,25011,10,0,10,10,381001033,0,215,25021,"2025/06/13 14:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001034,0,181001034,60,81001034,6550,81001,810010341,182100,"홍염의 심역 4-4",90,25011,10,0,10,10,381001034,0,215,25021,"2025/06/13 14:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001035,0,181001035,60,81001035,6750,81001,810010351,182100,"홍염의 심역 4-5",90,25011,10,0,10,10,381001035,0,215,25021,"2025/06/13 14:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001036,0,181001036,60,81001036,6950,81001,810010361,182100,"홍염의 심역 4-6",90,25011,10,0,10,10,381001036,0,215,25021,"2025/06/13 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001037,0,181001037,60,81001037,7100,81001,810010371,182100,"홍염의 심역 4-7",90,25011,10,0,10,10,381001037,0,215,25021,"2025/06/13 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001038,0,181001038,60,81001038,7300,81001,810010381,182100,"홍염의 심역 4-8",90,25011,10,0,10,10,381001038,0,215,25021,"2025/06/13 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001039,0,181001039,60,81001039,7500,81001,810010391,182100,"홍염의 심역 4-9",90,25011,10,0,10,10,381001039,0,215,25021,"2025/06/13 14:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001040,0,181001040,60,81001040,7750,81001,810010401,182100,"홍염의 심역 4-10",90,25011,10,0,10,10,381001040,0,215,25021,"2025/06/13 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001041,0,181001041,90,81001041,8000,81001,810010411,182100,"홍염의 심역 5-1",90,25011,10,0,10,10,381001041,0,215,25021,"2025/06/13 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001042,0,181001042,90,81001042,8200,81001,810010421,182100,"홍염의 심역 5-2",90,25011,10,0,10,10,381001042,0,215,25021,"2025/06/13 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001043,0,181001043,90,81001043,8400,81001,810010431,182100,"홍염의 심역 5-3",90,25011,10,0,10,10,381001043,0,215,25021,"2025/06/13 14:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001044,0,181001044,90,81001044,8550,81001,810010441,182100,"홍염의 심역 5-4",90,25011,10,0,10,10,381001044,0,215,25021,"2025/06/13 14:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001045,0,181001045,90,81001045,8750,81001,810010451,182100,"홍염의 심역 5-5",90,25011,10,0,10,10,381001045,0,215,25021,"2025/06/13 14:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001046,0,181001046,90,81001046,8950,81001,810010461,182100,"홍염의 심역 5-6",90,25011,10,0,10,10,381001046,0,215,25021,"2025/06/13 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001047,0,181001047,90,81001047,9100,81001,810010471,182100,"홍염의 심역 5-7",90,25011,10,0,10,10,381001047,0,215,25021,"2025/06/13 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001048,0,181001048,90,81001048,9300,81001,810010481,182100,"홍염의 심역 5-8",90,25011,10,0,10,10,381001048,0,215,25021,"2025/06/13 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001049,0,181001049,90,81001049,9500,81001,810010491,182100,"홍염의 심역 5-9",90,25011,10,0,10,10,381001049,0,215,25021,"2025/06/13 14:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001050,0,181001050,90,81001050,9750,81001,810010501,182100,"홍염의 심역 5-10",90,25011,10,0,10,10,381001050,0,215,25021,"2025/06/13 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001051,0,181001051,230,81001051,10000,81001,810010511,182100,"홍염의 심역 6-1",90,25011,10,0,10,10,381001051,0,215,25021,"2025/12/19 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001052,0,181001052,230,81001052,10200,81001,810010521,182100,"홍염의 심역 6-2",90,25011,10,0,10,10,381001052,0,215,25021,"2025/12/19 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001053,0,181001053,230,81001053,10400,81001,810010531,182100,"홍염의 심역 6-3",90,25011,10,0,10,10,381001053,0,215,25021,"2025/12/19 14:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001054,0,181001054,230,81001054,10550,81001,810010541,182100,"홍염의 심역 6-4",90,25011,10,0,10,10,381001054,0,215,25021,"2025/12/19 14:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001055,0,181001055,230,81001055,10750,81001,810010551,182100,"홍염의 심역 6-5",90,25011,10,0,10,10,381001055,0,215,25021,"2025/12/19 14:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001056,0,181001056,230,81001056,10950,81001,810010561,182100,"홍염의 심역 6-6",90,25011,10,0,10,10,381001056,0,215,25021,"2025/12/19 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001057,0,181001057,230,81001057,11100,81001,810010571,182100,"홍염의 심역 6-7",90,25011,10,0,10,10,381001057,0,215,25021,"2025/12/19 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001058,0,181001058,230,81001058,11300,81001,810010581,182100,"홍염의 심역 6-8",90,25011,10,0,10,10,381001058,0,215,25021,"2025/12/19 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001059,0,181001059,230,81001059,11500,81001,810010591,182100,"홍염의 심역 6-9",90,25011,10,0,10,10,381001059,0,215,25021,"2025/12/19 14:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001060,0,181001060,230,81001060,11750,81001,810010601,182100,"홍염의 심역 6-10",90,25011,10,0,10,10,381001060,0,215,25021,"2025/12/19 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001061,0,181001061,260,81001061,12000,81001,810010611,182100,"홍염의 심역 7-1",90,25011,10,0,10,10,381001061,0,215,25021,"2025/12/19 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001062,0,181001062,260,81001062,12200,81001,810010621,182100,"홍염의 심역 7-2",90,25011,10,0,10,10,381001062,0,215,25021,"2025/12/19 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001063,0,181001063,260,81001063,12400,81001,810010631,182100,"홍염의 심역 7-3",90,25011,10,0,10,10,381001063,0,215,25021,"2025/12/19 14:00:00",0
100160,0,50,"2030/12/17 14:59:59",281001064,0,181001064,260,81001064,12550,81001,810010641,182100,"홍염의 심역 7-4",90,25011,10,0,10,10,381001064,0,215,25021,"2025/12/19 14:00:00",0
100160,0,125,"2030/12/17 14:59:59",281001065,0,181001065,260,81001065,12750,81001,810010651,182100,"홍염의 심역 7-5",90,25011,10,0,10,10,381001065,0,215,25021,"2025/12/19 14:00:00",0
100170,0,200,"2030/12/17 14:59:59",281001066,0,181001066,260,81001066,12950,81001,810010661,182100,"홍염의 심역 7-6",90,25011,10,0,10,10,381001066,0,215,25021,"2025/12/19 14:00:00",0
100160,0,25,"2030/12/17 14:59:59",281001067,0,181001067,260,81001067,13100,81001,810010671,182100,"홍염의 심역 7-7",90,25011,10,0,10,10,381001067,0,215,25021,"2025/12/19 14:00:00",0
100160,0,100,"2030/12/17 14:59:59",281001068,0,181001068,260,81001068,13300,81001,810010681,182100,"홍염의 심역 7-8",90,25011,10,0,10,10,381001068,0,215,25021,"2025/12/19 14:00:00",0
100160,0,175,"2030/12/17 14:59:59",281001069,0,181001069,260,81001069,13500,81001,810010691,182100,"홍염의 심역 7-9",90,25011,10,0,10,10,381001069,0,215,25021,"2025/12/19 14:00:00",0
81001,0,50,"2030/12/17 14:59:59",281001070,0,181001070,260,81001070,13750,81001,810010701,182100,"홍염의 심역 7-10",90,25011,10,0,10,10,381001070,0,215,25021,"2025/12/19 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001001,0,182001001,10,82001001,0,82001,820010011,182100,"창파의 심역 1-1",90,25012,10,0,10,10,382001001,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001002,0,182001002,10,82001002,200,82001,820010021,182100,"창파의 심역 1-2",90,25012,10,0,10,10,382001002,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001003,0,182001003,10,82001003,400,82001,820010031,182100,"창파의 심역 1-3",90,25012,10,0,10,10,382001003,0,215,25021,"2025/03/13 8:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001004,0,182001004,10,82001004,550,82001,820010041,182100,"창파의 심역 1-4",90,25012,10,0,10,10,382001004,0,215,25021,"2025/03/13 8:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001005,0,182001005,10,82001005,750,82001,820010051,182100,"창파의 심역 1-5",90,25012,10,0,10,10,382001005,0,215,25021,"2025/03/13 8:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001006,0,182001006,10,82001006,950,82001,820010061,182100,"창파의 심역 1-6",90,25012,10,0,10,10,382001006,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001007,0,182001007,10,82001007,1100,82001,820010071,182100,"창파의 심역 1-7",90,25012,10,0,10,10,382001007,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001008,0,182001008,10,82001008,1300,82001,820010081,182100,"창파의 심역 1-8",90,25012,10,0,10,10,382001008,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001009,0,182001009,10,82001009,1500,82001,820010091,182100,"창파의 심역 1-9",90,25012,10,0,10,10,382001009,0,215,25021,"2025/03/13 8:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001010,0,182001010,10,82001010,1750,82001,820010101,182100,"창파의 심역 1-10",90,25012,10,0,10,10,382001010,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001011,0,182001011,20,82001011,2000,82001,820010111,182100,"창파의 심역 2-1",90,25012,10,0,10,10,382001011,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001012,0,182001012,20,82001012,2200,82001,820010121,182100,"창파의 심역 2-2",90,25012,10,0,10,10,382001012,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001013,0,182001013,20,82001013,2400,82001,820010131,182100,"창파의 심역 2-3",90,25012,10,0,10,10,382001013,0,215,25021,"2025/03/13 8:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001014,0,182001014,20,82001014,2550,82001,820010141,182100,"창파의 심역 2-4",90,25012,10,0,10,10,382001014,0,215,25021,"2025/03/13 8:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001015,0,182001015,20,82001015,2750,82001,820010151,182100,"창파의 심역 2-5",90,25012,10,0,10,10,382001015,0,215,25021,"2025/03/13 8:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001016,0,182001016,20,82001016,2950,82001,820010161,182100,"창파의 심역 2-6",90,25012,10,0,10,10,382001016,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001017,0,182001017,20,82001017,3100,82001,820010171,182100,"창파의 심역 2-7",90,25012,10,0,10,10,382001017,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001018,0,182001018,20,82001018,3300,82001,820010181,182100,"창파의 심역 2-8",90,25012,10,0,10,10,382001018,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001019,0,182001019,20,82001019,3500,82001,820010191,182100,"창파의 심역 2-9",90,25012,10,0,10,10,382001019,0,215,25021,"2025/03/13 8:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001020,0,182001020,20,82001020,3750,82001,820010201,182100,"창파의 심역 2-10",90,25012,10,0,10,10,382001020,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001021,0,182001021,30,82001021,4000,82001,820010211,182100,"창파의 심역 3-1",90,25012,10,0,10,10,382001021,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001022,0,182001022,30,82001022,4200,82001,820010221,182100,"창파의 심역 3-2",90,25012,10,0,10,10,382001022,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001023,0,182001023,30,82001023,4400,82001,820010231,182100,"창파의 심역 3-3",90,25012,10,0,10,10,382001023,0,215,25021,"2025/03/13 8:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001024,0,182001024,30,82001024,4550,82001,820010241,182100,"창파의 심역 3-4",90,25012,10,0,10,10,382001024,0,215,25021,"2025/03/13 8:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001025,0,182001025,30,82001025,4750,82001,820010251,182100,"창파의 심역 3-5",90,25012,10,0,10,10,382001025,0,215,25021,"2025/03/13 8:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001026,0,182001026,30,82001026,4950,82001,820010261,182100,"창파의 심역 3-6",90,25012,10,0,10,10,382001026,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001027,0,182001027,30,82001027,5100,82001,820010271,182100,"창파의 심역 3-7",90,25012,10,0,10,10,382001027,0,215,25021,"2025/03/13 8:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001028,0,182001028,30,82001028,5300,82001,820010281,182100,"창파의 심역 3-8",90,25012,10,0,10,10,382001028,0,215,25021,"2025/03/13 8:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001029,0,182001029,30,82001029,5500,82001,820010291,182100,"창파의 심역 3-9",90,25012,10,0,10,10,382001029,0,215,25021,"2025/03/13 8:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001030,0,182001030,30,82001030,5750,82001,820010301,182100,"창파의 심역 3-10",90,25012,10,0,10,10,382001030,0,215,25021,"2025/03/13 8:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001031,0,182001031,60,82001031,6000,82001,820010311,182100,"창파의 심역 4-1",90,25012,10,0,10,10,382001031,0,215,25021,"2025/06/13 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001032,0,182001032,60,82001032,6200,82001,820010321,182100,"창파의 심역 4-2",90,25012,10,0,10,10,382001032,0,215,25021,"2025/06/13 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001033,0,182001033,60,82001033,6400,82001,820010331,182100,"창파의 심역 4-3",90,25012,10,0,10,10,382001033,0,215,25021,"2025/06/13 14:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001034,0,182001034,60,82001034,6550,82001,820010341,182100,"창파의 심역 4-4",90,25012,10,0,10,10,382001034,0,215,25021,"2025/06/13 14:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001035,0,182001035,60,82001035,6750,82001,820010351,182100,"창파의 심역 4-5",90,25012,10,0,10,10,382001035,0,215,25021,"2025/06/13 14:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001036,0,182001036,60,82001036,6950,82001,820010361,182100,"창파의 심역 4-6",90,25012,10,0,10,10,382001036,0,215,25021,"2025/06/13 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001037,0,182001037,60,82001037,7100,82001,820010371,182100,"창파의 심역 4-7",90,25012,10,0,10,10,382001037,0,215,25021,"2025/06/13 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001038,0,182001038,60,82001038,7300,82001,820010381,182100,"창파의 심역 4-8",90,25012,10,0,10,10,382001038,0,215,25021,"2025/06/13 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001039,0,182001039,60,82001039,7500,82001,820010391,182100,"창파의 심역 4-9",90,25012,10,0,10,10,382001039,0,215,25021,"2025/06/13 14:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001040,0,182001040,60,82001040,7750,82001,820010401,182100,"창파의 심역 4-10",90,25012,10,0,10,10,382001040,0,215,25021,"2025/06/13 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001041,0,182001041,90,82001041,8000,82001,820010411,182100,"창파의 심역 5-1",90,25012,10,0,10,10,382001041,0,215,25021,"2025/06/13 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001042,0,182001042,90,82001042,8200,82001,820010421,182100,"창파의 심역 5-2",90,25012,10,0,10,10,382001042,0,215,25021,"2025/06/13 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001043,0,182001043,90,82001043,8400,82001,820010431,182100,"창파의 심역 5-3",90,25012,10,0,10,10,382001043,0,215,25021,"2025/06/13 14:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001044,0,182001044,90,82001044,8550,82001,820010441,182100,"창파의 심역 5-4",90,25012,10,0,10,10,382001044,0,215,25021,"2025/06/13 14:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001045,0,182001045,90,82001045,8750,82001,820010451,182100,"창파의 심역 5-5",90,25012,10,0,10,10,382001045,0,215,25021,"2025/06/13 14:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001046,0,182001046,90,82001046,8950,82001,820010461,182100,"창파의 심역 5-6",90,25012,10,0,10,10,382001046,0,215,25021,"2025/06/13 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001047,0,182001047,90,82001047,9100,82001,820010471,182100,"창파의 심역 5-7",90,25012,10,0,10,10,382001047,0,215,25021,"2025/06/13 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001048,0,182001048,90,82001048,9300,82001,820010481,182100,"창파의 심역 5-8",90,25012,10,0,10,10,382001048,0,215,25021,"2025/06/13 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001049,0,182001049,90,82001049,9500,82001,820010491,182100,"창파의 심역 5-9",90,25012,10,0,10,10,382001049,0,215,25021,"2025/06/13 14:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001050,0,182001050,90,82001050,9750,82001,820010501,182100,"창파의 심역 5-10",90,25012,10,0,10,10,382001050,0,215,25021,"2025/06/13 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001051,0,182001051,230,82001051,10000,82001,820010511,182100,"창파의 심역 6-1",90,25012,10,0,10,10,382001051,0,215,25021,"2025/12/19 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001052,0,182001052,230,82001052,10200,82001,820010521,182100,"창파의 심역 6-2",90,25012,10,0,10,10,382001052,0,215,25021,"2025/12/19 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001053,0,182001053,230,82001053,10400,82001,820010531,182100,"창파의 심역 6-3",90,25012,10,0,10,10,382001053,0,215,25021,"2025/12/19 14:00:00",0
100501,0,50,"2030/12/17 14:59:59",282001054,0,182001054,230,82001054,10550,82001,820010541,182100,"창파의 심역 6-4",90,25012,10,0,10,10,382001054,0,215,25021,"2025/12/19 14:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001055,0,182001055,230,82001055,10750,82001,820010551,182100,"창파의 심역 6-5",90,25012,10,0,10,10,382001055,0,215,25021,"2025/12/19 14:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001056,0,182001056,230,82001056,10950,82001,820010561,182100,"창파의 심역 6-6",90,25012,10,0,10,10,382001056,0,215,25021,"2025/12/19 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001057,0,182001057,230,82001057,11100,82001,820010571,182100,"창파의 심역 6-7",90,25012,10,0,10,10,382001057,0,215,25021,"2025/12/19 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001058,0,182001058,230,82001058,11300,82001,820010581,182100,"창파의 심역 6-8",90,25012,10,0,10,10,382001058,0,215,25021,"2025/12/19 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001059,0,182001059,230,82001059,11500,82001,820010591,182100,"창파의 심역 6-9",90,25012,10,0,10,10,382001059,0,215,25021,"2025/12/19 14:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001060,0,182001060,230,82001060,11750,82001,820010601,182100,"창파의 심역 6-10",90,25012,10,0,10,10,382001060,0,215,25021,"2025/12/19 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001061,0,182001061,260,82001061,12000,82001,820010611,182100,"창파의 심역 7-1",90,25012,10,0,10,10,382001061,0,215,25021,"2025/12/19 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001062,0,182001062,260,82001062,12200,82001,820010621,182100,"창파의 심역 7-2",90,25012,10,0,10,10,382001062,0,215,25021,"2025/12/19 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001063,0,182001063,260,82001063,12400,82001,820010631,182100,"창파의 심역 7-3",90,25012,10,0,10,10,382001063,0,215,25021,"2025/12/19 14:00:00",0
