category,asm_type,detail,genre_id,difficulty,asm_id,image_id
1,2,"어떤 색의 이름이며 「우울」이라는 뜻도 있는 영어 단어는 「blue」이다",1,1,1110027,0
1,2,"어떤 색의 이름이며 「미숙함」이라는 뜻도 있는 영어 단어는 「red」이다",1,1,1110028,0
1,2,"「日」「月」「木」 등, 사물의 모양을 토대로 만들어진 한자를 「상형문자」라고 한다",1,1,1110029,0
1,2,"속담에서 물에 빠진 자가 잡으려고 하는 것은 「실」이다",1,1,1110030,0
1,2,"「계란으로 바위 치기」라는 말은 「효과가 없다」는 의미이다",1,1,1110031,0
1,2,"성격이 확고하고 뚜렷한 것을 「속을 터놓은 것 같다」라고 표현한다",1,1,1110033,0
1,2,"참아도 의미가 없다는 것을 속담에서는 「서당개도 삼년」이라고 한다",1,1,1110034,0
1,2,"술에 취해 비틀비틀 걷는 모양을 한자로 비유하여 「몸기자걸음」이라고 한다",1,1,1110036,0
1,2,"영어의 알파벳은 전부 「26문자」가 있다",1,1,1110037,0
1,2,"원래는 뱀 등의 허물에서 유래한 말로, 쫓던 사람이 사라져 아무도 없는 모습을 「허물만 남다」라고 한다",1,1,1110039,0
1,2,"권력을 가진 부모의 은혜를 받는 것을 속된 말로 「금젓가락」이라고 한다",1,1,1110040,0
1,2,"원래부터 뛰어난 것은 다소 생채기가 생겨도 본래의 가치를 잃지 않는다는 의미의 속담은 「썩어도 준치」이다",1,1,1110042,0
1,2,"위험한 것을 알면서도 행하는 것을 「위험한 다리를 건너다」라고 한다",1,1,1110043,0
1,2,"「봄」을 영어로 말하면 「어텀」이다",1,1,1110044,0
1,2,"「호랑이」를 영어로 말하면 「타이거」이다",1,1,1110045,0
1,2,"「산」을 영어로 말하면 「리버」이다",1,1,1110046,0
1,2,"부끄러울 때를 비유하는 표현은 「쥐구멍에라도 들어가고 싶다」이다",1,1,1110049,0
1,2,"생기가 넘치는 모습을 비유하는 표현은 「먹이 만난 고기」다",1,1,1110050,0
1,2,"급할수록 무난한 방법이 좋다는 표현은 「급할수록 돌아가라」이다",1,1,1110051,0
1,2,"활력이 없고 침울해진 모습을 의미하는 사자성어는 「의기소침」이다",1,1,1110054,0
1,2,"서로 마음이 통해 와닿는 모습을 의미하는 사자성어는 「의기소침」이다",1,1,1110055,0
1,2,"일본에서 매우 바쁠 때 「빌리고 싶다」라고 일컬어지는 것은 「고양이 손」이다",1,1,1110056,0
1,2,"「고육지책」을 한자로 쓰면 「苦肉指策」이다",1,1,1110058,0
1,2,"「湿布」. 이 한자는 「습포」라고 읽는다",1,1,1110059,0
1,2,"영어로 「워터멜론」이라고 하면, 「수박」을 의미한다",1,1,1110060,0
1,1,"수인족은 「비스트족」이라고도 부른다",1,1,1111001,0
1,1,"페코린느가 길드 마스터로 있는 【미식전】은 「비스트로 클랜」이라고도 부른다",1,1,1111002,0
1,1,"칠관은 「세븐 크라운즈」라고도 부른다",1,1,1111003,0
1,1,"이벤트 「리틀 서머 메모리즈 물가에서 찾아낸 작은 행복」의 「리틀 서머 메모리즈」를 한국어로 번역하면 「작은 여름의 추억」이다",1,1,1111004,0
1,1,"프린세스는 「여왕」이라는 뜻이다",1,1,1111005,0
1,2,"한자의 훈을 빌리면서 그 한자의 본뜻을 살려 쓴 글자를 「훈독자」라고 한다",1,2,1120003,0
1,2,"「직책을 이용하여 배를 찌우다」 이 문장에서 틀리게 사용된 숙어는 없다",1,2,1120004,0
1,2,"사자성어 「이구동성」. 한자로 쓰면 「異句同聲」이다",1,2,1120006,0
1,2,"사자성어 「온고지신」. 한자로 쓰면 「温固知新」이다",1,2,1120007,0
1,2,"「냉수 먹고 이 쑤신다」라는 말은 「실속은 없으면서 있는 체한다」라는 의미이다",1,2,1120008,0
1,2,"사자성어 「해천산천」이란 「장수한 사람」이라는 의미이다",1,2,1120010,0
1,2,"칼을 세는 법은 「한 자루, 두 자루」이다",1,2,1120011,0
1,2,"표준어에서 규정하고 있는 자음의 개수는 「18개」이다",1,2,1120013,0
1,2,"한자로 「鯖」라고 쓰는 물고기는 「청어, 고등어」이다",1,2,1120014,0
1,2,"본성을 숨기고 얌전한 척하는 모습을 「늑대의 탈을 쓰다」라고 한다",1,2,1120016,0
1,2,"「극월」이란 「음력 12월」을 의미한다",1,2,1120017,0
1,2,"「도월」이란 「음력 3월」을 의미한다",1,2,1120019,0
1,2,"「여월」이란 「음력 11월」을 의미한다",1,2,1120020,0
1,2,"「고월」이란 「음력 5월」을 의미한다",1,2,1120021,0
1,2,"「해월」이란 「음력 7월」을 의미한다",1,2,1120022,0
1,2,"「엽월」이란 「음력 8월」을 의미한다",1,2,1120024,0
1,2,"「양월」이란 「음력 6월」을 의미한다",1,2,1120026,0
1,2,"「지월」이란 「음력 11월」을 의미한다",1,2,1120027,0
1,2,"「백기를 들다」라는 말은 「패배를 인정하고 항복하는 것」이라는 의미이다",1,2,1120030,0
1,2,"사자성어 「사면초가」는 「사이가 나쁜 사람끼리 협력하는 것」이라는 의미이다",1,2,1120031,0
1,2,"일어나 버린 일은 되돌릴 수 없다는 말로, 「엎지른 물」이라고 한다",1,2,1120032,0
1,2,"「터부」는 영어로 「taboo」라고 쓴다",1,2,1120033,0
1,2,"한자로 「都大體」라고 쓰고 「어차피」라고 읽는다",1,2,1120034,0
1,2,"한자로 「葡萄」라고 쓰고 「포도」라고 읽는다",1,2,1120035,0
1,2,"한자로 「甚至於」라고 쓰고 「심지어」라고 읽는다",1,2,1120036,0
1,2,"한자에서 「鳳梨」라고 쓰는 과일은 「서양배」이다",1,2,1120037,0
1,2,"병원에서 입원 환자의 진료를 위해 필요한 침상을 세는 방법은 「한 대, 두 대」이다",1,2,1120038,0
1,2,"「말단」의 반대말은 「근본」이다",1,2,1120039,0
1,2,"무척 기쁜 감정을 비유할 때 「꿈에라도 오를 듯한 기분」이라고 한다",1,2,1120040,0
1,2,"「一」「上」「末」 등, 획의 위치 관계에 의해 표현되는 한자를 「상형문자」라고 한다",1,2,1120041,0
1,2,"호흡이 딱 맞는 것을 「손발이 착착 맞다」라고 한다",1,2,1120043,0
1,2,"여행 인솔자와 오케스트라 지휘자에 공통적으로 사용되는 영어는 「컨덕터」이다",1,2,1120044,0
1,2,"어떤 일에 대한 이해가 굉장히 빠른 것을 「눈도 깜짝 안 하다」라고 한다",1,2,1120046,0
1,2,"「개밥에 도토리」라는 말은 「적에게 심한 꼴을 당하다」라는 의미이다",1,2,1120047,0
1,2,"영어에서 날짜를 표기할 때 약자로 「Jan.」는 「1월」에 해당한다",1,2,1120048,0
1,2,"영어에서 날짜를 표기할 때 약자로 「Jun.」은 「7월」에 해당한다",1,2,1120049,0
1,2,"생각대로 되지 않아 답답한 것을 속담에서 「버선이면 뒤집어나 보이지」라고 한다",1,2,1120051,0
1,2,"「백년초」를 한자로 쓸 때 사용하는 한자는 「白」이다",1,2,1120052,0
1,2,"어떠한 일이 돌고 돌아 의외의 상황에 영향을 주는 것을 「나방 효과」라고 한다",1,2,1120054,0
1,2,"사자성어 「금석위개」를 한자로 「金石爲改」라고 쓴다",1,2,1120055,0
1,2,"「술을 마시지 못하는 사람」을 의미하는 말은 「술고래」이다",1,2,1120057,0
1,2,"「호텔 등에서 투숙객을 지정한 시간에 깨워주는 서비스」는 한국식 영어로 「모닝콜」이라고 한다",1,2,1120058,0
1,2,"아끼던 사람에게 배신당하는 것을 표현하는 말은 「믿는 도끼에 손등 찍힌다」이다",1,2,1120060,0
1,2,"편지에서 「배상」이라는 말은 「자신을 낮추고 상대를 높이는 표현」이다",1,2,1120061,0
1,1,"라비리스타가 길드 마스터로 있는 【라비린스】의 의미는 「사랑의 보금자리」이다",1,2,1121001,0
1,1,"니논이 쓰는 표현 중 「쇼군」은 「장군」이라는 뜻이다",1,2,1121002,0
1,1,"변모대비는 「메타몰 레그넌트」라고도 부른다",1,2,1121003,0
1,1,"도약왕은 「킹 워프」라고도 부른다",1,2,1121004,0
1,1,"패동황제는 「엠퍼러 인사이트」라고도 부른다",1,2,1121005,0
1,2,"「단련」을 한자로 쓸 때, 2글자에 공통적으로 사용되는 부수는 「金」이다",1,3,1130002,0
1,2,"「쓸개자루가 크다」의 반대말은 「간이 배 밖으로 나오다」이다",1,3,1130003,0
1,2,"24절기에서 「소만」은 「음력 5월 21일경」에 해당한다",1,3,1130005,0
1,2,"24절기에서 「상강」은 「양력 10월 23일경」에 해당한다",1,3,1130007,0
1,2,"24절기에서 「우수」는 「여름」에 해당한다",1,3,1130008,0
1,2,"바늘 24개를 「바늘 한 쌈」이라고 한다",1,3,1130010,0
1,2,"젓가락이 두 짝이면 「젓가락 한 매」라고도 한다",1,3,1130011,0
1,2,"아무리 설명을 해도 이해하지 못하는 모습을 「쇠 귀에 경 읽기」라고 한다",1,3,1130012,0
1,2,"「䭏(떡 편)」「倻(가야 야)」 등과 같이 한국에서 만들어진 한자를 「國字」라고 한다",1,3,1130013,0
1,2,"큰 사업에 실패하고 보잘것없는 사업을 시작함을 비유적으로 「어물전 털어먹고 건어물 장사한다」라고 한다",1,3,1130014,0
1,2,"영어로 「Adam's Apple」이라고 하는 몸의 부위는 「코 끝」을 의미한다",1,3,1130015,0
1,2,"속는 줄도 모르고 남의 말을 그대로 믿는 것을 「귀가 얇다」라고 한다",1,3,1130016,0
1,2,"앞선 사람의 실패를 반복하는 것을 「같은 전철을 밟다」라고 한다",1,3,1130018,0
1,2,"「식지가 동하다」라는 말에서 식지는 본래 「엄지」를 가리킨다",1,3,1130020,0
1,2,"말문이 막히다는 의미의 「어처구니없다」에서 「어처구니」는 「맷돌」을 의미한다",1,3,1130021,0
1,2,"「전어」는 한자로 「錢魚」라고 쓴다",1,3,1130022,0
1,2,"러시아어에서 사용되는 알파벳은 모두 「26문자」이다",1,3,1130023,0
1,2,"무리하게 의견을 주장하는 것을 「억지를 쓰다」라고 한다",1,3,1130024,0
1,2,"시조 유형 중 하나로 형식에 구애받지 않는 시조를 「사절시조」라고 한다",1,3,1130028,0
1,2,"「出納」은 「납출」이라고 읽는다",1,3,1130029,0
1,2,"「병아리」를 한자로 쓰면 「雛」이다",1,3,1130030,0
1,2,"매우 지긋지긋함을 비유적으로 이르는 말은, 「입에서 단물이 난다」라고 한다",1,3,1130031,0
1,2,"「배짱이 두둑하다」라는 말은, 「겁이 없고 대담하다」라는 의미의 관용구이다",1,3,1130032,0
1,2,"옛말에서 「즈믄」이란 「1000」을 의미한다",1,3,1130033,0
1,2,"한자 床・庄・序에 공통으로 사용되는 부수는 「广」이다",1,3,1130034,0
1,2,"고사성어 「사족」이란 「필요 없는」이라는 의미를 가지고 있다",1,3,1130036,0
1,2,"「처음부터 끝까지 의미가 통하다」라는 의미의 사자성어는 「청렴결백」이다",1,3,1130037,0
1,2,"옛 문학에 등장하는 「십오야」는 「음력 보름날 밤」을 의미한다",1,3,1130038,0
1,2,"영어로 「크레센트 문」이라고 하면 「보름달」을 의미한다",1,3,1130039,0
1,2,"속담에서 상대를 방해할 때 끼얹는 것은 「물」이다",1,3,1130041,0
1,2,"영어로 「핑거 프린트」라고 하면 「지문」을 의미한다",1,3,1130043,0
1,2,"영어로 「파이어웍스」라고 하면 「소방대원」을 의미한다",1,3,1130045,0
1,2,"사자성어 「십중팔구」를 한자로 썼을 때, 나오는 숫자를 모두 더하면 「17」이다",1,3,1130046,0
1,2,"도통 상대도 해주지 않는 모습을 가리키는 관용구는 「발 디딜 틈도 없다」이다",1,3,1130048,0
1,2,"「우화」란 「인간에게 중요한 것을 무언가에 빗대어 가르치는 이야기」를 의미한다",1,3,1130049,0
1,2,"일본에서는 무척 좁은 장소를 가리킬 때 「고양이 이마」라고 한다",1,3,1130050,0
1,2,"「벽에 부딪히다」는 「더 이상 성장할 여지가 없음」을 가리키는 말이다",1,3,1130051,0
1,2,"「우롱차」를 한자로 썼을 때 들어가는 새는 「까마귀」이다",1,3,1130052,0
1,2,"「마작」을 한자로 썼을 때 들어가는 새는 「종다리」이다",1,3,1130053,0
1,2,"한자에서 「不」이라고 쓰는 글자는 「불」 외에 「부」라고도 읽을 수 있다",1,3,1130054,0
1,2,"「고양이에게 생선을 맡기다」와 같은 의미의 속담은 「돼지 목에 진주 목걸이」이다",1,3,1130055,0
1,2,"한자에서 「惡」이라고 쓰는 글자는 「악」 외에 「낙」이라고도 읽을 수 있다",1,3,1130056,0
1,2,"한자에서 「樂」이라고 쓰는 글자는 「락」 외에 「요」라고도 읽을 수 있다",1,3,1130058,0
1,2,"「정곡을 찌르다」「긴장을 풀다」라는 표현은 「활」과 관련된 동작에서 유래된 말이다",1,3,1130059,0
1,2,"한자에서 「車」라고 쓰는 글자는 「차」 외에 「거」라고도 읽을 수 있다",1,3,1130060,0
1,1,"클로에는 【성 테레사 여학원(단짝부)】을 「유니짱즈」라고 부른다",1,3,1131001,0
1,1,"이벤트 「일리걸 오에도 카르테 Dr. 미츠키의 진찰실」에서 「카르테」는 「환자」라는 뜻이다",1,3,1131002,0
1,1,"「오로라 생츄어리」에서 「생츄어리」는 「성역」이라는 뜻이다",1,3,1131003,0
1,1,"「피오레 펠리치타」에서 「펠리치타」는 「행복」이라는 뜻이다",1,3,1131004,0
1,1,"「버밀리온 엠프리스」에서 「버밀리온」은 「통치하는 자」라는 뜻이다",1,3,1131005,0
1,2,"타인의 피를 혈관에 주입하는 것을 「채혈」이라고 한다",2,1,1210001,0
1,2,"울음소리가 「꼬끼오」인 새는 「꾀꼬리」이다",2,1,1210002,0
1,2,"어떠한 생물 종이 모두 죽어 없어지는 것을「절멸」이라고 한다",2,1,1210003,0
1,2,"명란은 「청어」의 알이다",2,1,1210004,0
1,2,"콩은 그 영양가로 인해 「밭에서 나는 고기」라고도 불린다",2,1,1210005,0
1,2,"볶아서 가루로 만들면 「콩가루」, 발아시키면 「콩나물」이 되는 식재료는 「팥」이다",2,1,1210006,0
1,2,"십이지에서 「해」가 가리키는 동물은 「돼지」이다",2,1,1210009,0
1,2,"축산업에서 「양계」라고 하면 「돼지」를 기른다는 것이다",2,1,1210011,0
1,2,"옷깃 근처에 튀어나온, 흉근과 견갑골을 잇는 좌우 2개의 뼈를 「상완골」이라고 한다",2,1,1210012,0
1,2,"동물의 귓속에 있는, 평형 감각을 담당하는 기관을 「반고리관」이라고 한다",2,1,1210013,0
1,2,"「비단」은 「식물의 종자」에서 채집된다",2,1,1210014,0
1,2,"ABO식, Rh식이라고 하면 「혈액형」의 종류를 의미한다",2,1,1210015,0
1,2,"인간은 「포유류」이다",2,1,1210016,0
1,2,"튤립이 피는 계절은 「여름」이다",2,1,1210018,0
1,2,"「과일의 왕」이라고도 불리는, 강렬한 냄새로 유명한 과일은 「망고」이다",2,1,1210019,0
1,2,"감자의 싹에는 「솔라닌」이라는 유독 물질이 포함되어 있다",2,1,1210020,0
1,2,"호주에 서식하며 '지구상에서 가장 행복한 동물'이라고 불리는 동물은 「쿼카」이다",2,1,1210021,0
1,2,"말이나 사자의 머리나 목에 나는 긴 털을 「뒷머리」라고 한다",2,1,1210022,0
1,2,"리코핀이라는 영양소가 많이 함유되어 있으며, 흔히 주스나 케찹으로 만들어 먹는 채소는 「토마토」이다",2,1,1210024,0
1,2,"고양이나 강아지와 같은 동물의 발바닥에 있는, 조금 튀어나온 부드러운 부분을 「육구」라고 부른다",2,1,1210026,0
1,2,"돌 아래에서 자주 발견되는, 자극을 받으면 동그랗게 변하는 성질을 가진 곤충을 「쥐며느리」라고 한다",2,1,1210027,0
1,2,"두더지는 땅 속에 터널을 파는 성질이 있으며, 한자로는 「土犀」라고 쓴다",2,1,1210028,0
1,2,"소리를 느끼는 감각을 「후각」이라고 한다",2,1,1210029,0
1,2,"흔히 아기를 물어다 준다고 하는 새는 「황새」이다",2,1,1210031,0
1,2,"인간의 다섯 손가락 중 중간에 있는 손가락은 「중지」라고 한다",2,1,1210033,0
1,2,"웨일 워칭이라고 하면 「돌고래」를 관찰하는 것을 의미한다",2,1,1210034,0
1,2,"인간의 몸에서 가장 단단한 부분은 「치아」다",2,1,1210035,0
1,2,"흔히 「백수의 왕」이라고 불리는 동물은 「호랑이」이다",2,1,1210036,0
1,2,"옛날부터 전해지는 풍습으로 동짓날에 먹는 음식에 들어가는 재료는 「호박」이다",2,1,1210037,0
1,2,"옛날부터 「잠이 오지 않는 밤에 세는 동물」은 「양」이다",2,1,1210039,0
1,2,"본래 아킬레스 건은 「종아리」를 의미한다",2,1,1210040,0
1,2,"내장 중 하나인 「췌장」은 한자로 「水臓」이라고 쓴다",2,1,1210041,0
1,2,"나무를 타는 경우도 있는, 한자로 「山羊」이라고 쓰는 동물은 「양」이다",2,1,1210042,0
1,2,"위장에 이어진 소장의 일부분을 「십이지장」이라고 한다",2,1,1210043,0
1,2,"일본에서 뜨거운 것을 잘 못먹는 사람의 혀를 「강아지 혀」라고 한다",2,1,1210045,0
1,2,"「왕벚나무」는 「매실」의 일종이다",2,1,1210047,0
1,2,"채소 중 연근은 「연꽃」의 뿌리이다",2,1,1210048,0
1,2,"곤충의 다리는 「6개」이다",2,1,1210049,0
1,2,"일반적으로 물고기는 「지느러미」로 호흡한다",2,1,1210050,0
1,2,"일본에는 「대학 고구마」라고 부르는 음식이 있다",2,1,1210052,0
1,2,"십이지의 6번째 동물은 「토끼」이다",2,1,1210054,0
1,2,"십이지에서 유일하게 상상 속 생물인 것은 「용」이다",2,1,1210055,0
1,2,"태양빛을 쬐어 살이 타는 원인은 「적외선」이다",2,1,1210057,0
1,2,"파충류의 성장 과정에서 낡은 허물을 벗는 것을 「변태」라고 한다",2,1,1210058,0
1,2,"개의 감각 중에서 사람보다 100만 배 이상 뛰어나다고 일컬어지는 것은 「후각」이다",2,1,1210060,0
1,1,"콧코로가 주인공을 부르는 호칭은 「주인 공」이다",2,1,1211001,0
1,1,"이 일러스트에서\n페코린느가 들고 있는\n것은 「밥그릇」이다",2,1,1211002,1
1,1,"아오이가 직접 만든 양철 인형의 이름은 「괜찮아 마이 프렌드 군 1호」이다",2,1,1211003,0
1,1,"길드 「바이스플뤼겔 랜드솔 지부」의 멤버는 「5명」이다",2,1,1211004,0
1,1,"유니, 치에루, 클로에 중 가장 나이가 많은 사람은 「치에루」이다",2,1,1211005,0
1,2,"해바라기는 「국화과」의 식물이다",2,2,1220001,0
1,2,"상처 부위에 모여 상처를 막는 일을 하는 혈액 성분은 「적혈구」이다",2,2,1220003,0
1,2,"파래, 다시마, 미역은 「조류」로 분류된다",2,2,1220004,0
1,2,"들깨의 잎사귀로, 전세계적으로 한국에서만 소비하는 식재료는 「부추」이다",2,2,1220006,0
1,2,"생물 분류상, 오리너구리는 「포유류」에 속한다",2,2,1220008,0
1,2,"숙취 해소에 효과가 있다고 알려진, 「터메릭」이라고도 불리는 식물은 「고수」이다",2,2,1220009,0
1,2,"가을의 대표 꽃이라고 불리는 분홍이나 빨강 등의 꽃을 피우는 식물을 「코스모스」라고 한다",2,2,1220010,0
1,2,"혈액 안에서 체내에 침입한 바이러스 등을 배제하는 작용을 하는 물질은 「백혈구」이다",2,2,1220012,0
1,2,"배추흰나비의 무늬 색은 「하얀색」이다",2,2,1220013,0
1,2,"「봄을 알리는 새」라는 별명이 있는 새는 「휘파람새」이다",2,2,1220015,0
1,2,"입구가 분문, 출구가 유문이라고 불리는 장기는 「위」이다",2,2,1220016,0
1,2,"일본에서 동지에 먹으면 감기에 걸리지 않는다고 일컬어지는 것은 「유자」이다",2,2,1220017,0
1,2,"세계적으로 「평화의 상징」이라고 여겨지는 새는 「비둘기」이다",2,2,1220018,0
1,2,"파이톤 무늬라는 말에서 파이톤은 「소」의 일종이다",2,2,1220019,0
1,2,"개미귀신은 「명주잠자리」의 유충이다",2,2,1220020,0
1,2,"자고 있을 때 기도가 좁아져 발생하는 현상은 「하품」이다",2,2,1220021,0
1,2,"세계에서 가장 큰 양서류는 「일본장수도롱뇽」이다",2,2,1220023,0
1,2,"「나무고사리」라는 별명을 가졌으며 녹색, 흰색 등의 종류가 있는 채소는 「브로콜리」이다",2,2,1220024,0
1,2,"인간의 위장은 1개지만, 말에게는 위장이 「2개」있다",2,2,1220025,0
1,2,"인간의 장기에서 주로 알콜을 분해하는 것은 「십이지장」이다",2,2,1220026,0
1,2,"갈치의 새끼는 그 모습이 풀잎을 닮았다고 하여 「풀치」라고도 불린다",2,2,1220027,0
1,2,"고양이 품종 중 「아메숏」의 「숏」은 「쇼군」의 줄임말이다",2,2,1220028,0
1,2,"횡격막의 경련으로 인해 발생하는 생리현상은 「트림」이다",2,2,1220029,0
1,2,"영어로 「나파 캐비지」라고 하는, 전골 요리에 주로 사용되는 겨울의 대표적인 채소는 「청경채」이다",2,2,1220032,0
1,2,"은행 열매는 「소나무」에서 얻을 수 있다",2,2,1220034,0
1,2,"펭귄은 「포유류」 동물이다",2,2,1220035,0
1,2,"「폭군룡」이라고도 불리는 공룡은 「티라노사우루스」이다",2,2,1220036,0
1,2,"인간의 뇌 대부분을 차지하고 있는 것은 「대뇌」이다",2,2,1220037,0
1,2,"식물이 물과 이산화탄소에서 유기물을 합성해, 그 과정에서 산소를 방출하는 것을 「호흡」이라고 한다",2,2,1220038,0
1,2,"아메바 등 몸이 하나의 세포만으로 구성되어 있는 생물을 「다세포생물」이라고 한다",2,2,1220039,0
1,2,"약 120일간 절식 상태로 새끼를 키운다고 하며, 가장 몸이 커다란 펭귄은 「황제펭귄」이다",2,2,1220041,0
1,2,"늙은 오이라는 뜻의 「노각」을 일본 오키나와에서는 「고야」라고 부른다",2,2,1220043,0
1,2,"김밥 등에 사용되는, 한자로 「牛蒡」이라고 쓰는 채소는 「우엉」이다",2,2,1220044,0
1,2,"곤충이 몸을 지키기 위해 식물 등 다른 물체인 척하는 것을 「변태」라고 한다",2,2,1220045,0
1,2,"영어로 「star fish」라고 불리는 바다 생물은 「클리오네」이다",2,2,1220046,0
1,2,"물고기의 몸에 있는 떠오르고 잠수하기 위한 자루 형태의 기관은 「부레」라고 한다",2,2,1220047,0
1,2,"수목의 나이테가 하나 늘어나는 데 필요한 기간은 「대략 10년」이다",2,2,1220048,0
1,2,"코끼리의 긴 코는 「털」이 변화한 것이다",2,2,1220049,0
1,2,"반달곰의 「달」 모양은 「가슴 부근」에 있다",2,2,1220051,0
1,2,"꼬리 끝에 달려 있는 허물을 흔들어 소리를 내는 모습에서 이름이 붙은 뱀은 「방울뱀」이다",2,2,1220052,0
1,2,"전신이 가시로 된 가시복은 「도미」와 동류이다",2,2,1220054,0
1,2,"엉덩이나 허벅지에 생기기 쉬운 울퉁불퉁한 모양의 지방 조직을 「셀룰라이트」라고 한다",2,2,1220057,0
1,2,"「디포리」나 「띠포리」라고 부르는 이 물고기는 「정어리」이다",2,2,1220059,0
1,2,"「구렁이」라는 종류가 있는 생물은 「뱀」이다",2,2,1220060,0
1,2,"종아리의 근육과 발꿈치의 뼈를 잇는 부분을 「아킬레스건」이라고 한다",2,2,1220061,0
1,1,"페코린느의 생일은 「3월 31일」이다",2,2,1221001,0
1,1,"토모가 마법 소녀로 변신했을 때의 이름은 「마법 검사 페어리★토모」이다",2,2,1221002,0
1,1,"안나의 본명은 「안네로제 폰 슈테히파름」이다",2,2,1221003,0
1,1,"린이 가장 좋아하는 것은 「카레빵」이다",2,2,1221004,0
1,1,"이 캐릭터의 이름은\n「츄우자」\n이다",2,2,1221005,2
1,2,"고릴라의 혈액형은 모두 「A형」이다",2,3,1230002,0
1,2,"「파이어폭스」라는 별명이 있는 동물은 「북방여우」이다",2,3,1230003,0
1,2,"상어의 머리에 있으며 미약한 전류를 감지하는 기관을 「피트기관」이라고 한다",2,3,1230004,0
1,2,"한국에서 가장 커다란 나방은 「가중나무고치나방」이다",2,3,1230006,0
1,2,"낚은 지 얼마 안 된 문어나 오징어의 혈액은 「빨간색」이다",2,3,1230007,0
1,2,"작은부레관해파리는 쏘였을 때 느껴지는 아픔에서 이름을 따 「전기 해파리」라고도 불린다",2,3,1230008,0
1,2,"원숭이가 다른 원숭이의 몸에 올라타 상하관계를 표하는 행동을 「마운팅」이라고 한다",2,3,1230009,0
1,2,"악몽을 먹는 성스러운 짐승과 같은 이름을 가지고 있으며 코가 긴 동물은 「개미핥기」이다",2,3,1230011,0
1,2,"세계에서 몸집이 가장 큰 새는 「콘도르」이다",2,3,1230012,0
1,2,"국내에서 가장 큰 잠자리 종류는 「장수잠자리」이다",2,3,1230013,0
1,2,"사람의 심장에서 전신으로 혈액을 보내는 혈관을 「대정맥」이라고 한다",2,3,1230014,0
1,2,"상어 등의 대형 어류에 붙어 생활하는 습성으로 잘 알려진 물고기는 「빨판상어」이다",2,3,1230017,0
1,2,"인간의 목에 있는 「편도선」의 「편도」는 「자두」를 의미한다",2,3,1230018,0
1,2,"북극곰의 실제 피부 색은 「검은색」이다",2,3,1230019,0
1,2,"하마의 몸에서 나오는 땀과 같은 액체의 색은 「하얀색」이다",2,3,1230020,0
1,2,"고릴라가 가슴을 두들길 때의 손 모양은 「주먹」이다",2,3,1230021,0
1,2,"기린 무리를 영어로는 「타워」라고 한다",2,3,1230022,0
1,2,"사자 무리를 영어로는 「밴드」라고 한다",2,3,1230023,0
1,2,"잠자리의 눈 등에서 볼 수 있고, 작은 눈이 가득 모여 있는 눈을 「다안」이라고 한다",2,3,1230024,0
1,2,"「Forsythia koreana」라는 학명을 가진 풀은 「개나리」이다",2,3,1230025,0
1,2,"사람이 목소리를 낼 때 진동시키는, 목 안의 막 형태의 기관은 「횡격막」이다",2,3,1230027,0
1,2,"딸기의 꽃은 「빨간색」만 존재한다",2,3,1230029,0
1,2,"식물의 광합성이 이루어지는 세포소기관은 「미토콘드리아」이다",2,3,1230030,0
1,2,"뱀은 「양서류」이다",2,3,1230033,0
