enemy_id_4,disp_reward_type_3,disp_reward_type_5,0e19bc2949ff73cfdea1bdb4f24deea865c7326def72223b8af59509563eb51c,difficulty,enemy_id_1,reward_group_id_1,disp_reward_type_1,reward_odds_2,reward_odds_1,85a5079c733faa6fecffe17e429cb9b072f4bb2373d734e7cbaaab123f5b3495,fa3e19d86990ff837365d4e926076be0227bdc275604ad0daa03c885f1b7ece3,reward_odds_3,ca9bc02553fa3ea22487baee020255896d6b83e0d1cd453df659073b04e22b55,f1e7b8a799549e3f7cb7bd09fd51228e3a8848876e09e05668adf33eb868f2e3,disp_reward_id_3,enemy_id_2,disp_reward_id_1,wave,enemy_id_5,reward_odds_4,drop_gold_1,b8b91413a6490a7d40fbb8ee5610a6049991a1243ea5c2d7652721f8e1c17b40,wave_group_id,reward_lot_count_3,5c79d53c28929edd9d99c87d5c81cfa67d6039064e65ec58edb1e1b928045f76,c1e3b4139084aede18c15b22a2079f2e931f58aa1f602179833b98f001b9c48a,disp_reward_id_5,cb20e4458bd00d1d61ffb961a689b5080721d5bf4492f543ba7044c441709a83,disp_reward_type_4,disp_reward_id_4,disp_reward_id_2,reward_group_id_3,reward_group_id_2,disp_reward_type_2,id,9a572cbd7645120670f1773943fc94227ea690f2b3128b9a2303adf579aadbc9,reward_lot_count_4,reward_group_id_4,enemy_id_3,7d9881936b80720fb5eeada78ac42991727a1f23adf6776adcde556c5232fe62
0,0,0,0,1,620060008,61001005,0,18,30,0,1,36,11001,0,0,620090008,0,1,0,0,313,0,600110111,1,0,11001,0,0,0,0,0,61001007,61001004,0,600000011,0,0,0,620130008,1
0,0,0,0,1,620060009,61001005,0,18,30,0,1,36,12001,0,0,620090009,0,1,0,0,321,0,600110121,1,0,12001,0,0,0,0,0,61001007,61001004,0,600000012,0,0,0,620130009,1
0,0,0,0,1,620060010,61001005,0,18,30,0,1,36,13001,0,0,620090010,0,1,0,0,326,0,600110131,1,0,13001,0,0,0,0,0,61001007,61001004,0,600000013,0,0,0,620130010,1
0,0,0,0,1,620060011,61001005,0,18,30,0,1,36,14001,0,0,620090011,0,1,0,0,336,0,600110141,1,0,14001,0,0,0,0,0,61001007,61001004,0,600000014,0,0,0,620130011,1
0,0,0,0,1,620060012,61001005,0,18,30,0,1,36,15001,0,0,620090012,0,1,0,0,341,0,600110151,1,0,15001,0,0,0,0,0,61001007,61001004,0,600000015,0,0,0,620130012,1
0,0,0,0,1,620060013,61001005,0,18,30,0,1,36,16001,0,0,620090013,0,1,0,0,351,0,600110161,1,0,16001,0,0,0,0,0,61001007,61001004,0,600000016,0,0,0,620130013,1
0,0,0,0,1,620060014,61001005,0,18,30,0,1,36,17001,0,0,620090014,0,1,0,0,356,0,600110171,1,0,17001,0,0,0,0,0,61001007,61001004,0,600000017,0,0,0,620130014,1
0,0,0,0,1,620060015,61001005,0,18,30,0,1,36,18001,0,0,620090015,0,1,0,0,366,0,600110181,1,0,18001,0,0,0,0,0,61001007,61001004,0,600000018,0,0,0,620130015,1
0,0,0,0,1,620060016,61001005,0,18,30,0,1,36,19001,0,0,620090016,0,1,0,0,371,0,600110191,1,0,19001,0,0,0,0,0,61001007,61001004,0,600000019,0,0,0,620130016,1
0,0,0,0,1,620060017,61001005,0,18,30,0,1,36,20001,0,0,620090017,0,1,0,0,375,0,600110201,1,0,20001,0,0,0,0,0,61001007,61001004,0,600000020,0,0,0,620130017,1
0,0,0,0,1,620060018,61001005,0,18,30,0,1,36,21001,0,0,620090018,0,1,0,0,381,0,600110211,1,0,21001,0,0,0,0,0,61001007,61001004,0,600000021,0,0,0,620130018,1
0,0,0,0,1,620060019,61001005,0,18,30,0,1,36,22001,0,0,620090019,0,1,0,0,386,0,600110221,1,0,22001,0,0,0,0,0,61001007,61001004,0,600000022,0,0,0,620130019,1
0,0,0,0,1,620060020,61001005,0,18,30,0,1,36,23001,0,0,620090020,0,1,0,0,390,0,600110231,1,0,23001,0,0,0,0,0,61001007,61001004,0,600000023,0,0,0,620130020,1
0,0,0,0,1,620060021,61001005,0,18,30,0,1,36,24001,0,0,620090021,0,1,0,0,396,0,600110241,1,0,24001,0,0,0,0,0,61001007,61001004,0,600000024,0,0,0,620130021,1
0,0,0,0,1,620060022,61001005,0,18,30,0,1,36,25001,0,0,620090022,0,1,0,0,401,0,600110251,1,0,25001,0,0,0,0,0,61001007,61001004,0,600000025,0,0,0,620130022,1
0,0,0,0,1,620060023,61001005,0,18,30,0,1,36,26001,0,0,620090023,0,1,0,0,405,0,600110261,1,0,26001,0,0,0,0,0,61001007,61001004,0,600000026,0,0,0,620130023,1
0,0,0,0,1,620060024,61001005,0,18,30,0,1,36,27001,0,0,620090024,0,1,0,0,411,0,600110271,1,0,27001,0,0,0,0,0,61001007,61001004,0,600000027,0,0,0,620130024,1
0,0,0,0,1,620060025,61001005,0,18,30,0,1,36,28001,0,0,620090025,0,1,0,0,417,0,600110281,1,0,28001,0,0,0,0,0,61001007,61001004,0,600000028,0,0,0,620130025,1
0,0,0,0,1,620060026,61001005,0,18,30,0,1,36,29001,0,0,620090026,0,1,0,0,422,0,600110291,1,0,29001,0,0,0,0,0,61001007,61001004,0,600000029,0,0,0,620130026,1
0,0,0,0,1,620060027,61001005,0,18,30,0,1,36,30001,0,0,620090027,0,1,0,0,427,0,600110301,1,0,30001,0,0,0,0,0,61001007,61001004,0,600000030,0,0,0,620130027,1
0,0,0,0,1,620060028,61001005,0,18,30,0,1,36,31001,0,0,620090028,0,1,0,0,433,0,600110311,1,0,31001,0,0,0,0,0,61001007,61001004,0,600000031,0,0,0,620130028,1
0,0,0,0,1,620060029,61001005,0,18,30,0,1,36,32001,0,0,620090029,0,1,0,0,442,0,600110321,1,0,32001,0,0,0,0,0,61001007,61001004,0,600000032,0,0,0,620130029,1
0,0,0,0,1,620060030,61001005,0,18,30,0,1,36,33001,0,0,620090030,0,1,0,0,455,0,600110331,1,0,33001,0,0,0,0,0,61001007,61001004,0,600000033,0,0,0,620130030,1
0,0,0,0,1,620060031,61001005,0,18,30,0,1,36,34001,0,0,620090031,0,1,0,0,460,0,600110341,1,0,34001,0,0,0,0,0,61001007,61001004,0,600000034,0,0,0,620130031,1
0,0,0,0,1,620060032,61001005,0,18,30,0,1,36,35001,0,0,620090032,0,1,0,0,464,0,600110351,1,0,35001,0,0,0,0,0,61001007,61001004,0,600000035,0,0,0,620130032,1
0,0,0,0,1,620060033,61001005,0,18,30,0,1,36,36001,0,0,620090033,0,1,0,0,476,0,600110361,1,0,36001,0,0,0,0,0,61001007,61001004,0,600000036,0,0,0,620130033,1
0,0,0,0,1,620060034,61001005,0,18,30,0,1,36,37001,0,0,620090034,0,1,0,0,482,0,600110371,1,0,37001,0,0,0,0,0,61001007,61001004,0,600000037,0,0,0,620130034,1
0,0,0,0,1,620060035,61001005,0,18,30,0,1,36,38001,0,0,620090035,0,1,0,0,492,0,600110381,1,0,38001,0,0,0,0,0,61001007,61001004,0,600000038,0,0,0,620130035,1
0,0,0,0,1,620060036,61001005,0,18,30,0,1,36,39001,0,0,620090036,0,1,0,0,500,0,600110391,1,0,39001,0,0,0,0,0,61001007,61001004,0,600000039,0,0,0,620130036,1
0,0,0,0,1,620060037,61001005,0,18,30,0,1,36,40001,0,0,620090037,0,1,0,0,514,0,600110401,1,0,40001,0,0,0,0,0,61001007,61001004,0,600000040,0,0,0,620130037,1
0,0,0,0,1,620060038,61001005,0,18,30,0,1,36,41001,0,0,620090038,0,1,0,0,518,0,600110411,1,0,41001,0,0,0,0,0,61001007,61001004,0,600000041,0,0,0,620130038,1
0,0,0,0,1,620060039,61001005,0,18,30,0,1,36,42001,0,0,620090039,0,1,0,0,523,0,600110421,1,0,42001,0,0,0,0,0,61001007,61001004,0,600000042,0,0,0,620130039,1
0,0,0,0,1,620060040,61001005,0,18,30,0,1,36,43001,0,0,620090040,0,1,0,0,538,0,600110431,1,0,43001,0,0,0,0,0,61001007,61001004,0,600000043,0,0,0,620130040,1
0,0,0,0,1,620060041,61001005,0,18,30,0,1,36,44001,0,0,620090041,0,1,0,0,551,0,600110441,1,0,44001,0,0,0,0,0,61001007,61001004,0,600000044,0,0,0,620130041,1
0,0,0,0,1,620060042,61001005,0,18,30,0,1,36,45001,0,0,620090042,0,1,0,0,565,0,600110451,1,0,45001,0,0,0,0,0,61001007,61001004,0,600000045,0,0,0,620130042,1
0,0,0,0,1,620060043,61001005,0,18,30,0,1,36,46001,0,0,620090043,0,1,0,0,574,0,600110461,1,0,46001,0,0,0,0,0,61001007,61001004,0,600000046,0,0,0,620130043,1
0,0,0,0,1,620060044,61001005,0,18,30,0,1,36,47001,0,0,620090044,0,1,0,0,577,0,600110471,1,0,47001,0,0,0,0,0,61001007,61001004,0,600000047,0,0,0,620130044,1
0,0,0,0,1,620060045,61001005,0,18,30,0,1,36,48001,0,0,620090045,0,1,0,0,587,0,600110481,1,0,48001,0,0,0,0,0,61001007,61001004,0,600000048,0,0,0,620130045,1
0,0,0,0,1,620060046,61001005,0,18,30,0,1,36,49001,0,0,620090046,0,1,0,0,598,0,600110491,1,0,49001,0,0,0,0,0,61001007,61001004,0,600000049,0,0,0,620130046,1
0,0,0,0,1,620060047,61001005,0,18,30,0,1,36,50001,0,0,620090047,0,1,0,0,614,0,600110501,1,0,50001,0,0,0,0,0,61001007,61001004,0,600000050,0,0,0,620130047,1
0,0,0,0,1,620060048,61001005,0,18,30,0,1,36,51001,0,0,620090048,0,1,0,0,621,0,600110511,1,0,51001,0,0,0,0,0,61001007,61001004,0,600000051,0,0,0,620130048,1
0,0,0,0,1,620060049,61001005,0,18,30,0,1,36,52001,0,0,620090049,0,1,0,0,629,0,600110521,1,0,52001,0,0,0,0,0,61001007,61001004,0,600000052,0,0,0,620130049,1
0,0,0,0,1,620060050,61001005,0,18,30,0,1,36,53001,0,0,620090050,0,1,0,0,640,0,600110531,1,0,53001,0,0,0,0,0,61001007,61001004,0,600000053,0,0,0,620130050,1
0,0,0,0,1,620060051,61001005,0,18,30,0,1,36,54001,0,0,620090051,0,1,0,0,647,0,600110541,1,0,54001,0,0,0,0,0,61001007,61001004,0,600000054,0,0,0,620130051,1
0,0,0,0,1,620060052,61001005,0,18,30,0,1,36,55001,0,0,620090052,0,1,0,0,652,0,600110551,1,0,55001,0,0,0,0,0,61001007,61001004,0,600000055,0,0,0,620130052,1
0,0,0,0,1,620060053,61001005,0,18,30,0,1,36,56001,0,0,620090053,0,1,0,0,659,0,600110561,1,0,56001,0,0,0,0,0,61001007,61001004,0,600000056,0,0,0,620130053,1
0,0,0,0,1,620060054,61001005,0,18,30,0,1,36,57001,0,0,620090054,0,1,0,0,662,0,600110571,1,0,57001,0,0,0,0,0,61001007,61001004,0,600000057,0,0,0,620130054,1
0,0,0,0,1,620060055,61001005,0,18,30,0,1,36,58001,0,0,620090055,0,1,0,0,667,0,600110581,1,0,58001,0,0,0,0,0,61001007,61001004,0,600000058,0,0,0,620130055,1
0,0,0,0,1,620060056,61001005,0,18,30,0,1,36,59001,0,0,620090056,0,1,0,0,679,0,600110591,1,0,59001,0,0,0,0,0,61001007,61001004,0,600000059,0,0,0,620130056,1
0,0,0,0,1,620060057,61001005,0,18,30,0,1,36,60001,0,0,620090057,0,1,0,0,683,0,600110601,1,0,60001,0,0,0,0,0,61001007,61001004,0,600000060,0,0,0,620130057,1
0,0,0,0,1,620060058,61001005,0,18,30,0,1,36,61001,0,0,620090058,0,1,0,0,692,0,600110611,1,0,61001,0,0,0,0,0,61001007,61001004,0,600000061,0,0,0,620130058,1
0,0,0,0,1,620060059,61001005,0,18,30,0,1,36,62001,0,0,620090059,0,1,0,0,698,0,600110621,1,0,62001,0,0,0,0,0,61001007,61001004,0,600000062,0,0,0,620130059,1
0,0,0,0,1,620060060,61001005,0,18,30,0,1,36,63001,0,0,620090060,0,1,0,0,703,0,600110631,1,0,63001,0,0,0,0,0,61001007,61001004,0,600000063,0,0,0,620130060,1
0,0,0,0,1,620060061,61001005,0,18,30,0,1,36,64001,0,0,620090061,0,1,0,0,713,0,600110641,1,0,64001,0,0,0,0,0,61001007,61001004,0,600000064,0,0,0,620130061,1
0,0,0,0,1,620060062,61001005,0,18,30,0,1,36,65001,0,0,620090062,0,1,0,0,722,0,600110651,1,0,65001,0,0,0,0,0,61001007,61001004,0,600000065,0,0,0,620130062,1
0,0,0,0,1,620060063,61001005,0,18,30,0,1,36,66001,0,0,620090063,0,1,0,0,733,0,600110661,1,0,66001,0,0,0,0,0,61001007,61001004,0,600000066,0,0,0,620130063,1
0,0,0,0,1,620060064,61001005,0,18,30,0,1,36,67001,0,0,620090064,0,1,0,0,741,0,600110671,1,0,67001,0,0,0,0,0,61001007,61001004,0,600000067,0,0,0,620130064,1
0,0,0,0,1,620060065,61001005,0,18,30,0,1,36,68001,0,0,620090065,0,1,0,0,750,0,600110681,1,0,68001,0,0,0,0,0,61001007,61001004,0,600000068,0,0,0,620130065,1
0,0,0,0,1,620060066,61001005,0,18,30,0,1,36,69001,0,0,620090066,0,1,0,0,762,0,600110691,1,0,69001,0,0,0,0,0,61001007,61001004,0,600000069,0,0,0,620130066,1
0,0,0,0,1,620060067,61001005,0,18,30,0,1,36,70001,0,0,620090067,0,1,0,0,774,0,600110701,1,0,70001,0,0,0,0,0,61001007,61001004,0,600000070,0,0,0,620130067,1
0,0,0,0,1,620060068,61001005,0,18,30,0,1,36,71001,0,0,620090068,0,1,0,0,783,0,600110711,1,0,71001,0,0,0,0,0,61001007,61001004,0,600000071,0,0,0,620130068,1
0,0,0,0,1,620090101,61001005,0,18,30,0,1,36,1001,0,0,620300001,0,1,0,0,258,0,600110011,1,0,1001,0,0,0,0,0,61001007,61001004,0,600000072,0,0,0,620110001,1
0,0,0,0,1,620090101,61001005,0,18,30,0,1,36,2001,0,0,620300001,0,1,0,0,258,0,600110021,1,0,2001,0,0,0,0,0,61001007,61001004,0,600000073,0,0,0,620110001,1
0,0,0,0,1,620090101,61001005,0,18,30,0,1,36,3001,0,0,620300001,0,1,0,0,258,0,600110031,1,0,3001,0,0,0,0,0,61001007,61001004,0,600000074,0,0,0,620110001,1
0,0,0,0,1,620090101,61001005,0,18,30,0,1,36,4001,0,0,620300001,0,1,0,0,258,0,600110041,1,0,4001,0,0,0,0,0,61001007,61001004,0,600000075,0,0,0,620110001,1
0,0,0,0,1,620090102,61001005,0,18,30,0,1,36,5001,0,0,620300002,0,1,0,0,268,0,600110051,1,0,5001,0,0,0,0,0,61001007,61001004,0,600000076,0,0,0,620110002,1
0,0,0,0,1,620090103,61001005,0,18,30,0,1,36,6001,0,0,620300003,0,1,0,0,273,0,600110061,1,0,6001,0,0,0,0,0,61001007,61001004,0,600000077,0,0,0,620110003,1
0,0,0,0,1,620090104,61001005,0,18,30,0,1,36,7001,0,0,620300004,0,1,0,0,281,0,600110071,1,0,7001,0,0,0,0,0,61001007,61001004,0,600000078,0,0,0,620110004,1
0,0,0,0,1,620090105,61001005,0,18,30,0,1,36,8001,0,0,620300005,0,1,0,0,288,0,600110081,1,0,8001,0,0,0,0,0,61001007,61001004,0,600000079,0,0,0,620110005,1
0,0,0,0,1,620090106,61001005,0,18,30,0,1,36,9001,0,0,620300006,0,1,0,0,298,0,600110091,1,0,9001,0,0,0,0,0,61001007,61001004,0,600000080,0,0,0,620110006,1
0,0,0,0,1,620090107,61001005,0,18,30,0,1,36,10001,0,0,620300007,0,1,0,0,309,0,600110101,1,0,10001,0,0,0,0,0,61001007,61001004,0,600000081,0,0,0,620110007,1
0,0,0,0,1,620090108,61001005,0,18,30,0,1,36,11001,0,0,620300008,0,1,0,0,313,0,600110111,1,0,11001,0,0,0,0,0,61001007,61001004,0,600000082,0,0,0,620110008,1
0,0,0,0,1,620090109,61001005,0,18,30,0,1,36,12001,0,0,620300009,0,1,0,0,321,0,600110121,1,0,12001,0,0,0,0,0,61001007,61001004,0,600000083,0,0,0,620110009,1
0,0,0,0,1,620090110,61001005,0,18,30,0,1,36,13001,0,0,620300010,0,1,0,0,326,0,600110131,1,0,13001,0,0,0,0,0,61001007,61001004,0,600000084,0,0,0,620110010,1
0,0,0,0,1,620090111,61001005,0,18,30,0,1,36,14001,0,0,620300011,0,1,0,0,336,0,600110141,1,0,14001,0,0,0,0,0,61001007,61001004,0,600000085,0,0,0,620110011,1
0,0,0,0,1,620090112,61001005,0,18,30,0,1,36,15001,0,0,620300012,0,1,0,0,341,0,600110151,1,0,15001,0,0,0,0,0,61001007,61001004,0,600000086,0,0,0,620110012,1
0,0,0,0,1,620090113,61001005,0,18,30,0,1,36,16001,0,0,620300013,0,1,0,0,351,0,600110161,1,0,16001,0,0,0,0,0,61001007,61001004,0,600000087,0,0,0,620110013,1
0,0,0,0,1,620090114,61001005,0,18,30,0,1,36,17001,0,0,620300014,0,1,0,0,356,0,600110171,1,0,17001,0,0,0,0,0,61001007,61001004,0,600000088,0,0,0,620110014,1
0,0,0,0,1,620090115,61001005,0,18,30,0,1,36,18001,0,0,620300015,0,1,0,0,366,0,600110181,1,0,18001,0,0,0,0,0,61001007,61001004,0,600000089,0,0,0,620110015,1
0,0,0,0,1,620090116,61001005,0,18,30,0,1,36,19001,0,0,620300016,0,1,0,0,371,0,600110191,1,0,19001,0,0,0,0,0,61001007,61001004,0,600000090,0,0,0,620110016,1
0,0,0,0,1,620090117,61001005,0,18,30,0,1,36,20001,0,0,620300017,0,1,0,0,375,0,600110201,1,0,20001,0,0,0,0,0,61001007,61001004,0,600000091,0,0,0,620110017,1
0,0,0,0,1,620090118,61001005,0,18,30,0,1,36,21001,0,0,620300018,0,1,0,0,381,0,600110211,1,0,21001,0,0,0,0,0,61001007,61001004,0,600000092,0,0,0,620110018,1
0,0,0,0,1,620090119,61001005,0,18,30,0,1,36,22001,0,0,620300019,0,1,0,0,386,0,600110221,1,0,22001,0,0,0,0,0,61001007,61001004,0,600000093,0,0,0,620110019,1
0,0,0,0,1,620090120,61001005,0,18,30,0,1,36,23001,0,0,620300020,0,1,0,0,390,0,600110231,1,0,23001,0,0,0,0,0,61001007,61001004,0,600000094,0,0,0,620110020,1
0,0,0,0,1,620090121,61001005,0,18,30,0,1,36,24001,0,0,620300021,0,1,0,0,396,0,600110241,1,0,24001,0,0,0,0,0,61001007,61001004,0,600000095,0,0,0,620110021,1
0,0,0,0,1,620090122,61001005,0,18,30,0,1,36,25001,0,0,620300022,0,1,0,0,401,0,600110251,1,0,25001,0,0,0,0,0,61001007,61001004,0,600000096,0,0,0,620110022,1
0,0,0,0,1,620090123,61001005,0,18,30,0,1,36,26001,0,0,620300023,0,1,0,0,405,0,600110261,1,0,26001,0,0,0,0,0,61001007,61001004,0,600000097,0,0,0,620110023,1
0,0,0,0,1,620090124,61001005,0,18,30,0,1,36,27001,0,0,620300024,0,1,0,0,411,0,600110271,1,0,27001,0,0,0,0,0,61001007,61001004,0,600000098,0,0,0,620110024,1
0,0,0,0,1,620090125,61001005,0,18,30,0,1,36,28001,0,0,620300025,0,1,0,0,417,0,600110281,1,0,28001,0,0,0,0,0,61001007,61001004,0,600000099,0,0,0,620110025,1
0,0,0,0,1,620090126,61001005,0,18,30,0,1,36,29001,0,0,620300026,0,1,0,0,422,0,600110291,1,0,29001,0,0,0,0,0,61001007,61001004,0,600000100,0,0,0,620110026,1
0,0,0,0,1,620090127,61001005,0,18,30,0,1,36,30001,0,0,620300027,0,1,0,0,427,0,600110301,1,0,30001,0,0,0,0,0,61001007,61001004,0,600000101,0,0,0,620110027,1
0,0,0,0,1,620090128,61001005,0,18,30,0,1,36,31001,0,0,620300028,0,1,0,0,433,0,600110311,1,0,31001,0,0,0,0,0,61001007,61001004,0,600000102,0,0,0,620110028,1
0,0,0,0,1,620090129,61001005,0,18,30,0,1,36,32001,0,0,620300029,0,1,0,0,442,0,600110321,1,0,32001,0,0,0,0,0,61001007,61001004,0,600000103,0,0,0,620110029,1
0,0,0,0,1,620090130,61001005,0,18,30,0,1,36,33001,0,0,620300030,0,1,0,0,455,0,600110331,1,0,33001,0,0,0,0,0,61001007,61001004,0,600000104,0,0,0,620110030,1
0,0,0,0,1,620090131,61001005,0,18,30,0,1,36,34001,0,0,620300031,0,1,0,0,460,0,600110341,1,0,34001,0,0,0,0,0,61001007,61001004,0,600000105,0,0,0,620110031,1
0,0,0,0,1,620090132,61001005,0,18,30,0,1,36,35001,0,0,620300032,0,1,0,0,464,0,600110351,1,0,35001,0,0,0,0,0,61001007,61001004,0,600000106,0,0,0,620110032,1
0,0,0,0,1,620090133,61001005,0,18,30,0,1,36,36001,0,0,620300033,0,1,0,0,476,0,600110361,1,0,36001,0,0,0,0,0,61001007,61001004,0,600000107,0,0,0,620110033,1
0,0,0,0,1,620090134,61001005,0,18,30,0,1,36,37001,0,0,620300034,0,1,0,0,482,0,600110371,1,0,37001,0,0,0,0,0,61001007,61001004,0,600000108,0,0,0,620110034,1
0,0,0,0,1,620090135,61001005,0,18,30,0,1,36,38001,0,0,620300035,0,1,0,0,492,0,600110381,1,0,38001,0,0,0,0,0,61001007,61001004,0,600000109,0,0,0,620110035,1
0,0,0,0,1,620090136,61001005,0,18,30,0,1,36,39001,0,0,620300036,0,1,0,0,500,0,600110391,1,0,39001,0,0,0,0,0,61001007,61001004,0,600000110,0,0,0,620110036,1
0,0,0,0,1,620090137,61001005,0,18,30,0,1,36,40001,0,0,620300037,0,1,0,0,514,0,600110401,1,0,40001,0,0,0,0,0,61001007,61001004,0,600000111,0,0,0,620110037,1
0,0,0,0,1,620090138,61001005,0,18,30,0,1,36,41001,0,0,620300038,0,1,0,0,518,0,600110411,1,0,41001,0,0,0,0,0,61001007,61001004,0,600000112,0,0,0,620110038,1
0,0,0,0,1,620090139,61001005,0,18,30,0,1,36,42001,0,0,620300039,0,1,0,0,523,0,600110421,1,0,42001,0,0,0,0,0,61001007,61001004,0,600000113,0,0,0,620110039,1
0,0,0,0,1,620090140,61001005,0,18,30,0,1,36,43001,0,0,620300040,0,1,0,0,538,0,600110431,1,0,43001,0,0,0,0,0,61001007,61001004,0,600000114,0,0,0,620110040,1
0,0,0,0,1,620090141,61001005,0,18,30,0,1,36,44001,0,0,620300041,0,1,0,0,551,0,600110441,1,0,44001,0,0,0,0,0,61001007,61001004,0,600000115,0,0,0,620110041,1
0,0,0,0,1,620090142,61001005,0,18,30,0,1,36,45001,0,0,620300042,0,1,0,0,565,0,600110451,1,0,45001,0,0,0,0,0,61001007,61001004,0,600000116,0,0,0,620110042,1
0,0,0,0,1,620090143,61001005,0,18,30,0,1,36,46001,0,0,620300043,0,1,0,0,574,0,600110461,1,0,46001,0,0,0,0,0,61001007,61001004,0,600000117,0,0,0,620110043,1
0,0,0,0,1,620090144,61001005,0,18,30,0,1,36,47001,0,0,620300044,0,1,0,0,577,0,600110471,1,0,47001,0,0,0,0,0,61001007,61001004,0,600000118,0,0,0,620110044,1
0,0,0,0,1,620090145,61001005,0,18,30,0,1,36,48001,0,0,620300045,0,1,0,0,587,0,600110481,1,0,48001,0,0,0,0,0,61001007,61001004,0,600000119,0,0,0,620110045,1
0,0,0,0,1,620090146,61001005,0,18,30,0,1,36,49001,0,0,620300046,0,1,0,0,598,0,600110491,1,0,49001,0,0,0,0,0,61001007,61001004,0,600000120,0,0,0,620110046,1
0,0,0,0,1,620090147,61001005,0,18,30,0,1,36,50001,0,0,620300047,0,1,0,0,614,0,600110501,1,0,50001,0,0,0,0,0,61001007,61001004,0,600000121,0,0,0,620110047,1
0,0,0,0,1,620090148,61001005,0,18,30,0,1,36,51001,0,0,620300048,0,1,0,0,621,0,600110511,1,0,51001,0,0,0,0,0,61001007,61001004,0,600000122,0,0,0,620110048,1
0,0,0,0,1,620090149,61001005,0,18,30,0,1,36,52001,0,0,620300049,0,1,0,0,629,0,600110521,1,0,52001,0,0,0,0,0,61001007,61001004,0,600000123,0,0,0,620110049,1
0,0,0,0,1,620090150,61001005,0,18,30,0,1,36,53001,0,0,620300050,0,1,0,0,640,0,600110531,1,0,53001,0,0,0,0,0,61001007,61001004,0,600000124,0,0,0,620110050,1
0,0,0,0,1,620090151,61001005,0,18,30,0,1,36,54001,0,0,620300051,0,1,0,0,647,0,600110541,1,0,54001,0,0,0,0,0,61001007,61001004,0,600000125,0,0,0,620110051,1
