dear_point,chara_index,reward_type_1,reward_type_5,reward_type_3,event_id,id,reward_count_2,reward_count_1,reward_count_3,reward_type_2,mission_detail,reward_count_5,reward_id_1,reward_id_4,reward_count_4,reward_id_2,reward_id_3,reward_id_5,reward_type_4
800,2,12,0,0,20019,1002709,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20019,1002710,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20020,1002901,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20020,1002902,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20020,1002903,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20020,1002904,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20020,1002905,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20020,1002906,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20020,1002907,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20020,1002908,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20020,1002909,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20020,1002910,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20020,1002911,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20020,1002912,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20020,1002913,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20020,1002914,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20020,1002915,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20022,1003301,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20022,1003302,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20022,1003303,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20022,1003304,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20022,1003305,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20022,1003306,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20022,1003307,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20022,1003308,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20022,1003309,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20022,1003310,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20023,1003801,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20023,1003802,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20023,1003803,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20023,1003804,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20023,1003805,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20023,1003806,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20023,1003807,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20023,1003808,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20023,1003809,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20023,1003810,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20023,1003811,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20023,1003812,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20023,1003813,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20023,1003814,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20023,1003815,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20024,1004001,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20024,1004002,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20024,1004003,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20024,1004004,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20024,1004005,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20024,1004006,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20024,1004007,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20024,1004008,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20024,1004009,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20024,1004010,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20024,1004011,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20024,1004012,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20024,1004013,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20024,1004014,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20024,1004015,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,4,12,0,0,20024,1004016,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,4,12,0,0,20024,1004017,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,4,8,0,0,20024,1004018,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,4,12,0,0,20024,1004019,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,4,8,0,0,20024,1004020,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20025,1004201,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20025,1004202,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20025,1004203,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20025,1004204,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20025,1004205,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20025,1004206,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20025,1004207,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20025,1004208,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20025,1004209,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20025,1004210,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20025,1004211,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20025,1004212,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20025,1004213,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20025,1004214,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20025,1004215,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,4,12,0,0,20025,1004216,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,4,12,0,0,20025,1004217,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,4,8,0,0,20025,1004218,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,4,12,0,0,20025,1004219,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,4,8,0,0,20025,1004220,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,5,12,0,0,20025,1004221,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,5,12,0,0,20025,1004222,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,5,8,0,0,20025,1004223,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,5,12,0,0,20025,1004224,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,5,8,0,0,20025,1004225,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20026,1004401,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20026,1004402,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20026,1004403,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20026,1004404,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20026,1004405,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20026,1004406,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20026,1004407,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20026,1004408,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20026,1004409,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20026,1004410,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20026,1004411,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20026,1004412,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20026,1004413,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20026,1004414,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20026,1004415,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20028,1004801,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20028,1004802,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20028,1004803,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20028,1004804,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20028,1004805,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20028,1004806,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20028,1004807,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20028,1004808,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20028,1004809,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20028,1004810,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20029,1005001,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20029,1005002,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20029,1005003,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20029,1005004,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20029,1005005,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20029,1005006,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20029,1005007,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20029,1005008,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20029,1005009,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20029,1005010,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20029,1005011,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20029,1005012,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20029,1005013,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20029,1005014,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20029,1005015,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20030,1005201,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20030,1005202,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20030,1005203,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20030,1005204,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20030,1005205,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20030,1005206,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20030,1005207,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20030,1005208,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20030,1005209,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20030,1005210,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20031,1005401,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20031,1005402,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20031,1005403,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20031,1005404,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20031,1005405,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20031,1005406,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20031,1005407,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20031,1005408,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20031,1005409,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20031,1005410,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20032,1005601,0,6000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20032,1005602,0,15000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20032,1005603,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20032,1005604,0,30000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20032,1005605,0,60,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20032,1005606,0,6000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20032,1005607,0,15000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20032,1005608,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20032,1005609,0,30000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20032,1005610,0,60,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20032,1005611,0,6000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20032,1005612,0,15000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20032,1005613,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20032,1005614,0,30000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20032,1005615,0,60,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,4,12,0,0,20032,1005616,0,6000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,4,12,0,0,20032,1005617,0,15000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,4,8,0,0,20032,1005618,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,4,12,0,0,20032,1005619,0,30000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,4,8,0,0,20032,1005620,0,60,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
