insert_word_type,unit_id,voice_id,description,id,trigger,time,beloved_step,face_id
0,100201,1,"좋아…\n이 정도면\n칭찬받겠지?",67,3,0,1,1
0,100201,2,"열심히 하는 것도\n필요하지만\n휴식도 중요하지",68,3,0,1,1
0,100201,3,"귀엽다…\n다음에 나도\n만들어 봐야지\n음, 재료는…",69,3,0,1,1
0,100201,4,"싸우기 전에도\n이렇게 침착하면\n좋을 텐데",70,3,0,1,1
0,100201,5,"…아앗? 서, 설마\n지금 졸았어…?",71,3,0,1,1
0,100201,6,"기사 군과 함께\n모험하려면\n체력이 있어야…!",72,3,0,1,1
0,100201,7,"맛있으면\n과식해버리지만…\n어쩔 수 없는 거죠?",73,3,0,1,1
0,100201,8,"…그렇구나\n이렇게 하면 마법이\n더 강해지는구나",74,3,0,1,1
0,100202,1,"빨래랑 청소\n뭐부터 시작할까?",76,1,0,1,1
0,100202,2,"새로 나온 마법서를\n사러 가야지\n더 다양한 마법을\n익히고 싶다~",77,1,0,1,1
0,100202,3,"차를 마시려고 했는데\n마시고 싶은 사람 없을까?",78,1,0,1,1
0,100202,4,"오늘은 어떤 요리에\n도전해볼까나♪",79,1,0,1,1
0,100202,5,"이 마음을\n더 확실히\n전하지 않으면…",80,1,0,1,1
0,100202,101,"다들 너무 좋아\n무, 물론 기사 군도…\n도, 동료로서!",81,1,0,8,1
0,100202,102,"기사 군의 옆에\n있는 것만으로도\n행복해",82,1,0,8,1
0,100202,1,"저기, 그게…\n이런 장소에서\n그런 건 부끄러워…",83,2,0,1,1
0,100202,2,"엑! 버, 벌레?!\n떼줘, 떼줘!\n빨리~!",84,2,0,1,1
0,100202,3,"저, 저기…\n실은 기사 군을…\n으응, 역시\n아무것도 아니야",85,2,0,1,1
0,100202,4,"남자는 역시 크네\n저기… 손이라든가\n그 외에도 여러모로…",86,2,0,1,1
0,100202,101,"기사 군에게\n말하고 싶은게 있어\n무척 소중한…\n다, 다음에 말할게!",87,2,0,8,1
0,100202,102,"후후훗…\n그런 곳 찌르지 마\n간지러워~",88,2,0,8,1
0,100202,1,"안녕 푹 잤어?\n오늘 하루도 힘내자♪",89,2,1,1,1
0,100202,2,"배고프네… 맞다\n기사 군도 같이\n점심 먹을래?",90,2,2,1,1
0,100202,3,"벌써 시간이…\n이제 자야지\n안녕히 주무세요",91,2,3,1,1
0,100202,1,"좋아…\n이 정도면\n칭찬받겠지?",92,3,0,1,1
0,100202,2,"열심히 하는 것도\n필요하지만\n휴식도 중요하지",93,3,0,1,1
0,100202,3,"귀여워~♪\n기사 군은\n이런 걸 좋아해?",94,3,0,1,1
0,100202,4,"싸우기 전에도\n이렇게 침착하면\n좋을 텐데",95,3,0,1,1
0,100202,5,"저기…!\n괘, 괜찮으면\n같이…!",96,3,0,1,1
0,100202,6,"기사 군과 함께\n모험하려면\n체력이 있어야…!",97,3,0,1,1
0,100202,7,"요즘 옷이\n안 맞는데…\n많이 먹었나?",98,3,0,1,1
0,100202,8,"…역시 월간\n연애 지침서는\n도움이 된다니까…",99,3,0,1,1
0,100301,1,"설비 점검이라도\n할까…",101,1,0,1,1
0,100301,2,"다음에 단련은\n육체? 아님 정신?\n어느 쪽으로하지…?",102,1,0,1,1
0,100301,3,"츠무기가 만들어 준\n이 옷… 대체\n언제 사이즈를…?",103,1,0,1,1
0,100301,4,"동료는 필요 없다\n그렇게 생각했던\n때도 있었어…",104,1,0,1,1
0,100301,5,"생각에 빠져 있으면\n나도 모르게\n방을 걷고 있네",105,1,0,1,1
0,100301,101,"그는 어디까지\n강해질까?\n나도 질 수 없지",106,1,0,4,1
0,100301,102,"내가 지다니…\n소원은 정했니?",107,1,0,8,1
0,100301,1,"아아, 너였구나\n인기척이 느껴져서\n누군가 했어",108,2,0,1,1
0,100301,2,"공격할 생각이라면\n제대로 덤비라구\n…불렀을 뿐이라고?",109,2,0,1,1
0,100301,3,"뭐? 나에게 할 얘기?\n전투에 관한 거라면\n얼마든지",110,2,0,1,1
0,100301,4,"방금 그게 찌르기?\n가벼워! 더 날카롭게!\n자, 다시 한번!",111,2,0,1,1
0,100301,101,"꺅! 어, 어딜\n만지는 거야?!\n…방심했다",112,2,0,4,1
0,100301,102,"네가 앞으로도\n내 옆에…\n아, 아무것도 아니야",113,2,0,8,1
0,100301,1,"좋은 아침\n오늘도 충실한\n하루를 보내자",114,2,1,1,1
0,100301,2,"슬슬 티타임이군\n너도 같이 어때?",115,2,2,1,1
0,100301,3,"늦게까지 힘들겠네\n아직 일이 남았으면\n도와줄까?",116,2,3,1,1
0,100301,1,"전투가 끝나도\n아름답도록…\n이걸로 됐다♪",117,3,0,1,1
0,100301,2,"싸움만 하고\n쉬지 않으면\n유이한테 혼날 거야",118,3,0,1,1
0,100301,3,"히요리처럼\n연습 상대가…\n아냐, 그만두자",119,3,0,1,1
0,100301,4,"이거 좋군…\n전투 전 정신통일에\n안성맞춤인걸?",120,3,0,1,1
0,100301,5,"가끔은 느긋하게\n시간을 보내는 것도\n나쁘지 않네…",121,3,0,1,1
0,100301,6,"그에게 지지 않도록\n더 강해져야지\n함께 싸우기 위해서!",122,3,0,1,1
0,100301,7,"식사는 중요하지만\n과식은 주의해야지… ",123,3,0,1,1
0,100301,8,"유이…! 이, 이런 책을\n읽고 있던 거니…!",124,3,0,1,1
0,100302,1,"바다 말고 강에서도\n낚시하고 싶다\n도구도 새로 사야지",126,1,0,1,1
0,100302,2,"츠무기가 만들어 준\n이 옷… 대체\n언제 사이즈를…?",127,1,0,1,1
0,100302,3,"그는 어디까지\n강해질까?\n나도 질 수 없지",128,1,0,1,1
0,100302,4,"수행 내용을\n슬슬 바꿔야지\n더 힘든 쪽으로",129,1,0,1,1
0,100302,5,"강해져서…아무에게도\n방해받지 않고\n자유롭게 살고 싶어",130,1,0,1,1
0,100302,101,"설마 감기에 걸릴 줄이야\n그의 간병 덕에\n전부 다 나았지만",131,1,0,8,1
0,100302,102,"내가 지다니…\n소원은 정했니?",132,1,0,8,1
0,100302,1,"왜 그래? 아무것도 아니라고?\n그럼 다행이고",133,2,0,1,1
0,100302,2,"너무 찌르면\n되갚아주겠어\n각오는 돼있겠지?",134,2,0,1,1
0,100302,3,"저기, 다음에 또\n낚시 가지 않을래?\n대물을 낚자구!",135,2,0,1,1
0,100302,4,"수행하고 싶어?\n그런 건 빨리 말해\n바로 출발하자!",136,2,0,1,1
0,100302,101,"설마 지금 것도\n한 판이란 건\n아니겠지?",137,2,0,8,1
0,100302,102,"네가 앞으로도\n내 옆에…\n아, 아무것도 아니야",138,2,0,8,1
0,100302,1,"오늘은 일?\n아니면 수행?\n괜찮다면 함께 할게 ",139,2,1,1,1
0,100302,2,"휴식도 때로는\n필요하다고\n동료에게 배웠어",140,2,2,1,1
0,100302,3,"늦게까지 힘들겠네\n아직 일이 남았으면\n도와줄까?",141,2,3,1,1
0,100302,1,"머리카락 길이를\n좀 바꿔볼까…\n내, 내가 무슨…!",142,3,0,1,1
0,100302,2,"휴식을 취해야만\n만전의 상태로\n싸울 수 있어",143,3,0,1,1
0,100302,3,"히요리처럼\n연습 상대가…\n아냐, 그만두자",144,3,0,1,1
0,100302,4,"몸과 같이 마음도\n풀어지네… 하아…",145,3,0,1,1
0,100302,5,"쉴 때는 쉰다\n히요리도 슬슬\n알았으면 하는데…",146,3,0,1,1
0,100302,6,"그에게 지지 않도록\n더 강해져야지\n함께 싸우기 위해서!",147,3,0,1,1
0,100302,7,"수행 때문인지\n요즘 먹는 양이\n늘어난 거 같네…",148,3,0,1,1
0,100302,8,"유이…! 이, 이런 책을\n읽고 있던 거니…!",149,3,0,1,1
0,100401,1,"보물이 나올 느낌!\n방안을 탐험하자~",151,1,0,1,1
0,100401,2,"함정…어디다\n만들어뒀더라?",152,1,0,1,1
0,100401,3,"으아앙~…\n가짜 눈물에\n상대가 방심할까?",153,1,0,1,1
0,100401,4,"허니트랩이란 건\n엄청 달콤한 과자로\n장난친다는 걸까?",154,1,0,1,1
0,100401,5,"숨바꼭질할 사람~\n여기 여기 모여라~",155,1,0,1,1
0,100401,101,"미소기 말고\n다른 사람의\n장난에 걸려들면 안 돼!",156,1,0,4,1
0,100401,102,"미소기랑 놀래?\n미소기의\n장난감이 될래?",157,1,0,8,1
0,100401,1,"좋은 생각났다!\n하, 함정 같은 거\n아니야~",158,2,0,1,1
0,100401,2,"우왓?! 오빠가\n미소기한테 장난?",159,2,0,1,1
0,100401,3,"오빠가…\n지나갈만한 곳에\n바나나 껍질을…",160,2,0,1,1
0,100401,4,"오빠의 이마랑 뺨\n코랑 눈이랑 귀에\n낙서를…",161,2,0,1,1
0,100401,101,"여기를\n미소기 탐험대의\n기지로 하자!",162,2,0,4,1
0,100401,102,"누구~게…라고?\n오빠 목소리 정도는\n알아!\n좋아하니까♪",163,2,0,8,1
0,100401,1,"오빠, 굿모닝!\n알람시계\n꺼버렸는데도\n일어났네~♪",164,2,1,1,1
0,100401,2,"오빠가 낮잠 자면\n맘껏 장난쳐야지♪",165,2,2,1,1
0,100401,3,"밤에 탐험하는 것도\n재밌을 거 같아!\n저기, 밖에 나가면 안 돼?",166,2,3,1,1
0,100401,1,"장난에는\n섹시함도 필요하다라…\n응, 완벽해!",167,3,0,1,1
0,100401,2,"앉았더니 뽀옹~\n소리가 나오면\n재밌겠다~♪",168,3,0,1,1
0,100401,3,"귀엽다!\n미소기 탐험대의\n마스코트로 하자♪",169,3,0,1,1
0,100401,4,"맡으면 재채기가\n멈추지 않는\n향을 여기에… 에취!",170,3,0,1,1
0,100401,5,"이히히… 장난친 증거\n여기에\n태워버려야지~!",171,3,0,1,1
0,100401,6,"탐험가는\n체력 승부야~!",172,3,0,1,1
0,100401,7,"모두에게 나눠줄까~\n엄청 매운 소스\n넣을 거지만!",173,3,0,1,1
0,100401,8,"이런 곳에\n보물 지도가\n숨겨져 있지~",174,3,0,1,1
0,100402,1,"보물이 나올 느낌!\n방안을 탐험하자~",176,1,0,1,1
0,100402,2,"으~ 탐험하고 싶다!\n가만히 못 있겠어~!",177,1,0,1,1
0,100402,3,"으아앙~…\n가짜 눈물에\n상대가 방심할까?",178,1,0,1,1
0,100402,4,"허니트랩이란 건\n엄청 달콤한 과자로\n장난친다는 걸까?",179,1,0,1,1
0,100402,5,"숨바꼭질할 사람~\n여기 여기 모여라~",180,1,0,1,1
0,100402,101,"오빠의 이마랑 뺨\n코랑 눈이랑 귀에\n낙서를…",181,1,0,8,1
0,100402,102,"오빠가 기뻐하는\n장난~\n뭔가 없으려나~?",182,1,0,8,1
0,100402,1,"미소기가 설치한\n함정!\n찾을 수 있을까?",183,2,0,1,1
0,100402,2,"탐험할래? 모험할래?\n아니면…\n함정에 빠져볼래?",184,2,0,1,1
0,100402,3,"장래 희망은 탐험가!\n찾고 싶은 것은 없지만",185,2,0,1,1
0,100402,4,"오빠한테 숙제!\n함정 10개 파기!",186,2,0,1,1
0,100402,101,"누구~게…라고?\n오빠 목소리 정도는\n알아!\n좋아하니까♪",187,2,0,8,1
0,100402,102,"여기를\n미소기 탐험대의\n기지로 하자!",188,2,0,8,1
0,100402,1,"오빠, 탐험하러 가자!\n지금 조난당해도\n밤에는 올 수 있어!",189,2,1,1,1
0,100402,2,"오빠가 낮잠 자면\n맘껏 장난쳐야지♪",190,2,2,1,1
0,100402,3,"밤에 탐험하는 것도\n재밌을 거 같아!\n저기, 밖에 나가면 안 돼?",191,2,3,1,1
0,100402,1,"장난에는\n섹시함도 필요하다라…\n응, 완벽해!",192,3,0,1,1
0,100402,2,"느긋하고 편안하게\n다음 장난을\n생각하자~!",193,3,0,1,1
0,100402,3,"귀엽다!\n미소기 탐험대의\n마스코트로 하자♪",194,3,0,1,1
0,100402,4,"맡으면 재채기가\n멈추지 않는\n향을 여기에… 에취!",195,3,0,1,1
0,100402,5,"이히히… 장난친 증거\n여기에\n태워버려야지~!",196,3,0,1,1
0,100402,6,"탐험가는\n체력 승부야~!",197,3,0,1,1
0,100402,7,"탐헝용 간식으로\n딱일지도~!",198,3,0,1,1
0,100402,8,"이런 곳에\n보물 지도가\n숨겨져 있지~",199,3,0,1,1
0,100601,1,"음악은 전부 좋지만\n제일 좋아하는 분야는\n역시 재즈려나",201,1,0,1,1
0,100601,2,"하아, 하아…\n혼자서라도\n많이 하지 않으면…\n특훈…",202,1,0,1,1
0,100601,3,"언니가 좀 더\n자신이 생겼으면 좋겠어",203,1,0,1,1
0,100601,4,"언니 흉내 내볼까?",204,1,0,1,1
0,100601,5,"쌍둥이는\n좋아하는 타입도\n비슷한 걸까?",205,1,0,1,1
0,100601,101,"오빠랑 나는\n찰떡궁합♪",206,1,0,4,1
0,100601,102,"더는 못 기다려…\n오빠, 빨리 돌아와!",207,1,0,8,1
0,100601,1,"앗… 옷\n갈아입으려고 했는데\n오빠, 변태!",208,2,0,1,1
0,100601,2,"우후후, 오빠!\n오늘은\n뭐 할 거예요?",209,2,0,1,1
0,100601,3,"그런 곳\n만지면 안 돼♪",210,2,0,1,1
0,100601,4,"오빠, 놀리지\n말아주세요…",211,2,0,1,1
0,100601,101,"오빠, 좀 더\n고급 기술도\n알려주세요!",212,2,0,4,1
0,100601,102,"코치, 오늘 특훈도\n잘 부탁드려요!",213,2,0,8,1
0,100601,1,"좋은 아침이에요!\n어제는 즐거웠죠\n우후후♪",214,2,1,1,1
0,100601,2,"이런 대낮부터\n둘만의 특훈을…\n하, 하는건가요… ",215,2,2,1,1
0,100601,3,"밤은 이제부터예요\n오빠",216,2,3,1,1
0,100601,1,"세상에서 제일\n귀여워질 테니까♪",217,3,0,1,1
0,100601,2,"기분 좋아~\n힘이 다 빠져버렸어",218,3,0,1,1
0,100601,3,"귀엽다♪\n아카리의\n라이벌이네",219,3,0,1,1
0,100601,4,"하아…즐거워,\n나 이 상태로 \n못 움직일 것 같아…",220,3,0,1,1
0,100601,5,"하아…아카리\n녹아버릴 거 같아…",221,3,0,1,1
0,100601,6,"하아… 하아, 하아\n저… 이제… 그만\n한계예요…!",222,3,0,1,1
0,100601,7,"우와, 맛있다~\n하지만 과식은\n미용에 좋지 않죠",223,3,0,1,1
0,100601,8,"이 악보\n색소폰으로\n연주해 보고 싶다♪",224,3,0,1,1
0,100602,1,"요즘 혼자 있을 때\n오빠 생각만\n해버려…",226,1,0,1,1
0,100602,2,"하아, 하아…\n연습… 더 많이\n하지 않으면",227,1,0,1,1
0,100602,3,"이방은 어쩐지\n차분해지네요…\n오빠때문인가?",228,1,0,1,1
0,100602,4,"모두 귀엽다~\n세상에서 제일\n귀여워지는 건\n어렵구나…",229,1,0,1,1
0,100602,5,"쌍둥이는\n좋아하는 타입도\n비슷한 걸까?",230,1,0,1,1
0,100602,101,"언젠가 세상에서\n제일 귀여워져서\n오빠랑…",231,1,0,8,1
0,100602,102,"더는 못 기다려…\n오빠, 빨리 돌아와!",232,1,0,8,1
0,100602,1,"앗… 옷\n갈아입으려고 했는데\n오빠, 변태!",233,2,0,1,1
0,100602,2,"둘만의 비밀 특훈\n다음은 언제죠?\n기다리기 힘들어요…",234,2,0,1,1
0,100602,3,"뭐? 여기서 한다고?\n모두의 앞에서\n부끄럽다\n…근육운동",235,2,0,1,1
0,100602,4,"오빠, 놀리지\n말아주세요…",236,2,0,1,1
0,100602,101,"오빠랑 같이 있으면\n나, 난…\n두근거려버려…",237,2,0,8,1
0,100602,102,"코치, 오늘 특훈도\n잘 부탁드려요!",238,2,0,8,1
0,100602,1,"좋은 아침이에요!\n어제는 즐거웠죠\n우후후♪",239,2,1,1,1
0,100602,2,"오빠가 먹어줬으면\n좋겠다~\n손수 만든 점심",240,2,2,1,1
0,100602,3,"목욕하고 왔어요\n이제부터…\n둘이 신나게 놀아요",241,2,3,1,1
0,100602,1,"언니 흉내 내볼까?",242,3,0,1,1
0,100602,2,"기분 좋아~\n힘이 다 빠져버렸어",243,3,0,1,1
0,100602,3,"귀엽다♪\n아카리의\n라이벌이네",244,3,0,1,1
0,100602,4,"하아…즐거워,\n나 이 상태로 \n못 움직일 것 같아…",245,3,0,1,1
0,100602,5,"따뜻~하다…\n마치 오빠가\n옆에 있을 때 같아",246,3,0,1,1
0,100602,6,"땀을 흘리면\n기분 좋네요",247,3,0,1,1
0,100602,7,"오빠와 특훈하려면\n많이 먹어둬야 해",248,3,0,1,1
0,100602,8,"이 악보, 색소폰으로\n연주해 보고 싶다♪",249,3,0,1,1
0,100701,1,"푸딩, 푸딩\n푸딩, 푸딩\n푸딩, 푸딩~♪",251,1,0,1,1
0,100701,2,"원~통~하~도~다~\n인 거야~♪",252,1,0,1,1
0,100701,3,"푸딩이 없다면\n죽는 편이 나은 거야\n아, 이미 죽은 거야~",253,1,0,1,1
0,100701,4,"유령의 정체는!\n미야코인 거야~",254,1,0,1,1
0,100701,5,"미야코가 갑자기\n사라지면\n모두 놀랄지도\n모르는 거야~",255,1,0,1,1
0,100701,101,"그 녀석이 있고\n푸딩도 있어\n분명 여기가\n천국인 거야~",256,1,0,4,1
0,100701,102,"그 녀석은 프린세스\n나이트가 아니라\n푸딩 나이트인 거야~",257,1,0,8,1
0,100701,1,"모습을 감추고\n너를 감시하는 거야~\n우흐흐~♪",258,2,0,1,1
0,100701,2,"만약 성불한 곳에\n푸딩이 없다면\n지옥인 거야~…",259,2,0,1,1
0,100701,3,"오른쪽에 푸딩\n왼쪽에 푸딩\n뒤에도 푸딩♪\n앞에는 너인 거야~",260,2,0,1,1
0,100701,4,"죽은 사람에게는\n공양해야 해~\n미야코한테 매일\n푸딩을 공양하는 거야~",261,2,0,1,1
0,100701,101,"너랑 신나게 놀아서\n성불할 정도로\n기쁜 거야~!",262,2,0,4,1
0,100701,102,"마음에 들었으니까\n매일 빙의\n해버리는 거야~",263,2,0,8,1
0,100701,1,"으~ 졸려…\n다시 자…\n버리는 거야…",264,2,1,1,1
0,100701,2,"점심은 푸딩인 거야\n오후에 먹는 간식도\n푸딩인 거야~",265,2,2,1,1
0,100701,3,"디너는 호화스럽게\n푸딩 풀코스~\n인 거야~♪",266,2,3,1,1
0,100701,1,"몸이 투명하니까\n잘 쓸 수가\n없는 거야~",267,3,0,1,1
0,100701,2,"편안한 거야~\n이제 푸딩만 있으면\n완벽한 거야~",268,3,0,1,1
0,100701,3,"음~ …귀엽지만\n푸딩은 나눠줄 수\n없는 거야~",269,3,0,1,1
0,100701,4,"아~ 기분 좋다…\n성불할 거\n같은 거야…",270,3,0,1,1
0,100701,5,"서, 설마 여기서\n미야코를\n화장해버리는 거야?",271,3,0,1,1
0,100701,6,"유령한테는\n체력도 근력도\n상관없는 거야~!",272,3,0,1,1
0,100701,7,"와구와구, 우물우물…\n미야코, 유령이지만\n배가 고픈 거야~",273,3,0,1,1
0,100701,8,"푸딩 사진집이 있으면\n좋겠는걸\n인 거야~",274,3,0,1,1
0,100702,1,"원통하도다~\n제삿밥보다는\n푸딩이 좋은 거야~",276,1,0,1,1
0,100702,2,"푸딩♪ 푸딩♪\n푸딩♪인 거야~",277,1,0,1,1
0,100702,3,"전 세계의 케이크 집이\n푸딩 맛을 경쟁하면\n되는 거야~!\n심사는 미야코~",278,1,0,1,1
0,100702,4,"사 온 푸딩에\n전부 미야코의\n이름을 써두는 거야~",279,1,0,1,1
0,100702,5,"푸딩이 없다면 \n죽는 편이 나은 거야\n아, 이미 죽은 거야~",280,1,0,1,1
0,100702,101,"그 녀석이 있고\n푸딩도 있어\n분명 여기가\n천국인 거야~",281,1,0,8,1
0,100702,102,"그 녀석은 프린세스\n나이트가 아니라\n푸딩 나이트인 거야~",282,1,0,8,1
0,100702,1,"오른쪽에 푸딩\n왼쪽에 푸딩\n뒤에도 푸딩♪\n앞에는 너인 거야~",283,2,0,1,1
0,100702,2,"만약 성불한 곳에\n푸딩이 없다면\n지옥인 거야~…",284,2,0,1,1
0,100702,3,"오늘은 너랑\n푸딩을 사러 가는 거야\n거부권은 없는 거야~",285,2,0,1,1
0,100702,4,"죽은 사람에게는\n공양해야 해~\n미야코한테 매일\n푸딩을 공양하는 거야~",286,2,0,1,1
0,100702,101,"너랑 신나게 놀아서\n성불할 정도로\n기쁜 거야~!",287,2,0,8,1
0,100702,102,"미야코의 푸딩\n너라면\n나눠줄 수 있는 거야~",288,2,0,8,1
0,100702,1,"으~ 졸려…\n다시 자…\n버리는 거야…",289,2,1,1,1
0,100702,2,"원~통~하~도~다~\n…밝을 때는\n놀라게 하지 못하는 거야~",290,2,2,1,1
0,100702,3,"휴~ 도로도롱~☆\컴컴한 동안\n마음껏 장난치는 거야~♪",291,2,3,1,1
0,100702,1,"몸이 투명하니까\n잘 쓸 수가\n없는 거야~",292,3,0,1,1
0,100702,2,"편안한 거야~\n지금 푸딩을 먹으면\n분명 평소보다\n맛있을 거야~♪ ",293,3,0,1,1
0,100702,3,"음~ …귀엽지만\n푸딩은 나눠줄 수\n없는 거야~",294,3,0,1,1
0,100702,4,"아~ 기분 좋다…\n성불할 거\n같은 거야…",295,3,0,1,1
0,100702,5,"서, 설마 여기서\n미야코를\n화장해버리는 거야?",296,3,0,1,1
0,100702,6,"유령한테는\n체력도 근력도\n상관없어~!",297,3,0,1,1
0,100702,7,"맛있는 거야~\n푸딩 맛이면\n더 맛있는 거야~",298,3,0,1,1
0,100702,8,"푸딩 사진집이 있으면\n좋겠는걸\n인 거야~",299,3,0,1,1
0,100801,1,"만약 태양이\n사라지면\n내 아름다움으로\n대지를 비춰줄게!",301,1,0,1,1
0,100801,2,"음~ 이 방에는\n내 초상화나\n조각상이 필요하네",302,1,0,1,1
