exec_timing_3,set_id,enemy_id_1,extra_effect_id,content_type,enemy_id_5,exec_timing_1,enemy_id_3,enemy_id_4,exec_timing_5,exec_timing_4,exec_timing_2,target_value_2,enemy_id_2,target_value_1
0,0,102730311,102731001,0,0,1,0,0,0,0,0,0,0,120730033
0,0,401705112,401705101,9,0,1,0,0,0,0,0,0,0,401705101
0,0,401705113,401705102,9,0,1,0,0,0,0,0,0,0,401705102
0,0,401705114,401705105,9,0,1,0,0,0,0,0,0,0,401705105
0,0,401705115,401705106,9,0,1,0,0,0,0,0,0,0,401705106
0,0,401705116,401705107,9,0,1,0,0,0,0,0,0,0,401705107
0,0,401705212,401705201,9,0,1,0,0,0,0,0,0,0,401705201
0,0,401705213,401705202,9,0,1,0,0,0,0,0,0,0,401705202
0,0,401705214,401705205,9,0,1,0,0,0,0,0,0,0,401705205
0,0,401705215,401705206,9,0,1,0,0,0,0,0,0,0,401705206
0,0,401705216,401705207,9,0,1,0,0,0,0,0,0,0,401705207
0,0,401705312,401705301,9,0,1,0,0,0,0,0,0,0,401705301
0,0,401705313,401705302,9,0,1,0,0,0,0,0,0,0,401705302
0,0,401705314,401705305,9,0,1,0,0,0,0,0,0,0,401705305
0,0,401705315,401705306,9,0,1,0,0,0,0,0,0,0,401705306
0,0,401705316,401705307,9,0,1,0,0,0,0,0,0,0,401705307
0,0,401705412,401705401,9,0,1,0,0,0,0,0,0,0,401705401
0,0,401705413,401705402,9,0,1,0,0,0,0,0,0,0,401705402
0,0,401705414,401705405,9,0,1,0,0,0,0,0,0,0,401705405
0,0,401705415,401705406,9,0,1,0,0,0,0,0,0,0,401705406
0,0,401705416,401705407,9,0,1,0,0,0,0,0,0,0,401705407
0,0,401705512,401705501,9,0,1,0,0,0,0,0,0,0,401705501
0,0,401705513,401705502,9,0,1,0,0,0,0,0,0,0,401705502
0,0,401705514,401705505,9,0,1,0,0,0,0,0,0,0,401705505
0,0,401705515,401705506,9,0,1,0,0,0,0,0,0,0,401705506
0,0,401705516,401705507,9,0,1,0,0,0,0,0,0,0,401705507
0,0,401705612,401705601,9,0,1,0,0,0,0,0,0,0,401705601
0,0,401705613,401705602,9,0,1,0,0,0,0,0,0,0,401705602
0,0,401705614,401705605,9,0,1,0,0,0,0,0,0,0,401705605
0,0,401705615,401705606,9,0,1,0,0,0,0,0,0,0,401705606
0,0,401705616,401705607,9,0,1,0,0,0,0,0,0,0,401705607
0,0,401705712,401705701,9,0,1,0,0,0,0,0,0,0,401705701
0,0,401705713,401705702,9,0,1,0,0,0,0,0,0,0,401705702
0,0,401705714,401705705,9,0,1,0,0,0,0,0,0,0,401705705
0,0,401705715,401705706,9,0,1,0,0,0,0,0,0,0,401705706
0,0,401705716,401705707,9,0,1,0,0,0,0,0,0,0,401705707
0,0,401706109,401706101,9,0,1,0,0,0,0,0,0,0,401706101
0,0,401706110,401706102,9,0,1,0,0,0,0,0,0,0,401706102
0,0,401706111,401706103,9,0,1,0,0,0,0,0,0,0,401706103
0,0,401706112,401706104,9,0,1,0,0,0,0,0,0,0,401706104
0,0,401706113,401706108,9,0,1,0,0,0,0,0,0,0,401706108
0,0,401706209,401706201,9,0,1,0,0,0,0,0,0,0,401706201
0,0,401706210,401706202,9,0,1,0,0,0,0,0,0,0,401706202
0,0,401706211,401706203,9,0,1,0,0,0,0,0,0,0,401706203
0,0,401706212,401706204,9,0,1,0,0,0,0,0,0,0,401706204
0,0,401706213,401706208,9,0,1,0,0,0,0,0,0,0,401706208
0,0,401706309,401706301,9,0,1,0,0,0,0,0,0,0,401706301
0,0,401706310,401706302,9,0,1,0,0,0,0,0,0,0,401706302
0,0,401706311,401706303,9,0,1,0,0,0,0,0,0,0,401706303
0,0,401706312,401706304,9,0,1,0,0,0,0,0,0,0,401706304
0,0,401706313,401706308,9,0,1,0,0,0,0,0,0,0,401706308
0,0,401706409,401706401,9,0,1,0,0,0,0,0,0,0,401706401
0,0,401706410,401706402,9,0,1,0,0,0,0,0,0,0,401706402
0,0,401706411,401706403,9,0,1,0,0,0,0,0,0,0,401706403
0,0,401706412,401706404,9,0,1,0,0,0,0,0,0,0,401706404
0,0,401706413,401706408,9,0,1,0,0,0,0,0,0,0,401706408
0,0,401706509,401706501,9,0,1,0,0,0,0,0,0,0,401706501
0,0,401706510,401706502,9,0,1,0,0,0,0,0,0,0,401706502
0,0,401706511,401706503,9,0,1,0,0,0,0,0,0,0,401706503
0,0,401706512,401706504,9,0,1,0,0,0,0,0,0,0,401706504
0,0,401706513,401706508,9,0,1,0,0,0,0,0,0,0,401706508
0,0,401706609,401706601,9,0,1,0,0,0,0,0,0,0,401706601
0,0,401706610,401706602,9,0,1,0,0,0,0,0,0,0,401706602
0,0,401706611,401706603,9,0,1,0,0,0,0,0,0,0,401706603
0,0,401706612,401706604,9,0,1,0,0,0,0,0,0,0,401706604
0,0,401706613,401706608,9,0,1,0,0,0,0,0,0,0,401706608
0,0,401706709,401706701,9,0,1,0,0,0,0,0,0,0,401706701
0,0,401706710,401706702,9,0,1,0,0,0,0,0,0,0,401706702
0,0,401706711,401706703,9,0,1,0,0,0,0,0,0,0,401706703
0,0,401706712,401706704,9,0,1,0,0,0,0,0,0,0,401706704
0,0,401706713,401706708,9,0,1,0,0,0,0,0,0,0,401706708
0,0,401707109,401707101,9,0,4,0,0,0,0,0,0,0,401707101
0,0,401707110,401707102,9,0,4,0,0,0,0,0,0,0,401707102
0,0,401707111,401707103,9,0,4,0,0,0,0,0,0,0,401707103
0,0,401707112,401707104,9,0,4,0,0,0,0,0,0,0,401707104
0,0,401707113,401707105,9,0,4,0,0,0,0,0,0,0,401707105
0,0,401707209,401707201,9,0,4,0,0,0,0,0,0,0,401707201
0,0,401707210,401707202,9,0,4,0,0,0,0,0,0,0,401707202
0,0,401707211,401707203,9,0,4,0,0,0,0,0,0,0,401707203
0,0,401707212,401707204,9,0,4,0,0,0,0,0,0,0,401707204
0,0,401707213,401707205,9,0,4,0,0,0,0,0,0,0,401707205
0,0,401707309,401707301,9,0,4,0,0,0,0,0,0,0,401707301
0,0,401707310,401707302,9,0,4,0,0,0,0,0,0,0,401707302
0,0,401707311,401707303,9,0,4,0,0,0,0,0,0,0,401707303
0,0,401707312,401707304,9,0,4,0,0,0,0,0,0,0,401707304
0,0,401707313,401707305,9,0,4,0,0,0,0,0,0,0,401707305
0,0,401707409,401707401,9,0,4,0,0,0,0,0,0,0,401707401
0,0,401707410,401707402,9,0,4,0,0,0,0,0,0,0,401707402
0,0,401707411,401707403,9,0,4,0,0,0,0,0,0,0,401707403
0,0,401707412,401707404,9,0,4,0,0,0,0,0,0,0,401707404
0,0,401707413,401707405,9,0,4,0,0,0,0,0,0,0,401707405
0,0,401707509,401707501,9,0,4,0,0,0,0,0,0,0,401707501
0,0,401707510,401707502,9,0,4,0,0,0,0,0,0,0,401707502
0,0,401707511,401707503,9,0,4,0,0,0,0,0,0,0,401707503
0,0,401707512,401707504,9,0,4,0,0,0,0,0,0,0,401707504
0,0,401707513,401707505,9,0,4,0,0,0,0,0,0,0,401707505
0,0,401707609,401707601,9,0,4,0,0,0,0,0,0,0,401707601
0,0,401707610,401707602,9,0,4,0,0,0,0,0,0,0,401707602
0,0,401707611,401707603,9,0,4,0,0,0,0,0,0,0,401707603
0,0,401707612,401707604,9,0,4,0,0,0,0,0,0,0,401707604
0,0,401707613,401707605,9,0,4,0,0,0,0,0,0,0,401707605
0,0,401707709,401707701,9,0,4,0,0,0,0,0,0,0,401707701
0,0,401707710,401707702,9,0,4,0,0,0,0,0,0,0,401707702
0,0,401707711,401707703,9,0,4,0,0,0,0,0,0,0,401707703
0,0,401707712,401707704,9,0,4,0,0,0,0,0,0,0,401707704
0,0,401707713,401707705,9,0,4,0,0,0,0,0,0,0,401707705
0,0,401708109,401708101,9,0,4,0,0,0,0,0,0,0,401708101
0,0,401708110,401708102,9,0,4,0,0,0,0,0,0,0,401708102
0,0,401708111,401708106,9,0,4,0,0,0,0,0,0,0,401708106
0,0,401708112,401708107,9,0,4,0,0,0,0,0,0,0,401708107
0,0,401708113,401708108,9,0,4,0,0,0,0,0,0,0,401708108
0,0,401708209,401708201,9,0,4,0,0,0,0,0,0,0,401708201
0,0,401708210,401708202,9,0,4,0,0,0,0,0,0,0,401708202
0,0,401708211,401708206,9,0,4,0,0,0,0,0,0,0,401708206
0,0,401708212,401708207,9,0,4,0,0,0,0,0,0,0,401708207
0,0,401708213,401708208,9,0,4,0,0,0,0,0,0,0,401708208
0,0,401708309,401708301,9,0,4,0,0,0,0,0,0,0,401708301
0,0,401708310,401708302,9,0,4,0,0,0,0,0,0,0,401708302
0,0,401708311,401708306,9,0,4,0,0,0,0,0,0,0,401708306
0,0,401708312,401708307,9,0,4,0,0,0,0,0,0,0,401708307
0,0,401708313,401708308,9,0,4,0,0,0,0,0,0,0,401708308
0,0,401708411,401708401,9,0,4,0,0,0,0,0,0,0,401708401
0,0,401708412,401708402,9,0,4,0,0,0,0,0,0,0,401708402
0,0,401708413,401708406,9,0,4,0,0,0,0,0,0,0,401708406
0,0,401708414,401708407,9,0,4,0,0,0,0,0,0,0,401708407
0,0,401708415,401708408,9,0,4,0,0,0,0,0,0,0,401708408
0,0,401708509,401708501,9,0,4,0,0,0,0,0,0,0,401708501
0,0,401708510,401708502,9,0,4,0,0,0,0,0,0,0,401708502
0,0,401708511,401708506,9,0,4,0,0,0,0,0,0,0,401708506
0,0,401708512,401708507,9,0,4,0,0,0,0,0,0,0,401708507
0,0,401708513,401708508,9,0,4,0,0,0,0,0,0,0,401708508
0,0,401708609,401708601,9,0,4,0,0,0,0,0,0,0,401708601
0,0,401708610,401708602,9,0,4,0,0,0,0,0,0,0,401708602
0,0,401708611,401708606,9,0,4,0,0,0,0,0,0,0,401708606
0,0,401708612,401708607,9,0,4,0,0,0,0,0,0,0,401708607
0,0,401708613,401708608,9,0,4,0,0,0,0,0,0,0,401708608
0,0,401708709,401708701,9,0,4,0,0,0,0,0,0,0,401708701
0,0,401708710,401708702,9,0,4,0,0,0,0,0,0,0,401708702
0,0,401708711,401708706,9,0,4,0,0,0,0,0,0,0,401708706
0,0,401708712,401708707,9,0,4,0,0,0,0,0,0,0,401708707
0,0,401708713,401708708,9,0,4,0,0,0,0,0,0,0,401708708
0,0,401709109,401709101,9,0,4,0,0,0,0,0,0,0,401709101
0,0,401709110,401709102,9,0,4,0,0,0,0,0,0,0,401709102
0,0,401709111,401709103,9,0,4,0,0,0,0,0,0,0,401709103
0,0,401709112,401709104,9,0,4,0,0,0,0,0,0,0,401709104
0,0,401709113,401709105,9,0,4,0,0,0,0,0,0,0,401709105
0,0,401709209,401709201,9,0,4,0,0,0,0,0,0,0,401709201
0,0,401709210,401709202,9,0,4,0,0,0,0,0,0,0,401709202
0,0,401709211,401709203,9,0,4,0,0,0,0,0,0,0,401709203
0,0,401709212,401709204,9,0,4,0,0,0,0,0,0,0,401709204
0,0,401709213,401709205,9,0,4,0,0,0,0,0,0,0,401709205
0,0,401709309,401709301,9,0,4,0,0,0,0,0,0,0,401709301
0,0,401709310,401709302,9,0,4,0,0,0,0,0,0,0,401709302
0,0,401709311,401709303,9,0,4,0,0,0,0,0,0,0,401709303
0,0,401709312,401709304,9,0,4,0,0,0,0,0,0,0,401709304
0,0,401709313,401709305,9,0,4,0,0,0,0,0,0,0,401709305
0,0,401709409,401709401,9,0,4,0,0,0,0,0,0,0,401709401
0,0,401709410,401709402,9,0,4,0,0,0,0,0,0,0,401709402
0,0,401709411,401709403,9,0,4,0,0,0,0,0,0,0,401709403
0,0,401709412,401709404,9,0,4,0,0,0,0,0,0,0,401709404
0,0,401709413,401709405,9,0,4,0,0,0,0,0,0,0,401709405
0,0,401709509,401709501,9,0,4,0,0,0,0,0,0,0,401709501
0,0,401709510,401709502,9,0,4,0,0,0,0,0,0,0,401709502
0,0,401709511,401709503,9,0,4,0,0,0,0,0,0,0,401709503
0,0,401709512,401709504,9,0,4,0,0,0,0,0,0,0,401709504
0,0,401709513,401709505,9,0,4,0,0,0,0,0,0,0,401709505
0,0,401709609,401709601,9,0,4,0,0,0,0,0,0,0,401709601
0,0,401709610,401709602,9,0,4,0,0,0,0,0,0,0,401709602
0,0,401709611,401709603,9,0,4,0,0,0,0,0,0,0,401709603
0,0,401709612,401709604,9,0,4,0,0,0,0,0,0,0,401709604
0,0,401709613,401709605,9,0,4,0,0,0,0,0,0,0,401709605
0,0,401709709,401709701,9,0,4,0,0,0,0,0,0,0,401709701
0,0,401709710,401709702,9,0,4,0,0,0,0,0,0,0,401709702
0,0,401709711,401709703,9,0,4,0,0,0,0,0,0,0,401709703
0,0,401709712,401709704,9,0,4,0,0,0,0,0,0,0,401709704
0,0,401709713,401709705,9,0,4,0,0,0,0,0,0,0,401709705
0,0,401710108,401710101,9,0,4,0,0,0,0,0,0,0,401710101
0,0,401710109,401710102,9,0,4,0,0,0,0,0,0,0,401710102
0,0,401710110,401710105,9,0,4,0,0,0,0,0,0,0,401710105
0,0,401710111,401710106,9,0,4,0,0,0,0,0,0,0,401710106
0,0,401710112,401710107,9,0,4,0,0,0,0,0,0,0,401710107
0,0,401710208,401710201,9,0,4,0,0,0,0,0,0,0,401710201
0,0,401710209,401710202,9,0,4,0,0,0,0,0,0,0,401710202
0,0,401710210,401710205,9,0,4,0,0,0,0,0,0,0,401710205
0,0,401710211,401710206,9,0,4,0,0,0,0,0,0,0,401710206
0,0,401710212,401710207,9,0,4,0,0,0,0,0,0,0,401710207
0,0,401710311,401710301,9,0,4,0,0,0,0,0,0,0,401710301
0,0,401710312,401710302,9,0,4,0,0,0,0,0,0,0,401710302
0,0,401710313,401710305,9,0,4,0,0,0,0,0,0,0,401710305
0,0,401710314,401710306,9,0,4,0,0,0,0,0,0,0,401710306
0,0,401710315,401710307,9,0,4,0,0,0,0,0,0,0,401710307
0,0,401710411,401710401,9,0,4,0,0,0,0,0,0,0,401710401
0,0,401710412,401710402,9,0,4,0,0,0,0,0,0,0,401710402
0,0,401710413,401710405,9,0,4,0,0,0,0,0,0,0,401710405
0,0,401710414,401710406,9,0,4,0,0,0,0,0,0,0,401710406
0,0,401710415,401710407,9,0,4,0,0,0,0,0,0,0,401710407
0,0,401710508,401710501,9,0,4,0,0,0,0,0,0,0,401710501
0,0,401710509,401710502,9,0,4,0,0,0,0,0,0,0,401710502
0,0,401710510,401710505,9,0,4,0,0,0,0,0,0,0,401710505
0,0,401710511,401710506,9,0,4,0,0,0,0,0,0,0,401710506
0,0,401710512,401710507,9,0,4,0,0,0,0,0,0,0,401710507
0,0,401710608,401710601,9,0,4,0,0,0,0,0,0,0,401710601
0,0,401710609,401710602,9,0,4,0,0,0,0,0,0,0,401710602
0,0,401710610,401710605,9,0,4,0,0,0,0,0,0,0,401710605
0,0,401710611,401710606,9,0,4,0,0,0,0,0,0,0,401710606
0,0,401710612,401710607,9,0,4,0,0,0,0,0,0,0,401710607
0,0,401710711,401710701,9,0,4,0,0,0,0,0,0,0,401710701
0,0,401710712,401710702,9,0,4,0,0,0,0,0,0,0,401710702
0,0,401710713,401710705,9,0,4,0,0,0,0,0,0,0,401710705
0,0,401710714,401710706,9,0,4,0,0,0,0,0,0,0,401710706
0,0,401710715,401710707,9,0,4,0,0,0,0,0,0,0,401710707
0,0,401711111,401711101,9,0,4,0,0,0,0,0,0,0,401711101
0,0,401711112,401711105,9,0,4,0,0,0,0,0,0,0,401711105
0,0,401711113,401711106,9,0,4,0,0,0,0,0,0,0,401711106
0,0,401711114,401711107,9,0,4,0,0,0,0,0,0,0,401711107
0,0,401711115,401711108,9,0,4,0,0,0,0,0,0,0,401711108
0,0,401711211,401711201,9,0,4,0,0,0,0,0,0,0,401711201
0,0,401711212,401711205,9,0,4,0,0,0,0,0,0,0,401711205
0,0,401711213,401711206,9,0,4,0,0,0,0,0,0,0,401711206
0,0,401711214,401711207,9,0,4,0,0,0,0,0,0,0,401711207
0,0,401711215,401711208,9,0,4,0,0,0,0,0,0,0,401711208
0,0,401711311,401711301,9,0,4,0,0,0,0,0,0,0,401711301
0,0,401711312,401711305,9,0,4,0,0,0,0,0,0,0,401711305
0,0,401711313,401711306,9,0,4,0,0,0,0,0,0,0,401711306
0,0,401711314,401711307,9,0,4,0,0,0,0,0,0,0,401711307
0,0,401711315,401711308,9,0,4,0,0,0,0,0,0,0,401711308
0,0,401711411,401711401,9,0,4,0,0,0,0,0,0,0,401711401
0,0,401711412,401711405,9,0,4,0,0,0,0,0,0,0,401711405
0,0,401711413,401711406,9,0,4,0,0,0,0,0,0,0,401711406
0,0,401711414,401711407,9,0,4,0,0,0,0,0,0,0,401711407
0,0,401711415,401711408,9,0,4,0,0,0,0,0,0,0,401711408
0,0,401711511,401711501,9,0,4,0,0,0,0,0,0,0,401711501
0,0,401711512,401711505,9,0,4,0,0,0,0,0,0,0,401711505
0,0,401711513,401711506,9,0,4,0,0,0,0,0,0,0,401711506
0,0,401711514,401711507,9,0,4,0,0,0,0,0,0,0,401711507
0,0,401711515,401711508,9,0,4,0,0,0,0,0,0,0,401711508
0,0,401711611,401711601,9,0,4,0,0,0,0,0,0,0,401711601
0,0,401711612,401711605,9,0,4,0,0,0,0,0,0,0,401711605
0,0,401711613,401711606,9,0,4,0,0,0,0,0,0,0,401711606
0,0,401711614,401711607,9,0,4,0,0,0,0,0,0,0,401711607
0,0,401711615,401711608,9,0,4,0,0,0,0,0,0,0,401711608
0,0,401711711,401711701,9,0,4,0,0,0,0,0,0,0,401711701
0,0,401711712,401711705,9,0,4,0,0,0,0,0,0,0,401711705
0,0,401711713,401711706,9,0,4,0,0,0,0,0,0,0,401711706
0,0,401711714,401711707,9,0,4,0,0,0,0,0,0,0,401711707
0,0,401711715,401711708,9,0,4,0,0,0,0,0,0,0,401711708
0,0,401712109,401712101,9,0,4,0,0,0,0,0,0,0,401712101
0,0,401712110,401712102,9,0,4,0,0,0,0,0,0,0,401712102
0,0,401712111,401712103,9,0,4,0,0,0,0,0,0,0,401712103
0,0,401712112,401712104,9,0,4,0,0,0,0,0,0,0,401712104
0,0,401712113,401712108,9,0,4,0,0,0,0,0,0,0,401712108
0,0,401712209,401712201,9,0,4,0,0,0,0,0,0,0,401712201
0,0,401712210,401712202,9,0,4,0,0,0,0,0,0,0,401712202
0,0,401712211,401712203,9,0,4,0,0,0,0,0,0,0,401712203
0,0,401712212,401712204,9,0,4,0,0,0,0,0,0,0,401712204
0,0,401712213,401712208,9,0,4,0,0,0,0,0,0,0,401712208
0,0,401712309,401712301,9,0,4,0,0,0,0,0,0,0,401712301
0,0,401712310,401712302,9,0,4,0,0,0,0,0,0,0,401712302
0,0,401712311,401712303,9,0,4,0,0,0,0,0,0,0,401712303
0,0,401712312,401712304,9,0,4,0,0,0,0,0,0,0,401712304
0,0,401712313,401712308,9,0,4,0,0,0,0,0,0,0,401712308
0,0,401712409,401712401,9,0,4,0,0,0,0,0,0,0,401712401
0,0,401712410,401712402,9,0,4,0,0,0,0,0,0,0,401712402
0,0,401712411,401712403,9,0,4,0,0,0,0,0,0,0,401712403
0,0,401712412,401712404,9,0,4,0,0,0,0,0,0,0,401712404
0,0,401712413,401712408,9,0,4,0,0,0,0,0,0,0,401712408
0,0,401712509,401712501,9,0,4,0,0,0,0,0,0,0,401712501
0,0,401712510,401712502,9,0,4,0,0,0,0,0,0,0,401712502
0,0,401712511,401712503,9,0,4,0,0,0,0,0,0,0,401712503
0,0,401712512,401712504,9,0,4,0,0,0,0,0,0,0,401712504
0,0,401712513,401712508,9,0,4,0,0,0,0,0,0,0,401712508
0,0,401712609,401712601,9,0,4,0,0,0,0,0,0,0,401712601
0,0,401712610,401712602,9,0,4,0,0,0,0,0,0,0,401712602
0,0,401712611,401712603,9,0,4,0,0,0,0,0,0,0,401712603
0,0,401712612,401712604,9,0,4,0,0,0,0,0,0,0,401712604
0,0,401712613,401712608,9,0,4,0,0,0,0,0,0,0,401712608
0,0,401712709,401712701,9,0,4,0,0,0,0,0,0,0,401712701
0,0,401712710,401712702,9,0,4,0,0,0,0,0,0,0,401712702
0,0,401712711,401712703,9,0,4,0,0,0,0,0,0,0,401712703
0,0,401712712,401712704,9,0,4,0,0,0,0,0,0,0,401712704
0,0,401712713,401712708,9,0,4,0,0,0,0,0,0,0,401712708
0,0,401801111,401801101,9,0,4,0,0,0,0,0,0,0,401801101
0,0,401801112,401801102,9,0,4,0,0,0,0,0,0,0,401801102
