image_id_1,choice_2,choice_1,image_id_2,image_id_4,image_id_3,choice_3,asm_id,choice_4,correct_answer
0,"말벌","망태기",0,0,0,"산타",2130045,"잠자리채",1
0,"젓가락","바늘",0,0,0,"빨대",2130046,"실타래",1
0,"간","혀",0,0,0,"뇌",2130047,"손",1
0,"곰팡이","이끼",0,0,0,"잡초",2130048,"새싹",1
0,"재고","퇴고",0,0,0,"제고",2130049,"출고",1
0,"지식이 많다","인맥이 넓다",0,0,0,"운동량이 많다",2130050,"가진 땅이 넓다",1
0,"옥의 티끌","옥의 티",0,0,0,"옥의 띠",2130052,"옥의 때",1
0,"고양이발에 땀 나다","개발에 땀 나다",0,0,0,"말굽에 땀 나다",2130053,"쥐꼬리에 땀 나다",1
0,"점불가장","점입가경",0,0,0,"전전긍긍",2130054,"전불고견",1
0,"시집","시인",0,0,0,"시",2130055,"시를 쓰다",1
0,"사과","무화과",0,0,0,"살구",2130058,"산딸기",1
0,"미나리","두릅",0,0,0,"궁채",2130059,"고사리",1
0,"사과","복숭아",0,0,0,"파인애플",2130061,"포도",1
0,"딥 이터널＝에어 슬래셔","이터널 어비스＝디바이더",0,0,0,"딥 이터널＝디바이더",2131001,"이터널 어비스＝에어 슬래셔",1
0,"아포칼립스 코드・스리 식스","기아스아포크리포·타이런트 코드",0,0,0,"어비스 테크놀로지・헬 코드",2131002,"기아스그리모어르・넘버 오브 사탄",1
0,"금수","백수",0,0,0,"선수",2131003,"상수",1
0,"오덕","덕질",0,0,0,"숨덕",2131004,"쇠질",1
0,"그룹","캠프",0,0,0,"부트",2131005,"런닝",1
0,"청대장","올챙이",0,0,0,"수채",2210001,"물방개",1
0,"날개","뿔",0,0,0,"꼬리",2210003,"귀",1
0,"공벌레","메뚜기",0,0,0,"산호충강",2210004,"룽고",1
0,"사다새","까마귀",0,0,0,"황새",2210005,"앵무새",1
0,"갈릭","진저",0,0,0,"어니언",2210006,"터메릭",1
0,"망고","아보카도",0,0,0,"두리안",2210007,"람부탄",1
0,"커민","코리앤더",0,0,0,"카다몸",2210008,"가람마살라",1
0,"피망","당근",0,0,0,"배추",2210009,"오이",1
0,"포유류","어류",0,0,0,"조류",2210011,"파충류",1
0,"파면","면역",0,0,0,"숙달",2210012,"자기방어",1
0,"코","귀",0,0,0,"입",2210013,"눈",1
0,"다람쥣과","족제빗과",0,0,0,"갯과",2210015,"고양잇과",1
0,"아빠","엄마",0,0,0,"할아버지",2210016,"할머니",1
0,"입","코",0,0,0,"귀",2210018,"눈",1
0,"고등어","연어",0,0,0,"은어",2210019,"잉어",1
0,"판다","낙타",0,0,0,"양",2210020,"고릴라",1
0,"타조","치타",0,0,0,"사자",2210021,"호랑이",1
0,"뻐꾸기","코카투",0,0,0,"딱따구리",2210022,"부엉이",1
0,"우정니","사랑니",0,0,0,"희망니",2210024,"송곳니",1
0,"플라밍고","공작",0,0,0,"황새",2210025,"뇌조",1
0,"즈와이가니","타라바가니",0,0,0,"타카아시가니",2210026,"모쿠즈가니",1
0,"감귤당","포도당",0,0,0,"레몬당",2210027,"딸기당",1
0,"송이","소매",0,0,0,"표고",2210029,"잎새",1
0,"푸아그라","트러플",0,0,0,"캐비어",2210030,"육두구",1
0,"강체동물","연체동물",0,0,0,"해체동물",2210032,"변체동물",1
0,"콩나물","피망",0,0,0,"양상추",2210034,"양배추",1
0,"누에콩","서리태",0,0,0,"녹두",2210035,"완두콩",1
0,"상완일두근","상완이두근",0,0,0,"가자미근",2210037,"상완오두근",1
0,"파랑","빨강",0,0,0,"노랑",2210040,"초록",1
0,"20마리","1마리",0,0,0,"5마리",2210041,"10마리",1
0,"코","귀",0,0,0,"앞다리",2210042,"꼬리",1
0,"강","바다",0,0,0,"호수",2210045,"연못",1
0,"지상을 고속으로 달림","부리가 부풀어오름",0,0,0,"목이 360도 돌아감",2210046,"나무를 쪼아 구멍을 뚫음",1
0,"산호","조개",0,0,0,"펜션",2210047,"자갈",1
0,"나팔꽃","벚꽃",0,0,0,"산다화",2210048,"국화",1
0,"딸꾹질","코골이",0,0,0,"재채기",2210049,"하품",1
0,"두투골","두개골",0,0,0,"두애골",2210050,"두고골",1
0,"26℃ 전후","36℃ 전후",0,0,0,"46℃ 전후",2210051,"56℃ 전후",1
0,"귀뚜라미","카멜레온",0,0,0,"꼽등이",2210052,"길앞잡이",1
0,"팔목어","사목어",0,0,0,"육목어",2210054,"일목어",1
0,"북극곰","물곰",0,0,0,"반달곰",2210056,"불곰",1
0,"쓰다","덥다",0,0,0,"시다",2210057,"달다",1
0,"매미","반딧불이",0,0,0,"잠자리",2210058,"벌",1
0,"솔티독","불독",0,0,0,"핫도그",2210059,"아메리칸독",1
0,"단풍","은행",0,0,0,"진달래",2210060,"거먕옻",1
0,"미소기","유니",0,0,0,"쿄우카",2211001,"미미",1
0,"어흥","임다",0,0,0,"인 것이다",2211002,"깡충♪",1
0,"페코린느","캬루",0,0,0,"콧코로",2211003,"셰피",1
0,"미삿치","미사킷치",0,0,0,"미킷치",2211004,"미사키 공",1
0,"리리","미소라",0,0,0,"크리아",2211005,"프레시아",1
0,"우뭇가사리","흰동가리",0,0,0,"오모가리",2220001,"애고사리",1
0,"민들레","산다화",0,0,0,"수국",2220002,"나팔꽃",1
0,"10개","8개",0,0,0,"6개",2220005,"12개",1
0,"장미과","가짓과",0,0,0,"운향과",2220006,"박과",1
0,"할배거북","장수거북",0,0,0,"장군거북",2220007,"할매거북",1
0,"파파야","키위",0,0,0,"파인애플",2220008,"망고",1
0,"올대","갈대",0,0,0,"밀대",2220009,"당길대",1
0,"음식을 소화한다","특별히 없다",0,0,0,"혈액을 만든다",2220010,"해독 기능이 있다",1
0,"고릴라","일본원숭이",0,0,0,"침팬지",2220012,"오랑우탄",1
0,"귀뚜라미","방울벌레",0,0,0,"철써기",2220015,"사슴벌레",1
0,"아킬레스장수풍뎅이","헤라클레스장수풍뎅이",0,0,0,"아마조네스장수풍뎅이",2220016,"페르세우스장수풍뎅이",1
0,"2개","4개",0,0,0,"3개",2220017,"알 수 없다",1
0,"반달곰","북극곰",0,0,0,"불곰",2220018,"흑곰",1
0,"사슴벌레","사마귀",0,0,0,"무당벌레",2220019,"매미",1
0,"살주머니","볼주머니",0,0,0,"저축주머니",2220020,"볼왕관",1
0,"누리장","호접란",0,0,0,"나리꽃",2220021,"모란금매",1
0,"지방","세포",0,0,0,"심방",2220022,"곤봉",1
0,"여치","귀뚜라미",0,0,0,"메뚜기",2220023,"개미",1
0,"아귀","복어",0,0,0,"상어",2220024,"범고래",1
0,"이","국",0,0,0,"눈",2220025,"손",1
0,"성게","해파리",0,0,0,"오징어",2220026,"문어",1
0,"해파리","성게",0,0,0,"오징어",2220027,"문어",1
0,"개","소",0,0,0,"양",2220028,"낙타",1
0,"빈티지","번데기",0,0,0,"밴디지",2220030,"뻔질대기",1
0,"뱀","악어",0,0,0,"카멜레온",2220031,"하마",1
0,"고릴라","망토비비",0,0,0,"침팬지",2220033,"오랑우탄",1
0,"투구벌레","사슴벌레",0,0,0,"풍이",2220034,"사마귀",1
0,"7개월 후","7년 후",0,0,0,"7주 후",2220038,"7일 후",1
0,"해바라기","매화",0,0,0,"수국",2220040,"코스모스",1
0,"손","발",0,0,0,"머리",2220042,"허리",1
0,"본명","학명",0,0,0,"현명",2220043,"실명",1
0,"호모 아지엔스","호모 사피엔스",0,0,0,"모모 사피엔스",2220044,"이모 사피엔스",1
0,"매미","잠자리",0,0,0,"장수풍뎅이",2220046,"방울벌레",1
0,"초자식물","종자식물",0,0,0,"속자식물",2220047,"개자식물",1
0,"모양혈관","모세혈관",0,0,0,"모두혈관",2220048,"모심혈관",1
0,"조류","어패류",0,0,0,"양서류",2220049,"어류",1
0,"새우","해파리",0,0,0,"게",2220050,"따개비",1
0,"고슴도치","아르마딜로",0,0,0,"호저",2220051,"개미핥기",1
0,"단백질","물",0,0,0,"지질",2220052,"탄수화물",1
0,"뻐꾸기","뇌조",0,0,0,"참새",2220054,"물총새",1
0,"털","피부",0,0,0,"뼈",2220056,"지방",1
0,"순환기","호흡기",0,0,0,"비뇨기",2220057,"소화기",1
0,"문어","성게",0,0,0,"오징어",2220058,"새우",1
0,"법사","포자",0,0,0,"모자",2220059,"봉사",1
0,"잎새버섯","느타리버섯",0,0,0,"송이버섯",2220060,"팽이버섯",1
0,"쿄우카","미미",0,0,0,"리리",2221001,"사렌",1
0,"타라 타이거","트라 타이거",0,0,0,"트라이 로커",2221002,"트라 라이온",1
0,"퐁코린","펭포코린",0,0,0,"펭페코린",2221003,"풍포코린",1
0,"토모","미야코",0,0,0,"미사키",2221004,"쿠루미",1
0,"악어곤","드로게이터",0,0,0,"악어도로로",2221005,"종달새악어",1
0,"알헤나","알베도",0,0,0,"아르간",2230001,"아르킨",1
0,"아이들링","쉬버링",0,0,0,"트래블링",2230003,"셔링",1
0,"간장","췌장",0,0,0,"신장",2230005,"심장",1
0,"피러","피헨",0,0,0,"피넛",2230007,"피치",1
0,"그루밍","클래터링",0,0,0,"마운팅",2230008,"개더링",1
0,"선상어과","악상어과",0,0,0,"중립상어과",2230010,"청상어과",1
0,"데이지메리","로즈메리",0,0,0,"포피메리",2230012,"선플라워메리",1
0,"레버","플랜지",0,0,0,"슬릿",2230013,"라체트",1
0,"제비꽃","수국",0,0,0,"등나무",2230014,"수양벚꽃",1
0,"잎","열매",0,0,0,"뿌리",2230015,"줄기",1
0,"잭프루트","드래곤프루트",0,0,0,"미라클프루트",2230016,"패션프루트",1
0,"양배추","브로콜리",0,0,0,"시금치",2230017,"청경채",1
0,"부비늘","모비늘",0,0,0,"건비늘",2230018,"습비늘",1
0,"기린이 더 많음","같음",0,0,0,"인간이 더 많음",2230019,"개체에 따라 다름",1
0,"치와와","리트리버",0,0,0,"말티즈",2230021,"볼로네즈",1
0,"국화과","꿀풀과",0,0,0,"미나릿과",2230022,"볏과",1
0,"검정","하양",0,0,0,"줄무늬",2230023,"빨강",1
0,"비버","카피바라",0,0,0,"뉴트리아",2230024,"친칠라",1
0,"장어","메기",0,0,0,"미꾸라지",2230026,"고등어",1
0,"물잠자리","밀잠자리",0,0,0,"실잠자리",2230027,"왕잠자리",1
0,"잠자리","누에나방",0,0,0,"투구벌레",2230028,"사슴벌레",1
0,"산천어","장어",0,0,0,"삼치",2230029,"다랑어",1
0,"2개","3개",0,0,0,"1개",2230030,"5개",1
0,"가오리","실러캔스",0,0,0,"백상아리",2230031,"흉내문어",1
0,"병모근","승모근",0,0,0,"시모근",2230032,"왕모근",1
0,"눈","비늘",0,0,0,"지느러미",2230033,"입",1
0,XX,XY,0,0,0,YY,2230034,XZ,1
0,"15개","0개",0,0,0,"7개",2230036,"23개",1
0,"사토","이토",0,0,0,"스즈키",2230037,"타카하시",1
0,"다람쥣과","족제빗과",0,0,0,"갯과",2230038,"고양잇과",1
0,"고양잇과","갯과",0,0,0,"돼지과",2230040,"사향고양이과",1
0,"굼벵이","장구벌레",0,0,0,"수채",2230043,"개미귀신",1
0,"거미","사마귀",0,0,0,"투구벌레",2230044,"사슴벌레",1
0,"고양이가 나다","쥐가 나다",0,0,0,"개가 나다",2230045,"토끼가 나다",1
0,"진달랫과","볏과",0,0,0,"제비꽃과",2230046,"백합과",1
0,"침엽수","낙엽수",0,0,0,"활엽수",2230048,"상록수",1
0,"케로로필","클로로필",0,0,0,"카로로필",2230049,"키로로필",1
0,"뻐꾸기","부엉이",0,0,0,"닭",2230050,"비둘기",1
0,"달하늘꽃","달맞이꽃",0,0,0,"별맞이꽃",2230051,"별하늘꽃",1
0,"까마귀조개","앵무조개",0,0,0,"꾀꼬리조개",2230052,"참새조개",1
0,"마이마이","아이아이",0,0,0,"카이카이",2230053,"하이하이",1
0,"장어근","가자미근",0,0,0,"다랑어근",2230055,"고등어근",1
0,"물","지방",0,0,0,"석유",2230058,"꿈",1
0,"개","고양이",0,0,0,"너구리",2230059,"여우",1
0,"페퍼","케이퍼",0,0,0,"래퍼",2230061,"어퍼",1
0,"마스크 드 쥰","성녀 가면",0,0,0,"노엘의 숙녀",2231001,"백은 마스크",1
0,"아야네","아오이",0,0,0,"콧코로",2231002,"이리야",1
0,"큰북","탬버린",0,0,0,"캐스터네츠",2231003,"마라카스",1
0,"치에루","유니",0,0,0,"클로에",2231004,"아오이",1
0,"에리코","스즈나",0,0,0,"니논",2231005,"캬루",1
0,0,1,0,0,0,2,2310002,0.5,1
0,"태양","달",0,0,0,"화성",2310003,"수성",1
0,"수성","토성",0,0,0,"화성",2310005,"금성",1
0,"에메랄드","루비",0,0,0,"터키석",2310006,"진주",1
0,"온대저기압","열대저기압",0,0,0,"한대저기압",2310009,"건조대저기압",1
0,"헥토파스칼","데시벨",0,0,0,"밀리바",2310010,"킬로그램",1
0,"미터","칼로리",0,0,0,"킬로그램",2310011,"리터",1
0,12,6,0,0,0,24,2310012,9,1
0,"12시간","24시간",0,0,0,"36시간",2310014,"48시간",1
0,"철 1kg","모두 같음",0,0,0,"모래 1kg",2310015,"솜 1kg",1
0,"1360분","1440분",0,0,0,"1520분",2310016,"1600분",1
0,N,M,0,0,0,E,2310017,W,1
0,"흑야","백야",0,0,0,"황야",2310018,"적야",1
0,"빨강","검정",0,0,0,"하양",2310019,"분홍",1
0,"30도","45도",0,0,0,"60도",2310020,"90도",1
0,"레드홀","블랙홀",0,0,0,"블루홀",2310021,"화이트홀",1
0,"180도","720도",0,0,0,"360도",2310023,"540도",1
0,20,21,0,0,0,22,2310024,23,1
0,"온하수","은하수",0,0,0,"흙하수",2310025,"규하수",1
0,"질소","실소",0,0,0,"수소",2310026,"탄소",1
0,"0.1미터","0.01미터",0,0,0,"10미터",2310027,"100미터",1
0,"왈츠","헤르츠",0,0,0,"스패츠",2310028,"왓츠",1
0,"크롤","스콜",0,0,0,"숄",2310030,"이콜",1
0,"로켓의 충돌","운석의 충돌",0,0,0,"인공위성의 충돌",2310031,"지면에서의 폭발",1
0,"265.24일","365.24일",0,0,0,"165.24일",2310032,"465.24일",1
0,"약 39.5일","약 29.5일",0,0,0,"약 49.5일",2310034,"약 59.5일",1
0,"절층","단층",0,0,0,"할층",2310035,"고층",1
0,"폭발","비등",0,0,0,"산화",2310036,"액화",1
0,"굳는점","어는점",0,0,0,"추운점",2310037,"차가운점",1
0,4kg,2kg,0,0,0,6kg,2310038,8kg,1
0,50,0,0,0,0,5050,2310039,-500,1
0,"부분일식","개기일식",0,0,0,"금환일식",2310041,"전체일식",1
0,"반항","저항",0,0,0,"반발",2310042,"대립",1
0,"호일","코일",0,0,0,"마일",2310043,"네일",1
0,"밀리리터","밀리미터",0,0,0,"데시리터",2310044,"킬로리터",1
0,160,200,0,0,0,150,2310045,155,1
0,"3＋2","3 × 2",0,0,0,"3－2",2310047,"2＋3",1
0,"반달","보름달",0,0,0,"초승달",2310049,"그믐달",1
0,"銀","銭",0,0,0,"銅",2310051,"鉄",1
0,"부도체","반도체",0,0,0,"미절체",2310052,"중연체",1
0,"Q파","P파",0,0,0,"R파",2310053,"S파",1
0,"10원 동전 100개","물 1리터",0,0,0,"쌀 1홉",2310054,"1만원 권으로\n100만원",1
0,"당길물","썰물",0,0,0,"자를물",2310056,"밀물",1
0,"밑변","원주율",0,0,0,"높이",2310059,2,1
0,"우레","서리",0,0,0,"싸라기",2310060,"우박",1
0,1480,1200,0,0,0,1100,2311001,1000,1
0,460,630,0,0,0,700,2311002,540,1
0,1600,6400,0,0,0,5400,2311003,7980,1
0,"오마","랜드솔",0,0,0,"동국",2311004,"센토루스",1
0,"1000루피","1100루피",0,0,0,"1150루피",2311005,"950루피",1
0,"0도","90도",0,0,0,"180도",2320001,"360도",1
0,"2개","5개",0,0,0,"7개",2320004,"9개",1
0,"홈런레스","안타레스",0,0,0,"파울레스",2320005,"볼레스",1
0,"노네놀","루미놀",0,0,0,"제미놀",2320006,"파르",1
0,"60℃","6000℃",0,0,0,"600℃",2320008,"60000℃",1
0,"청말","녹말",0,0,0,"적말",2320009,"황말",1
0,360,720,0,0,0,340,2320010,960,1
0,"6분의 1","8분의 1",0,0,0,"4분의 1",2320011,"2분의 1",1
0,"사인","탄젠트",0,0,0,"코사인",2320013,"코탄젠트",1
0,"곱셈의 결과값","나눗셈의 결과값",0,0,0,"덧셈의 결과값",2320014,"뺄셈의 결과값",1
0,"황산 용액","요오드 용액",0,0,0,"탄소액",2320016,"수소액",1
0,"헨리의 법칙","키르히호프의 법칙",0,0,0,"헤스의 법칙",2320017,"돌턴의 법칙",1
0,"잠자리자리","파리자리",0,0,0,"나비자리",2320018,"메뚜기자리",1
0,"지구","태양",0,0,0,"목성",2320020,"달",1
0,"봄","겨울",0,0,0,"여름",2320021,"가을",1
0,"칼륨","헬륨",0,0,0,"토륨",2320022,"바륨",1
0,"이온","네온",0,0,0,"토온",2320025,"후온",1
0,"소수","자연수",0,0,0,"총수",2320026,"자연대수",1
0,"림보댄스","임피던스",0,0,0,"소셜댄스",2320029,"훌라댄스",1
0,"순은","수은",0,0,0,"수화은",2320030,"수용은",1
0,"1회","2회",0,0,0,"4회",2320031,"12회",1
0,"물고기떼","달",0,0,0,"지열",2320032,"해류",1
0,N,Na,0,0,0,Nt,2320033,Ne,1
0,K,Ca,0,0,0,Cl,2320034,Ka,1
0,"결빙","결정",0,0,0,"결절",2320035,"결막",1
0,"2번","1번",0,0,0,"3번",2320036,"4번",1
0,"분부","분모",0,0,0,"분형",2320037,"분자",1
0,"수소","산소",0,0,0,"취소",2320040,"탄소",1
0,"휴화산","사화산",0,0,0,"약화산",2320041,"복화산",1
0,"아스라스트","아스베스트",0,0,0,"아스미스트",2320042,"아스가스트",1
0,"감마","델타",0,0,0,"제타",2320043,"시그마",1
0,"전갈자리","물병자리",0,0,0,"게자리",2320044,"사자자리",1
0,"물병자리","사자자리",0,0,0,"전갈자리",2320045,"게자리",1
0,"꼭지점","모선",0,0,0,"변",2320046,"면",1
0,3,2,0,0,0,5,2320049,7,1
0,15km,25km,0,0,0,20km,2320050,33km,1
0,"점선","전선",0,0,0,"유선",2320051,"무선",1
0,"철","알루미늄",0,0,0,"니켈",2320053,"티탄",1
0,"항성","행성",0,0,0,"위성",2320054,"초신성",1
0,"낮밤","계절",0,0,0,"시간",2320056,"날짜",1
0,"뮤즈","퓨즈",0,0,0,"류즈",2320057,"슈즈",1
0,"빨강","초록",0,0,0,"파랑",2320058,"하양",1
0,"파스칼","뉴턴",0,0,0,"토르",2320059,"줄",1
0,"팩토리얼","인테그랄",0,0,0,"콤비네이션",2320060,"인터섹션",1
0,"1줄","2줄",0,0,0,"4줄",2320061,"16줄",1
