gacha10_special_odds_star3,movie_id,description_sp,gacha_times_limit10,chara_odds_star2,description,329d5d8cff546cdf6c22260c4eae7c8bcba231ec454b47a6cd709f694430565e,discount_price,chara_odds_star1,pickup_badge,tab_name,gacha_type,gacha_id,gacha_odds_star2,gacha_odds,special_id,pick_up_chara_text,rarity_odds,title_id,gacha_detail,pickup_id,free_gacha_interval_time,gacha_bonus_id,gacha10_special_odds_star2,description_2,prizegacha_id,gacha_cost_type,exchange_id,free_gacha_type,parallel_id,price,start_time,free_gacha_count,gacha10_special_odds_star1,ticket_id,gacha_name,a14fba2d3f5c51e36dc002d3e0f851b4f2734af4fbac83e07bc9c3cbf37a4a15,chara_odds_star3,ticket_id_10,end_time
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10036,"",10036,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/06/17 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/06/30 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10037,"",10037,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/06/30 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/07/15 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10038,"",10038,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/07/15 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/07/17 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10039,"",10039,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/07/17 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/07/30 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10040,"",10040,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/07/30 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/08/13 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10041,"",10041,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/08/13 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/08/18 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10042,"",10042,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/08/18 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/08/31 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10043,"",10043,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/08/31 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/09/10 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10044,"",10044,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/09/10 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/09/14 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10045,"",10045,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/09/14 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/09/25 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10046,"",10046,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/09/25 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/09/29 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10047,"",10047,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/09/29 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/10/02 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10048,"",10048,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/10/02 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/10/12 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10049,"",10049,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/10/12 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/10/15 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10050,"",10050,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/10/15 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/10/28 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10051,"",10051,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/10/28 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/10/29 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10052,"",10052,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/10/29 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/11/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10053,"",10053,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/11/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/11/16 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10054,"",10054,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/11/16 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/11/30 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10055,"",10055,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/11/30 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/12/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10056,"",10056,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/12/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/12/15 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10057,"",10057,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/12/15 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2020/12/29 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10058,"",10058,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2020/12/29 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/01/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10059,"",10059,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/01/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/01/18 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10060,"",10060,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/01/18 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/01/28 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10061,"",10061,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/01/28 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/01/31 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10062,"",10062,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/01/31 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/02/08 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10063,"",10063,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/02/08 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/02/15 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10064,"",10064,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/02/15 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/03/02 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10065,"",10065,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/03/02 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/03/12 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10066,"",10066,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/03/12 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/03/16 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10067,"",10067,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/03/16 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/03/26 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10068,"",10068,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/03/26 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/03/30 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10069,"",10069,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/03/30 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/04/12 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10070,"",10070,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/04/12 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/04/25 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10071,"",10071,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/04/25 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/04/29 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10072,"",10072,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/04/29 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/05/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10073,"",10073,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/05/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/05/17 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10074,"",10074,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/05/17 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/05/25 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10075,"",10075,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/05/25 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/05/31 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10076,"",10076,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/05/31 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/06/10 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10077,"",10077,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/06/10 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/06/15 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10078,"",10078,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/06/15 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/07/01 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10079,"",10079,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/07/01 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/07/04 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10080,"",10080,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/07/04 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/07/12 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10081,"",10081,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/07/12 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/07/19 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10082,"",10082,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/07/19 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/07/27 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10083,"",10083,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/07/27 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/02 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10084,"",10084,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/02 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/05 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10085,"",10085,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/05 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/12 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10086,"",10086,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/12 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/17 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10087,"",10087,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/17 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/23 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10088,"",10088,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/23 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/08/28 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10089,"",10089,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/08/28 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/09/01 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10090,"",10090,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/09/01 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/09/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10091,"",10091,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/09/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/09/16 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10092,"",10092,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/09/16 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/09/27 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10093,"",10093,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/09/27 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/10/02 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10094,"",10094,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/10/02 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/10/05 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10095,"",10095,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/10/05 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/10/16 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10096,"",10096,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/10/16 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/10/21 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10097,"",10097,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/10/21 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/11/01 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10098,"",10098,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/11/01 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/11/11 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10099,"",10099,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/11/11 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/11/16 14:59:59"
0,0,"",0,0,"아이템이나 메모리 피스를 GET!",0,0,0,0,"",0,10100,"",10100,0,"",0,0,1,0,0,0,0,"",0,3,0,1,0,0,"2021/11/16 15:00:00",10,0,0,"노멀 뽑기",0,0,0,"2021/11/26 14:59:59"
