diary_id,id,seq_num,start_pos,cue_name,seek_time,line_num,end_pos,command_param,sheet_name,command,type
15,1150042,42,0,0,0.0,8,0,2.53896103896104,0,1,4
15,1150043,43,0,0,0.01,9,400,0.0,0,0,1
15,1150044,44,0,0,0.0,9,0,0.0,0,1,4
15,1150045,45,0,vo_10011600_1515,0.0,0,0,0.0,vo_10011600,0,2
15,1150046,46,400,0,1.32987012987013,9,720,0.0,0,0,1
16,1160001,1,0,vo_10011600_1601,0.0,0,0,0.0,vo_10011600,0,2
16,1160002,2,0,0,0.623376623376623,1,200,0.0,0,0,1
16,1160003,3,0,0,0.0,1,0,2.12337662337662,0,1,4
16,1160004,4,0,vo_10011600_1602,0.0,0,0,0.0,vo_10011600,0,2
16,1160005,5,0,0,3.63636363636364,2,700,0.0,0,0,1
16,1160006,6,0,0,0.0,2,0,5.13636363636364,0,1,4
16,1160007,7,0,vo_10011600_1603,0.0,0,0,0.0,vo_10011600,0,2
16,1160008,8,0,0,1.18441558441558,3,268,0.0,0,0,1
16,1160009,9,0,0,0.0,3,0,2.18441558441558,0,1,4
16,1160010,10,0,vo_10011600_1604,0.0,0,0,0.0,vo_10011600,0,2
16,1160011,11,268,0,0.353246753246753,3,370,0.0,0,0,1
16,1160012,12,0,0,0.0,3,0,0.553246753246753,0,1,4
16,1160013,13,0,vo_10011600_1605,0.0,0,0,0.0,vo_10011600,0,2
16,1160014,14,370,0,1.1012987012987,3,635,0.0,0,0,1
16,1160015,15,0,0,0.0,3,0,1.1012987012987,0,1,4
16,1160016,16,0,0,1.95324675324675,4,306,0.0,0,0,1
16,1160017,17,0,0,0.0,4,0,2.45324675324675,0,1,4
16,1160018,18,0,vo_10011600_1606,0.0,0,0,0.0,vo_10011600,0,2
16,1160019,19,306,0,0.78961038961039,4,660,0.0,0,0,1
16,1160020,20,0,0,0.0,4,0,1.78961038961039,0,1,4
16,1160021,21,0,vo_10011600_1607,0.0,0,0,0.0,vo_10011600,0,2
16,1160022,22,0,0,1.99480519480519,5,377,0.0,0,0,1
16,1160023,23,0,0,0.0,5,0,2.99480519480519,0,1,4
16,1160024,24,0,vo_10011600_1608,0.0,0,0,0.0,vo_10011600,0,2
16,1160025,25,377,0,0.748051948051948,5,660,0.0,0,0,1
16,1160026,26,0,0,0.0,5,0,1.99805194805195,0,1,4
16,1160027,27,0,vo_10011600_1609,0.0,0,0,0.0,vo_10011600,0,2
16,1160028,28,0,0,1.53766233766234,6,322,0.0,0,0,1
16,1160029,29,0,0,0.0,6,0,2.13766233766234,0,1,4
16,1160030,30,0,vo_10011600_1610,0.0,0,0,0.0,vo_10011600,0,2
16,1160031,31,322,0,1.41298701298701,6,710,0.0,0,0,1
16,1160032,32,0,0,0.0,6,0,1.41298701298701,0,1,4
16,1160033,33,0,0,0.78961038961039,7,122,0.0,0,0,1
16,1160034,34,0,0,0.0,7,0,2.33961038961039,0,1,4
16,1160035,35,0,vo_10011600_1611,0.0,0,0,0.0,vo_10011600,0,2
16,1160036,36,122,0,0.706493506493507,7,223,0.0,0,0,1
16,1160037,37,0,0,0.0,7,0,1.00649350649351,0,1,4
16,1160038,38,0,vo_10011600_1612,0.0,0,0,0.0,vo_10011600,0,2
16,1160039,39,223,0,1.45454545454545,7,552,0.0,0,0,1
16,1160040,40,0,0,0.0,7,0,2.95454545454545,0,1,4
16,1160041,41,0,vo_10011600_1613,0.0,0,0,0.0,vo_10011600,0,2
16,1160042,42,552,0,0.249350649350649,7,770,0.0,0,0,1
16,1160043,43,0,0,0.0,7,0,0.749350649350649,0,1,4
16,1160044,44,0,vo_10011600_1614,0.0,0,0,0.0,vo_10011600,0,2
16,1160045,45,0,0,2.31896103896104,8,537,0.0,0,0,1
16,1160046,46,0,0,0.0,8,0,3.71896103896104,0,1,4
16,1160047,47,0,vo_10011600_1615,0.0,0,0,0.0,vo_10011600,0,2
16,1160048,48,537,0,0.714805194805195,8,730,0.0,0,0,1
16,1160049,49,0,0,0.0,8,0,2.71480519480519,0,1,4
16,1160050,50,0,0,0.01,9,560,0.0,0,0,1
16,1160051,51,0,0,0.0,9,0,0.0,0,1,4
16,1160052,52,0,vo_10011600_1616,0.0,0,0,0.0,vo_10011600,0,2
16,1160053,53,560,0,0.623376623376623,9,710,0.0,0,0,1
17,1170001,1,0,vo_10011600_1701,0.0,0,0,0.0,vo_10011600,0,2
17,1170002,2,0,0,0.664935064935065,1,160,0.0,0,0,1
17,1170003,3,0,0,0.0,1,0,2.16493506493507,0,1,4
17,1170004,4,0,vo_10011600_1702,0.0,0,0,0.0,vo_10011600,0,2
17,1170005,5,0,0,0.730519480519481,2,112,0.0,0,0,1
17,1170006,6,0,0,0.0,2,0,1.53051948051948,0,1,4
17,1170007,7,0,vo_10011600_1703,0.0,0,0,0.0,vo_10011600,0,2
17,1170008,8,112,0,3.35064935064935,2,770,0.0,0,0,1
17,1170009,9,0,0,0.0,2,0,4.85064935064935,0,1,4
17,1170010,10,0,vo_10011600_1704,0.0,0,0,0.0,vo_10011600,0,2
17,1170011,11,0,0,0.851948051948052,3,130,0.0,0,0,1
17,1170012,12,0,0,0.0,3,0,2.10194805194805,0,1,4
17,1170013,13,0,vo_10011600_1705,0.0,0,0,0.0,vo_10011600,0,2
17,1170014,14,130,0,2.72727272727273,3,730,0.0,0,0,1
17,1170015,15,0,0,0.0,3,0,4.47727272727273,0,1,4
17,1170016,16,0,vo_10011600_1706,0.0,0,0,0.0,vo_10011600,0,2
17,1170017,17,0,0,1.66233766233766,4,252,0.0,0,0,1
17,1170018,18,0,0,0.0,4,0,2.86233766233766,0,1,4
17,1170019,19,0,vo_10011600_1707,0.0,0,0,0.0,vo_10011600,0,2
17,1170020,20,252,0,1.28831168831169,4,710,0.0,0,0,1
17,1170021,21,0,0,0.0,4,0,3.03831168831169,0,1,4
17,1170022,22,0,vo_10011600_1708,0.0,0,0,0.0,vo_10011600,0,2
17,1170023,23,0,0,2.36883116883117,5,570,0.0,0,0,1
17,1170024,24,0,0,0.0,5,0,3.76883116883117,0,1,4
17,1170025,25,0,vo_10011600_1709,0.0,0,0,0.0,vo_10011600,0,2
17,1170026,26,0,0,1.4961038961039,6,228,0.0,0,0,1
17,1170027,27,0,0,0.0,6,0,2.2461038961039,0,1,4
17,1170028,28,0,vo_10011600_1710,0.0,0,0,0.0,vo_10011600,0,2
17,1170029,29,228,0,0.976623376623377,6,595,0.0,0,0,1
17,1170030,30,0,0,0.0,6,0,1.97662337662338,0,1,4
17,1170031,31,0,vo_10011600_1711,0.0,0,0,0.0,vo_10011600,0,2
17,1170032,32,0,0,1.3838961038961,7,186,0.0,0,0,1
17,1170033,33,0,0,0.0,7,0,2.7838961038961,0,1,4
17,1170034,34,0,vo_10011600_1712,0.0,0,0,0.0,vo_10011600,0,2
17,1170035,35,186,0,0.818701298701299,7,372,0.0,0,0,1
17,1170036,36,0,0,0.0,7,0,1.8187012987013,0,1,4
17,1170037,37,0,vo_10011600_1713,0.0,0,0,0.0,vo_10011600,0,2
17,1170038,38,372,0,0.872727272727273,7,740,0.0,0,0,1
17,1170039,39,0,0,0.0,7,0,2.67272727272727,0,1,4
17,1170040,40,0,vo_10011600_1714,0.0,0,0,0.0,vo_10011600,0,2
17,1170041,41,0,0,0.581818181818182,8,143,0.0,0,0,1
17,1170042,42,0,0,0.0,8,0,1.38181818181818,0,1,4
17,1170043,43,0,vo_10011600_1715,0.0,0,0,0.0,vo_10011600,0,2
17,1170044,44,143,0,1.35064935064935,8,316,0.0,0,0,1
17,1170045,45,0,0,0.0,8,0,2.60064935064935,0,1,4
17,1170046,46,0,vo_10011600_1716,0.0,0,0,0.0,vo_10011600,0,2
17,1170047,47,316,0,0.976623376623377,8,700,0.0,0,0,1
17,1170048,48,0,0,0.0,8,0,2.97662337662338,0,1,4
17,1170049,49,0,0,0.01,9,470,0.0,0,0,1
17,1170050,50,0,0,0.0,9,0,0.0,0,1,4
17,1170051,51,0,vo_10011600_1717,0.0,0,0,0.0,vo_10011600,0,2
17,1170052,52,470,0,1.19480519480519,9,700,0.0,0,0,1
