start_time,login_bonus_type,name,adv_id,end_time,login_bonus_id
"2022-01-24 05:00:00",9,"노조미 「생일 스토리」",1029500,"2022-01-25 04:59:59",9102901
"2023-01-24 05:00:00",9,"노조미 「생일 스토리」",1029501,"2023/01/25 4:59:59",9102902
"2024-01-24 05:00:00",9,"노조미 「생일 스토리」",34414,"2024/01/25 4:59:59",9102903
"2021-08-31 05:00:00",9,"니논 「생일 스토리」",1030500,"2021-09-01 04:59:59",9103001
"2022-08-31 05:00:00",9,"니논 「생일 스토리」",1030501,"2022/09/01 4:59:59",9103002
"2023-08-31 05:00:00",9,"니논 「생일 스토리」",19814,"2023/09/01 4:59:59",9103003
"2021-12-22 05:00:00",9,"시노부 「생일 스토리」",1031500,"2021-12-23 04:59:59",9103101
"2022-12-22 05:00:00",9,"시노부 「생일 스토리」",1031501,"2022/12/23 4:59:59",9103102
"2023-12-22 05:00:00",9,"시노부 「생일 스토리」",31114,"2023/12/23 4:59:59",9103103
"2022-03-12 05:00:00",9,"아키노 「생일 스토리」",1032500,"2022-03-13 04:59:59",9103201
"2023-03-12 05:00:00",9,"아키노 「생일 스토리」",1032501,"2023-03-13 04:59:59",9103202
"2024-03-12 05:00:00",9,"아키노 「생일 스토리」",39114,"2024-03-13 04:59:59",9103203
"2022-03-03 05:00:00",9,"마히루 「생일 스토리」",1033500,"2022-03-04 04:59:59",9103301
"2023-03-03 05:00:00",9,"마히루 「생일 스토리」",1033501,"2023-03-04 04:59:59",9103302
"2024-03-03 05:00:00",9,"마히루 「생일 스토리」",38214,"2024-03-04 04:59:59",9103303
"2022-03-16 05:00:00",9,"유카리 「생일 스토리」",1034500,"2022-03-17 04:59:59",9103401
"2023-03-16 05:00:00",9,"유카리 「생일 스토리」",1034501,"2023-03-17 04:59:59",9103402
"2024-03-16 05:00:00",9,"유카리 「생일 스토리」",39514,"2024-03-17 04:59:59",9103403
"2022-02-02 05:00:00",9,"쿄우카 「생일 스토리」",1036500,"2022-02-03 04:59:59",9103601
"2023-02-02 05:00:00",9,"쿄우카 「생일 스토리」",1036501,"2023/02/03 4:59:59",9103602
"2024-02-02 05:00:00",9,"쿄우카 「생일 스토리」",35314,"2024/02/03 4:59:59",9103603
"2021-08-11 05:00:00",9,"토모 「생일 스토리」",1037500,"2021-08-12 04:59:59",9103701
"2022-08-11 05:00:00",9,"토모 「생일 스토리」",1037501,"2022/08/12 4:59:59",9103702
"2023-08-11 05:00:00",9,"토모 「생일 스토리」",17814,"2023/08/12 4:59:59",9103703
"2021-11-03 05:00:00",9,"시오리 「생일 스토리」",1038500,"2021-11-04 04:59:59",9103801
"2022-11-03 05:00:00",9,"시오리 「생일 스토리」",1038501,"2022-11-04 04:59:59",9103802
"2023-11-03 05:00:00",9,"시오리 「생일 스토리」",26214,"2023-11-04 04:59:59",9103803
"2021-06-06 05:00:00",9,"아오이 「생일 스토리」",1040500,"2021-06-07 04:59:59",9104001
"2022-06-06 05:00:00",9,"아오이 「생일 스토리」",1040501,"2022/06/07 4:59:59",9104002
"2023-06-06 05:00:00",9,"아오이 「생일 스토리」",11214,"2023/06/07 4:59:59",9104003
"2021-06-03 05:00:00",9,"치카 「생일 스토리」",1042500,"2021-06-04 04:59:59",9104201
"2022-06-03 05:00:00",9,"치카 「생일 스토리」",1042501,"2022/06/04 4:59:59",9104202
"2023-06-03 05:00:00",9,"치카 「생일 스토리」",10914,"2023/06/04 4:59:59",9104203
"2021-08-09 05:00:00",9,"마코토 「생일 스토리」",1043500,"2021-08-10 04:59:59",9104301
"2022-08-09 05:00:00",9,"마코토 「생일 스토리」",1043501,"2022/08/10 4:59:59",9104302
"2023-08-09 05:00:00",9,"마코토 「생일 스토리」",17614,"2023/08/10 4:59:59",9104303
"2021-05-05 05:00:00",9,"이리야 「생일 스토리」",1044500,"2021-05-06 04:59:59",9104401
"2022-05-05 05:00:00",9,"이리야 「생일 스토리」",1044501,"2022-05-06 04:59:59",9104402
"2023-05-05 05:00:00",9,"이리야 「생일 스토리」",8014,"2023-05-06 04:59:59",9104403
"2021-11-19 05:00:00",9,"쿠우카 「생일 스토리」",1045500,"2021-11-20 04:59:59",9104501
"2022-11-19 05:00:00",9,"쿠우카 「생일 스토리」",1045501,"2022/11/20 4:59:59",9104502
"2023-11-19 05:00:00",9,"쿠우카 「생일 스토리」",27814,"2023/11/20 4:59:59",9104503
"2022-03-01 05:00:00",9,"타마키 「생일 스토리」",1046500,"2022-03-02 04:59:59",9104601
"2023-03-01 05:00:00",9,"타마키 「생일 스토리」",1046501,"2023-03-02 04:59:59",9104602
"2024-03-01 05:00:00",9,"타마키 「생일 스토리」",38014,"2024-03-02 04:59:59",9104603
"2021-10-25 05:00:00",9,"쥰 「생일 스토리」",1047500,"2021-10-26 04:59:59",9104701
"2022-10-25 05:00:00",9,"쥰 「생일 스토리」",1047501,"2022-10-26 04:59:59",9104702
"2023-10-25 05:00:00",9,"쥰 「생일 스토리」",25314,"2023-10-26 04:59:59",9104703
"2021-11-11 05:00:00",9,"미후유 「생일 스토리」",1048500,"2021-11-12 04:59:59",9104801
"2022-11-11 05:00:00",9,"미후유 「생일 스토리」",1048501,"2022/11/12 4:59:59",9104802
"2023-11-11 05:00:00",9,"미후유 「생일 스토리」",27014,"2023/11/12 4:59:59",9104803
"2021-10-24 05:00:00",9,"시즈루 「생일 스토리」",1049500,"2021-10-25 04:59:59",9104901
"2022-10-24 05:00:00",9,"시즈루 「생일 스토리」",1049501,"2022/10/25 4:59:59",9104902
"2023-10-24 05:00:00",9,"시즈루 「생일 스토리」",25214,"2023/10/25 4:59:59",9104903
"2022-01-03 05:00:00",9,"미사키 「생일 스토리」",1050500,"2022-01-04 04:59:59",9105001
"2023-01-03 05:00:00",9,"미사키 「생일 스토리」",1050501,"2023-01-04 04:59:59",9105002
"2024-01-03 05:00:00",9,"미사키 「생일 스토리」",32314,"2024-01-04 04:59:59",9105003
"2022-03-07 05:00:00",9,"미츠키 「생일 스토리」",1051500,"2022-03-08 04:59:59",9105101
"2023-03-07 05:00:00",9,"미츠키 「생일 스토리」",1051501,"2023-03-08 04:59:59",9105102
"2024-03-07 05:00:00",9,"미츠키 「생일 스토리」",38614,"2024-03-08 04:59:59",9105103
"2022-03-14 05:00:00",9,"리마 「생일 스토리」",1052500,"2022-03-15 04:59:59",9105201
"2023-03-14 05:00:00",9,"리마 「생일 스토리」",1052501,"2023-03-15 04:59:59",9105202
"2024-03-14 05:00:00",9,"리마 「생일 스토리」",39314,"2024-03-15 04:59:59",9105203
"2021-07-28 05:00:00",9,"모니카 「생일 스토리」",1053500,"2021-07-29 04:59:59",9105301
"2022-07-28 05:00:00",9,"모니카 「생일 스토리」",1053501,"2022/07/29 4:59:59",9105302
"2023-07-28 05:00:00",9,"모니카 「생일 스토리」",16414,"2023/07/29 4:59:59",9105303
"2021-09-07 05:00:00",9,"츠무기 「생일 스토리」",1054500,"2021-09-08 04:59:59",9105401
"2022/09/07 5:00:00",9,"츠무기 「생일 스토리」",1054501,"2022/09/08 4:59:59",9105402
"2023/09/07 5:00:00",9,"츠무기 「생일 스토리」",20514,"2023/09/08 4:59:59",9105403
"2021-04-07 05:00:00",9,"아유미 「생일 스토리」",1055500,"2021-04-08 04:59:59",9105501
"2022-04-07 05:00:00",9,"아유미 「생일 스토리」",1055501,"2022-04-08 04:59:59",9105502
"2023-04-07 05:00:00",9,"아유미 「생일 스토리」",5214,"2023-04-08 04:59:59",9105503
"2021-07-11 05:00:00",9,"루카 「생일 스토리」",1056500,"2021-07-12 04:59:59",9105601
"2022-07-11 05:00:00",9,"루카 「생일 스토리」",1056501,"2022/07/12 4:59:59",9105602
"2023-07-11 05:00:00",9,"루카 「생일 스토리」",14714,"2023/07/12 4:59:59",9105603
"2022-03-10 05:00:00",9,"지타 「생일 스토리」",1057500,"2022-03-11 04:59:59",9105701
"2023-03-10 05:00:00",9,"지타 「생일 스토리」",1057501,"2023-03-11 04:59:59",9105702
"2024-03-10 05:00:00",9,"지타 「생일 스토리」",38914,"2024-03-11 04:59:59",9105703
"2021-03-31 05:00:00",9,"페코린느 「생일 스토리」",1058500,"2021-04-01 04:59:59",9105801
"2022-03-31 05:00:00",9,"페코린느 「생일 스토리」",1058501,"2022-04-01 04:59:59",9105802
"2023-03-31 05:00:00",9,"페코린느 「생일 스토리」",4514,"2023-04-01 04:59:59",9105803
"2021-05-11 05:00:00",9,"콧코로 「생일 스토리」",1059500,"2021-05-12 04:59:59",9105901
"2022-05-11 05:00:00",9,"콧코로 「생일 스토리」",1059501,"2022/05/12 4:59:59",9105902
"2023-05-11 05:00:00",9,"콧코로 「생일 스토리」",8614,"2023/05/12 4:59:59",9105903
"2021-09-02 05:00:00",9,"캬루 「생일 스토리」",1060500,"2021-09-03 04:59:59",9106001
"2022/09/02 5:00:00",9,"캬루 「생일 스토리」",1060501,"2022/09/03 4:59:59",9106002
"2023/09/02 5:00:00",9,"캬루 「생일 스토리」",20014,"2023/09/03 4:59:59",9106003
"2021-08-11 05:00:00",9,"무이미 「생일 스토리」",1061500,"2021-08-12 04:59:59",9106101
"2022-08-11 05:00:00",9,"무이미 「생일 스토리」",1061501,"2022/08/12 4:59:59",9106102
"2023-08-11 05:00:00",9,"무이미 「생일 스토리」",17824,"2023/08/12 4:59:59",9106103
"2021-06-17 05:00:00",9,"아리사 「생일 스토리」",1063500,"2021-06-18 04:59:59",9106301
"2022-06-17 05:00:00",9,"아리사 「생일 스토리」",1063501,"2022/06/18 4:59:59",9106302
"2023-06-17 05:00:00",9,"아리사 「생일 스토리」",12314,"2023/06/18 4:59:59",9106303
"2023-12-14 05:00:00",9,"셰피 「생일 스토리」",30314,"2023/12/15 4:59:59",9106403
"2021-06-25 05:00:00",9,"카야 「생일 스토리」",1065500,"2021-06-26 04:59:59",9106501
"2022-06-25 05:00:00",9,"카야 「생일 스토리」",1065501,"2022/06/26 4:59:59",9106502
"2023-06-25 05:00:00",9,"카야 「생일 스토리」",13114,"2023/06/26 4:59:59",9106503
"2021-09-29 05:00:00",9,"이노리 「생일 스토리」",1066500,"2021-09-30 04:59:59",9106601
"2022/09/29 5:00:00",9,"이노리 「생일 스토리」",1066501,"2022/09/30 4:59:59",9106602
"2023/09/29 5:00:00",9,"이노리 「생일 스토리」",22714,"2023/09/30 4:59:59",9106603
"2023-04-17 05:00:00",9,"호마레 「생일 스토리」",6214,"2023-04-18 04:59:59",9106703
"2022-07-25 05:00:00",9,"라비리스타 「생일 스토리」",1068501,"2022/07/26 4:59:59",9106802
"2023-07-25 05:00:00",9,"라비리스타 「생일 스토리」",16114,"2023/07/26 4:59:59",9106803
"2022-03-24 05:00:00",9,"네네카 「생일 스토리」",1070500,"2022-03-25 04:59:59",9107001
"2023-03-24 05:00:00",9,"네네카 「생일 스토리」",1070501,"2023-03-25 04:59:59",9107002
"2024-03-24 05:00:00",9,"네네카 「생일 스토리」",40314,"2024-03-25 04:59:59",9107003
"2022-02-07 05:00:00",9,"크리스티나 「생일 스토리」",1071500,"2022-02-08 04:59:59",9107101
"2023-02-07 05:00:00",9,"크리스티나 「생일 스토리」",1071501,"2023/02/08 4:59:59",9107102
"2024-02-07 05:00:00",9,"크리스티나 「생일 스토리」",35814,"2024/02/08 4:59:59",9107103
"2021-12-01 05:00:00",9,"앤 「생일 스토리」",1092500,"2021-12-02 04:59:59",9109201
"2022-12-01 05:00:00",9,"앤 「생일 스토리」",1092501,"2022/12/02 4:59:59",9109202
"2023-12-01 05:00:00",9,"앤 「생일 스토리」",29014,"2023/12/02 4:59:59",9109203
"2022-02-04 05:00:00",9,"루 「생일 스토리」",1093500,"2022-02-05 04:59:59",9109301
"2023-02-04 05:00:00",9,"루 「생일 스토리」",1093501,"2023/02/05 4:59:59",9109302
"2024-02-04 05:00:00",9,"루 「생일 스토리」",35514,"2024/02/05 4:59:59",9109303
"2021-11-03 05:00:00",9,"글레어 「생일 스토리」",1094500,"2021-11-04 04:59:59",9109401
"2022-11-03 05:00:00",9,"글레어 「생일 스토리」",1094501,"2022-11-04 04:59:59",9109402
"2023-11-03 05:00:00",9,"글레어 「생일 스토리」",26234,"2023-11-04 04:59:59",9109403
"2021-08-07 05:00:00",9,"클로에 「생일 스토리」",1108500,"2021-08-08 04:59:59",9110801
"2022-08-07 05:00:00",9,"클로에 「생일 스토리」",1108501,"2022/08/08 4:59:59",9110802
"2023-08-07 05:00:00",9,"클로에 「생일 스토리」",17414,"2023/08/08 4:59:59",9110803
"2021-09-15 05:00:00",9,"치에루 「생일 스토리」",1109500,"2021-09-16 04:59:59",9110901
"2022/09/15 5:00:00",9,"치에루 「생일 스토리」",1109501,"2022/09/16 4:59:59",9110902
"2023/09/15 5:00:00",9,"치에루 「생일 스토리」",21314,"2023/09/16 4:59:59",9110903
"2022-02-28 05:00:00",9,"유니 「생일 스토리」",1110500,"2022-03-01 04:59:59",9111001
"2023-02-28 05:00:00",9,"유니 「생일 스토리」",1110501,"2023/03/01 4:59:59",9111002
"2024-02-28 05:00:00",9,"유니 「생일 스토리」",37914,"2024/02/29 4:59:59",9111003
"2021-04-24 05:00:00",9,"우즈키(데레마스) 「생일 스토리」",1124500,"2021-04-25 04:59:59",9112401
"2021-08-10 05:00:00",9,"린(데레마스) 「생일 스토리」",1125500,"2021-08-11 04:59:59",9112501
"2021-12-01 05:00:00",9,"미오(데레마스) 「생일 스토리」",1126500,"2021-12-02 04:59:59",9112601
"2022/10/20 5:00:00",9,"크레짓타 「생일 스토리」",1180501,"2022/10/21 4:59:59",9118002
"2023/09/19 5:00:00",9,"크레짓타 「생일 스토리」",21714,"2023/09/20 4:59:59",9118003
"2023-12-28 05:00:00",9,"란파 「생일 스토리」",31714,"2023/12/29 4:59:59",9118103
"2023/09/12 5:00:00",9,"카린 「생일 스토리」",21014,"2023/09/13 4:59:59",9118503
"2024-02-18 05:00:00",9,"아메스 「생일 스토리」",36914,"2024/02/19 4:59:59",9123003
