reward_image_2,quest_id,camera_size_2,add_treasure_num,stamina,enemy_image_5,wave_bgm_que_id_1,area_id,reward_image_3,camera_size_1,enemy_image_1,enemy_image_4,limit_time,story_id_wavestart_2,story_id_wavestart_1,quest_detail_bg_position,start_time,wave_bgm_sheet_id_3,wave_group_id_2,rank_reward_group,lv_reward_flag,wave_group_id_3,wave_bgm_sheet_id_1,daily_limit,reward_image_4,background_1,end_time,love,position_x,clear_reward_group,quest_name,enemy_image_2,wave_bgm_sheet_id_2,quest_detail_bg_id,story_id_waveend_2,background_3,story_id_waveend_1,reward_image_5,team_exp,unit_exp,wave_bgm_que_id_2,icon_id,story_id_wavestart_3,wave_group_id_1,story_id_waveend_3,position_y,reward_image_1,stamina_start,enemy_image_3,limit_team_level,background_2,wave_bgm_que_id_3,camera_size_3
101191,11002001,0.0,0,8,0,bgm_M06,11002,101011,0.0,101020105,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020012,211001000,0,110020013,bgm_M06,0,0,100031,"2030/12/31 14:59:59",8,-470,110020011,"팔라스 고원 2-1",101020101,bgm_M06,100032,0,100033,0,0,8,130,bgm_M06,100010,0,110020011,0,-200,102011,1,101020106,0,100032,bgm_M06,0.0
101251,11002002,0.0,0,8,0,bgm_M06,11002,101371,0.0,101020202,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020022,211001000,0,110020023,bgm_M06,0,0,100031,"2030/12/31 14:59:59",8,-300,110020021,"팔라스 고원 2-2",101020205,bgm_M06,100032,0,100033,0,0,8,130,bgm_M06,100010,0,110020021,0,-200,102251,1,101020206,0,100032,bgm_M06,0.0
101401,11002003,0.0,0,8,0,bgm_M06,11002,101551,0.0,101020305,101020303,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020032,211001000,0,110020033,bgm_M06,0,0,100034,"2030/12/31 14:59:59",8,-130,110020031,"팔라스 고원 2-3",101020304,bgm_M06,100035,0,100036,0,0,8,130,bgm_M06,100010,0,110020031,0,-160,102162,1,101020304,0,100035,bgm_M06,0.0
101521,11002004,0.0,0,8,0,bgm_M06,11002,101581,0.0,101020404,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020042,211001000,0,110020043,bgm_M06,0,0,100091,"2030/12/31 14:59:59",8,-200,110020041,"팔라스 고원 2-4",101020404,bgm_M06,100092,0,100093,0,0,8,130,bgm_M06,100030,0,110020041,0,-10,102221,1,101020405,0,100092,bgm_M06,0.0
101281,11002005,0.0,0,8,0,bgm_M06,11002,101611,0.0,101020506,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020052,211001000,0,110020053,bgm_M06,0,0,100091,"2030/12/31 14:59:59",8,-325,110020051,"팔라스 고원 2-5",101020502,bgm_M06,100092,0,100093,0,0,8,130,bgm_M06,100030,0,110020051,0,75,102191,1,101020501,0,100092,bgm_M06,0.0
101251,11002006,0.0,0,8,0,bgm_M06,11002,101581,0.0,101020603,101020606,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020062,211001000,0,110020063,bgm_M06,0,0,100091,"2030/12/31 14:59:59",8,-170,110020061,"팔라스 고원 2-6",101020604,bgm_M06,100092,0,100093,0,0,8,130,bgm_M06,100030,0,110020061,0,130,102071,1,101020604,0,100092,bgm_M06,0.0
101071,11002007,0.0,0,8,0,bgm_M06,11002,101431,0.0,101020705,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020072,211001000,0,110020073,bgm_M06,0,0,100091,"2030/12/31 14:59:59",8,-35,110020071,"팔라스 고원 2-7",101020704,bgm_M06,100092,0,100093,0,0,8,130,bgm_M06,100030,0,110020071,0,40,122311,1,101020706,0,100092,bgm_M06,0.0
101131,11002008,0.0,0,8,0,bgm_M06,11002,101611,0.0,101020805,101020807,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020082,211001000,0,110020083,bgm_M06,0,25011,100036,"2030/12/31 14:59:59",8,30,110020081,"팔라스 고원 2-8",101020806,bgm_M06,100037,0,100038,0,0,8,130,bgm_M06,100050,0,110020081,0,-75,102281,1,101020807,0,100037,bgm_M06,0.0
122371,11002009,0.0,0,8,0,bgm_M06,11002,102611,0.0,101020901,101020905,90,0,0,-70,"2015/12/17 15:00:00",bgm_M06,110020092,211001000,0,110020093,bgm_M06,0,25012,100101,"2030/12/31 14:59:59",8,160,110020091,"팔라스 고원 2-9",101020902,bgm_M06,100102,0,100103,0,0,8,130,bgm_M06,100030,0,110020091,0,-150,122431,1,101020904,0,100102,bgm_M06,0.0
102581,11002010,0.0,0,8,0,bgm_M06,11002,102011,0.0,101021007,101021005,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020102,211001000,0,110020103,bgm_M06,0,25013,100041,"2030/12/31 14:59:59",8,320,110020101,"팔라스 고원 2-10",101021003,bgm_M06,100042,0,100043,0,0,8,130,bgm_M06,100040,0,110020101,0,-125,122341,1,101021002,0,100042,bgm_M06,0.0
102551,11002011,0.0,0,8,0,bgm_M06,11002,102461,0.0,101021101,101021104,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110020112,211001000,0,110020113,bgm_M06,0,25014,100041,"2030/12/31 14:59:59",8,485,110020111,"팔라스 고원 2-11",101021102,bgm_M06,100042,0,100043,0,0,8,130,bgm_M06,100040,0,110020111,0,-105,122493,1,101021103,0,100042,bgm_M06,0.0
102612,11002012,0.0,0,8,0,bgm_M17_02,11002,102221,0.0,101021206,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M63,110020122,211001000,0,110020123,bgm_M17,0,25015,100371,"2030/12/31 14:59:59",8,450,110020121,"팔라스 고원 2-12",0,bgm_M17,100372,0,100373,0,0,8,130,bgm_M17_02,100030,9002125,110020121,9002126,40,122491,1,0,0,100372,bgm_M63,0.0
102551,11003001,0.0,0,8,0,bgm_M06,11003,102071,0.0,101030102,101030105,90,0,0,70,"2015/12/17 15:00:00",bgm_M06,110030012,211001000,0,110030013,bgm_M06,0,0,100151,"2030/12/31 14:59:59",8,-455,110030011,"헤베 구릉 3-1",101030104,bgm_M06,100152,0,100153,0,0,8,140,bgm_M06,100120,0,110030011,0,100,122493,1,101030103,0,100152,bgm_M06,0.0
102612,11003002,0.0,0,8,0,bgm_M06,11003,102251,0.0,101030201,101030204,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030022,211001000,0,110030023,bgm_M06,0,0,100061,"2030/12/31 14:59:59",8,-380,110030021,"헤베 구릉 3-2",101030203,bgm_M06,100062,0,100063,0,0,8,140,bgm_M06,100010,0,110030021,0,-65,122491,1,101030205,0,100062,bgm_M06,0.0
102252,11003003,0.0,0,8,0,bgm_M06,11003,102011,0.0,101030306,101030305,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030032,211001000,0,110030033,bgm_M06,0,0,100064,"2030/12/31 14:59:59",8,-255,110030031,"헤베 구릉 3-3",101030307,bgm_M06,100065,0,100066,0,0,8,140,bgm_M06,100010,0,110030031,0,40,102163,1,101030308,0,100065,bgm_M06,0.0
102192,11003004,0.0,0,8,0,bgm_M06,11003,102191,0.0,101030402,101030405,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030042,211001000,0,110030043,bgm_M06,0,0,100111,"2030/12/31 14:59:59",8,-90,110030041,"헤베 구릉 3-4",101030404,bgm_M06,100112,0,100113,0,0,8,140,bgm_M06,100050,0,110030041,0,38,102222,1,101030401,0,100112,bgm_M06,0.0
102131,11003005,0.0,0,8,0,bgm_M06,11003,102221,0.0,101030508,101030507,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030052,211001000,0,110030053,bgm_M06,0,0,100111,"2030/12/31 14:59:59",8,-130,110030051,"헤베 구릉 3-5",101030501,bgm_M06,100112,0,100113,0,0,8,140,bgm_M06,100050,0,110030051,0,-105,102013,1,101030502,0,100112,bgm_M06,0.0
102101,11003006,0.0,0,8,0,bgm_M06,11003,122311,0.0,101030605,101030606,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030062,211001000,0,110030063,bgm_M06,0,0,100241,"2030/12/31 14:59:59",8,15,110030061,"헤베 구릉 3-6",101030601,bgm_M06,100242,0,100243,0,0,8,140,bgm_M06,100020,0,110030061,0,-205,102014,1,101030601,0,100242,bgm_M06,0.0
122282,11003007,0.0,0,8,0,bgm_M06,11003,102162,0.0,101030701,101030705,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030072,211001000,0,110030073,bgm_M06,0,0,100241,"2030/12/31 14:59:59",8,75,110030071,"헤베 구릉 3-7",101030706,bgm_M06,100242,0,100243,0,0,8,140,bgm_M06,100020,0,110030071,0,-40,102041,1,101030706,0,100242,bgm_M06,0.0
122342,11003008,0.0,0,8,0,bgm_M06,11003,122341,0.0,101030807,101030810,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030082,211001000,0,110030083,bgm_M06,0,25011,100034,"2030/12/31 14:59:59",8,185,110030081,"헤베 구릉 3-8",101030808,bgm_M06,100035,0,100036,0,0,8,140,bgm_M06,100050,0,110030081,0,90,122312,1,101030809,0,100035,bgm_M06,0.0
122401,11003009,0.0,0,8,0,bgm_M06,11003,122371,0.0,101030905,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030092,211001000,0,110030093,bgm_M06,0,25012,100037,"2030/12/31 14:59:59",8,340,110030091,"헤베 구릉 3-9",101030906,bgm_M06,100038,0,100039,0,0,8,140,bgm_M06,100050,0,110030091,0,15,122372,1,101030906,0,100038,bgm_M06,0.0
122521,11003010,0.0,0,8,101031002,bgm_M06,11003,102281,0.0,101031007,101031005,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030102,211001000,0,110030103,bgm_M06,0,25013,100021,"2030/12/31 14:59:59",8,260,110030101,"헤베 구릉 3-10",101031004,bgm_M06,100022,0,100023,0,0,8,140,bgm_M06,100020,0,110030101,0,-120,122432,1,101031006,0,100022,bgm_M06,0.0
102582,11003011,0.0,0,8,101031104,bgm_M06,11003,122431,0.0,101031106,101031108,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110030112,211001000,0,110030113,bgm_M06,0,25014,100391,"2030/12/31 14:59:59",8,460,110030111,"헤베 구릉 3-11",101031107,bgm_M06,100392,0,100393,0,0,8,140,bgm_M06,100080,0,110030111,0,-110,102552,1,101031101,0,100392,bgm_M06,0.0
122613,11003012,0.0,0,8,0,bgm_M17_02,11003,102581,0.0,101031206,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M63,110030122,211001000,0,110030123,bgm_M17,0,25015,100391,"2030/12/31 14:59:59",8,495,110030121,"헤베 구릉 3-12",0,bgm_M17,100392,0,100393,0,0,8,140,bgm_M17_02,100080,9003125,110030121,9003126,60,122614,1,0,0,100392,bgm_M63,0.0
102252,11004001,0.0,0,9,0,bgm_M06,11004,102131,0.0,101040106,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040012,211001000,0,110040013,bgm_M06,0,0,100581,"2030/12/31 14:59:59",9,-660,110040011,"베스타 계곡 4-1",101040106,bgm_M06,100582,0,100583,0,0,9,150,bgm_M06,100100,0,110040011,0,25,102101,1,101040104,0,100582,bgm_M06,0.0
102192,11004002,0.0,0,9,0,bgm_M06,11004,102222,0.0,101040201,101040204,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040022,211001000,0,110040023,bgm_M06,0,0,100581,"2030/12/31 14:59:59",9,-540,110040021,"베스타 계곡 4-2",101040206,bgm_M06,100582,0,100583,0,0,9,150,bgm_M06,100100,0,110040021,0,-70,102014,1,101040205,0,100582,bgm_M06,0.0
102013,11004003,0.0,0,9,0,bgm_M06,11004,102041,0.0,101040305,101040304,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040032,211001000,0,110040033,bgm_M06,0,0,100581,"2030/12/31 14:59:59",9,-395,110040031,"베스타 계곡 4-3",101040306,bgm_M06,100582,0,100583,0,0,9,150,bgm_M06,100100,0,110040031,0,-10,113071,1,101040306,0,100582,bgm_M06,0.0
102163,11004004,0.0,0,9,0,bgm_M06,11004,122282,0.0,101040407,101040405,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040042,211001000,0,110040043,bgm_M06,0,0,100581,"2030/12/31 14:59:59",9,-240,110040041,"베스타 계곡 4-4",101040402,bgm_M06,100582,0,100583,0,0,9,150,bgm_M06,100100,0,110040041,0,30,113011,1,101040406,0,100582,bgm_M06,0.0
123251,11004005,0.0,0,9,101040507,bgm_M06,11004,122521,0.0,101040505,101040502,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040052,211001000,0,110040053,bgm_M06,0,0,100201,"2030/12/31 14:59:59",9,-245,110040051,"베스타 계곡 4-5",101040503,bgm_M06,100202,0,100203,0,0,9,150,bgm_M06,100110,0,110040051,0,-145,123161,1,101040503,0,100202,bgm_M06,0.0
113191,11004006,0.0,0,9,0,bgm_M06,11004,122342,0.0,101040603,101040607,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040062,211001000,0,110040063,bgm_M06,0,0,100201,"2030/12/31 14:59:59",9,-75,110040061,"베스타 계곡 4-6",101040603,bgm_M06,100202,0,100203,0,0,9,150,bgm_M06,100110,0,110040061,0,-115,113221,1,101040607,0,100202,bgm_M06,0.0
102552,11004007,0.0,0,9,0,bgm_M06,11004,122312,0.0,101040707,101040705,90,0,0,-70,"2015/12/17 15:00:00",bgm_M06,110040072,211001000,0,110040073,bgm_M06,0,0,100101,"2030/12/31 14:59:59",9,-40,110040071,"베스타 계곡 4-7",101040701,bgm_M06,100102,0,100103,0,0,9,150,bgm_M06,100070,0,110040071,0,40,123281,1,101040706,0,100102,bgm_M06,0.0
102582,11004008,0.0,0,9,0,bgm_M06,11004,122372,0.0,101040805,101040808,90,0,0,-70,"2015/12/17 15:00:00",bgm_M06,110040082,211001000,0,110040083,bgm_M06,0,0,100101,"2030/12/31 14:59:59",9,115,110040081,"베스타 계곡 4-8",101040806,bgm_M06,100102,0,100103,0,0,9,150,bgm_M06,100070,0,110040081,0,-20,123311,1,101040807,0,100102,bgm_M06,0.0
122614,11004009,0.0,0,9,0,bgm_M06,11004,122401,0.0,101040907,101040905,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040092,211001000,0,110040093,bgm_M06,0,25011,100581,"2030/12/31 14:59:59",9,275,110040091,"베스타 계곡 4-9",101040906,bgm_M06,100582,0,100583,0,0,9,150,bgm_M06,100100,0,110040091,0,40,123341,1,101040901,0,100582,bgm_M06,0.0
113521,11004010,0.0,0,9,0,bgm_M06,11004,122432,0.0,101041005,101041004,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040102,211001000,0,110040103,bgm_M06,0,25012,100074,"2030/12/31 14:59:59",9,440,110040101,"베스타 계곡 4-10",101041005,bgm_M06,100075,0,100076,0,0,9,150,bgm_M06,100010,0,110040101,0,20,113431,1,101041002,0,100075,bgm_M06,0.0
113581,11004011,0.0,0,9,0,bgm_M06,11004,122613,0.0,101041106,101041105,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040112,211001000,0,110040113,bgm_M06,0,25013,100077,"2030/12/31 14:59:59",9,615,110040111,"베스타 계곡 4-11",101041102,bgm_M06,100078,0,100079,0,0,9,150,bgm_M06,100010,0,110040111,0,55,113551,1,101041102,0,100078,bgm_M06,0.0
123612,11004012,0.0,0,9,101041201,bgm_M06,11004,113011,0.0,101041205,101041201,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110040122,211001000,0,110040123,bgm_M06,0,25014,100201,"2030/12/31 14:59:59",9,690,110040121,"베스타 계곡 4-12",101041203,bgm_M06,100202,0,100203,0,0,9,150,bgm_M06,100110,0,110040121,0,-95,113611,1,101041204,0,100202,bgm_M06,0.0
113252,11004013,0.0,0,9,0,bgm_M17_02,11004,113221,0.0,101041306,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M63,110040132,211001000,0,110040133,bgm_M17,0,25015,100461,"2030/12/31 14:59:59",9,520,110040131,"베스타 계곡 4-13",0,bgm_M17,100462,0,100463,0,0,9,150,bgm_M17_02,100110,9004135,110040131,9004136,-125,123192,1,0,0,100462,bgm_M63,0.0
113191,11005001,0.0,0,9,0,bgm_M06,11005,113071,0.0,101050105,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050012,211001000,0,110050013,bgm_M06,0,0,100111,"2030/12/31 14:59:59",9,-775,110050011,"케레스 삼림 5-1",101050101,bgm_M06,100112,0,100113,0,0,9,165,bgm_M06,100050,0,110050011,0,85,123161,1,101050107,0,100112,bgm_M06,0.0
113071,11005002,0.0,0,9,0,bgm_M06,11005,123341,0.0,101050206,101050209,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050022,211001000,0,110050023,bgm_M06,0,0,100111,"2030/12/31 14:59:59",9,-625,110050021,"케레스 삼림 5-2",101050207,bgm_M06,100112,0,100113,0,0,9,165,bgm_M06,100050,0,110050021,0,95,113221,1,101050208,0,100112,bgm_M06,0.0
123251,11005003,0.0,0,9,0,bgm_M06,11005,113521,0.0,101050302,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050032,211001000,0,110050033,bgm_M06,0,0,100111,"2030/12/31 14:59:59",9,-475,110050031,"케레스 삼림 5-3",101050305,bgm_M06,100112,0,100113,0,0,9,165,bgm_M06,100050,0,110050031,0,40,123192,1,101050306,0,100112,bgm_M06,0.0
113101,11005004,0.0,0,9,0,bgm_M06,11005,123311,0.0,101050405,101050402,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050042,211001000,0,110050043,bgm_M06,0,0,100011,"2030/12/31 14:59:59",9,-290,110050041,"케레스 삼림 5-4",101050406,bgm_M06,100012,0,100013,0,0,9,165,bgm_M06,100020,0,110050041,0,40,113012,1,101050404,0,100012,bgm_M06,0.0
113252,11005005,0.0,0,9,0,bgm_M06,11005,123281,0.0,101050507,101050506,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050052,211001000,0,110050053,bgm_M06,0,0,100014,"2030/12/31 14:59:59",9,-370,110050051,"케레스 삼림 5-5",101050505,bgm_M06,100015,0,100016,0,0,9,165,bgm_M06,100020,0,110050051,0,-95,113162,1,101050506,0,100015,bgm_M06,0.0
113131,11005006,0.0,0,9,101050607,bgm_M06,11005,113431,0.0,101050604,101050606,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050062,211001000,0,110050063,bgm_M06,0,0,100036,"2030/12/31 14:59:59",9,-500,110050061,"케레스 삼림 5-6",101050604,bgm_M06,100037,0,100038,0,0,9,165,bgm_M06,100040,0,110050061,0,-195,123041,1,101050601,0,100037,bgm_M06,0.0
113522,11005007,0.0,0,9,0,bgm_M06,11005,113581,0.0,101050708,101050709,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050072,211001000,0,110050073,bgm_M06,0,0,100011,"2030/12/31 14:59:59",9,-250,110050071,"케레스 삼림 5-7",101050702,bgm_M06,100012,0,100013,0,0,9,165,bgm_M06,100020,0,110050071,0,-215,113342,1,101050703,0,100012,bgm_M06,0.0
123432,11005008,0.0,0,9,0,bgm_M06,11005,113551,0.0,101050806,101050805,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050082,211001000,0,110050083,bgm_M06,0,0,100014,"2030/12/31 14:59:59",9,-55,110050081,"케레스 삼림 5-8",101050807,bgm_M06,100015,0,100016,0,0,9,165,bgm_M06,100020,0,110050081,0,-175,123371,1,101050808,0,100015,bgm_M06,0.0
123461,11005009,0.0,0,9,0,bgm_M06,11005,113611,0.0,101050902,101050904,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110050092,211001000,0,110050093,bgm_M06,0,25011,100017,"2030/12/31 14:59:59",9,70,110050091,"케레스 삼림 5-9",101050901,bgm_M06,100018,0,100019,0,0,9,165,bgm_M06,100020,0,110050091,0,-55,123282,1,101050903,0,100018,bgm_M06,0.0
123491,11005010,0.0,0,9,101051007,bgm_M06,11005,123612,0.0,101051006,101051007,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110050102,211001000,0,110050103,bgm_M06,0,25012,100121,"2030/12/31 14:59:59",9,240,110050101,"케레스 삼림 5-10",101051001,bgm_M06,100122,0,100123,0,0,9,165,bgm_M06,100040,0,110050101,0,-145,113401,1,101051001,0,100122,bgm_M06,0.0
113162,11005011,0.0,0,9,101051105,bgm_M06,11005,113101,0.0,101051101,101051105,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110050112,211001000,0,110050113,bgm_M06,0,25013,100124,"2030/12/31 14:59:59",9,310,110050111,"케레스 삼림 5-11",101051101,bgm_M06,100125,0,100126,0,0,9,165,bgm_M06,100040,0,110050111,0,-10,113552,1,101051106,0,100125,bgm_M06,0.0
113012,11005012,0.0,0,9,101051205,bgm_M06,11005,113131,0.0,101051202,101051201,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110050122,211001000,0,110050123,bgm_M06,0,25014,100127,"2030/12/31 14:59:59",9,475,110050121,"케레스 삼림 5-12",101051202,bgm_M06,100128,0,100129,0,0,9,165,bgm_M06,100040,0,110050121,0,25,123582,1,101051207,0,100128,bgm_M06,0.0
113222,11005013,0.0,0,9,0,bgm_M17_02,11005,123041,0.0,101051309,0,90,0,0,0,"2015/12/17 15:00:00",bgm_M63,110050132,211001000,0,110050133,bgm_M17,0,25015,100921,"2030/12/31 14:59:59",9,670,110050131,"케레스 삼림 5-13",0,bgm_M17,100922,0,100923,0,0,9,165,bgm_M17_02,100080,9005135,110050131,9005136,25,123072,1,0,0,100922,bgm_M63,0.0
113131,11006001,0.0,0,9,0,bgm_M06,11006,123282,0.0,101060104,101060108,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110060012,211001000,0,110060013,bgm_M06,0,0,100161,"2030/12/31 14:59:59",9,-645,110060011,"플로라 호수 6-1",101060106,bgm_M06,100162,0,100163,0,0,9,180,bgm_M06,100040,0,110060011,0,-160,113101,1,101060107,0,100162,bgm_M06,0.0
123192,11006002,0.0,0,9,0,bgm_M06,11006,113342,0.0,101060204,101060205,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110060022,211001000,0,110060023,bgm_M06,0,0,100161,"2030/12/31 14:59:59",9,-510,110060021,"플로라 호수 6-2",101060207,bgm_M06,100162,0,100163,0,0,9,180,bgm_M06,100040,0,110060021,0,-60,113162,1,101060208,0,100162,bgm_M06,0.0
113252,11006003,0.0,0,9,0,bgm_M06,11006,123612,0.0,101060305,101060302,90,0,0,0,"2015/12/17 15:00:00",bgm_M06,110060032,211001000,0,110060033,bgm_M06,0,0,100123,"2030/12/31 14:59:59",9,-360,110060031,"플로라 호수 6-3",101060304,bgm_M06,100124,0,100125,0,0,9,180,bgm_M06,100040,0,110060031,0,0,123193,1,101060306,0,100124,bgm_M06,0.0
