unit_search_id,unit_id_1,mural_offset_x,unlock_time,pre_drama_id,post_drama_id,bg_id,date_id,birthday_login_bonus_id,draw_end_to_center,wac_id,effect_id,mural_group_id,idle_drama_id,unit_id_2
32,0,-313.0,"2023/03/24 5:00:00",3211,3212,100,321,0,0,2816,1,1,3213,0
33,0,-240.0,"2023/03/25 5:00:00",3311,3312,100,331,0,0,2816,1,1,3313,0
34,0,-260.0,"2023/03/25 5:00:00",3411,3412,100,341,0,0,2816,1,1,3413,0
35,0,-280.0,"2023/03/25 5:00:00",3511,3512,100,351,0,0,2816,1,1,3513,0
36,0,-354.0,"2023/03/25 5:00:00",3611,3612,100,361,0,0,2816,1,1,3613,0
37,0,-395.0,"2023/03/26 5:00:00",3711,3712,100,371,0,0,2816,1,1,3713,0
38,0,-436.0,"2023/03/26 5:00:00",3811,3812,100,381,0,0,2816,1,1,3813,0
39,0,-477.0,"2023/03/27 5:00:00",3911,3912,100,391,0,0,2816,1,1,3913,0
40,0,-400.0,"2023/03/27 5:00:00",4011,4012,100,401,0,0,2816,1,1,4013,0
41,0,-438.0,"2023/03/28 5:00:00",4111,4112,100,411,0,0,2816,1,1,4113,0
42,0,0.0,"2023/03/28 5:00:00",4211,4212,100,421,0,0,2816,1,1,4213,0
43,0,371.0,"2023/03/29 5:00:00",4311,4312,200,431,0,0,2816,2,2,4313,0
44,0,343.0,"2023/03/30 5:00:00",4411,4412,200,441,0,0,2816,2,2,4413,0
45,105801,260.0,"2023/03/31 5:00:00",4511,4512,200,451,9105803,0,2816,2,2,4513,0
46,0,313.0,"2023/04/01 5:00:00",4611,4612,200,461,0,0,2816,2,2,4613,0
47,0,285.0,"2023/04/02 5:00:00",4711,4712,200,471,0,0,2816,2,2,4713,0
48,102001,260.0,"2023/04/03 5:00:00",4811,4812,200,481,9102003,0,2816,2,2,4813,0
49,0,257.0,"2023/04/04 5:00:00",4911,4912,200,491,0,0,2816,2,2,4913,0
50,100201,173.0,"2023/04/05 5:00:00",5011,5012,200,501,9100203,0,2816,2,2,5013,0
51,0,227.0,"2023/04/06 5:00:00",5111,5112,200,511,0,0,2816,2,2,5113,0
52,105501,57.0,"2023/04/07 5:00:00",5211,5212,200,521,9105503,0,2816,2,2,5213,0
53,0,197.0,"2023/04/08 5:00:00",5311,5312,200,531,0,0,2816,2,2,5313,0
54,0,169.0,"2023/04/09 5:00:00",5411,5412,200,541,0,0,2816,2,2,5413,0
55,101601,-55.0,"2023/04/10 5:00:00",5511,5512,200,551,9101603,0,2816,2,2,5513,0
56,0,141.0,"2023/04/11 5:00:00",5611,5612,200,561,0,0,2816,2,2,5613,0
57,0,111.0,"2023/04/12 5:00:00",5711,5712,200,571,0,0,2816,2,2,5713,0
58,0,81.0,"2023/04/13 5:00:00",5811,5812,200,581,0,0,2816,2,2,5813,0
59,0,53.0,"2023/04/14 5:00:00",5911,5912,200,591,0,0,2816,2,2,5913,0
60,0,-180.0,"2023/04/15 5:00:00",6011,6012,200,601,0,0,2816,2,2,6013,0
61,0,-210.0,"2023/04/16 5:00:00",6111,6112,200,611,0,0,2816,2,2,6113,0
62,106701,-221.0,"2023/04/17 5:00:00",6211,6212,200,621,9106703,0,2816,2,2,6213,0
63,0,24.0,"2023/04/18 5:00:00",6311,6312,200,631,0,0,2816,2,2,6313,0
64,0,-6.0,"2023/04/19 5:00:00",6411,6412,200,641,0,0,2816,2,2,6413,0
65,0,-33.0,"2023/04/20 5:00:00",6511,6512,200,651,0,0,2816,2,2,6513,0
66,0,-63.0,"2023/04/21 5:00:00",6611,6612,200,661,0,0,2816,2,2,6613,0
67,0,-91.0,"2023/04/22 5:00:00",6711,6712,200,671,0,0,2816,2,2,6713,0
68,0,-121.0,"2023/04/23 5:00:00",6811,6812,200,681,0,0,2816,2,2,6813,0
69,0,-150.0,"2023/04/24 5:00:00",6911,6912,200,691,0,0,2816,2,2,6913,0
70,0,-180.0,"2023/04/25 5:00:00",7011,7012,200,701,0,0,2816,2,2,7013,0
71,0,-208.0,"2023/04/26 5:00:00",7111,7112,200,711,0,0,2816,2,2,7113,0
72,0,-236.0,"2023/04/27 5:00:00",7211,7212,200,721,0,0,2816,2,2,7213,0
73,0,-266.0,"2023/04/28 5:00:00",7311,7312,200,731,0,0,2816,2,2,7313,0
74,0,-295.0,"2023/04/29 5:00:00",7411,7412,200,741,0,0,2816,2,2,7413,0
75,0,-360.0,"2023/04/30 5:00:00",7511,7512,200,751,0,1,2816,2,2,7513,0
76,0,344.0,"2023/05/01 5:00:00",7611,7612,100,761,0,0,2816,1,3,7613,0
77,0,306.0,"2023/05/02 5:00:00",7711,7712,100,771,0,0,2816,1,3,7713,0
78,0,390.0,"2023/05/03 5:00:00",7811,7812,100,781,0,0,2816,1,3,7813,0
79,0,267.0,"2023/05/04 5:00:00",7911,7912,100,791,0,0,2816,1,3,7913,0
80,104401,254.0,"2023/05/05 5:00:00",8011,8012,100,801,9104403,0,2816,1,3,8013,0
81,0,230.0,"2023/05/06 5:00:00",8111,8112,100,811,0,0,2816,1,3,8113,0
82,0,192.0,"2023/05/07 5:00:00",8211,8212,100,821,0,0,2816,1,3,8213,0
83,0,284.0,"2023/05/08 5:00:00",8311,8312,100,831,0,0,2816,1,3,8313,0
84,0,153.0,"2023/05/09 5:00:00",8411,8412,100,841,0,0,2816,1,3,8413,0
85,102301,0.0,"2023/05/10 5:00:00",8511,8512,100,851,9102303,0,2816,1,3,8513,0
86,105901,-207.0,"2023/05/11 5:00:00",8611,8612,100,861,9105903,0,2816,1,3,8613,0
87,0,116.0,"2023/05/12 5:00:00",8711,8712,100,871,0,0,2816,1,3,8713,0
88,0,78.0,"2023/05/13 5:00:00",8811,8812,100,881,0,0,2816,1,3,8813,0
89,0,173.0,"2023/05/14 5:00:00",8911,8912,100,891,0,0,2816,1,3,8913,0
90,0,145.0,"2023/05/15 5:00:00",9011,9012,100,901,0,0,2816,1,3,9013,0
91,0,40.0,"2023/05/16 5:00:00",9111,9112,100,911,0,0,2816,1,3,9113,0
92,0,0.0,"2023/05/17 5:00:00",9211,9212,100,921,0,0,2816,1,3,9213,0
93,0,-36.0,"2023/05/18 5:00:00",9311,9312,100,931,0,0,2816,1,3,9313,0
94,0,-75.0,"2023/05/19 5:00:00",9411,9412,100,941,0,0,2816,1,3,9413,0
95,0,-111.0,"2023/05/20 5:00:00",9511,9512,100,951,0,0,2816,1,3,9513,0
96,0,-113.0,"2023/05/21 5:00:00",9611,9612,100,961,0,0,2816,1,3,9613,0
97,0,-150.0,"2023/05/22 5:00:00",9711,9712,100,971,0,0,2816,1,3,9713,0
98,0,-226.0,"2023/05/23 5:00:00",9811,9812,100,981,0,0,2816,1,3,9813,0
99,0,0.0,"2023/05/24 5:00:00",9911,9912,100,991,0,0,2816,1,3,9913,0
100,0,-70.0,"2023/05/25 5:00:00",10011,10012,100,1001,0,0,2816,1,3,10013,0
101,0,-171.0,"2023/05/26 5:00:00",10111,10112,100,1011,0,0,2816,1,3,10113,0
102,0,-263.0,"2023/05/27 5:00:00",10211,10212,100,1021,0,0,2816,1,3,10213,0
103,0,-302.0,"2023/05/28 5:00:00",10311,10312,100,1031,0,0,2816,1,3,10313,0
104,0,-245.0,"2023/05/29 5:00:00",10411,10412,100,1041,0,0,2816,1,3,10413,0
105,0,-318.0,"2023/05/30 5:00:00",10511,10512,100,1051,0,0,2816,1,3,10513,0
106,0,-348.0,"2023/05/31 5:00:00",10611,10612,100,1061,0,1,2816,1,3,10613,0
107,0,328.0,"2023/06/01 5:00:00",10711,10712,300,1071,0,0,2816,0,4,10713,0
108,0,287.0,"2023/06/02 5:00:00",10811,10812,300,1081,0,0,2816,0,4,10813,0
109,104201,220.0,"2023/06/03 5:00:00",10911,10912,300,1091,9104203,0,2816,0,4,10913,0
110,0,360.0,"2023/06/04 5:00:00",11011,11012,300,1101,0,0,2816,0,4,11013,0
111,0,324.0,"2023/06/05 5:00:00",11111,11112,300,1111,0,0,2816,0,4,11113,0
112,104001,110.0,"2023/06/06 5:00:00",11211,11212,300,1121,9104003,0,2816,0,4,11213,0
113,0,246.0,"2023/06/07 5:00:00",11311,11312,300,1131,0,0,2816,0,4,11313,0
114,0,205.0,"2023/06/08 5:00:00",11411,11412,300,1141,0,0,2816,0,4,11413,0
115,102101,-70.0,"2023/06/09 5:00:00",11511,11512,300,1151,9102103,0,2816,0,4,11513,0
116,0,334.0,"2023/06/10 5:00:00",11611,11612,300,1161,0,0,2816,0,4,11613,0
117,0,280.0,"2023/06/11 5:00:00",11711,11712,300,1171,0,0,2816,0,4,11713,0
118,0,164.0,"2023/06/12 5:00:00",11811,11812,300,1181,0,0,2816,0,4,11813,0
119,0,123.0,"2023/06/13 5:00:00",11911,11912,300,1191,0,0,2816,0,4,11913,0
120,0,82.0,"2023/06/14 5:00:00",12011,12012,300,1201,0,0,2816,0,4,12013,0
121,0,122.0,"2023/06/15 5:00:00",12111,12112,300,1211,0,0,2816,0,4,12113,0
122,0,92.0,"2023/06/16 5:00:00",12211,12212,300,1221,0,0,2816,0,4,12213,0
123,106301,-100.0,"2023/06/17 5:00:00",12311,12312,300,1231,9106303,0,2816,0,4,12313,0
124,0,41.0,"2023/06/18 5:00:00",12411,12412,300,1241,0,0,2816,0,4,12413,0
125,0,0.0,"2023/06/19 5:00:00",12511,12512,300,1251,0,0,2816,0,4,12513,0
126,0,70.0,"2023/06/20 5:00:00",12611,12612,300,1261,0,0,2816,0,4,12613,0
127,0,31.0,"2023/06/21 5:00:00",12711,12712,300,1271,0,0,2816,0,4,12713,0
128,0,-41.0,"2023/06/22 5:00:00",12811,12812,300,1281,0,0,2816,0,4,12813,0
129,0,-82.0,"2023/06/23 5:00:00",12911,12912,300,1291,0,0,2816,0,4,12913,0
130,0,-123.0,"2023/06/24 5:00:00",13011,13012,300,1301,0,0,2816,0,4,13013,0
131,106501,-180.0,"2023/06/25 5:00:00",13111,13112,300,1311,9106503,0,2816,0,4,13113,0
132,0,-164.0,"2023/06/26 5:00:00",13211,13212,300,1321,0,0,2816,0,4,13213,0
133,0,-205.0,"2023/06/27 5:00:00",13311,13312,300,1331,0,0,2816,0,4,13313,0
134,0,-246.0,"2023/06/28 5:00:00",13411,13412,300,1341,0,0,2816,0,4,13413,0
135,0,-287.0,"2023/06/29 5:00:00",13511,13512,300,1351,0,0,2816,0,4,13513,0
136,0,-370.0,"2023/06/30 5:00:00",13611,13612,300,1361,0,1,2816,0,4,13613,0
137,0,357.0,"2023/07/01 5:00:00",13711,13712,400,1371,0,0,2816,3,5,13713,0
138,0,319.0,"2023/07/02 5:00:00",13811,13812,400,1381,0,0,2816,3,5,13813,0
139,0,330.0,"2023/07/03 5:00:00",13911,13912,400,1391,0,0,2816,3,5,13913,0
140,0,305.0,"2023/07/04 5:00:00",14011,14012,400,1401,0,0,2816,3,5,14013,0
141,100901,310.0,"2023/07/05 5:00:00",14111,14112,400,1411,9100903,0,2816,3,5,14113,0
142,0,282.0,"2023/07/06 5:00:00",14211,14212,400,1421,0,0,2816,3,5,14213,0
143,101701,133.0,"2023/07/07 5:00:00",14311,14312,400,1431,9101703,0,2816,3,5,14313,0
144,0,246.0,"2023/07/08 5:00:00",14411,14412,400,1441,0,0,2816,3,5,14413,0
145,0,209.0,"2023/07/09 5:00:00",14511,14512,400,1451,0,0,2816,3,5,14513,0
146,0,172.0,"2023/07/10 5:00:00",14611,14612,400,1461,0,0,2816,3,5,14613,0
147,105601,129.0,"2023/07/11 5:00:00",14711,14712,400,1471,9105603,0,2816,3,5,14713,0
148,0,134.0,"2023/07/12 5:00:00",14811,14812,400,1481,0,0,2816,3,5,14813,0
149,0,97.0,"2023/07/13 5:00:00",14911,14912,400,1491,0,0,2816,3,5,14913,0
150,0,60.0,"2023/07/14 5:00:00",15011,15012,400,1501,0,0,2816,3,5,15013,0
151,0,22.0,"2023/07/15 5:00:00",15111,15112,400,1511,0,0,2816,3,5,15113,0
152,0,-12.0,"2023/07/16 5:00:00",15211,15212,400,1521,0,0,2816,3,5,15213,0
153,0,-49.0,"2023/07/17 5:00:00",15311,15312,400,1531,0,0,2816,3,5,15313,0
154,0,-86.0,"2023/07/18 5:00:00",15411,15412,400,1541,0,0,2816,3,5,15413,0
155,0,-29.0,"2023/07/19 5:00:00",15511,15512,400,1551,0,0,2816,3,5,15513,0
156,0,-55.0,"2023/07/20 5:00:00",15611,15612,400,1561,0,0,2816,3,5,15613,0
157,0,-124.0,"2023/07/21 5:00:00",15711,15712,400,1571,0,0,2816,3,5,15713,0
158,0,-161.0,"2023/07/22 5:00:00",15811,15812,400,1581,0,0,2816,3,5,15813,0
159,0,-199.0,"2023/07/23 5:00:00",15911,15912,400,1591,0,0,2816,3,5,15913,0
160,0,-235.0,"2023/07/24 5:00:00",16011,16012,400,1601,0,0,2816,3,5,16013,0
161,106801,0.0,"2023/07/25 5:00:00",16111,16112,400,1611,9106803,0,2816,3,5,16113,0
162,0,-272.0,"2023/07/26 5:00:00",16211,16212,400,1621,0,0,2816,3,5,16213,0
163,0,-309.0,"2023/07/27 5:00:00",16311,16312,400,1631,0,0,2816,3,5,16313,0
164,105301,-172.0,"2023/07/28 5:00:00",16411,16412,400,1641,9105303,0,2816,3,5,16413,0
165,0,-299.0,"2023/07/29 5:00:00",16511,16512,400,1651,0,0,2816,3,5,16513,0
166,102701,-233.0,"2023/07/30 5:00:00",16611,16612,400,1661,9102703,0,2816,3,5,16613,0
167,0,-356.0,"2023/07/31 5:00:00",16711,16712,400,1671,0,1,2816,3,5,16713,0
168,0,306.0,"2023/08/01 5:00:00",16811,16812,400,1681,0,0,2816,3,6,16813,0
169,0,226.0,"2023/08/02 5:00:00",16911,16912,400,1691,0,0,2816,3,6,16913,0
170,0,146.0,"2023/08/03 5:00:00",17011,17012,400,1701,0,0,2816,3,6,17013,0
171,0,66.0,"2023/08/04 5:00:00",17111,17112,400,1711,0,0,2816,3,6,17113,0
172,0,-14.0,"2023/08/05 5:00:00",17211,17212,400,1721,0,0,2816,3,6,17213,0
173,0,-94.0,"2023/08/06 5:00:00",17311,17312,400,1731,0,0,2816,3,6,17313,0
174,110801,270.0,"2023/08/07 5:00:00",17411,17412,400,1741,9110803,0,2816,3,6,17413,0
175,0,-174.0,"2023/08/08 5:00:00",17511,17512,400,1751,0,0,2816,3,6,17513,0
176,104301,55.0,"2023/08/09 5:00:00",17611,17612,400,1761,9104303,0,2816,3,6,17613,0
177,100401,50.0,"2023/08/10 5:00:00",17711,17712,400,1771,9100403,0,2816,3,6,17713,0
178,103701,-120.0,"2023/08/11 5:00:00",17811,17812,400,1781,9103703,0,2816,3,6,17813,0
179,106101,-210.0,"2023/08/11 5:00:00",17821,17822,400,1782,9106103,0,2816,3,6,17823,0
180,0,-254.0,"2023/08/12 5:00:00",17911,17912,400,1791,0,0,2816,3,6,17913,0
181,0,-369.0,"2023/08/13 5:00:00",18011,18012,400,1801,0,1,2816,3,6,18013,0
182,101801,295.0,"2023/08/14 5:00:00",18111,18112,400,1811,9101803,0,2816,3,7,18113,0
183,0,326.0,"2023/08/15 5:00:00",18211,18212,400,1821,0,0,2816,3,7,18213,0
184,0,271.0,"2023/08/16 5:00:00",18311,18312,400,1831,0,0,2816,3,7,18313,0
185,0,216.0,"2023/08/17 5:00:00",18411,18412,400,1841,0,0,2816,3,7,18413,0
186,0,161.0,"2023/08/18 5:00:00",18511,18512,400,1851,0,0,2816,3,7,18513,0
187,0,106.0,"2023/08/19 5:00:00",18611,18612,400,1861,0,0,2816,3,7,18613,0
188,0,51.0,"2023/08/20 5:00:00",18711,18712,400,1871,0,0,2816,3,7,18713,0
189,101301,150.0,"2023/08/21 5:00:00",18811,18812,400,1881,9101303,0,2816,3,7,18813,0
190,0,-4.0,"2023/08/22 5:00:00",18911,18912,400,1891,0,0,2816,3,7,18913,0
191,0,-59.0,"2023/08/23 5:00:00",19011,19012,400,1901,0,0,2816,3,7,19013,0
192,0,-114.0,"2023/08/24 5:00:00",19111,19112,400,1911,0,0,2816,3,7,19113,0
193,101101,5.0,"2023/08/25 5:00:00",19211,19212,400,1921,9101103,0,2816,3,7,19213,0
194,0,-169.0,"2023/08/26 5:00:00",19311,19312,400,1931,0,0,2816,3,7,19313,0
195,100101,-130.0,"2023/08/27 5:00:00",19411,19412,400,1941,9100103,0,2816,3,7,19413,0
196,0,-224.0,"2023/08/28 5:00:00",19511,19512,400,1951,0,0,2816,3,7,19513,0
197,0,-279.0,"2023/08/29 5:00:00",19611,19612,400,1961,0,0,2816,3,7,19613,0
198,0,-369.0,"2023/08/30 5:00:00",19711,19712,400,1971,0,0,2816,3,7,19713,0
199,103001,-250.0,"2023/08/31 5:00:00",19811,19812,400,1981,9103003,1,2816,3,7,19813,0
200,0,571.0,"2023/09/01 5:00:00",19911,19912,500,1991,0,0,2816,0,8,19913,0
201,106001,480.0,"2023/09/02 5:00:00",20011,20012,500,2001,9106003,0,2816,0,8,20013,0
202,0,516.0,"2023/09/03 5:00:00",20111,20112,500,2011,0,0,2816,0,8,20113,0
203,0,461.0,"2023/09/04 5:00:00",20211,20212,500,2021,0,0,2816,0,8,20213,0
204,101501,390.0,"2023/09/05 5:00:00",20311,20312,500,2031,9101503,0,2816,0,8,20313,0
205,0,406.0,"2023/09/06 5:00:00",20411,20412,500,2041,0,0,2816,0,8,20413,0
206,105401,340.0,"2023/09/07 5:00:00",20511,20512,500,2051,9105403,0,2816,0,8,20513,0
207,0,351.0,"2023/09/08 5:00:00",20611,20612,500,2061,0,0,2816,0,8,20613,0
208,0,296.0,"2023/09/09 5:00:00",20711,20712,500,2071,0,0,2816,0,8,20713,0
209,0,241.0,"2023/09/10 5:00:00",20811,20812,500,2081,0,0,2816,0,8,20813,0
210,0,186.0,"2023/09/11 5:00:00",20911,20912,500,2091,0,0,2816,0,8,20913,0
211,118501,170.0,"2023/09/12 5:00:00",21011,21012,500,2101,9118503,0,2816,0,8,21013,0
212,0,131.0,"2023/09/13 5:00:00",21111,21112,500,2111,0,0,2816,0,8,21113,0
213,0,76.0,"2023/09/14 5:00:00",21211,21212,500,2121,0,0,2816,0,8,21213,0
214,110901,50.0,"2023/09/15 5:00:00",21311,21312,500,2131,9110903,0,2816,0,8,21313,0
215,0,21.0,"2023/09/16 5:00:00",21411,21412,500,2141,0,0,2816,0,8,21413,0
216,0,-34.0,"2023/09/17 5:00:00",21511,21512,500,2151,0,0,2816,0,8,21513,0
217,0,-89.0,"2023/09/18 5:00:00",21611,21612,500,2161,0,0,2816,0,8,21613,0
218,118001,-120.0,"2023/09/19 5:00:00",21711,21712,500,2171,9118003,0,2816,0,8,21713,0
219,0,-144.0,"2023/09/20 5:00:00",21811,21812,500,2181,0,0,2816,0,8,21813,0
220,0,-199.0,"2023/09/21 5:00:00",21911,21912,500,2191,0,0,2816,0,8,21913,0
221,101001,-270.0,"2023/09/22 5:00:00",22011,22012,500,2201,9101003,0,2816,0,8,22013,0
222,0,-254.0,"2023/09/23 5:00:00",22111,22112,500,2211,0,0,2816,0,8,22113,0
223,0,-309.0,"2023/09/24 5:00:00",22211,22212,500,2221,0,0,2816,0,8,22213,0
224,0,-364.0,"2023/09/25 5:00:00",22311,22312,500,2231,0,0,2816,0,8,22313,0
225,0,-419.0,"2023/09/26 5:00:00",22411,22412,500,2241,0,0,2816,0,8,22413,0
226,0,-474.0,"2023/09/27 5:00:00",22511,22512,500,2251,0,0,2816,0,8,22513,0
227,0,-529.0,"2023/09/28 5:00:00",22611,22612,500,2261,0,0,2816,0,8,22613,0
228,106601,-370.0,"2023/09/29 5:00:00",22711,22712,500,2271,9106603,0,2816,0,8,22713,0
229,0,-579.0,"2023/09/30 5:00:00",22811,22812,500,2281,0,1,2816,0,8,22813,0
230,0,383.0,"2023/10/01 5:00:00",22911,22912,500,2291,0,0,2816,0,9,22913,0
231,0,339.0,"2023/10/02 5:00:00",23011,23012,500,2301,0,0,2816,0,9,23013,0
232,0,296.0,"2023/10/03 5:00:00",23111,23112,500,2311,0,0,2816,0,9,23113,0
233,102801,290.0,"2023/10/04 5:00:00",23211,23212,500,2321,9102803,0,2816,0,9,23213,0
234,0,253.0,"2023/10/05 5:00:00",23311,23312,500,2331,0,0,2816,0,9,23313,0
235,0,210.0,"2023/10/06 5:00:00",23411,23412,500,2341,0,0,2816,0,9,23413,0
236,0,167.0,"2023/10/07 5:00:00",23511,23512,500,2351,0,0,2816,0,9,23513,0
237,0,200.0,"2023/10/08 5:00:00",23611,23612,500,2361,0,0,2816,0,9,23613,0
238,0,180.0,"2023/10/09 5:00:00",23711,23712,500,2371,0,0,2816,0,9,23713,0
239,100801,130.0,"2023/10/10 5:00:00",23811,23812,500,2381,9100803,0,2816,0,9,23813,0
240,0,125.0,"2023/10/11 5:00:00",23911,23912,500,2391,0,0,2816,0,9,23913,0
241,0,83.0,"2023/10/12 5:00:00",24011,24012,500,2401,0,0,2816,0,9,24013,0
242,0,100.0,"2023/10/13 5:00:00",24111,24112,500,2411,0,0,2816,0,9,24113,0
243,0,80.0,"2023/10/14 5:00:00",24211,24212,500,2421,0,0,2816,0,9,24213,0
244,0,41.0,"2023/10/15 5:00:00",24311,24312,500,2431,0,0,2816,0,9,24313,0
245,0,-1.0,"2023/10/16 5:00:00",24411,24412,500,2441,0,0,2816,0,9,24413,0
246,0,-43.0,"2023/10/17 5:00:00",24511,24512,500,2451,0,0,2816,0,9,24513,0
247,0,10.0,"2023/10/18 5:00:00",24611,24612,500,2461,0,0,2816,0,9,24613,0
248,0,-10.0,"2023/10/19 5:00:00",24711,24712,500,2471,0,0,2816,0,9,24713,0
249,0,-10.0,"2023/10/20 5:00:00",24811,24812,500,2481,0,0,2816,0,9,24813,0
250,0,-40.0,"2023/10/21 5:00:00",24911,24912,500,2491,0,0,2816,0,9,24913,0
251,0,-85.0,"2023/10/22 5:00:00",25011,25012,500,2501,0,0,2816,0,9,25013,0
252,0,-127.0,"2023/10/23 5:00:00",25111,25112,500,2511,0,0,2816,0,9,25113,0
253,104901,-130.0,"2023/10/24 5:00:00",25211,25212,500,2521,9104903,0,2816,0,9,25213,0
254,104701,-270.0,"2023/10/25 5:00:00",25311,25312,500,2531,9104703,0,2816,0,9,25313,0
255,0,-169.0,"2023/10/26 5:00:00",25411,25412,500,2541,0,0,2816,0,9,25413,0
256,0,-211.0,"2023/10/27 5:00:00",25511,25512,500,2551,0,0,2816,0,9,25513,0
257,0,-253.0,"2023/10/28 5:00:00",25611,25612,500,2561,0,0,2816,0,9,25613,0
258,0,-295.0,"2023/10/29 5:00:00",25711,25712,500,2571,0,0,2816,0,9,25713,0
259,0,-337.0,"2023/10/30 5:00:00",25811,25812,500,2581,0,0,2816,0,9,25813,0
260,0,-379.0,"2023/10/31 5:00:00",25911,25912,500,2591,0,1,2816,0,9,25913,0
261,0,600.0,"2023/11/01 5:00:00",26011,26012,500,2601,0,0,2816,0,10,26013,0
262,0,560.0,"2023/11/02 5:00:00",26111,26112,500,2611,0,0,2816,0,10,26113,0
263,103801,410.0,"2023/11/03 5:00:00",26211,26212,500,2621,9103803,0,2816,0,10,26213,0
264,101401,310.0,"2023/11/03 5:00:00",26221,26222,500,2622,9101403,0,2816,0,10,26223,0
265,109401,220.0,"2023/11/03 5:00:00",26231,26232,500,2623,9109403,0,2816,0,10,26233,0
266,0,564.0,"2023/11/04 5:00:00",26311,26312,500,2631,0,0,2816,0,10,26313,0
267,0,499.0,"2023/11/05 5:00:00",26411,26412,500,2641,0,0,2816,0,10,26413,0
268,0,435.0,"2023/11/06 5:00:00",26511,26512,500,2651,0,0,2816,0,10,26513,0
269,0,372.0,"2023/11/07 5:00:00",26611,26612,500,2661,0,0,2816,0,10,26613,0
270,0,309.0,"2023/11/08 5:00:00",26711,26712,500,2671,0,0,2816,0,10,26713,0
271,0,246.0,"2023/11/09 5:00:00",26811,26812,500,2681,0,0,2816,0,10,26813,0
272,0,183.0,"2023/11/10 5:00:00",26911,26912,500,2691,0,0,2816,0,10,26913,0
273,104801,85.0,"2023/11/11 5:00:00",27011,27012,500,2701,9104803,0,2816,0,10,27013,0
274,0,120.0,"2023/11/12 5:00:00",27111,27112,500,2711,0,0,2816,0,10,27113,0
275,0,57.0,"2023/11/13 5:00:00",27211,27212,500,2721,0,0,2816,0,10,27213,0
276,0,-6.0,"2023/11/14 5:00:00",27311,27312,500,2731,0,0,2816,0,10,27313,0
277,0,-69.0,"2023/11/15 5:00:00",27411,27412,500,2741,0,0,2816,0,10,27413,0
278,0,-132.0,"2023/11/16 5:00:00",27511,27512,500,2751,0,0,2816,0,10,27513,0
