reward_id_3,reward_count_2,reward_type_1,sub_story_id,reward_id_2,disp_order,condition_story_id,reward_type_2,reward_count_3,reward_type_3,reward_id_1,original_event_id,title,reward_count_1
0,0,0,5084628,0,27,5084004,0,0,0,0,10084,"전반_노조미",0
0,0,0,5084629,0,28,5084004,0,0,0,0,10084,"전반_니논",0
0,0,0,5084630,0,29,5084004,0,0,0,0,10084,"전반_시노부",0
0,0,0,5084631,0,30,5084004,0,0,0,0,10084,"전반_아키노",0
0,0,0,5084632,0,31,5084004,0,0,0,0,10084,"전반_마히루",0
0,0,0,5084633,0,32,5084004,0,0,0,0,10084,"전반_유카리",0
0,0,0,5084634,0,33,5084004,0,0,0,0,10084,"전반_쿄우카",0
0,0,0,5084635,0,34,5084004,0,0,0,0,10084,"전반_토모",0
0,0,0,5084636,0,35,5084004,0,0,0,0,10084,"전반_시오리",0
0,0,0,5084637,0,36,5084004,0,0,0,0,10084,"전반_아오이",0
0,0,0,5084638,0,37,5084004,0,0,0,0,10084,"전반_치카",0
0,0,0,5084639,0,38,5084004,0,0,0,0,10084,"전반_마코토",0
0,0,0,5084640,0,39,5084004,0,0,0,0,10084,"전반_이리야",0
0,0,0,5084641,0,40,5084004,0,0,0,0,10084,"전반_쿠우카",0
0,0,0,5084642,0,41,5084004,0,0,0,0,10084,"전반_타마키",0
0,0,0,5084643,0,42,5084004,0,0,0,0,10084,"전반_쥰",0
0,0,0,5084644,0,43,5084004,0,0,0,0,10084,"전반_미후유",0
0,0,0,5084645,0,44,5084004,0,0,0,0,10084,"전반_시즈루",0
0,0,0,5084646,0,45,5084004,0,0,0,0,10084,"전반_미사키",0
0,0,0,5084647,0,46,5084004,0,0,0,0,10084,"전반_미츠키",0
0,0,0,5084648,0,47,5084004,0,0,0,0,10084,"전반_리마",0
0,0,0,5084649,0,48,5084004,0,0,0,0,10084,"전반_모니카",0
0,0,0,5084650,0,49,5084004,0,0,0,0,10084,"전반_츠무기",0
0,0,0,5084651,0,50,5084004,0,0,0,0,10084,"전반_아유미",0
0,0,0,5084652,0,51,5084004,0,0,0,0,10084,"전반_루카",0
0,0,0,5084654,0,53,5084004,0,0,0,0,10084,"전반_콧코로",0
0,0,0,5084655,0,54,5084004,0,0,0,0,10084,"전반_캬루",0
0,0,0,5084656,0,55,5084004,0,0,0,0,10084,"전반_무이미",0
0,0,0,5084657,0,56,5084004,0,0,0,0,10084,"전반_셰피",0
0,0,0,5084658,0,57,5084004,0,0,0,0,10084,"전반_카야",0
0,0,0,5084659,0,58,5084004,0,0,0,0,10084,"전반_이노리",0
0,0,0,5084660,0,59,5084004,0,0,0,0,10084,"전반_호마레",0
0,0,0,5084661,0,60,5084004,0,0,0,0,10084,"전반_라비리스타",0
0,0,0,5084662,0,61,5084004,0,0,0,0,10084,"전반_네네카",0
0,0,0,5084663,0,62,5084004,0,0,0,0,10084,"전반_크리스티나",0
0,0,0,5084664,0,63,5084004,0,0,0,0,10084,"전반_클로에",0
0,0,0,5084665,0,64,5084004,0,0,0,0,10084,"전반_치에루",0
0,0,0,5084666,0,65,5084004,0,0,0,0,10084,"전반_유니",0
0,0,0,5084667,0,66,5084004,0,0,0,0,10084,"전반_크레짓타",0
0,0,0,5084668,0,67,5084004,0,0,0,0,10084,"전반_카린",0
0,0,0,5084669,0,68,5084004,0,0,0,0,10084,"전반_아메스",0
0,0,0,5085602,0,1,5085006,0,0,0,0,10085,"후반_히요리",0
0,0,0,5085603,0,2,5085006,0,0,0,0,10085,"후반_유이",0
0,0,0,5085604,0,3,5085006,0,0,0,0,10085,"후반_레이",0
0,0,0,5085605,0,4,5085006,0,0,0,0,10085,"후반_미소기",0
0,0,0,5085606,0,5,5085006,0,0,0,0,10085,"후반_마츠리",0
0,0,0,5085607,0,6,5085006,0,0,0,0,10085,"후반_아카리",0
0,0,0,5085608,0,7,5085006,0,0,0,0,10085,"후반_미야코",0
0,0,0,5085609,0,8,5085006,0,0,0,0,10085,"후반_유키",0
0,0,0,5085610,0,9,5085006,0,0,0,0,10085,"후반_안나",0
0,0,0,5085611,0,10,5085006,0,0,0,0,10085,"후반_마호",0
0,0,0,5085612,0,11,5085006,0,0,0,0,10085,"후반_리노",0
0,0,0,5085613,0,12,5085006,0,0,0,0,10085,"후반_하츠네",0
0,0,0,5085614,0,13,5085006,0,0,0,0,10085,"후반_나나카",0
0,0,0,5085615,0,14,5085006,0,0,0,0,10085,"후반_카스미",0
0,0,0,5085616,0,15,5085006,0,0,0,0,10085,"후반_미사토",0
0,0,0,5085617,0,16,5085006,0,0,0,0,10085,"후반_스즈나",0
0,0,0,5085618,0,17,5085006,0,0,0,0,10085,"후반_카오리",0
0,0,0,5085619,0,18,5085006,0,0,0,0,10085,"후반_이오",0
0,0,0,5085620,0,19,5085006,0,0,0,0,10085,"후반_미미",0
0,0,0,5085621,0,20,5085006,0,0,0,0,10085,"후반_쿠루미",0
0,0,0,5085622,0,21,5085006,0,0,0,0,10085,"후반_요리",0
0,0,0,5085623,0,22,5085006,0,0,0,0,10085,"후반_아야네",0
0,0,0,5085624,0,23,5085006,0,0,0,0,10085,"후반_스즈메",0
0,0,0,5085625,0,24,5085006,0,0,0,0,10085,"후반_린",0
0,0,0,5085626,0,25,5085006,0,0,0,0,10085,"후반_에리코",0
0,0,0,5085627,0,26,5085006,0,0,0,0,10085,"후반_사렌",0
0,0,0,5085628,0,27,5085006,0,0,0,0,10085,"후반_노조미",0
0,0,0,5085629,0,28,5085006,0,0,0,0,10085,"후반_니논",0
0,0,0,5085630,0,29,5085006,0,0,0,0,10085,"후반_시노부",0
0,0,0,5085631,0,30,5085006,0,0,0,0,10085,"후반_아키노",0
0,0,0,5085632,0,31,5085006,0,0,0,0,10085,"후반_마히루",0
0,0,0,5085633,0,32,5085006,0,0,0,0,10085,"후반_유카리",0
0,0,0,5085634,0,33,5085006,0,0,0,0,10085,"후반_쿄우카",0
0,0,0,5085635,0,34,5085006,0,0,0,0,10085,"후반_토모",0
0,0,0,5085636,0,35,5085006,0,0,0,0,10085,"후반_시오리",0
0,0,0,5085637,0,36,5085006,0,0,0,0,10085,"후반_아오이",0
0,0,0,5085638,0,37,5085006,0,0,0,0,10085,"후반_치카",0
0,0,0,5085639,0,38,5085006,0,0,0,0,10085,"후반_마코토",0
0,0,0,5085640,0,39,5085006,0,0,0,0,10085,"후반_이리야",0
0,0,0,5085641,0,40,5085006,0,0,0,0,10085,"후반_쿠우카",0
0,0,0,5085642,0,41,5085006,0,0,0,0,10085,"후반_타마키",0
0,0,0,5085643,0,42,5085006,0,0,0,0,10085,"후반_쥰",0
0,0,0,5085644,0,43,5085006,0,0,0,0,10085,"후반_미후유",0
0,0,0,5085645,0,44,5085006,0,0,0,0,10085,"후반_시즈루",0
0,0,0,5085646,0,45,5085006,0,0,0,0,10085,"후반_미사키",0
0,0,0,5085647,0,46,5085006,0,0,0,0,10085,"후반_미츠키",0
0,0,0,5085648,0,47,5085006,0,0,0,0,10085,"후반_리마",0
0,0,0,5085649,0,48,5085006,0,0,0,0,10085,"후반_모니카",0
0,0,0,5085650,0,49,5085006,0,0,0,0,10085,"후반_츠무기",0
0,0,0,5085651,0,50,5085006,0,0,0,0,10085,"후반_아유미",0
0,0,0,5085652,0,51,5085006,0,0,0,0,10085,"후반_루카",0
0,0,0,5085653,0,52,5085006,0,0,0,0,10085,"후반_페코린느",0
0,0,0,5085654,0,53,5085006,0,0,0,0,10085,"후반_콧코로",0
0,0,0,5085655,0,54,5085006,0,0,0,0,10085,"후반_캬루",0
0,0,0,5085656,0,55,5085006,0,0,0,0,10085,"후반_무이미",0
0,0,0,5085657,0,56,5085006,0,0,0,0,10085,"후반_셰피",0
0,0,0,5085658,0,57,5085006,0,0,0,0,10085,"후반_카야",0
0,0,0,5085659,0,58,5085006,0,0,0,0,10085,"후반_이노리",0
0,0,0,5085660,0,59,5085006,0,0,0,0,10085,"후반_호마레",0
0,0,0,5085661,0,60,5085006,0,0,0,0,10085,"후반_라비리스타",0
0,0,0,5085662,0,61,5085006,0,0,0,0,10085,"후반_네네카",0
0,0,0,5085663,0,62,5085006,0,0,0,0,10085,"후반_크리스티나",0
0,0,0,5085664,0,63,5085006,0,0,0,0,10085,"후반_클로에",0
0,0,0,5085665,0,64,5085006,0,0,0,0,10085,"후반_치에루",0
0,0,0,5085666,0,65,5085006,0,0,0,0,10085,"후반_유니",0
0,0,0,5085667,0,66,5085006,0,0,0,0,10085,"후반_크레짓타",0
0,0,0,5085668,0,67,5085006,0,0,0,0,10085,"후반_카린",0
0,0,0,5085669,0,68,5085006,0,0,0,0,10085,"후반_아메스",0
