id,maximum_chunk_size_1,maximum_chunk_size_loop_3,gacha_id,maximum_chunk_size_3,end_time,introduction_number,maximum_chunk_size_2,start_time,maximum_chunk_size_loop_1,maximum_chunk_size_loop_2
116,380000,0,30120,0,"2022/04/09 14:59:59",1,0,"2022/03/31 15:00:00",380000,0
117,380000,0,30121,0,"2022/04/21 14:59:59",1,0,"2022/04/05 15:00:00",380000,0
118,380000,0,30122,0,"2022/04/19 14:59:59",1,0,"2022/04/09 15:00:00",380000,0
119,380000,0,30123,0,"2022/04/28 14:59:59",1,0,"2022/04/19 15:00:00",380000,0
120,380000,0,30125,0,"2022/05/06 14:59:59",1,0,"2022/04/28 15:00:00",380000,0
121,380000,0,30126,0,"2022/05/12 14:59:59",1,0,"2022/05/06 15:00:00",380000,0
122,380000,0,30127,0,"2022/05/22 14:59:59",1,0,"2022/05/12 15:00:00",380000,0
123,380000,0,30128,0,"2022/05/28 14:59:59",1,0,"2022/05/22 15:00:00",380000,0
124,380000,0,50129,0,"2022/05/30 14:59:59",2,380000,"2022/05/28 15:00:00",0,380000
125,380000,0,30130,0,"2022/06/10 14:59:59",1,0,"2022/05/30 15:00:00",380000,0
126,380000,0,30131,0,"2022/06/20 14:59:59",1,0,"2022/06/10 15:00:00",380000,0
127,380000,0,30133,0,"2022/06/30 14:59:59",1,0,"2022/06/20 15:00:00",380000,0
128,380000,0,30134,0,"2022/07/08 14:59:59",1,0,"2022/06/30 15:00:00",380000,0
129,380000,0,30135,0,"2022/07/15 14:59:59",1,0,"2022/07/08 15:00:00",380000,0
130,380000,0,30137,0,"2022/07/23 14:59:59",1,0,"2022/07/15 15:00:00",380000,0
131,380000,0,30136,0,"2022/07/19 14:59:59",1,0,"2022/07/15 15:00:00",380000,0
132,380000,0,30138,0,"2022/07/23 14:59:59",1,0,"2022/07/19 15:00:00",380000,0
133,380000,0,30139,0,"2022/07/29 14:59:59",1,0,"2022/07/23 15:00:00",380000,0
134,380000,0,50140,0,"2022/08/01 14:59:59",2,380000,"2022/07/29 15:00:00",0,380000
135,380000,0,30141,0,"2022/08/10 14:59:59",1,0,"2022/08/01 15:00:00",380000,0
136,380000,0,30142,0,"2022/08/12 14:59:59",1,0,"2022/08/05 15:00:00",380000,0
137,380000,0,30144,0,"2022/08/22 14:59:59",1,0,"2022/08/12 15:00:00",380000,0
138,380000,0,30143,0,"2022/08/17 14:59:59",1,0,"2022/08/12 15:00:00",380000,0
139,380000,0,30145,0,"2022/08/22 14:59:59",1,0,"2022/08/17 15:00:00",380000,0
140,380000,0,30146,0,"2022/08/29 14:59:59",1,0,"2022/08/22 15:00:00",380000,0
141,380000,0,30147,0,"2022/09/07 14:59:59",1,0,"2022/08/29 15:00:00",380000,0
142,380000,0,30148,0,"2022/09/13 14:59:59",1,0,"2022/09/07 15:00:00",380000,0
143,380000,0,40005,0,"2022/09/21 14:59:59",1,0,"2022/09/13 15:00:00",380000,0
144,380000,0,30150,0,"2022/09/29 14:59:59",1,0,"2022/09/21 15:00:00",380000,0
145,380000,0,50151,0,"2022/10/02 14:59:59",2,380000,"2022/09/29 15:00:00",0,380000
146,380000,0,30152,0,"2022/10/08 14:59:59",1,0,"2022/10/02 15:00:00",380000,0
147,380000,0,30153,0,"2022/10/13 14:59:59",1,0,"2022/10/08 15:00:00",380000,0
148,380000,0,30154,0,"2022/10/19 14:59:59",1,0,"2022/10/13 15:00:00",380000,0
149,380000,0,40006,0,"2022/10/25 14:59:59",1,0,"2022/10/19 15:00:00",380000,0
150,380000,0,30157,0,"2022/10/31 14:59:59",1,0,"2022/10/25 15:00:00",380000,0
151,380000,0,30156,0,"2022/10/31 14:59:59",1,0,"2022/10/25 15:00:00",380000,0
152,380000,0,30158,0,"2022/11/08 14:59:59",1,0,"2022/10/31 15:00:00",380000,0
153,380000,0,30159,0,"2022/11/15 14:59:59",1,0,"2022/11/08 15:00:00",380000,0
154,380000,0,30160,0,"2022/11/22 14:59:59",1,0,"2022/11/15 15:00:00",380000,0
155,380000,0,30161,0,"2022/12/01 14:59:59",1,0,"2022/11/22 15:00:00",380000,0
156,380000,0,50162,0,"2022/12/04 14:59:59",2,380000,"2022/12/01 15:00:00",0,380000
157,380000,0,30163,0,"2022/12/12 14:59:59",1,0,"2022/12/04 15:00:00",380000,0
158,380000,0,30164,0,"2022/12/15 14:59:59",1,0,"2022/12/12 15:00:00",380000,0
159,380000,0,30166,0,"2022/12/23 14:59:59",1,0,"2022/12/15 15:00:00",380000,0
160,380000,0,30167,0,"2022/12/29 14:59:59",1,0,"2022/12/23 15:00:00",380000,0
161,380000,0,30168,0,"2023/01/06 14:59:59",1,0,"2022/12/29 15:00:00",380000,0
162,380000,0,30169,0,"2023/01/13 14:59:59",1,0,"2023/01/06 15:00:00",380000,0
163,380000,0,30170,0,"2023/01/20 14:59:59",1,0,"2023/01/13 15:00:00",380000,0
164,380000,0,30171,0,"2023/01/30 14:59:59",1,0,"2023/01/20 15:00:00",380000,0
165,380000,0,50172,0,"2023/02/02 14:59:59",2,380000,"2023/01/30 15:00:00",0,380000
166,380000,0,30173,0,"2023/02/10 14:59:59",1,0,"2023/02/02 15:00:00",380000,0
167,380000,0,30174,0,"2023/02/14 14:59:59",1,0,"2023/02/10 15:00:00",380000,0
168,380000,0,30175,0,"2023/02/23 14:59:59",1,0,"2023/02/14 15:00:00",380000,0
169,380000,0,30176,0,"2023/02/26 14:59:59",1,0,"2023/02/23 15:00:00",380000,0
170,380000,0,30177,0,"2023/03/02 14:59:59",1,0,"2023/02/26 15:00:00",380000,0
171,380000,0,30178,0,"2023/03/10 14:59:59",1,0,"2023/03/02 15:00:00",380000,0
172,380000,0,30179,0,"2023/03/16 14:59:59",1,0,"2023/03/10 15:00:00",380000,0
173,380000,0,40007,0,"2023/03/25 14:59:59",1,0,"2023/03/16 15:00:00",380000,0
174,380000,0,30180,0,"2023/03/25 14:59:59",1,0,"2023/03/16 15:00:00",380000,0
175,380000,0,30182,0,"2023/03/29 14:59:59",1,0,"2023/03/25 15:00:00",380000,0
176,380000,0,50183,0,"2023/04/01 14:59:59",2,380000,"2023/03/29 15:00:00",0,380000
177,380000,0,30184,0,"2023/04/09 14:59:59",1,0,"2023/04/01 15:00:00",380000,0
178,380000,0,30185,0,"2023/04/09 14:59:59",1,0,"2023/04/06 15:00:00",380000,0
179,380000,0,30186,0,"2023/04/13 14:59:59",1,0,"2023/04/09 15:00:00",380000,0
180,380000,0,30187,0,"2023/04/24 14:59:59",1,0,"2023/04/13 15:00:00",380000,0
181,380000,0,30188,0,"2023/04/28 14:59:59",1,0,"2023/04/24 15:00:00",380000,0
182,380000,0,30189,0,"2023/05/01 14:59:59",1,0,"2023/04/28 15:00:00",380000,0
183,380000,0,50190,0,"2023/05/04 14:59:59",2,380000,"2023/05/01 15:00:00",0,380000
184,380000,0,30191,0,"2023/05/12 14:59:59",1,0,"2023/05/04 15:00:00",380000,0
185,380000,0,30192,0,"2023/05/15 14:59:59",1,0,"2023/05/12 15:00:00",380000,0
186,380000,0,30193,0,"2023/05/22 14:59:59",1,0,"2023/05/15 15:00:00",380000,0
187,380000,0,30194,0,"2023/05/30 14:59:59",1,0,"2023/05/22 15:00:00",380000,0
188,380000,0,50195,0,"2023/06/02 14:59:59",2,380000,"2023/05/30 15:00:00",0,380000
189,380000,0,30196,0,"2023/06/10 14:59:59",1,0,"2023/06/02 15:00:00",380000,0
190,380000,0,30197,0,"2023/06/13 14:59:59",1,0,"2023/06/10 15:00:00",380000,0
191,380000,0,30198,0,"2023/06/22 14:59:59",1,0,"2023/06/13 15:00:00",380000,0
192,380000,0,30199,0,"2023/06/26 14:59:59",1,0,"2023/06/22 15:00:00",380000,0
193,380000,0,50200,0,"2023/06/29 14:59:59",2,380000,"2023/06/26 15:00:00",0,380000
194,380000,0,30201,0,"2023/07/10 14:59:59",1,0,"2023/06/29 15:00:00",380000,0
195,380000,0,30202,0,"2023/07/17 14:59:59",1,0,"2023/07/10 15:00:00",380000,0
196,380000,0,30203,0,"2023/07/26 14:59:59",1,0,"2023/07/17 15:00:00",380000,0
197,380000,0,30204,0,"2023/08/01 14:59:59",1,0,"2023/07/26 15:00:00",380000,0
198,380000,0,30205,0,"2023/08/09 14:59:59",1,0,"2023/08/01 15:00:00",380000,0
199,380000,0,30206,0,"2023/08/12 14:59:59",1,0,"2023/08/09 15:00:00",380000,0
200,380000,0,30207,0,"2023/08/16 14:59:59",1,0,"2023/08/12 15:00:00",380000,0
201,380000,0,30208,0,"2023/08/24 14:59:59",1,0,"2023/08/16 15:00:00",380000,0
202,380000,0,30209,0,"2023/08/27 14:59:59",1,0,"2023/08/24 15:00:00",380000,0
203,380000,0,30210,0,"2023/08/30 14:59:59",1,0,"2023/08/27 15:00:00",380000,0
204,380000,0,30211,0,"2023/09/08 14:59:59",1,0,"2023/08/30 15:00:00",380000,0
205,380000,0,30212,0,"2023/09/11 14:59:59",1,0,"2023/09/08 15:00:00",380000,0
206,380000,0,30213,0,"2023/09/14 14:59:59",1,0,"2023/09/11 15:00:00",380000,0
207,380000,0,40008,0,"2023/09/22 14:59:59",1,0,"2023/09/14 15:00:00",380000,0
208,380000,0,30215,0,"2023/09/25 14:59:59",1,0,"2023/09/22 15:00:00",380000,0
209,380000,0,30216,0,"2023/09/30 14:59:59",1,0,"2023/09/25 15:00:00",380000,0
210,380000,0,50217,0,"2023/10/03 14:59:59",2,380000,"2023/09/30 15:00:00",0,380000
211,380000,0,30218,0,"2023/10/13 14:59:59",1,0,"2023/10/03 15:00:00",380000,0
212,380000,0,30219,0,"2023/10/16 14:59:59",1,0,"2023/10/13 15:00:00",380000,0
213,380000,0,30220,0,"2023/10/25 14:59:59",1,0,"2023/10/16 15:00:00",380000,0
214,380000,0,30221,0,"2023/11/02 14:59:59",1,0,"2023/10/25 15:00:00",380000,0
215,380000,0,30222,0,"2023/11/13 14:59:59",1,0,"2023/11/02 15:00:00",380000,0
216,380000,0,30223,0,"2023/11/17 14:59:59",1,0,"2023/11/13 15:00:00",380000,0
217,380000,0,30224,0,"2023/11/24 14:59:59",1,0,"2023/11/17 15:00:00",380000,0
218,380000,0,30225,0,"2023/11/27 14:59:59",1,0,"2023/11/24 15:00:00",380000,0
219,380000,0,30226,0,"2023/11/30 14:59:59",1,0,"2023/11/27 15:00:00",380000,0
220,380000,0,30227,0,"2023/12/08 14:59:59",1,0,"2023/11/30 15:00:00",380000,0
221,380000,0,30228,0,"2023/12/11 14:59:59",1,0,"2023/12/08 15:00:00",380000,0
222,380000,0,30229,0,"2023/12/15 14:59:59",1,0,"2023/12/11 15:00:00",380000,0
223,380000,0,30230,0,"2023/12/22 14:59:59",1,0,"2023/12/15 15:00:00",380000,0
224,380000,0,50231,0,"2023/12/25 14:59:59",2,380000,"2023/12/22 15:00:00",0,380000
225,380000,0,30232,0,"2023/12/28 14:59:59",1,0,"2023/12/25 15:00:00",380000,0
226,380000,0,30233,0,"2024/01/06 14:59:59",1,0,"2023/12/28 15:00:00",380000,0
227,380000,0,30234,0,"2024/01/15 14:59:59",1,0,"2024/01/06 15:00:00",380000,0
228,380000,0,30235,0,"2024/01/22 14:59:59",1,0,"2024/01/15 15:00:00",380000,0
229,380000,0,30236,0,"2024/01/30 14:59:59",1,0,"2024/01/22 15:00:00",380000,0
230,380000,0,50237,0,"2024/02/02 14:59:59",2,380000,"2024/01/30 15:00:00",0,380000
231,380000,0,30238,0,"2024/02/09 14:59:59",1,0,"2024/02/02 15:00:00",380000,0
232,380000,0,30239,0,"2024/02/14 14:59:59",1,0,"2024/02/09 15:00:00",380000,0
233,380000,0,30240,0,"2024/02/23 14:59:59",1,0,"2024/02/14 15:00:00",380000,0
234,380000,0,30241,0,"2024/02/29 14:59:59",1,0,"2024/02/23 15:00:00",380000,0
235,380000,0,30242,0,"2024/03/09 14:59:59",1,0,"2024/02/29 15:00:00",380000,0
236,380000,0,30243,0,"2024/03/12 14:59:59",1,0,"2024/03/09 15:00:00",380000,0
237,380000,0,30244,0,"2024/03/14 14:59:59",1,0,"2024/03/12 15:00:00",380000,0
238,380000,0,40009,0,"2024/03/23 14:59:59",1,0,"2024/03/14 15:00:00",380000,0
239,380000,0,30245,0,"2024/03/21 14:59:59",1,0,"2024/03/14 15:00:00",380000,0
240,380000,0,30247,0,"2024/03/27 14:59:59",1,0,"2024/03/23 15:00:00",380000,0
241,380000,0,50248,0,"2024/03/30 14:59:59",2,380000,"2024/03/27 15:00:00",0,380000
242,380000,0,30249,0,"2024/04/07 14:59:59",1,0,"2024/03/30 15:00:00",380000,0
243,380000,0,30250,0,"2024/04/15 14:59:59",1,0,"2024/04/07 15:00:00",380000,0
244,380000,0,30251,0,"2024/04/25 14:59:59",1,0,"2024/04/15 15:00:00",380000,0
245,380000,0,30252,0,"2024/04/30 14:59:59",1,0,"2024/04/25 15:00:00",380000,0
246,380000,0,30253,0,"2024/05/07 14:59:59",1,0,"2024/04/30 15:00:00",380000,0
247,380000,0,30254,0,"2024/05/13 14:59:59",1,0,"2024/05/07 15:00:00",380000,0
248,380000,0,30255,0,"2024/05/20 14:59:59",1,0,"2024/05/13 15:00:00",380000,0
249,380000,0,30256,0,"2024/05/28 14:59:59",1,0,"2024/05/20 15:00:00",380000,0
250,380000,0,30257,0,"2024/06/02 14:59:59",1,0,"2024/05/28 15:00:00",380000,0
251,380000,0,30258,0,"2024/06/12 14:59:59",1,0,"2024/06/02 15:00:00",380000,0
252,380000,0,30259,0,"2024/06/17 14:59:59",1,0,"2024/06/12 15:00:00",380000,0
253,380000,0,30260,0,"2024/06/26 14:59:59",1,0,"2024/06/17 15:00:00",380000,0
254,380000,0,50261,0,"2024/06/29 14:59:59",2,380000,"2024/06/26 15:00:00",0,380000
255,380000,0,30262,0,"2024/07/02 14:59:59",1,0,"2024/06/29 15:00:00",380000,0
256,380000,0,30263,0,"2024/07/11 14:59:59",1,0,"2024/07/02 15:00:00",380000,0
257,380000,0,30264,0,"2024/07/15 14:59:59",1,0,"2024/07/11 15:00:00",380000,0
258,380000,0,30265,0,"2024/07/23 14:59:59",1,0,"2024/07/15 15:00:00",380000,0
259,380000,0,30266,0,"2024/07/28 14:59:59",1,0,"2024/07/23 15:00:00",380000,0
260,380000,0,50267,0,"2024/07/31 14:59:59",2,380000,"2024/07/28 15:00:00",0,380000
261,380000,0,30268,0,"2024/08/09 14:59:59",1,0,"2024/07/31 15:00:00",380000,0
262,380000,0,30269,0,"2024/08/14 14:59:59",1,0,"2024/08/09 15:00:00",380000,0
263,380000,0,30270,0,"2024/08/24 14:59:59",1,0,"2024/08/14 15:00:00",380000,0
264,380000,0,30271,0,"2024/08/27 14:59:59",1,0,"2024/08/24 15:00:00",380000,0
265,380000,0,30272,0,"2024/09/05 14:59:59",1,0,"2024/08/27 15:00:00",380000,0
266,380000,0,30273,0,"2024/09/08 14:59:59",1,0,"2024/09/05 15:00:00",380000,0
267,380000,0,30274,0,"2024/09/11 14:59:59",1,0,"2024/09/08 15:00:00",380000,0
268,380000,0,40010,0,"2024/09/18 14:59:59",1,0,"2024/09/11 15:00:00",380000,0
269,380000,0,30276,0,"2024/09/22 14:59:59",1,0,"2024/09/18 15:00:00",380000,0
270,380000,0,30277,0,"2024/09/27 14:59:59",1,0,"2024/09/22 15:00:00",380000,0
271,380000,0,50278,0,"2024/09/30 14:59:59",2,380000,"2024/09/27 15:00:00",0,380000
272,380000,0,30279,0,"2024/10/09 14:59:59",1,0,"2024/09/30 15:00:00",380000,0
273,380000,0,30280,0,"2024/10/14 14:59:59",1,0,"2024/10/09 15:00:00",380000,0
274,380000,0,30281,0,"2024/10/24 14:59:59",1,0,"2024/10/14 15:00:00",380000,0
275,380000,0,30282,0,"2024/10/30 14:59:59",1,0,"2024/10/24 15:00:00",380000,0
276,380000,0,30283,0,"2024/11/09 14:59:59",1,0,"2024/10/30 15:00:00",380000,0
277,380000,0,30284,0,"2024/11/14 14:59:59",1,0,"2024/11/09 15:00:00",380000,0
278,380000,0,30285,0,"2024/11/22 14:59:59",1,0,"2024/11/14 15:00:00",380000,0
279,380000,0,30286,0,"2024/11/24 14:59:59",1,0,"2024/11/22 15:00:00",380000,0
280,380000,0,30287,0,"2024/11/28 14:59:59",1,0,"2024/11/24 15:00:00",380000,0
